change_date,total_shares_10k,reason
2016-11-18,11286.35,A股上市
2016-12-31,11286.35,定期报告
2017-04-13,11505.5353,"增发新股上市,股权激励"
2017-06-14,23011.0706,转增
2017-06-30,23011.0706,定期报告
2017-11-20,23011.0706,限售股份上市
2017-12-31,23011.0706,定期报告
2018-04-20,23011.0706,激励股份解禁
2018-05-17,23010.2706,股份回购
2018-06-30,23010.2706,定期报告
2018-09-28,23085.2437,"增发新股上市,股权激励"
2018-12-31,23085.2437,定期报告
2019-02-22,23071.8837,股份回购
2019-04-15,23071.8837,激励股份解禁
2019-05-30,23140.9962,"增发新股上市,股权激励"
2019-06-30,23140.9962,定期报告
2019-09-30,23140.9962,激励股份解禁
2019-11-18,23140.9962,限售股份上市
2019-12-07,23138.2162,股份回购
2019-12-31,23138.2162,定期报告
2020-04-21,23138.2162,激励股份解禁
2020-05-20,23131.9762,股份回购
2020-06-30,23131.9762,定期报告
2020-08-31,23131.9762,激励股份解禁
2020-09-09,23233.7762,"股权激励,增发新股上市"
2020-09-30,23233.7762,激励股份解禁
2020-10-16,24251.6493,增发新股上市
2020-12-02,24251.4693,股份回购
2020-12-31,24251.4693,定期报告
2021-02-09,24269.0693,"增发新股上市,股权激励"
2021-03-24,24262.6693,股份回购
2021-04-16,24262.6693,限售股份上市
2021-06-30,24262.6693,定期报告
2021-08-30,24262.6693,激励股份解禁
2021-09-14,24261.2918,股份回购
2021-09-24,24466.1118,"增发新股上市,股权激励"
2021-09-30,24466.1118,激励股份解禁
2021-12-10,26307.6518,H股上市
2021-12-15,26307.6518,激励股份解禁
2021-12-31,26307.6518,定期报告
2022-01-02,26434.2018,"H股上市,超额配售"
2022-05-13,26434.2018,激励股份解禁
2022-06-30,26434.2018,定期报告
2022-07-09,26427.4618,股份回购
2022-07-21,36998.4465,转增
2022-09-08,36998.4465,激励股份解禁
2022-11-11,36998.4465,其他
2022-12-31,36998.4465,定期报告
2023-02-09,36991.6845,股份回购
2023-03-17,36991.6845,激励股份解禁
2023-06-01,36965.5381,股份回购
2023-06-30,36965.5381,定期报告
2023-07-28,36965.5381,激励股份解禁
2023-09-26,36965.5381,激励股份解禁
2023-12-31,36965.5381,定期报告
2024-03-26,36947.1533,股份回购
2024-04-11,36947.1533,激励股份解禁
2024-06-30,36947.1533,定期报告
2024-08-15,36771.8103,股份回购
2024-08-27,36771.8103,激励股份解禁
2024-12-31,36771.8103,定期报告
2025-02-26,36059.54,股份回购
2025-05-27,36059.372,股份回购
2025-06-05,36059.372,"股份回购,股权激励"
2025-06-30,36059.372,定期报告
2025-11-27,36059.372,"股份回购,股权激励"
2026-01-31,36087.497,"增发新股上市,股权激励"
