change_date,total_shares_10k,reason
2004-06-15,8757.0,A股上市
2004-06-30,8757.0,定期报告
2004-12-31,8757.0,定期报告
2005-04-08,17514.0,"送股,转增"
2005-06-30,17514.0,定期报告
2005-12-31,17514.0,定期报告
2006-06-30,17514.0,定期报告
2006-09-22,22154.0,"转增,股权分置"
2006-12-31,22154.0,定期报告
2007-04-13,26584.8,转增
2007-06-30,26584.8,定期报告
2007-09-24,26584.8,股权分置受限股份上市
2007-12-31,26584.8,定期报告
2008-04-22,39877.2,送股
2008-06-30,39877.2,定期报告
2008-09-22,39877.2,股权分置受限股份上市
2008-12-31,39877.2,定期报告
2009-05-22,47852.64,送股
2009-06-30,47852.64,定期报告
2009-09-22,47852.64,股权分置受限股份上市
2009-12-31,47852.64,定期报告
2010-06-30,47852.64,定期报告
2010-12-31,47852.64,定期报告
2011-06-30,47852.64,定期报告
2011-09-22,47852.64,股权分置受限股份上市
2011-12-31,47852.64,定期报告
2012-06-30,47852.64,定期报告
2012-12-31,47852.64,定期报告
2013-06-30,47852.64,定期报告
2013-12-31,47852.64,定期报告
2014-06-30,47852.64,定期报告
2014-12-31,47852.64,定期报告
2015-06-30,47852.64,定期报告
2015-12-31,47852.64,定期报告
2016-06-30,47852.64,定期报告
2016-12-31,47852.64,定期报告
2017-06-30,47852.64,定期报告
2017-12-31,47852.64,定期报告
2018-06-30,47852.64,定期报告
2018-12-31,47852.64,定期报告
2019-06-30,47852.64,定期报告
2019-12-31,47852.64,定期报告
2020-06-30,47852.64,定期报告
2020-12-31,47852.64,定期报告
2021-06-30,47852.64,定期报告
2021-12-31,47852.64,定期报告
2022-06-30,47852.64,定期报告
2022-09-08,256543.0562,增发新股上市
2022-12-06,319600.5805,增发新股上市
2022-12-31,319600.5805,定期报告
2023-06-06,319600.5805,限售股份上市
2023-06-30,319600.5805,定期报告
2023-12-31,319600.5805,定期报告
2024-06-30,319600.5805,定期报告
2024-12-31,319600.5805,定期报告
2025-06-30,319600.5805,定期报告
2025-09-08,319600.5805,限售股份上市
