change_date,total_shares_10k,reason
2008-05-20,9580.0,A股上市
2008-06-30,9580.0,定期报告
2008-08-20,9580.0,配售股份上市
2008-12-31,9580.0,定期报告
2009-05-20,19160.0,转增
2009-05-26,19160.0,限售股份上市
2009-06-30,19160.0,定期报告
2009-12-31,19160.0,定期报告
2010-06-30,19160.0,定期报告
2010-12-31,19160.0,定期报告
2011-06-30,19160.0,定期报告
2011-08-26,22760.0,增发新股上市
2011-10-25,22760.0,限售股份上市
2011-12-31,22760.0,定期报告
2012-06-30,22760.0,定期报告
2012-07-02,45520.0,转增
2012-08-27,45520.0,限售股份上市
2012-12-31,45520.0,定期报告
2013-06-30,45520.0,定期报告
2013-12-31,45520.0,定期报告
2014-06-30,45520.0,定期报告
2014-12-31,45520.0,定期报告
2015-04-16,91040.0,转增
2015-06-30,91040.0,定期报告
2015-12-31,91040.0,定期报告
2016-06-30,91040.0,定期报告
2016-12-31,91040.0,定期报告
2017-06-30,91040.0,定期报告
2017-12-31,91040.0,定期报告
2018-06-30,91040.0,定期报告
2018-12-31,91040.0,定期报告
2019-06-30,91040.0,定期报告
2019-12-31,91040.0,定期报告
2020-06-30,91040.0,定期报告
2020-11-30,114801.44,增发新股上市
2020-12-31,114801.44,定期报告
2021-06-30,114801.44,定期报告
2021-12-31,114801.44,定期报告
2022-06-30,114801.44,定期报告
2022-12-31,114801.44,定期报告
2023-06-30,114801.44,定期报告
2023-12-29,114802.937,可转债转股
2023-12-31,114802.937,定期报告
2024-01-31,114803.1724,可转债转股
2024-03-29,114803.2681,可转债转股
2024-06-04,114804.821,可转债转股
2024-06-28,114804.8809,可转债转股
2024-06-30,114804.8809,定期报告
2024-09-30,114807.2187,可转债转股
2024-12-31,114807.2979,"可转债转股,定期报告"
2025-03-31,114807.319,可转债转股
2025-06-04,114807.3454,可转债转股
2025-06-30,114808.0932,"可转债转股,定期报告"
2025-09-30,114813.5945,可转债转股
2025-11-27,142997.0408,可转债转股
2025-12-31,142997.0408,定期报告
