change_date,total_shares_10k,reason
2018-06-27,58598.75,A股上市
2018-06-30,58598.75,定期报告
2018-12-31,58598.75,定期报告
2019-06-27,58598.75,限售股份上市
2019-06-30,58598.75,定期报告
2019-11-27,58598.75,限售股份上市
2019-12-31,58598.75,定期报告
2020-06-30,58598.75,定期报告
2020-12-31,58598.75,定期报告
2021-06-28,58598.75,限售股份上市
2021-06-30,58598.75,定期报告
2021-08-19,59323.7209,可转债转股
2021-09-15,59404.7151,可转债转股
2021-09-30,59404.871,可转债转股
2021-11-03,59405.5286,可转债转股
2021-12-02,59715.1076,"增发新股上市,股权激励,可转债转股"
2021-12-24,59715.1627,可转债转股
2021-12-29,59715.245,可转债转股
2021-12-31,59715.245,"定期报告,可转债转股"
2022-03-31,59715.5954,可转债转股
2022-04-13,59715.675,可转债转股
2022-06-01,59715.871,可转债转股
2022-06-20,59611.9625,股份回购
2022-06-30,59611.9625,"定期报告,可转债转股"
2022-08-17,59612.0235,可转债转股
2022-08-25,59612.0511,可转债转股
2022-09-16,59612.0601,可转债转股
2022-09-30,59612.0601,可转债转股
2022-11-01,59612.0631,可转债转股
2022-11-09,59612.0631,其他
2022-12-31,59612.1643,"定期报告,可转债转股"
2023-03-31,59612.3023,可转债转股
2023-04-10,59612.3268,可转债转股
2023-04-17,59612.3727,可转债转股
2023-05-19,59612.388,可转债转股
2023-06-20,59506.1544,股份回购
2023-06-30,59506.1544,"定期报告,可转债转股"
2023-07-11,59506.2991,可转债转股
2023-08-21,59506.2991,其他
2023-09-30,59506.2991,可转债转股
2023-10-24,59506.2991,其他
2023-11-01,59983.0991,"增发新股上市,股权激励"
2023-12-29,59983.0991,可转债转股
2023-12-31,59983.0991,定期报告
2024-03-29,59983.0991,可转债转股
2024-04-22,59983.2439,可转债转股
2024-06-28,59983.2439,可转债转股
2024-06-30,59983.2439,定期报告
2024-07-06,59983.2439,其他
2024-07-11,59883.9263,股份回购
2024-08-20,59883.989,可转债转股
2024-08-27,59907.689,"增发新股上市,股权激励"
2024-09-13,59907.689,激励股份解禁
2024-09-30,59907.689,可转债转股
2024-10-10,59907.8646,可转债转股
2024-10-23,59907.9753,可转债转股
2024-12-02,59908.0448,可转债转股
2024-12-31,59908.051,"可转债转股,定期报告"
2025-02-13,59908.0826,可转债转股
2025-02-24,59899.7555,"可转债转股,股份回购"
2025-03-06,59899.7586,可转债转股
2025-03-26,59899.7712,可转债转股
2025-03-31,59899.7712,可转债转股
2025-04-16,59899.7712,其他
2025-05-06,59897.1045,股份回购
2025-05-27,59897.193,可转债转股
2025-06-18,59896.193,股份回购
2025-06-24,59896.193,其他
2025-06-30,59896.2122,"可转债转股,定期报告"
2025-07-17,59896.2122,激励股份解禁
2025-08-20,59895.5455,股份回购
2025-08-26,59895.5455,其他
2025-09-15,59895.5455,激励股份解禁
2025-09-30,59895.5455,可转债转股
2025-11-13,61614.1306,可转债转股
2025-12-02,61610.7972,股份回购
2025-12-12,61610.7972,其他
2026-03-13,61608.297,股份回购
