change_date,total_shares_10k,reason
2019-11-06,10000.0,A股上市
2019-12-31,10000.0,定期报告
2020-05-06,10000.0,限售股份上市
2020-06-30,10000.0,定期报告
2020-11-06,10000.0,限售股份上市
2020-12-31,10000.0,定期报告
2021-06-18,10034.392,"增发新股上市,股权激励"
2021-06-30,10034.392,定期报告
2021-11-08,10034.392,限售股份上市
2021-12-31,10034.392,定期报告
2022-06-30,10034.392,定期报告
2022-11-07,10034.392,限售股份上市
2022-12-31,10034.392,定期报告
2023-06-30,10034.392,定期报告
2023-12-31,10034.392,定期报告
2024-02-08,10034.392,其他
2024-02-21,10034.392,其他
2024-06-30,10064.392,定期报告
2024-07-03,10064.392,"增发新股上市,股权激励"
2024-12-31,10064.392,定期报告
2025-06-30,10064.392,定期报告
2025-07-02,10104.392,"增发新股上市,股权激励"
2025-09-23,9981.3704,股份回购
