change_date,total_shares_10k,reason
2000-12-31,7000.0,其他
2001-06-30,7000.0,定期报告
2001-08-20,10500.0,A股上市
2001-12-31,10500.0,定期报告
2002-06-30,10500.0,定期报告
2002-12-31,10500.0,定期报告
2003-06-30,10500.0,定期报告
2003-12-31,10500.0,定期报告
2004-06-30,10500.0,定期报告
2004-12-31,10500.0,定期报告
2005-06-30,10500.0,定期报告
2005-12-31,10500.0,定期报告
2006-06-30,10500.0,定期报告
2006-07-11,10500.0,股权分置
2006-12-31,10500.0,定期报告
2007-06-30,10500.0,定期报告
2007-07-11,10500.0,股权分置受限股份上市
2007-12-31,10500.0,定期报告
2008-06-30,10500.0,定期报告
2008-12-31,10500.0,定期报告
2009-06-09,21000.0,转增
2009-06-30,21000.0,定期报告
2009-07-13,21000.0,股权分置受限股份上市
2009-12-31,21000.0,定期报告
2010-06-30,21000.0,定期报告
2010-12-31,21000.0,定期报告
2011-06-30,21000.0,定期报告
2011-12-08,24100.0,增发新股上市
2011-12-31,24100.0,定期报告
2012-06-30,24100.0,定期报告
2012-12-31,24100.0,定期报告
2013-06-30,24100.0,定期报告
2013-12-31,24100.0,定期报告
2014-02-12,29034.2105,增发新股上市
2014-06-30,29034.2105,定期报告
2014-12-08,29034.2105,限售股份上市
2014-12-31,29034.2105,定期报告
2015-02-12,29034.2105,限售股份上市
2015-06-30,29034.2105,定期报告
2015-07-15,66778.6842,转增
2015-12-31,66778.6842,定期报告
2016-03-17,257411.4642,增发新股上市
2016-05-12,282568.6942,增发新股上市
2016-06-30,282568.6942,定期报告
2016-12-31,282568.6942,定期报告
2017-05-15,282568.6942,限售股份上市
2017-06-30,282568.6942,定期报告
2017-12-31,282568.6942,定期报告
2018-02-06,454508.9925,增发新股上市
2018-04-11,505278.9925,增发新股上市
2018-06-30,505278.9925,定期报告
2018-12-31,505278.9925,定期报告
2019-04-11,505278.9925,限售股份上市
2019-04-17,505278.9925,限售股份上市
2019-06-27,703909.9786,转增
2019-06-30,703909.9786,定期报告
2019-12-31,703909.9786,定期报告
2020-03-18,703909.9786,其他
2020-03-20,703909.9786,其他
2020-06-30,703909.9786,定期报告
2020-12-31,703909.9786,定期报告
2021-02-08,703909.9786,限售股份上市
2021-03-17,703909.9786,其他
2021-06-30,703909.9786,定期报告
2021-12-31,703909.9786,定期报告
2022-02-18,703909.9786,其他
2022-05-07,703909.9786,其他
2022-06-30,703909.9786,定期报告
2022-12-31,703909.9786,定期报告
2023-06-30,703909.9786,定期报告
2023-12-31,703909.9786,定期报告
2024-06-30,703909.9786,定期报告
2024-12-31,703909.9786,定期报告
2025-06-30,703909.9786,定期报告
