change_date,total_shares_10k,reason
2022-06-06,5942.8464,A股上市
2022-06-30,5942.8464,定期报告
2022-12-06,5942.8464,限售股份上市
2022-12-31,5942.8464,定期报告
2023-06-06,5942.8464,限售股份上市
2023-06-30,5942.8464,定期报告
2023-12-06,5942.8464,限售股份上市
2023-12-31,5942.8464,定期报告
2024-06-06,5942.8464,限售股份上市
2024-06-30,5942.8464,定期报告
2024-07-01,8600.681,转增
2024-07-20,8600.681,其他
2024-10-22,8684.681,"增发新股上市,股份回购,股权激励"
2024-12-31,8684.681,定期报告
2025-06-30,8684.681,定期报告
2025-07-07,10074.23,转增
2025-10-23,10074.23,激励股份解禁
2025-12-08,10074.23,限售股份上市
2025-12-25,10060.2465,股份回购
