change_date,total_shares_10k,reason
2012-05-03,120000.0,A股上市
2012-06-30,120000.0,定期报告
2012-08-03,120000.0,配售股份上市
2012-12-31,120000.0,定期报告
2013-05-03,120000.0,限售股份上市
2013-06-30,120000.0,定期报告
2013-12-31,120000.0,定期报告
2014-01-10,120000.0,限售股份上市
2014-05-19,120000.0,限售股份上市
2014-06-30,120000.0,定期报告
2014-12-31,120000.0,定期报告
2015-03-25,139778.481,增发新股上市
2015-05-04,139778.481,限售股份上市
2015-06-12,279556.962,"送股,转增"
2015-06-30,279556.962,定期报告
2015-12-31,279556.962,定期报告
2016-01-11,279556.962,限售股份上市
2016-03-25,279556.962,限售股份上市
2016-06-30,279556.962,定期报告
2016-12-31,279556.962,定期报告
2017-04-20,350183.977,配股上市
2017-06-30,350183.977,定期报告
2017-12-31,350183.977,定期报告
2018-06-30,350183.977,定期报告
2018-12-31,350183.977,定期报告
2019-06-30,350183.977,定期报告
2019-12-31,350183.977,定期报告
2020-06-30,350183.977,定期报告
2020-12-31,446958.1705,定期报告
2021-01-19,446958.1705,增发新股上市
2021-06-30,446958.1705,定期报告
2021-07-19,446958.1705,限售股份上市
2021-12-31,446958.1705,定期报告
2022-06-30,446958.1705,定期报告
2022-12-31,446958.1705,定期报告
2023-06-30,446958.1705,定期报告
2023-12-31,446958.1705,定期报告
2024-06-30,446958.1705,定期报告
2024-12-31,446958.1705,定期报告
2025-02-26,446958.1705,其他
2025-06-30,446958.1705,定期报告
2026-01-19,446958.1705,限售股份上市
