change_date,total_shares_10k,reason
2016-06-24,9334.0,A股上市
2016-06-30,9334.0,定期报告
2016-12-31,9334.0,定期报告
2017-06-26,9334.0,限售股份上市
2017-06-30,9334.0,定期报告
2017-12-31,9334.0,定期报告
2018-06-30,9334.0,定期报告
2018-12-31,9334.0,定期报告
2019-06-24,9334.0,限售股份上市
2019-06-30,9334.0,定期报告
2019-12-31,9334.0,定期报告
2020-06-30,9334.0,定期报告
2020-12-15,10174.06,"增发新股上市,股权激励"
2020-12-31,10174.06,定期报告
2021-06-30,10174.06,定期报告
2021-12-31,10174.06,定期报告
2022-04-08,10174.06,激励股份解禁
2022-06-30,10174.06,定期报告
2022-08-23,14243.684,转增
2022-12-15,14243.684,激励股份解禁
2022-12-31,14243.684,定期报告
2023-06-09,19941.1576,转增
2023-06-30,19941.1576,定期报告
2023-12-15,19941.1576,激励股份解禁
2023-12-31,19941.1576,定期报告
2024-06-30,19941.1576,定期报告
2024-12-31,19941.1576,定期报告
2025-06-30,19941.1576,定期报告
