change_date,total_shares_10k,reason
2018-09-03,10667.0,A股上市
2018-12-31,10667.0,定期报告
2019-06-18,16000.5,转增
2019-06-30,16000.5,定期报告
2019-09-03,16000.5,限售股份上市
2019-12-31,16000.5,定期报告
2020-06-17,20800.65,转增
2020-06-30,20800.65,定期报告
2020-12-31,20800.65,定期报告
2021-06-30,20800.65,定期报告
2021-09-03,20800.65,限售股份上市
2021-12-31,20800.65,定期报告
2022-06-23,27040.845,转增
2022-06-30,27040.845,定期报告
2022-07-22,27471.327,"增发新股上市,股权激励"
2022-12-12,27495.904,"增发新股上市,股权激励"
2022-12-31,27495.904,定期报告
2023-06-08,35744.6752,转增
2023-06-30,35744.6752,定期报告
2023-12-31,35744.6752,定期报告
2024-06-20,42893.6102,转增
2024-06-30,42893.6102,定期报告
2024-10-07,42665.2824,股份回购
2024-12-31,42665.2824,定期报告
2025-02-21,42652.2467,股份回购
2025-06-30,42652.2467,定期报告
2025-07-07,42410.2508,股份回购
