change_date,total_shares_10k,reason
2015-06-29,8000.0,A股上市
2015-06-30,8000.0,定期报告
2015-12-30,8064.65,"增发新股上市,股权激励"
2015-12-31,8064.65,定期报告
2016-06-29,8064.65,限售股份上市
2016-06-30,8064.65,定期报告
2016-12-31,8064.65,定期报告
2017-01-19,8064.65,激励股份解禁
2017-05-12,8080.05,"增发新股上市,股权激励"
2017-05-31,8080.01,股份回购
2017-06-16,16160.02,转增
2017-06-30,16160.02,定期报告
2017-12-31,16160.02,定期报告
2018-05-09,16160.02,激励股份解禁
2018-06-06,16160.02,激励股份解禁
2018-06-30,16160.02,定期报告
2018-07-06,16160.02,限售股份上市
2018-07-31,16154.42,股份回购
2018-12-31,16154.42,定期报告
2019-05-24,16145.66,股份回购
2019-06-11,20989.358,转增
2019-06-30,20989.358,定期报告
2019-11-06,20989.358,激励股份解禁
2019-12-25,20986.55,股份回购
2019-12-31,20986.55,定期报告
2020-03-24,20986.55,其他
2020-05-22,20976.41,股份回购
2020-06-30,20976.41,定期报告
2020-12-31,20976.41,定期报告
2021-06-30,20976.41,定期报告
2021-12-31,20976.41,定期报告
2022-06-30,20976.41,定期报告
2022-12-31,20976.41,定期报告
2023-06-30,20976.41,定期报告
2023-12-31,20976.41,定期报告
2024-06-30,20976.41,定期报告
2024-12-31,20976.41,定期报告
2025-06-30,20976.41,定期报告
