change_date,total_shares_10k,reason
2017-09-07,10667.0,A股上市
2017-12-31,10667.0,定期报告
2018-06-06,17067.2,转增
2018-06-30,17067.2,定期报告
2018-09-07,17067.2,限售股份上市
2018-12-31,17067.2,定期报告
2019-06-30,17067.2,定期报告
2019-09-09,17067.2,限售股份上市
2019-12-31,17067.2,定期报告
2020-06-30,17067.2,定期报告
2020-09-09,17067.2,限售股份上市
2020-12-31,17067.2,定期报告
2021-06-30,17067.2,定期报告
2021-12-31,17067.2,定期报告
2022-06-30,17067.2,定期报告
2022-12-31,17067.2,定期报告
2023-06-30,17067.2,定期报告
2023-12-31,17067.2,定期报告
2024-02-06,17748.17,"增发新股上市,股权激励"
2024-04-17,19404.9696,增发新股上市
2024-06-30,19404.9696,定期报告
2024-10-17,19404.9696,限售股份上市
2024-12-31,19404.9696,定期报告
2025-06-13,19404.9696,激励股份解禁
2025-06-30,19404.9696,定期报告
2025-08-19,19388.0696,股份回购
