change_date,total_shares_10k,reason
2020-12-18,9976.0,A股上市
2020-12-31,9976.0,"定期报告,期权行权"
2021-06-30,9976.0,定期报告
2021-12-20,9976.0,限售股份上市
2021-12-31,9976.0,定期报告
2022-06-30,9976.0,定期报告
2022-07-22,10096.788,"增发新股上市,股权激励"
2022-09-28,10101.788,"增发新股上市,股权激励"
2022-12-31,10101.788,定期报告
2023-06-20,10063.3516,股份回购
2023-06-30,10063.3516,定期报告
2023-12-19,10063.3516,限售股份上市
2023-12-31,10063.3516,定期报告
2024-06-30,10063.3516,定期报告
2024-07-10,10023.1152,股份回购
2024-07-18,13023.1497,转增
2024-12-31,13023.1497,定期报告
2025-06-24,12961.9,股份回购
2025-06-30,12961.9,定期报告
