change_date,total_shares_10k,reason
2019-05-21,49550.0,A股上市
2019-06-30,49550.0,定期报告
2019-12-31,49550.0,定期报告
2020-05-22,49550.0,限售股份上市
2020-06-30,49550.0,定期报告
2020-12-31,49550.0,定期报告
2021-06-30,49550.0,定期报告
2021-12-31,49552.1729,"定期报告,可转债转股"
2022-03-31,49552.3238,可转债转股
2022-05-23,49560.8655,"可转债转股,限售股份上市"
2022-05-31,49560.8841,可转债转股
2022-06-20,49560.9355,可转债转股
2022-06-30,49561.1229,"定期报告,可转债转股"
2022-07-19,49929.1423,"增发新股上市,股权激励,可转债转股"
2022-09-30,49929.1594,可转债转股
2022-12-27,49929.1984,可转债转股
2022-12-31,49929.1984,"定期报告,可转债转股"
2023-01-17,54929.1984,增发新股上市
2023-03-07,54929.2015,可转债转股
2023-03-20,54929.2046,可转债转股
2023-03-31,54929.3176,可转债转股
2023-04-20,54929.396,可转债转股
2023-06-30,54929.7853,"定期报告,可转债转股"
2023-07-17,54929.7853,限售股份上市
2023-07-25,55023.045,"增发新股上市,股权激励,可转债转股"
2023-08-15,55023.0481,"可转债转股,激励股份解禁"
2023-09-30,55023.0544,可转债转股
2023-10-31,55023.0629,可转债转股
2023-11-30,55023.5074,可转债转股
2023-12-29,55023.5074,可转债转股
2023-12-31,55023.5074,定期报告
2024-03-08,55023.5133,可转债转股
2024-03-31,55023.5133,可转债转股
2024-06-28,55023.5807,可转债转股
2024-06-30,55023.5807,定期报告
2024-08-05,55023.5807,激励股份解禁
2024-09-30,55023.5997,可转债转股
2024-10-10,55023.644,可转债转股
2024-12-31,55023.9925,"可转债转股,定期报告"
2025-03-31,55023.9925,可转债转股
2025-06-20,55023.9988,可转债转股
2025-06-30,55023.9988,定期报告
2025-07-11,54753.9288,股份回购
2025-07-18,54753.935,可转债转股
2025-09-30,54753.935,可转债转股
2025-11-11,54754.5717,可转债转股
2025-12-31,54754.5874,可转债转股
2026-01-30,54754.8262,可转债转股
