change_date,total_shares_10k,reason
2017-06-30,6280.0,定期报告
2017-07-11,8380.0,A股上市
2017-12-31,8380.0,定期报告
2018-05-17,11732.0,转增
2018-06-30,11732.0,定期报告
2018-07-11,11732.0,限售股份上市
2018-12-31,11732.0,定期报告
2019-05-17,16424.8,转增
2019-06-30,16424.8,定期报告
2019-12-31,16424.8,定期报告
2020-06-30,16424.8,定期报告
2020-07-13,16424.8,限售股份上市
2020-11-06,16748.3,"股权激励,增发新股上市"
2020-11-24,16758.3,"增发新股上市,股权激励"
2020-12-31,16758.3,定期报告
2021-06-30,16758.3,定期报告
2021-08-17,16748.8,股份回购
2021-09-22,16830.6,"增发新股上市,股权激励"
2021-11-30,16830.6,激励股份解禁
2021-12-31,16830.6,定期报告
2022-03-14,16821.9,股份回购
2022-06-10,16683.66,股份回购
2022-06-30,16683.66,定期报告
2022-09-08,16677.72,股份回购
2022-12-31,16677.72,定期报告
2023-06-28,16671.77,股份回购
2023-06-30,16671.7876,"定期报告,股份回购,可转债转股"
2023-08-24,16671.8942,可转债转股
2023-09-28,16671.8986,"可转债转股,激励股份解禁"
2023-09-30,16671.8986,可转债转股
2023-10-31,16671.8986,其他
2023-11-07,16671.8986,其他
2023-11-10,16671.8986,激励股份解禁
2023-11-14,16671.8986,其他
2023-11-30,16671.8986,激励股份解禁
2023-12-31,16671.9748,"可转债转股,定期报告"
2024-01-02,16670.2348,股份回购
2024-02-01,16670.2392,可转债转股
2024-02-29,16670.3154,可转债转股
2024-03-31,16670.3378,可转债转股
2024-06-30,16670.3378,定期报告
2024-09-30,16670.3378,可转债转股
2024-10-31,16670.3522,可转债转股
2024-11-13,16670.4147,可转债转股
2024-11-14,16670.4147,其他
2024-11-15,16474.5271,股份回购
2024-12-31,16474.6184,"可转债转股,定期报告"
2025-03-31,16474.6905,可转债转股
2025-06-10,16474.7481,可转债转股
2025-06-30,16474.7529,"可转债转股,定期报告"
2025-09-10,18293.3529,可转债转股
2025-09-16,18654.7259,可转债转股
