change_date,total_shares_10k,reason
2002-12-26,15973.5164,A股上市
2002-12-31,15973.5164,定期报告
2003-06-30,15973.5164,定期报告
2003-12-31,15973.5164,定期报告
2004-06-30,15973.5164,定期报告
2004-12-31,15973.5164,定期报告
2005-06-30,15973.5164,定期报告
2005-12-31,15973.5164,定期报告
2006-04-17,15973.5164,股权分置
2006-06-30,15973.5164,定期报告
2006-07-06,31947.0328,转增
2006-12-31,31947.0328,定期报告
2007-04-17,31947.0328,股权分置受限股份上市
2007-06-30,31947.0328,定期报告
2007-12-31,31947.0328,定期报告
2008-01-25,36847.0328,增发新股上市
2008-04-17,36847.0328,股权分置受限股份上市
2008-06-30,36847.0328,定期报告
2008-12-31,36847.0328,定期报告
2009-06-30,36847.0328,定期报告
2009-12-31,36847.0328,定期报告
2010-06-09,73694.0656,转增
2010-06-30,73694.0656,定期报告
2010-12-31,73694.0656,定期报告
2011-06-30,73694.0656,定期报告
2011-12-31,73694.0656,定期报告
2012-06-30,73694.0656,定期报告
2012-12-31,73694.0656,定期报告
2013-06-30,73694.0656,定期报告
2013-12-31,73694.0656,定期报告
2014-06-30,73694.0656,定期报告
2014-12-31,73694.0656,定期报告
2015-03-12,101803.7229,增发新股上市
2015-06-30,101803.7229,定期报告
2015-12-31,101803.7229,定期报告
2016-03-14,101803.7229,限售股份上市
2016-06-30,101803.7229,定期报告
2016-09-26,159890.2832,增发新股上市
2016-12-31,159890.2832,定期报告
2017-06-30,159890.2832,定期报告
2017-09-26,159890.2832,限售股份上市
2017-12-31,159890.2832,定期报告
2018-03-12,159890.2832,限售股份上市
2018-06-30,159890.2832,定期报告
2018-12-31,159890.2832,定期报告
2019-06-30,159890.2832,定期报告
2019-09-26,159890.2832,限售股份上市
2019-12-31,159890.2832,定期报告
2020-06-30,159890.2832,定期报告
2020-12-31,159890.2832,定期报告
2021-06-30,159890.2832,定期报告
2021-11-12,159890.2832,其他
2021-12-31,159890.2832,定期报告
2022-06-30,159890.2832,定期报告
2022-12-31,159890.2832,定期报告
2023-06-06,159890.2832,"股权激励,股份回购"
2023-06-30,159890.2832,定期报告
2023-12-31,159890.2832,定期报告
2024-05-08,159890.2832,激励股份解禁
2024-06-30,159890.2832,定期报告
2024-12-31,159890.2832,定期报告
2025-06-16,159381.0979,股份回购
2025-06-30,159381.0979,定期报告
