change_date,total_shares_10k,reason
1995-12-31,6225.74,定期报告
1996-06-30,6225.74,定期报告
1996-07-01,8301.74,A股上市
1996-12-31,8301.74,定期报告
1997-06-30,8301.74,定期报告
1997-12-31,8301.74,定期报告
1998-03-16,10792.262,配股上市
1998-04-30,19426.0716,"送股,转增"
1998-06-30,19426.0716,定期报告
1998-12-31,19426.0716,定期报告
1999-06-07,19426.0716,职工股上市
1999-06-30,19426.0716,定期报告
1999-12-31,19426.0716,定期报告
2000-06-30,19426.0716,定期报告
2000-12-31,19426.0716,定期报告
2001-01-18,19426.0716,转配股上市
2001-06-30,19426.0716,定期报告
2001-12-31,19426.0716,定期报告
2002-06-30,19426.0716,定期报告
2002-12-31,19426.0716,定期报告
2003-06-30,19426.0716,定期报告
2003-12-31,19426.0716,定期报告
2004-06-30,19426.0716,定期报告
2004-12-31,19426.0716,定期报告
2005-06-30,19426.0716,定期报告
2005-12-31,19426.0716,定期报告
2006-06-30,19426.0716,定期报告
2006-07-17,25076.6945,股权分置
2006-12-31,25076.6945,定期报告
2007-06-30,25076.6945,定期报告
2007-07-17,25076.6945,股权分置受限股份上市
2007-12-31,25076.6945,定期报告
2008-06-30,25076.6945,定期报告
2008-12-31,25076.6945,定期报告
2009-06-10,30092.034,"送股,转增"
2009-06-30,30092.034,定期报告
2009-12-31,30092.034,定期报告
2010-04-20,34679.034,增发新股上市
2010-06-30,34679.034,定期报告
2010-12-31,34679.034,定期报告
2011-04-20,34679.034,限售股份上市
2011-06-30,34679.034,定期报告
2011-07-08,69358.068,转增
2011-12-31,69358.068,定期报告
2012-06-30,69358.068,定期报告
2012-12-31,69358.068,定期报告
2013-05-22,69358.068,"股权分置受限股份上市,限售股份上市"
2013-06-30,69358.068,定期报告
2013-12-31,69358.068,定期报告
2014-06-30,69358.068,定期报告
2014-12-03,89742.5598,增发新股上市
2014-12-31,89742.5598,定期报告
2015-06-30,89742.5598,定期报告
2015-12-31,89742.5598,定期报告
2016-06-30,89742.5598,定期报告
2016-12-31,89742.5598,定期报告
2017-06-30,89742.5598,定期报告
2017-12-04,89742.5598,限售股份上市
2017-12-31,89742.5598,定期报告
2018-02-02,104161.1244,增发新股上市
2018-06-30,104161.1244,定期报告
2018-12-31,104161.1244,定期报告
2019-06-30,104161.1244,定期报告
2019-12-31,104161.1244,定期报告
2020-06-30,104161.1244,定期报告
2020-12-31,104161.1244,定期报告
2021-02-05,104161.1244,限售股份上市
2021-06-30,104161.1244,定期报告
2021-12-31,104161.1244,定期报告
2022-01-24,105806.7244,"增发新股上市,股权激励"
2022-02-21,130882.1012,增发新股上市
2022-06-30,130882.1012,定期报告
2022-11-21,131031.5012,"增发新股上市,股权激励"
2022-12-31,131031.5012,定期报告
2023-06-30,131031.5012,定期报告
2023-07-26,131023.1012,股份回购
2023-12-31,131023.1012,定期报告
2024-02-02,131023.1012,激励股份解禁
2024-06-12,130932.604,股份回购
2024-06-30,130932.604,定期报告
2024-11-26,130932.604,激励股份解禁
2024-12-31,130932.604,定期报告
2025-02-17,130932.604,激励股份解禁
2025-02-21,130932.604,限售股份上市
2025-05-30,130932.604,"股份回购,股权激励"
2025-06-12,130891.6414,股份回购
2025-06-30,130891.6414,定期报告
2025-07-31,130892.7729,可转债转股
2025-08-31,130892.8704,可转债转股
2025-09-30,130892.9289,可转债转股
2025-10-22,130893.0265,可转债转股
2025-11-28,130893.085,"可转债转股,激励股份解禁"
2025-12-09,130893.1045,"可转债转股,股份回购,股权激励"
2025-12-17,130893.124,可转债转股
2025-12-31,130893.163,可转债转股
2026-01-30,130893.2215,"可转债转股,激励股份解禁"
2026-03-24,130889.2753,"可转债转股,股份回购"
