change_date,total_shares_10k,reason
2012-05-11,16366.0,A股上市
2012-06-30,16366.0,定期报告
2012-08-13,16366.0,配售股份上市
2012-12-31,16366.0,定期报告
2013-05-13,16366.0,限售股份上市
2013-05-23,36005.2,转增
2013-06-30,36005.2,定期报告
2013-08-15,39169.8607,增发新股上市
2013-09-23,70505.7492,转增
2013-12-30,70505.7492,限售股份上市
2013-12-31,70505.7492,定期报告
2014-04-24,77163.6261,增发新股上市
2014-05-23,123461.8017,转增
2014-06-30,123461.8017,"定期报告,限售股份上市"
2014-07-02,129760.8394,增发新股上市
2014-12-31,129760.8394,定期报告
2015-02-26,129760.8394,限售股份上市
2015-04-27,129760.8394,限售股份上市
2015-05-06,129760.8394,限售股份上市
2015-05-11,129760.8394,限售股份上市
2015-05-22,246545.5948,转增
2015-06-30,246760.6848,"定期报告,期权行权"
2015-07-02,246760.6848,限售股份上市
2015-12-25,265837.7439,"增发新股上市,期权行权"
2015-12-31,265837.7439,定期报告
2016-01-27,277385.088,增发新股上市
2016-05-09,277388.378,"限售股份上市,期权行权"
2016-06-30,277388.378,定期报告
2016-07-29,277087.4854,股份回购
2016-08-19,277087.4854,限售股份上市
2016-12-26,277087.4854,限售股份上市
2016-12-31,277087.4854,定期报告
2017-06-30,277087.4854,定期报告
2017-07-03,277087.4854,限售股份上市
2017-07-31,275799.2863,股份回购
2017-12-31,275799.2863,定期报告
2018-05-08,275799.2863,限售股份上市
2018-06-30,275799.2863,定期报告
2018-08-28,275748.4192,股份回购
2018-12-31,275748.4192,定期报告
2019-06-30,275748.4192,定期报告
2019-12-31,275748.4192,定期报告
2020-06-30,275748.4192,定期报告
2020-12-31,275748.4192,定期报告
2021-06-30,275748.4192,定期报告
2021-12-31,275748.4192,定期报告
2022-06-30,275748.4192,定期报告
2022-11-14,275748.4192,"股权激励,股份回购"
2022-12-31,275748.4192,定期报告
2023-06-30,275748.4192,定期报告
2023-12-04,275748.4192,其他
2023-12-12,274390.9792,股份回购
2023-12-31,274390.9792,定期报告
2024-06-30,274390.9792,定期报告
2024-07-23,273075.2548,股份回购
2024-10-09,273075.2548,其他
2024-12-31,273075.2548,定期报告
2025-03-12,272016.8248,股份回购
2025-06-16,270761.1003,股份回购
2025-06-30,270761.1003,定期报告
