change_date,total_shares_10k,reason
2010-11-12,5480.0,A股上市
2010-12-31,5480.0,定期报告
2011-02-14,5480.0,配售股份上市
2011-06-30,5480.0,定期报告
2011-11-15,5480.0,限售股份上市
2011-12-31,5480.0,定期报告
2012-06-08,10960.0,转增
2012-06-30,10960.0,定期报告
2012-11-30,10960.0,限售股份上市
2012-12-31,10960.0,定期报告
2013-06-30,10960.0,定期报告
2013-11-14,10960.0,限售股份上市
2013-12-31,10960.0,定期报告
2014-06-30,10960.0,定期报告
2014-12-31,10960.0,定期报告
2015-04-10,27400.0,转增
2015-06-30,27400.0,定期报告
2015-12-31,27400.0,定期报告
2016-06-30,27400.0,定期报告
2016-12-31,27400.0,定期报告
2017-06-30,27400.0,定期报告
2017-12-31,27400.0,定期报告
2018-06-30,27400.0,定期报告
2018-12-31,27400.0,定期报告
2019-06-30,27400.0,定期报告
2019-12-31,27400.0,定期报告
2020-06-30,27400.0,定期报告
2020-12-31,27400.0,定期报告
2021-06-30,27400.0,定期报告
2021-12-31,27400.0,定期报告
2022-06-30,27400.0,定期报告
2022-12-31,27400.0,定期报告
2023-06-30,27400.0,定期报告
2023-12-31,27400.0,定期报告
2024-06-30,27400.0,定期报告
2024-12-31,27400.0,定期报告
2025-06-30,27400.0,定期报告
