change_date,total_shares_10k,reason
2012-06-19,11200.0,A股上市
2012-06-30,11200.0,定期报告
2012-12-31,11200.0,定期报告
2013-06-30,11200.0,定期报告
2013-12-31,11200.0,定期报告
2014-06-30,11200.0,定期报告
2014-12-31,11200.0,定期报告
2015-04-09,22400.0,转增
2015-06-19,22400.0,限售股份上市
2015-06-30,22400.0,定期报告
2015-12-31,22400.0,定期报告
2016-05-03,40320.0,转增
2016-06-30,40320.0,定期报告
2016-12-31,40977.0,"定期报告,期权行权"
2017-06-30,40977.0,定期报告
2017-12-31,41028.24,定期报告
2018-03-16,46028.24,"增发新股上市,期权行权"
2018-06-30,46028.24,定期报告
2018-12-31,46028.24,定期报告
2019-03-18,46028.24,限售股份上市
2019-06-30,46028.24,定期报告
2019-12-31,46028.24,定期报告
2020-05-28,69042.36,转增
2020-06-30,69042.36,定期报告
2020-12-31,69042.36,定期报告
2021-06-30,69042.36,定期报告
2021-12-31,69042.36,定期报告
2022-06-30,69042.36,定期报告
2022-12-31,69042.36,定期报告
2023-06-30,69042.36,定期报告
2023-12-31,69042.36,定期报告
2024-06-30,69042.36,定期报告
2024-12-31,69042.36,定期报告
2025-06-30,69042.36,定期报告
