change_date,total_shares_10k,reason
1992-08-28,45200.54,B股上市
1992-12-04,62200.54,A股上市
1992-12-30,62200.54,职工股上市
1992-12-31,62200.54,定期报告
1993-06-30,80860.702,定期报告
1993-07-01,80860.702,送股
1993-12-31,80860.702,定期报告
1994-12-31,80860.702,定期报告
1995-06-30,80860.702,定期报告
1995-12-31,80860.702,定期报告
1996-06-30,80860.702,定期报告
1996-12-31,80860.702,定期报告
1997-06-30,80860.702,定期报告
1997-12-31,80860.702,定期报告
1998-06-30,80860.702,定期报告
1998-07-20,88946.7722,"送股,转增"
1998-12-31,88946.7722,定期报告
1999-06-30,88946.7722,定期报告
1999-12-31,88946.7722,定期报告
2000-06-30,88946.7722,定期报告
2000-12-31,88946.7722,定期报告
2001-06-30,88946.7722,定期报告
2001-12-31,88946.7722,定期报告
2002-06-30,88946.7722,定期报告
2002-12-31,88946.7722,定期报告
2003-06-30,88946.7722,定期报告
2003-12-31,88946.7722,定期报告
2004-06-30,88946.7722,定期报告
2004-12-31,88946.7722,定期报告
2005-06-30,88946.7722,定期报告
2005-12-31,88946.7722,定期报告
2006-05-22,88946.7722,股权分置
2006-06-30,88946.7722,定期报告
2006-12-31,88946.7722,定期报告
2007-05-22,88946.7722,股权分置受限股份上市
2007-05-29,88946.7722,股权分置受限股份上市
2007-06-30,88946.7722,定期报告
2007-11-29,88946.7722,股权分置受限股份上市
2007-12-31,88946.7722,定期报告
2008-05-30,88946.7722,股权分置受限股份上市
2008-06-30,88946.7722,定期报告
2008-12-31,88946.7722,定期报告
2009-05-22,88946.7722,股权分置受限股份上市
2009-06-30,88946.7722,定期报告
2009-12-31,88946.7722,定期报告
2010-06-30,88946.7722,定期报告
2010-12-31,88946.7722,定期报告
2011-01-05,88946.7722,股权分置受限股份上市
2011-06-30,88946.7722,定期报告
2011-12-31,88946.7722,定期报告
2012-06-30,88946.7722,定期报告
2012-12-31,88946.7722,定期报告
2013-06-30,88946.7722,定期报告
2013-12-31,88946.7722,定期报告
2014-06-30,88946.7722,定期报告
2014-12-31,88946.7722,定期报告
2015-06-30,88946.7722,定期报告
2015-09-01,183025.2707,增发新股上市
2015-12-04,211743.0913,增发新股上市
2015-12-31,211743.0913,定期报告
2016-06-30,211743.0913,定期报告
2016-12-05,211743.0913,限售股份上市
2016-12-31,211743.0913,定期报告
2017-06-30,211743.0913,定期报告
2017-12-31,211743.0913,定期报告
2018-06-30,211743.0913,定期报告
2018-09-03,211743.0913,限售股份上市
2018-12-31,211743.0913,定期报告
2019-03-27,210529.6763,股份回购
2019-06-30,210529.6763,定期报告
2019-12-31,210529.6763,定期报告
2020-06-30,210529.6763,定期报告
2020-12-31,210529.6763,定期报告
2021-01-28,213038.1363,"增发新股上市,股权激励"
2021-06-30,213038.1363,定期报告
2021-12-31,213038.1363,定期报告
2022-01-19,213144.9598,"增发新股上市,股权激励"
2022-06-30,213144.9598,定期报告
2022-12-31,213144.9598,定期报告
2023-06-30,213144.9598,定期报告
2023-12-31,213144.9598,定期报告
2024-06-30,213144.9598,定期报告
2024-11-04,213144.9598,激励股份解禁
2024-12-31,213144.9598,定期报告
2025-04-18,213144.9598,激励股份解禁
2025-06-23,212283.128,股份回购
2025-06-30,212283.128,定期报告
