change_date,total_shares_10k,reason
2016-10-17,44500.0,A股上市
2016-12-31,44500.0,定期报告
2017-06-30,44500.0,定期报告
2017-07-24,45425.8322,"增发新股上市,股权激励"
2017-10-17,45425.8322,限售股份上市
2017-12-31,45425.8322,定期报告
2018-01-03,45415.9452,股份回购
2018-06-20,45691.0757,"增发新股上市,股权激励"
2018-06-30,45691.0757,定期报告
2018-08-07,45691.0757,激励股份解禁
2018-10-23,45665.1659,股份回购
2018-12-31,45665.1659,定期报告
2019-05-23,45600.6269,股份回购
2019-06-20,45677.6269,"股权激励,增发新股上市"
2019-06-30,45677.6269,定期报告
2019-07-16,45599.2781,股份回购
2019-08-02,45599.2781,激励股份解禁
2019-10-17,45573.2298,"股份回购,限售股份上市"
2019-12-31,45573.2298,定期报告
2020-02-14,45605.4438,"股权激励,增发新股上市"
2020-04-29,45605.4438,其他
2020-06-22,45605.4438,激励股份解禁
2020-06-30,45712.492,"期权行权,定期报告"
2020-07-10,45669.2147,股份回购
2020-07-24,45692.2467,"增发新股上市,股权激励,激励股份解禁"
2020-09-17,45692.2467,其他
2020-09-30,45766.6809,期权行权
2020-11-10,45766.6809,其他
2020-12-31,45772.4035,"定期报告,期权行权"
2021-03-31,45778.4425,期权行权
2021-04-30,45778.4425,激励股份解禁
2021-06-05,45789.7406,期权行权
2021-06-28,45789.7406,"期权行权,激励股份解禁"
2021-06-30,45789.7406,"定期报告,期权行权"
2021-07-30,45789.7406,激励股份解禁
2021-08-13,45757.2599,股份回购
2021-09-27,45756.1132,股份回购
2021-09-30,45836.6518,期权行权
2021-11-12,45836.6518,其他
2021-12-31,45856.207,"定期报告,期权行权"
2022-03-08,45856.207,其他
2022-03-31,45868.458,期权行权
2022-05-20,45844.9914,股份回购
2022-06-20,45844.9914,激励股份解禁
2022-06-30,45844.9914,"定期报告,期权行权"
2022-07-19,45808.9937,股份回购
2022-09-20,45807.4341,股份回购
2022-09-30,45807.4341,期权行权
2022-12-31,45807.4341,"定期报告,期权行权"
2023-03-31,45807.4341,期权行权
2023-06-28,45799.3141,股份回购
2023-06-30,45799.3141,"定期报告,期权行权"
2023-09-30,45799.3141,期权行权
2023-12-31,45800.1914,"定期报告,期权行权"
2024-03-31,45800.1914,期权行权
2024-05-25,45800.1914,其他
2024-06-30,45800.1914,定期报告
2024-09-30,45826.578,期权行权
2024-12-31,46186.5256,"定期报告,期权行权"
2025-03-31,46194.4673,期权行权
2025-05-24,46202.6431,期权行权
2025-06-30,46207.9234,"定期报告,期权行权"
2025-09-30,46458.1189,期权行权
2025-10-24,46466.2636,期权行权
2025-12-31,46533.5993,"定期报告,期权行权"
