change_date,total_shares_10k,reason
2017-05-03,12000.0,A股上市
2017-06-30,12000.0,定期报告
2017-12-12,12295.5,"增发新股上市,股权激励"
2017-12-31,12295.5,定期报告
2018-05-03,12295.5,限售股份上市
2018-06-01,22131.9,转增
2018-06-30,22131.9,定期报告
2018-09-21,22239.9,"增发新股上市,股权激励"
2018-11-15,23798.9908,增发新股上市
2018-11-19,23798.0908,股份回购
2018-12-13,23798.0908,激励股份解禁
2018-12-31,23798.0908,定期报告
2019-06-30,23798.0908,定期报告
2019-09-25,23798.0908,激励股份解禁
2019-11-15,23798.0908,限售股份上市
2019-12-13,23798.0908,激励股份解禁
2019-12-26,23794.0408,股份回购
2019-12-31,23794.0408,定期报告
2020-05-06,23794.0408,限售股份上市
2020-05-15,35691.0612,转增
2020-06-30,35691.0612,定期报告
2020-10-16,35691.0612,激励股份解禁
2020-12-16,35691.0612,激励股份解禁
2020-12-31,35691.0612,定期报告
2021-02-05,35680.2612,股份回购
2021-04-30,43061.8755,增发新股上市
2021-06-30,43061.8755,定期报告
2021-08-10,43061.8755,限售股份上市
2021-11-01,43061.8755,限售股份上市
2021-12-31,43061.8755,定期报告
2022-06-30,45732.1024,"定期报告,增发新股上市"
2022-12-30,45732.1024,限售股份上市
2022-12-31,45732.1024,定期报告
2023-06-30,45732.1024,定期报告
2023-12-31,45732.1024,定期报告
2024-06-30,45732.1024,定期报告
2024-12-31,45732.1024,定期报告
2025-06-30,45732.1024,定期报告
