change_date,total_shares_10k,reason
1999-12-31,23300.0,定期报告
2000-05-18,35300.0,A股上市
2000-06-30,35300.0,定期报告
2000-08-18,35300.0,配售股份上市
2000-10-20,35300.0,配售股份上市
2000-12-31,35300.0,定期报告
2001-06-30,35300.0,定期报告
2001-11-19,35300.0,配售股份上市
2001-12-31,35300.0,定期报告
2002-05-20,35300.0,配售股份上市
2002-06-30,35300.0,定期报告
2002-12-31,38922.2493,定期报告
2003-01-10,38922.2493,配股上市
2003-06-30,38922.2493,定期报告
2003-12-31,38922.2493,定期报告
2004-06-10,77844.4986,"送股,转增"
2004-06-30,77844.4986,定期报告
2004-12-31,77844.4986,定期报告
2005-06-30,77844.4986,定期报告
2005-12-31,77844.4986,定期报告
2006-06-19,77844.4986,股权分置
2006-06-30,77844.4986,定期报告
2006-09-20,116766.7479,转增
2006-12-31,116766.7479,定期报告
2007-06-19,116766.7479,股权分置受限股份上市
2007-06-30,116766.7479,定期报告
2007-12-31,116766.7479,定期报告
2008-06-19,116766.7479,股权分置受限股份上市
2008-06-30,116766.7479,定期报告
2008-12-31,116766.7479,定期报告
2009-02-27,116766.9211,权证行权
2009-06-19,116766.9211,股权分置受限股份上市
2009-06-30,116766.9211,定期报告
2009-09-14,233533.8422,转增
2009-12-31,233533.8422,定期报告
2010-02-26,233540.7014,权证行权
2010-06-30,233540.7014,定期报告
2010-12-31,233540.7014,定期报告
2011-06-30,233540.7014,定期报告
2011-12-31,233540.7014,定期报告
2012-06-30,233540.7014,定期报告
2012-12-31,233540.7014,定期报告
2013-06-30,233540.7014,定期报告
2013-12-31,233540.7014,定期报告
2014-06-30,233540.7014,定期报告
2014-12-31,233540.7014,定期报告
2015-06-30,233540.7014,定期报告
2015-12-31,233540.7014,定期报告
2016-06-30,233540.7014,定期报告
2016-12-31,233540.7014,定期报告
2017-06-30,233540.7014,定期报告
2017-12-31,233540.7014,定期报告
2018-06-30,233540.7014,定期报告
2018-12-31,233540.7014,定期报告
2019-06-30,233540.7014,定期报告
2019-12-31,233540.7014,定期报告
2020-06-30,233540.7014,定期报告
2020-12-31,233540.7014,定期报告
2021-06-30,233540.7014,定期报告
2021-12-31,233540.7014,定期报告
2022-06-30,233540.7014,定期报告
2022-12-31,233540.7014,定期报告
2023-06-30,233540.7014,定期报告
2023-12-31,233540.7014,定期报告
2024-06-30,233540.7014,定期报告
2024-12-31,233540.7014,定期报告
2025-06-30,233540.7014,定期报告
