rule,full_annual,full_vol,full_sharpe,full_max_dd,full_total_return,full_annual_delta,full_sharpe_delta,full_max_dd_delta,last_10y_annual,last_10y_vol,last_10y_sharpe,last_10y_max_dd,last_10y_total_return,last_10y_annual_delta,last_10y_sharpe_delta,last_10y_max_dd_delta,last_5y_annual,last_5y_vol,last_5y_sharpe,last_5y_max_dd,last_5y_total_return,last_5y_annual_delta,last_5y_sharpe_delta,last_5y_max_dd_delta,last_3y_annual,last_3y_vol,last_3y_sharpe,last_3y_max_dd,last_3y_total_return,last_3y_annual_delta,last_3y_sharpe_delta,last_3y_max_dd_delta,last_1y_annual,last_1y_vol,last_1y_sharpe,last_1y_max_dd,last_1y_total_return,last_1y_annual_delta,last_1y_sharpe_delta,last_1y_max_dd_delta,source,column,direction,ma,days,scale,trigger_days,score_3_5_10,robust_pass
ths_volume_below_ma50_days17:scale0.00,28.624954879914434,15.004526454180892,1.8275017701799532,-12.201612441149734,103.23399355123755,4.077376700371474,0.2838064944234806,-5.684341886080802e-14,28.624954879914434,15.004526454180892,1.8275017701799532,-12.201612441149734,103.23399355123755,4.077376700371474,0.2838064944234806,-5.684341886080802e-14,28.624954879914434,15.004526454180892,1.8275017701799532,-12.201612441149734,103.23399355123755,4.077376700371474,0.2838064944234806,-5.684341886080802e-14,28.624954879914434,15.004526454180892,1.8275017701799532,-12.201612441149734,103.23399355123755,4.077376700371474,0.2838064944234806,-5.684341886080802e-14,17.129631288411073,15.394125021561706,1.1547990474820762,-12.201612441149756,17.116956071286026,-0.7064379700479257,-0.04163331895162403,0.0,ths_883418,volume,below,50.0,17.0,0.0,22.0,0.2838064944234796,False
ths_volume_below_ma50_days17:scale0.25,27.61589782056053,15.05433132054515,1.7672765790526452,-12.201612441149678,98.77422964019156,3.0683196410175704,0.22358130329617265,0.0,27.61589782056053,15.05433132054515,1.7672765790526452,-12.201612441149678,98.77422964019156,3.0683196410175704,0.22358130329617265,0.0,27.61589782056053,15.05433132054515,1.7672765790526452,-12.201612441149678,98.77422964019156,3.0683196410175704,0.22358130329617265,0.0,27.61589782056053,15.05433132054515,1.7672765790526452,-12.201612441149678,98.77422964019156,3.0683196410175704,0.22358130329617265,0.0,17.3060415242553,15.390699739764369,1.1652895069729974,-12.2016124411497,17.293226392875138,-0.5300277342036992,-0.031142859460702832,5.5067062021407764e-14,ths_883418,volume,below,50.0,17.0,0.25,22.0,0.22358130329617265,True
ths_volume_below_ma55_days9:scale0.00,24.73105816145189,13.996986297730835,1.7190454208823462,-10.145367128911065,86.37356516336972,0.18347998190893122,0.17535014512587366,2.0562453122386124,24.73105816145189,13.996986297730835,1.7190454208823462,-10.145367128911065,86.37356516336972,0.18347998190893122,0.17535014512587366,2.0562453122386124,24.73105816145189,13.996986297730835,1.7190454208823462,-10.145367128911065,86.37356516336972,0.18347998190893122,0.17535014512587366,2.0562453122386124,24.73105816145189,13.996986297730835,1.7190454208823462,-10.145367128911065,86.37356516336972,0.18347998190893122,0.17535014512587366,2.0562453122386124,12.170634201529683,14.246799107690133,0.9170529675399126,-9.42822926568956,12.161816673628124,-5.665435056929315,-0.2793793988937876,2.7733831754601965,ths_883418,volume,below,55.0,9.0,0.0,110.0,0.2123625607461687,True
ths_volume_below_ma55_days9:scale0.25,24.742644950837843,14.103802409252664,1.7077800798246523,-9.879434171311363,86.4223443580025,0.1950667712948828,0.1640848040681797,2.3221782698383144,24.742644950837843,14.103802409252664,1.7077800798246523,-9.879434171311363,86.4223443580025,0.1950667712948828,0.1640848040681797,2.3221782698383144,24.742644950837843,14.103802409252664,1.7077800798246523,-9.879434171311363,86.4223443580025,0.1950667712948828,0.1640848040681797,2.3221782698383144,24.742644950837843,14.103802409252664,1.7077800798246523,-9.879434171311363,86.4223443580025,0.1950667712948828,0.1640848040681797,2.3221782698383144,13.59738641804309,14.306944180976982,1.006543382857609,-9.077187333539937,13.587474074104389,-4.238682840415908,-0.1898889835760913,3.1244251076098184,ths_883418,volume,below,55.0,9.0,0.25,110.0,0.20588401292526937,True
ths_volume_below_ma55_days9:scale0.50,24.716129427580903,14.424581862505775,1.6714535959970351,-9.900011743779702,86.31072886379043,0.16855124803794297,0.12775832024056255,2.3016006973699756,24.716129427580903,14.424581862505775,1.6714535959970351,-9.900011743779702,86.31072886379043,0.16855124803794297,0.12775832024056255,2.3016006973699756,24.716129427580903,14.424581862505775,1.6714535959970351,-9.900011743779702,86.31072886379043,0.16855124803794297,0.12775832024056255,2.3016006973699756,24.716129427580903,14.424581862505775,1.6714535959970351,-9.900011743779702,86.31072886379043,0.16855124803794297,0.12775832024056255,2.3016006973699756,15.017721755680835,14.521731180949594,1.083621866319768,-9.900011743779679,15.006707345850124,-2.8183475027781633,-0.11281050011393212,2.301600697370077,ths_883418,volume,below,55.0,9.0,0.5,110.0,0.1691871327932221,True
ths_volume_below_ma50_days17:scale0.50,26.599961851580865,15.179410922602385,1.698944715190922,-12.201612441149724,94.34833793279347,2.052383672037905,0.15524943943444947,-4.618527782440651e-14,26.599961851580865,15.179410922602385,1.698944715190922,-12.201612441149724,94.34833793279347,2.052383672037905,0.15524943943444947,-4.618527782440651e-14,26.599961851580865,15.179410922602385,1.698944715190922,-12.201612441149724,94.34833793279347,2.052383672037905,0.15524943943444947,-4.618527782440651e-14,26.599961851580865,15.179410922602385,1.698944715190922,-12.201612441149724,94.34833793279347,2.052383672037905,0.15524943943444947,-4.618527782440651e-14,17.482584597786843,15.388038144296415,1.1757262844078225,-12.201612441149734,17.4696292651509,-0.3534846606721551,-0.02070608202587776,2.1316282072803006e-14,ths_883418,volume,below,50.0,17.0,0.5,22.0,0.15524943943444863,False
ths_amount_above_ma20_days15:scale0.00,26.68086171855666,15.380079897034275,1.6832103414952853,-12.20161244114969,94.69842200193712,2.1332835390137,0.13951506573881267,-1.2434497875801753e-14,26.68086171855666,15.380079897034275,1.6832103414952853,-12.20161244114969,94.69842200193712,2.1332835390137,0.13951506573881267,-1.2434497875801753e-14,26.68086171855666,15.380079897034275,1.6832103414952853,-12.20161244114969,94.69842200193712,2.1332835390137,0.13951506573881267,-1.2434497875801753e-14,26.68086171855666,15.380079897034275,1.6832103414952853,-12.20161244114969,94.69842200193712,2.1332835390137,0.13951506573881267,-1.2434497875801753e-14,21.267364324154727,14.877897650703195,1.4346126496778027,-12.201612441149724,21.25136011811066,3.4312950656957284,0.23818028324410245,3.197442310920451e-14,ths_883418,amount,above,20.0,15.0,0.0,15.0,0.13951506573881245,False
ths_volume_above_ma40_days11:scale0.00,25.705138605766066,14.912576740990206,1.6770572469806264,-12.201612441149734,90.50315573351806,1.1575604262231067,0.13336197122415383,-5.684341886080802e-14,25.705138605766066,14.912576740990206,1.6770572469806264,-12.201612441149734,90.50315573351806,1.1575604262231067,0.13336197122415383,-5.684341886080802e-14,25.705138605766066,14.912576740990206,1.6770572469806264,-12.201612441149734,90.50315573351806,1.1575604262231067,0.13336197122415383,-5.684341886080802e-14,25.705138605766066,14.912576740990206,1.6770572469806264,-12.201612441149734,90.50315573351806,1.1575604262231067,0.13336197122415383,-5.684341886080802e-14,25.578398502540534,14.551410007402326,1.715589131463374,-12.201612441149745,25.558823201281843,7.742329244081535,0.5191567650296738,1.0658141036401503e-14,ths_883418,volume,above,40.0,11.0,0.0,65.0,0.1333619712241528,False
ths_volume_below_ma30_days25:scale0.00,26.61033414477889,15.460192151369181,1.6715127232192486,-12.20161244114969,94.39320002469725,2.0627559652359295,0.127817447462776,-1.2434497875801753e-14,26.61033414477889,15.460192151369181,1.6715127232192486,-12.20161244114969,94.39320002469725,2.0627559652359295,0.127817447462776,-1.2434497875801753e-14,26.61033414477889,15.460192151369181,1.6715127232192486,-12.20161244114969,94.39320002469725,2.0627559652359295,0.127817447462776,-1.2434497875801753e-14,26.61033414477889,15.460192151369181,1.6715127232192486,-12.20161244114969,94.39320002469725,2.0627559652359295,0.127817447462776,-1.2434497875801753e-14,17.836069258459,15.38500748403072,1.1964323664337257,-12.201612441149756,17.822832661762654,0.0,2.55351295663786e-14,0.0,ths_883418,volume,below,30.0,25.0,0.0,6.0,0.1278174474627758,False
ths_volume_above_ma40_days11:scale0.25,25.44136908339485,14.95549614741696,1.6579940767904782,-12.201612441149734,89.37914470821622,0.8937909038518903,0.11429880103400558,-5.684341886080802e-14,25.44136908339485,14.95549614741696,1.6579940767904782,-12.201612441149734,89.37914470821622,0.8937909038518903,0.11429880103400558,-5.684341886080802e-14,25.44136908339485,14.95549614741696,1.6579940767904782,-12.201612441149734,89.37914470821622,0.8937909038518903,0.11429880103400558,-5.684341886080802e-14,25.44136908339485,14.95549614741696,1.6579940767904782,-12.201612441149734,89.37914470821622,0.8937909038518903,0.11429880103400558,-5.684341886080802e-14,23.624799237839444,14.607527525841002,1.5968239389383732,-12.201612441149724,23.606854976573555,5.788729979380445,0.40039157250467294,3.197442310920451e-14,ths_883418,volume,above,40.0,11.0,0.25,65.0,0.11429880103400455,False
ths_amount_above_ma20_days15:scale0.25,26.153348377319553,15.398791210472856,1.6530317211340024,-12.201612441149734,92.42298103307796,1.605770197776593,0.10933644537752985,-5.684341886080802e-14,26.153348377319553,15.398791210472856,1.6530317211340024,-12.201612441149734,92.42298103307796,1.605770197776593,0.10933644537752985,-5.684341886080802e-14,26.153348377319553,15.398791210472856,1.6530317211340024,-12.201612441149734,92.42298103307796,1.605770197776593,0.10933644537752985,-5.684341886080802e-14,26.153348377319553,15.398791210472856,1.6530317211340024,-12.201612441149734,92.42298103307796,1.605770197776593,0.10933644537752985,-5.684341886080802e-14,20.416617285306373,14.909895071779875,1.3822666174846148,-12.201612441149678,20.40130553829016,2.5805480268473744,0.18583425105091456,7.815970093361102e-14,ths_883418,amount,above,20.0,15.0,0.25,15.0,0.1093364453775288,False
ths_volume_below_ma50_days15:scale0.00,25.231377962306368,14.889322707596959,1.6528235446122774,-12.201612441149734,88.48736689845349,0.6837997827634084,0.10912826885580484,-5.684341886080802e-14,25.231377962306368,14.889322707596959,1.6528235446122774,-12.201612441149734,88.48736689845349,0.6837997827634084,0.10912826885580484,-5.684341886080802e-14,25.231377962306368,14.889322707596959,1.6528235446122774,-12.201612441149734,88.48736689845349,0.6837997827634084,0.10912826885580484,-5.684341886080802e-14,25.231377962306368,14.889322707596959,1.6528235446122774,-12.201612441149734,88.48736689845349,0.6837997827634084,0.10912826885580484,-5.684341886080802e-14,14.466651469097824,15.350377975688698,1.0003529535724276,-12.2016124411497,14.45606607786396,-3.369417789361174,-0.19607941286127262,5.5067062021407764e-14,ths_883418,volume,below,50.0,15.0,0.0,33.0,0.10912826885580382,False
ths_volume_below_ma50_days19:scale0.00,25.737827852541063,15.249256999152891,1.645064973642544,-12.201612441149711,90.64275457666096,1.1902496729981031,0.10136969788607142,-3.375077994860476e-14,25.737827852541063,15.249256999152891,1.645064973642544,-12.201612441149711,90.64275457666096,1.1902496729981031,0.10136969788607142,-3.375077994860476e-14,25.737827852541063,15.249256999152891,1.645064973642544,-12.201612441149711,90.64275457666096,1.1902496729981031,0.10136969788607142,-3.375077994860476e-14,25.737827852541063,15.249256999152891,1.645064973642544,-12.201612441149711,90.64275457666096,1.1902496729981031,0.10136969788607142,-3.375077994860476e-14,17.129631288411073,15.394125021561706,1.1547990474820762,-12.201612441149756,17.116956071286026,-0.7064379700479257,-0.04163331895162403,0.0,ths_883418,volume,below,50.0,19.0,0.0,16.0,0.10136969788607081,False
ths_volume_below_ma50_days21:scale0.00,25.932280752444605,15.360295344292796,1.6447909876694606,-12.201612441149745,91.4745260406564,1.3847025729016451,0.10109571191298805,-6.750155989720952e-14,25.932280752444605,15.360295344292796,1.6447909876694606,-12.201612441149745,91.4745260406564,1.3847025729016451,0.10109571191298805,-6.750155989720952e-14,25.932280752444605,15.360295344292796,1.6447909876694606,-12.201612441149745,91.4745260406564,1.3847025729016451,0.10109571191298805,-6.750155989720952e-14,25.932280752444605,15.360295344292796,1.6447909876694606,-12.201612441149745,91.4745260406564,1.3847025729016451,0.10109571191298805,-6.750155989720952e-14,17.129631288411073,15.394125021561706,1.1547990474820762,-12.201612441149756,17.116956071286026,-0.7064379700479257,-0.04163331895162403,0.0,ths_883418,volume,below,50.0,21.0,0.0,10.0,0.10109571191298682,False
ths_volume_below_ma30_days25:scale0.25,26.09799117466023,15.477927563336793,1.642396660598976,-12.2016124411497,92.18519613422944,1.55041299511727,0.09870138484250335,-2.3092638912203256e-14,26.09799117466023,15.477927563336793,1.642396660598976,-12.2016124411497,92.18519613422944,1.55041299511727,0.09870138484250335,-2.3092638912203256e-14,26.09799117466023,15.477927563336793,1.642396660598976,-12.2016124411497,92.18519613422944,1.55041299511727,0.09870138484250335,-2.3092638912203256e-14,26.09799117466023,15.477927563336793,1.642396660598976,-12.2016124411497,92.18519613422944,1.55041299511727,0.09870138484250335,-2.3092638912203256e-14,17.836069258459,15.38500748403072,1.1964323664337257,-12.201612441149756,17.822832661762654,0.0,2.55351295663786e-14,0.0,ths_883418,volume,below,30.0,25.0,0.25,6.0,0.09870138484250293,False
ths_volume_below_ma50_days15:scale0.25,25.08720491483729,14.931048400727324,1.64056049499701,-12.201612441149724,87.87667251602753,0.5396267352943305,0.09686521924053748,-4.618527782440651e-14,25.08720491483729,14.931048400727324,1.64056049499701,-12.201612441149724,87.87667251602753,0.5396267352943305,0.09686521924053748,-4.618527782440651e-14,25.08720491483729,14.931048400727324,1.64056049499701,-12.201612441149724,87.87667251602753,0.5396267352943305,0.09686521924053748,-4.618527782440651e-14,25.08720491483729,14.931048400727324,1.64056049499701,-12.201612441149724,87.87667251602753,0.5396267352943305,0.09686521924053748,-4.618527782440651e-14,15.302170913793578,15.343718655829486,1.050486177517092,-12.201612441149734,15.290934347781683,-2.5338983446654204,-0.14594618891660827,2.1316282072803006e-14,ths_883418,volume,below,50.0,15.0,0.25,33.0,0.09686521924053665,False
