rule,full_annual,full_vol,full_sharpe,full_max_dd,full_total_return,full_annual_delta,full_sharpe_delta,full_max_dd_delta,last_10y_annual,last_10y_vol,last_10y_sharpe,last_10y_max_dd,last_10y_total_return,last_10y_annual_delta,last_10y_sharpe_delta,last_10y_max_dd_delta,last_5y_annual,last_5y_vol,last_5y_sharpe,last_5y_max_dd,last_5y_total_return,last_5y_annual_delta,last_5y_sharpe_delta,last_5y_max_dd_delta,last_3y_annual,last_3y_vol,last_3y_sharpe,last_3y_max_dd,last_3y_total_return,last_3y_annual_delta,last_3y_sharpe_delta,last_3y_max_dd_delta,last_1y_annual,last_1y_vol,last_1y_sharpe,last_1y_max_dd,last_1y_total_return,last_1y_annual_delta,last_1y_sharpe_delta,last_1y_max_dd_delta,source,column,direction,ma,days,scale,trigger_days,score_3_5_10,robust_pass
ths_volume_below_ma50_days17:scale0.25,27.61589782056053,15.05433132054515,1.7672765790526452,-12.201612441149678,98.77422964019156,3.0683196410175704,0.22358130329617265,0.0,27.61589782056053,15.05433132054515,1.7672765790526452,-12.201612441149678,98.77422964019156,3.0683196410175704,0.22358130329617265,0.0,27.61589782056053,15.05433132054515,1.7672765790526452,-12.201612441149678,98.77422964019156,3.0683196410175704,0.22358130329617265,0.0,27.61589782056053,15.05433132054515,1.7672765790526452,-12.201612441149678,98.77422964019156,3.0683196410175704,0.22358130329617265,0.0,17.3060415242553,15.390699739764369,1.1652895069729974,-12.2016124411497,17.293226392875138,-0.5300277342036992,-0.031142859460702832,5.5067062021407764e-14,ths_883418,volume,below,50.0,17.0,0.25,22.0,0.22358130329617265,True
ths_volume_below_ma55_days9:scale0.00,24.73105816145189,13.996986297730835,1.7190454208823462,-10.145367128911065,86.37356516336972,0.18347998190893122,0.17535014512587366,2.0562453122386124,24.73105816145189,13.996986297730835,1.7190454208823462,-10.145367128911065,86.37356516336972,0.18347998190893122,0.17535014512587366,2.0562453122386124,24.73105816145189,13.996986297730835,1.7190454208823462,-10.145367128911065,86.37356516336972,0.18347998190893122,0.17535014512587366,2.0562453122386124,24.73105816145189,13.996986297730835,1.7190454208823462,-10.145367128911065,86.37356516336972,0.18347998190893122,0.17535014512587366,2.0562453122386124,12.170634201529683,14.246799107690133,0.9170529675399126,-9.42822926568956,12.161816673628124,-5.665435056929315,-0.2793793988937876,2.7733831754601965,ths_883418,volume,below,55.0,9.0,0.0,110.0,0.2123625607461687,True
ths_volume_below_ma55_days9:scale0.25,24.742644950837843,14.103802409252664,1.7077800798246523,-9.879434171311363,86.4223443580025,0.1950667712948828,0.1640848040681797,2.3221782698383144,24.742644950837843,14.103802409252664,1.7077800798246523,-9.879434171311363,86.4223443580025,0.1950667712948828,0.1640848040681797,2.3221782698383144,24.742644950837843,14.103802409252664,1.7077800798246523,-9.879434171311363,86.4223443580025,0.1950667712948828,0.1640848040681797,2.3221782698383144,24.742644950837843,14.103802409252664,1.7077800798246523,-9.879434171311363,86.4223443580025,0.1950667712948828,0.1640848040681797,2.3221782698383144,13.59738641804309,14.306944180976982,1.006543382857609,-9.077187333539937,13.587474074104389,-4.238682840415908,-0.1898889835760913,3.1244251076098184,ths_883418,volume,below,55.0,9.0,0.25,110.0,0.20588401292526937,True
ths_volume_below_ma55_days9:scale0.50,24.716129427580903,14.424581862505775,1.6714535959970351,-9.900011743779702,86.31072886379043,0.16855124803794297,0.12775832024056255,2.3016006973699756,24.716129427580903,14.424581862505775,1.6714535959970351,-9.900011743779702,86.31072886379043,0.16855124803794297,0.12775832024056255,2.3016006973699756,24.716129427580903,14.424581862505775,1.6714535959970351,-9.900011743779702,86.31072886379043,0.16855124803794297,0.12775832024056255,2.3016006973699756,24.716129427580903,14.424581862505775,1.6714535959970351,-9.900011743779702,86.31072886379043,0.16855124803794297,0.12775832024056255,2.3016006973699756,15.017721755680835,14.521731180949594,1.083621866319768,-9.900011743779679,15.006707345850124,-2.8183475027781633,-0.11281050011393212,2.301600697370077,ths_883418,volume,below,55.0,9.0,0.5,110.0,0.1691871327932221,True
ths_volume_below_ma55_days9:scale0.75,24.65120271015726,14.945748550414692,1.6147022935295035,-11.054222424574933,86.03760579395745,0.10362453061430088,0.07100701777303087,1.1473900165747448,24.65120271015726,14.945748550414692,1.6147022935295035,-11.054222424574933,86.03760579395745,0.10362453061430088,0.07100701777303087,1.1473900165747448,24.65120271015726,14.945748550414692,1.6147022935295035,-11.054222424574933,86.03760579395745,0.10362453061430088,0.07100701777303087,1.1473900165747448,24.65120271015726,14.945748550414692,1.6147022935295035,-11.054222424574933,86.03760579395745,0.10362453061430088,0.07100701777303087,1.1473900165747448,16.430874927073937,14.884548936801648,1.1469333617561,-11.054222424574911,16.418752118656844,-1.4051943313850614,-0.04949900467760027,1.1473900165748443,ths_883418,volume,below,55.0,9.0,0.75,110.0,0.09166003807137627,True
ths_volume_below_ma50_days9:scale0.50,23.99832215170685,14.332422521025153,1.6391961358969664,-9.900011743779679,83.30551989564523,-0.5492560278361083,0.09550086014049386,2.3016006973699987,23.99832215170685,14.332422521025153,1.6391961358969664,-9.900011743779679,83.30551989564523,-0.5492560278361083,0.09550086014049386,2.3016006973699987,23.99832215170685,14.332422521025153,1.6391961358969664,-9.900011743779679,83.30551989564523,-0.5492560278361083,0.09550086014049386,2.3016006973699987,23.99832215170685,14.332422521025153,1.6391961358969664,-9.900011743779679,83.30551989564523,-0.5492560278361083,0.09550086014049386,2.3016006973699987,15.017721755680835,14.521731180949594,1.083621866319768,-9.900011743779679,15.006707345850124,-2.8183475027781633,-0.11281050011393212,2.301600697370077,ths_883418,volume,below,50.0,9.0,0.5,107.0,0.08200406990954301,True
ths_volume_below_ma50_days9:scale0.25,23.664152946030327,13.987067767618132,1.6559925098001917,-9.078664657840863,81.91720707514567,-0.8834252335126322,0.11229723404371916,3.122947783308815,23.664152946030327,13.987067767618132,1.6559925098001917,-9.078664657840863,81.91720707514567,-0.8834252335126322,0.11229723404371916,3.122947783308815,23.664152946030327,13.987067767618132,1.6559925098001917,-9.078664657840863,81.91720707514567,-0.8834252335126322,0.11229723404371916,3.122947783308815,23.664152946030327,13.987067767618132,1.6559925098001917,-9.078664657840863,81.91720707514567,-0.8834252335126322,0.11229723404371916,3.122947783308815,13.59738641804309,14.306944180976982,1.006543382857609,-9.077187333539937,13.587474074104389,-4.238682840415908,-0.1898889835760913,3.1244251076098184,ths_883418,volume,below,50.0,9.0,0.25,107.0,0.08016777079201462,True
ths_amount_below_ma50_days7:scale0.50,23.98005187508423,14.325756130142034,1.6389459819312806,-9.929738301161573,83.2294396575894,-0.5675263044587311,0.09525070617480802,2.271874139988105,23.98005187508423,14.325756130142034,1.6389459819312806,-9.929738301161573,83.2294396575894,-0.5675263044587311,0.09525070617480802,2.271874139988105,23.98005187508423,14.325756130142034,1.6389459819312806,-9.929738301161573,83.2294396575894,-0.5675263044587311,0.09525070617480802,2.271874139988105,23.98005187508423,14.325756130142034,1.6389459819312806,-9.929738301161573,83.2294396575894,-0.5675263044587311,0.09525070617480802,2.271874139988105,20.142918867411286,14.173132335359902,1.4296755325723594,-9.083825629383712,20.127829022554856,2.3068496089522874,0.23324316613865914,3.1177868117660434,ths_883418,amount,below,50.0,7.0,0.5,140.0,0.07939181024872077,True
ths_amount_below_ma50_days7:scale0.25,23.63782252198905,13.975741598851373,1.6557769796332311,-9.78839134124202,81.80810602448814,-0.9097556575539087,0.11208170387675853,2.4132210999076573,23.63782252198905,13.975741598851373,1.6557769796332311,-9.78839134124202,81.80810602448814,-0.9097556575539087,0.11208170387675853,2.4132210999076573,23.63782252198905,13.975741598851373,1.6557769796332311,-9.78839134124202,81.80810602448814,-0.9097556575539087,0.11208170387675853,2.4132210999076573,23.63782252198905,13.975741598851373,1.6557769796332311,-9.78839134124202,81.80810602448814,-0.9097556575539087,0.11208170387675853,2.4132210999076573,21.26060283665612,13.843071795664311,1.530667017016849,-9.485879693799825,21.244604150202594,3.4245335781971207,0.33423465058314883,2.7157327473499304,ths_883418,amount,below,50.0,7.0,0.25,140.0,0.06454411791970549,True
ths_amount_below_ma65_days9:scale0.50,24.08593127554084,14.577899774593432,1.619260595001891,-10.250330606910317,83.67062086988778,-0.4616469040021194,0.07556531924541843,1.95128183423936,24.08593127554084,14.577899774593432,1.619260595001891,-10.250330606910317,83.67062086988778,-0.4616469040021194,0.07556531924541843,1.95128183423936,24.08593127554084,14.577899774593432,1.619260595001891,-10.250330606910317,83.67062086988778,-0.4616469040021194,0.07556531924541843,1.95128183423936,24.08593127554084,14.577899774593432,1.619260595001891,-10.250330606910317,83.67062086988778,-0.4616469040021194,0.07556531924541843,1.95128183423936,20.890946151353006,14.773984645030794,1.4215405858345447,-9.900011743779691,20.875248833167515,3.0548768928940078,0.22510821940084447,2.3016006973700645,ths_883418,amount,below,65.0,9.0,0.5,132.0,0.06452370186151495,True
