rule,full_annual,full_vol,full_sharpe,full_max_dd,full_total_return,full_annual_delta,full_sharpe_delta,full_max_dd_delta,last_10y_annual,last_10y_vol,last_10y_sharpe,last_10y_max_dd,last_10y_total_return,last_10y_annual_delta,last_10y_sharpe_delta,last_10y_max_dd_delta,last_5y_annual,last_5y_vol,last_5y_sharpe,last_5y_max_dd,last_5y_total_return,last_5y_annual_delta,last_5y_sharpe_delta,last_5y_max_dd_delta,last_3y_annual,last_3y_vol,last_3y_sharpe,last_3y_max_dd,last_3y_total_return,last_3y_annual_delta,last_3y_sharpe_delta,last_3y_max_dd_delta,last_1y_annual,last_1y_vol,last_1y_sharpe,last_1y_max_dd,last_1y_total_return,last_1y_annual_delta,last_1y_sharpe_delta,last_1y_max_dd_delta,family,direction,threshold,scale,trigger_days,trigger_events,score_3_5_10,robust_pass
baseline,31.067534423569377,11.735394178027025,2.454647343551561,-12.2016124411497,7977.281669509388,0.0,0.0,0.0,31.845548213961795,13.609144054587672,2.1790284734232133,-12.2016124411497,1486.683636492199,0.0,0.0,0.0,32.14799880323535,16.317354931112142,1.8641553947721121,-12.201612441149734,302.9211754106408,0.0,0.0,0.0,27.31786369697451,15.524023804723566,1.7079417057061983,-12.201612441149724,106.41431915551603,0.0,0.0,0.0,17.836069258459,15.385007484030691,1.1964323664337002,-12.201612441149756,17.822832661762654,0.0,0.0,0.0,,,,,,,,False
daily_holding_count_below_95:scale0.00,30.297948010847108,11.710275379534304,2.4073647883659883,-12.2016124411497,7240.897925300745,-0.7695864127222691,-0.04728255518557267,0.0,30.59101509628732,13.574162366004694,2.1110582466731125,-12.201612441149766,1342.0300160142428,-1.2545331176744732,-0.06797022675010078,-6.572520305780927e-14,32.14799880323535,16.317354931112167,1.8641553947721425,-12.201612441149734,302.9211754106408,0.0,3.042011087472929e-14,0.0,27.31786369697451,15.524023804723594,1.7079417057062316,-12.201612441149724,106.41431915551603,0.0,3.3306690738754696e-14,0.0,17.836069258459,15.38500748403072,1.1964323664337257,-12.201612441149756,17.822832661762654,0.0,2.55351295663786e-14,0.0,daily_holding_count,low,95.0,0.0,35.0,35.0,-0.0952809421407823,False
daily_holding_count_below_95:scale0.25,30.4907970074596,11.710463140843126,2.4204617704118556,-12.201612441149745,7419.268270133449,-0.5767374161097756,-0.03418557313970538,-4.440892098500626e-14,30.904953241883405,13.574387887762734,2.1294176751617706,-12.201612441149745,1377.0686984524034,-0.9405949720783902,-0.04961079826144266,-4.440892098500626e-14,32.14799880323535,16.317354931112167,1.8641553947721425,-12.201612441149734,302.9211754106408,0.0,3.042011087472929e-14,0.0,27.31786369697451,15.524023804723594,1.7079417057062316,-12.201612441149724,106.41431915551603,0.0,3.3306690738754696e-14,0.0,17.836069258459,15.38500748403072,1.1964323664337257,-12.201612441149756,17.822832661762654,0.0,2.55351295663786e-14,0.0,daily_holding_count,low,95.0,0.25,35.0,35.0,-0.0710144585772145,False
daily_holding_count_below_95:scale0.50,30.683344638234434,11.714715581690994,2.432714732306602,-12.201612441149734,7601.41132623948,-0.38418978533494297,-0.021932611244959155,-3.375077994860476e-14,31.218689527579222,13.580299103582794,2.1468783668154856,-12.201612441149734,1412.848484084378,-0.6268586863825725,-0.03215010660772766,-3.375077994860476e-14,32.14799880323535,16.317354931112167,1.8641553947721425,-12.201612441149734,302.9211754106408,0.0,3.042011087472929e-14,0.0,27.31786369697451,15.524023804723594,1.7079417057062316,-12.201612441149724,106.41431915551603,0.0,3.3306690738754696e-14,0.0,17.836069258459,15.38500748403072,1.1964323664337257,-12.201612441149756,17.822832661762654,0.0,2.55351295663786e-14,0.0,daily_holding_count,low,95.0,0.5,35.0,35.0,-0.04704226097951358,False
daily_holding_count_below_95:scale0.75,30.875590561053112,11.723028672635513,2.4441126873674133,-12.201612441149711,7787.393402421016,-0.19194386251626483,-0.010534656184147728,-1.0658141036401503e-14,31.532221880748203,13.591889145474308,2.163420675205435,-12.201612441149779,1449.3823984669862,-0.3133263332135918,-0.015607798217778246,-7.815970093361102e-14,32.14799880323535,16.317354931112167,1.8641553947721425,-12.201612441149734,302.9211754106408,0.0,3.042011087472929e-14,0.0,27.31786369697451,15.524023804723594,1.7079417057062316,-12.201612441149724,106.41431915551603,0.0,3.3306690738754696e-14,0.0,17.836069258459,15.38500748403072,1.1964323664337257,-12.201612441149756,17.822832661762654,0.0,2.55351295663786e-14,0.0,daily_holding_count,low,95.0,0.75,35.0,35.0,-0.023369411513574915,False
daily_holding_count_below_97:scale0.00,30.397100891178795,11.70602612584314,2.4149535471494437,-12.20161244114969,7332.1046908969265,-0.6704335323905823,-0.03969379640211734,1.0658141036401503e-14,30.752389534477587,13.568192451709654,2.121391073147798,-12.201612441149734,1359.94647459896,-1.0931586794842083,-0.057637400275415196,-3.375077994860476e-14,32.14799880323535,16.317354931112167,1.8641553947721425,-12.201612441149734,302.9211754106408,0.0,3.042011087472929e-14,0.0,27.31786369697451,15.524023804723594,1.7079417057062316,-12.201612441149724,106.41431915551603,0.0,3.3306690738754696e-14,0.0,17.836069258459,15.38500748403072,1.1964323664337257,-12.201612441149756,17.822832661762654,0.0,2.55351295663786e-14,0.0,daily_holding_count,low,97.0,0.0,45.0,45.0,-0.08254021293433084,False
daily_holding_count_below_97:scale0.25,30.56538911824802,11.70636936038164,2.4263436001117746,-12.201612441149756,7489.344644784175,-0.5021453053213563,-0.028303743439786366,-5.5067062021407764e-14,31.026459082602777,13.568637803377994,2.1373719274451757,-12.201612441149711,1390.8343490156005,-0.8190891313590178,-0.041656545978037585,-1.0658141036401503e-14,32.14799880323535,16.317354931112167,1.8641553947721425,-12.201612441149734,302.9211754106408,0.0,3.042011087472929e-14,0.0,27.31786369697451,15.524023804723594,1.7079417057062316,-12.201612441149724,106.41431915551603,0.0,3.3306690738754696e-14,0.0,17.836069258459,15.38500748403072,1.1964323664337257,-12.201612441149756,17.822832661762654,0.0,2.55351295663786e-14,0.0,daily_holding_count,low,97.0,0.25,45.0,45.0,-0.06137621407169952,False
daily_holding_count_below_97:scale0.50,30.733224638451738,11.711382996961902,2.4367620412125164,-12.201612441149756,7649.266700885336,-0.33430978511763954,-0.017885302339044618,-5.5067062021407764e-14,31.300010816641112,13.575619279450482,2.152316664462189,-12.201612441149779,1422.2490897553919,-0.5455373973206825,-0.026711808961024097,-7.815970093361102e-14,32.14799880323535,16.317354931112167,1.8641553947721425,-12.201612441149734,302.9211754106408,0.0,3.042011087472929e-14,0.0,27.31786369697451,15.524023804723594,1.7079417057062316,-12.201612441149724,106.41431915551603,0.0,3.3306690738754696e-14,0.0,17.836069258459,15.38500748403072,1.1964323664337257,-12.201612441149756,17.822832661762654,0.0,2.55351295663786e-14,0.0,daily_holding_count,low,97.0,0.5,45.0,45.0,-0.04056187053785124,False
daily_holding_count_below_97:scale0.75,30.900606671262665,11.721061598303853,2.446198797961587,-12.201612441149724,7811.901986663773,-0.1669277523067123,-0.008448545589974099,-2.3092638912203256e-14,31.57304158395009,13.5891275828808,2.166206798714862,-12.201612441149756,1454.1968114295064,-0.27250663001170494,-0.01282167470835116,-5.5067062021407764e-14,32.14799880323535,16.317354931112167,1.8641553947721425,-12.201612441149734,302.9211754106408,0.0,3.042011087472929e-14,0.0,27.31786369697451,15.524023804723594,1.7079417057062316,-12.201612441149724,106.41431915551603,0.0,3.3306690738754696e-14,0.0,17.836069258459,15.38500748403072,1.1964323664337257,-12.201612441149756,17.822832661762654,0.0,2.55351295663786e-14,0.0,daily_holding_count,low,97.0,0.75,45.0,45.0,-0.020101964731316792,False
daily_holding_count_below_99:scale0.00,30.075635990237124,11.693659251593937,2.3954326836417956,-12.201612441149734,7040.205398389086,-0.9918984333322527,-0.05921465990976538,-3.375077994860476e-14,30.229473527682195,13.550921633066086,2.093173049895777,-12.201612441149745,1302.6064126974122,-1.6160746862795996,-0.08585542352743625,-4.440892098500626e-14,32.14799880323535,16.317354931112167,1.8641553947721425,-12.201612441149734,302.9211754106408,0.0,3.042011087472929e-14,0.0,27.31786369697451,15.524023804723594,1.7079417057062316,-12.201612441149724,106.41431915551603,0.0,3.3306690738754696e-14,0.0,17.836069258459,15.38500748403072,1.1964323664337257,-12.201612441149756,17.822832661762654,0.0,2.55351295663786e-14,0.0,daily_holding_count,low,99.0,0.0,64.0,64.0,-0.12228239402966692,False
