rebalance_date,rank,symbol,market_cap
2025-01-02,1,600006,14880000000.0
2025-01-02,2,600004,22128815946.05
2025-01-02,3,600008,23269672446.09
2025-01-02,4,600007,24366164497.460003
2025-01-02,5,600000,297337566199.2601
