date,signal_label,next_holding,microcap_close,hedge_close,microcap_mom,hedge_mom,momentum_gap,futures_drag
2026-03-18,long_microcap_short_zz1000,long_microcap_short_zz1000,3346.365,8096.59,0.007778259962168743,-0.01863083766650897,0.026409097628677713,0.0
