date,return,holding,next_holding,signal_on,microcap_close,hedge_close,microcap_ret,hedge_ret,microcap_mom,hedge_mom,momentum_gap,futures_drag,active_spread_ret,nav
2010-07-21,0.0,cash,cash,False,941.25,4059.38,0.004517527430131896,0.0015271921622228568,-0.10129213424141414,-0.03475186242875439,-0.06654027181265976,0.0,0.0,1.0
2010-07-22,0.0,cash,cash,False,950.209,4125.25,0.0095181938911022,0.016226615887155127,-0.09555673371717732,-0.019643956263323048,-0.07591277745385427,0.0,0.0,1.0
2010-07-23,0.0,cash,cash,False,960.588,4131.47,0.01092286012866639,0.0015077874068238906,-0.054802648474883475,-0.002014585210432407,-0.05278806326445107,0.0,0.0,1.0
2010-07-26,0.0,cash,cash,False,966.154,4188.47,0.005794367616501539,0.013796542150856794,-0.021940076551865917,0.03337618024321598,-0.0553162567950819,0.0,0.0,1.0
2010-07-27,0.0,cash,cash,False,957.967,4184.58,-0.00847380438315215,-0.0009287400888631225,0.04889692316620109,0.09702789640500509,-0.048130973238804,0.0,0.0,1.0
2010-07-28,0.0,cash,cash,False,972.534,4266.85,0.015206160546240133,0.019660276539103183,0.057890992631462135,0.1431154809585684,-0.08522448832710627,0.0,0.0,1.0
2010-07-29,0.0,cash,cash,False,975.362,4296.21,0.002907867488437299,0.006880954333993383,0.1056144367993288,0.16569349403343892,-0.06007905723411011,0.0,0.0,1.0
2010-07-30,0.0,cash,cash,False,968.431,4299.05,-0.007106079588911518,0.0006610477607007503,0.1091613982041415,0.17461987185617311,-0.06545847365203161,0.0,0.0,1.0
2010-08-02,0.0,cash,cash,False,994.228,4389.72,0.02663793290384131,0.021090706086228428,0.1530382665250245,0.21019273341806155,-0.05715446689303705,0.0,0.0,1.0
2010-08-03,0.0,cash,cash,False,975.645,4320.95,-0.018690883781184997,-0.015666147271352293,0.09166985559203233,0.15572358602095893,-0.06405373042892659,0.0,0.0,1.0
2010-08-04,0.0,cash,cash,False,978.014,4372.51,0.0024281372835406323,0.011932561126604124,0.0764570760630412,0.15199744967185613,-0.07554037360881494,0.0,0.0,1.0
2010-08-05,0.0,cash,cash,False,987.351,4396.12,0.009546898101663093,0.0053996445977253504,0.09038231536075281,0.16503814892258117,-0.07465583356182837,0.0,0.0,1.0
2010-08-06,0.0,cash,cash,False,1011.39,4480.65,0.024346964757214096,0.01922831951812043,0.08501126968171313,0.15294356799707676,-0.06793229831536363,0.0,0.0,1.0
2010-08-09,0.0,cash,cash,False,1032.339,4549.79,0.020713078041111777,0.015430796870989694,0.10983548221674888,0.15647733453985335,-0.04664185232310447,0.0,0.0,1.0
2010-08-10,0.0,cash,cash,False,993.992,4385.81,-0.0371457437915258,-0.036041223880662554,0.06756884478240321,0.13075975084050095,-0.06319090605809774,0.0,0.0,1.0
2010-08-11,0.0,cash,cash,False,1004.637,4439.11,0.01070934172508431,0.012152829237928486,0.08920033565996865,0.13353352893260495,-0.044333193272636295,0.0,0.0,1.0
2010-08-12,0.0,cash,cash,False,991.777,4388.62,-0.012800643416477686,-0.011373901525305707,0.11116376881252399,0.14981660029343935,-0.03865283148091536,0.0,0.0,1.0
2010-08-13,0.0,cash,cash,False,1007.206,4471.54,0.01555692459091107,0.01889432213315345,0.12877760568778585,0.16390886634754787,-0.03513126065976202,0.0,0.0,1.0
2010-08-16,0.0,cash,cash,False,1030.217,4573.42,0.022846369064521088,0.022784096754138394,0.1345389951423328,0.16343590369782435,-0.02889690855549154,0.0,0.0,1.0
2010-08-17,0.0,cash,cash,False,1033.581,4618.33,0.003265331478707667,0.009819784756265548,0.1030546937782344,0.13943091737619007,-0.03637622359795567,0.0,0.0,1.0
2010-08-18,0.0,cash,cash,False,1026.722,4611.65,-0.006636151399841861,-0.0014464102825048064,0.09080690571049144,0.13604786937906765,-0.04524096366857622,0.0,0.0,1.0
2010-08-19,0.0,cash,cash,False,1025.526,4621.57,-0.0011648722828574432,0.0021510739106394006,0.079263614636359,0.12031270832070784,-0.041049093684348836,0.0,0.0,1.0
2010-08-20,0.0,cash,cash,False,995.944,4522.61,-0.028845685043577762,-0.021412636831206755,0.03680662261031786,0.09467332450677346,-0.0578667018964556,0.0,0.0,1.0
2010-08-23,0.0,cash,cash,False,995.613,4565.87,-0.00033234800350212534,0.009565273149796383,0.030490998329459007,0.09010450116629687,-0.05961350283683786,0.0,0.0,1.0
2010-08-24,0.0,cash,cash,False,1004.985,4626.35,0.009413296130122761,0.013246106437546423,0.04908102262395264,0.1055709294600653,-0.05648990683611266,0.0,0.0,1.0
2010-08-25,0.0,cash,cash,False,976.878,4534.71,-0.02796758160569557,-0.019808272180012354,0.0044666818846437195,0.06277699005120874,-0.05831030816656502,0.0,0.0,1.0
2010-08-26,0.0,cash,cash,False,980.63,4562.35,0.0038408071427546986,0.006095207852321316,0.005401071602133323,0.06194762360312933,-0.05654655200099601,0.0,0.0,1.0
2010-08-27,0.0,cash,cash,False,999.456,4585.51,0.01919786259853362,0.005076331276644641,0.03203635571352015,0.06663332596736482,-0.03459697025384467,0.0,0.0,1.0
2010-08-30,0.0,cash,cash,False,1024.928,4705.88,0.025485864310184736,0.02625007905336596,0.030878229138588065,0.07202281694504431,-0.041144587806456245,0.0,0.0,1.0
2010-08-31,0.0,cash,cash,False,1025.57,4755.85,0.0006263854631738397,0.010618630309315202,0.051171276437638635,0.10064916279984737,-0.049477886362208734,0.0,0.0,1.0
2010-09-01,0.0,cash,cash,False,995.586,4698.73,-0.029236424622405055,-0.012010471314276239,0.017967022966951296,0.07460703348877407,-0.05664001052182277,0.0,0.0,1.0
2010-09-02,0.0,cash,cash,False,1014.922,4802.27,0.019421727505207986,0.022035741572723033,0.02792421337498019,0.0923882878538349,-0.06446407447885472,0.0,0.0,1.0
2010-09-03,0.0,cash,cash,False,1036.703,4845.91,0.02146076250194584,0.009087369098363718,0.02502793185615837,0.08151942240523136,-0.05649149054907299,0.0,0.0,1.0
2010-09-06,0.0,cash,cash,False,1010.764,4824.31,-0.025020666478248854,-0.004457367140536905,-0.02089914262659842,0.06033685071179118,-0.0812359933383896,0.0,0.0,1.0
2010-09-07,0.0,cash,cash,False,1022.622,4865.78,0.011731719768412807,0.008596047932243112,0.028803048716689927,0.10943702531573396,-0.08063397659904403,0.0,0.0,1.0
2010-09-08,0.0,cash,cash,False,1026.327,4905.63,0.00362303959820931,0.008189848287427859,0.021589887690777854,0.10509313803893128,-0.08350325034815342,0.0,0.0,1.0
2010-09-09,0.0,cash,cash,False,1021.832,4837.02,-0.004379695749989976,-0.01398597122082168,0.030304191365599253,0.10217334834184788,-0.07186915697624863,0.0,0.0,1.0
2010-09-10,0.0,cash,cash,False,1034.939,4886.05,0.012826961770623813,0.010136406299746437,0.027534585774906084,0.09269960684685818,-0.0651650210719521,0.0,0.0,1.0
2010-09-13,0.0,cash,cash,False,1042.482,4967.47,0.007288352260374609,0.0166637672557588,0.011905258794991713,0.08616090365634466,-0.07425564486135294,0.0,0.0,1.0
2010-09-14,0.0,cash,cash,False,1031.219,4982.86,-0.010804023474745739,0.0030981566068841726,-0.0022852587266986024,0.07893112878464725,-0.08121638751134586,0.0,0.0,1.0
2010-09-15,0.0,cash,cash,False,990.103,4888.01,-0.03987125916027545,-0.019035252846758555,-0.03566593488792491,0.059926490518578124,-0.09559242540650303,0.0,0.0,1.0
2010-09-16,0.0,cash,cash,False,972.602,4766.85,-0.017675938765966737,-0.024787183332276252,-0.05160668769002452,0.03143520491954055,-0.08304189260956507,0.0,0.0,1.0
2010-09-17,0.0,cash,cash,False,972.229,4767.48,-0.00038350733393510694,0.00013216274898497637,-0.023811579767537006,0.054143514475048615,-0.07795509424258562,0.0,0.0,1.0
2010-09-20,0.0,cash,cash,False,949.195,4695.95,-0.023691949118983313,-0.01500373362866747,-0.0466225330525013,0.028489641623611783,-0.07511217467611309,0.0,0.0,1.0
2010-09-21,0.0,cash,cash,False,934.461,4677.68,-0.015522627068199957,-0.0038905865692776542,-0.07017418170420453,0.01109513979703225,-0.08126932150123678,0.0,0.0,1.0
2010-09-27,0.0,cash,cash,False,950.671,4801.46,0.017346898372430752,0.02646183578184047,-0.02682730085025975,0.05882404828533683,-0.08565134913559658,0.0,0.0,1.0
2010-09-28,0.0,cash,cash,False,942.049,4785.7,-0.00906938362482923,-0.0032823349564508053,-0.039343075369915326,0.04895503413810842,-0.08829810950802375,0.0,0.0,1.0
2010-09-29,0.0,cash,cash,False,926.758,4720.63,-0.01623163975546915,-0.013596757005244764,-0.07273756923766528,0.029466733253225907,-0.10220430249089119,0.0,0.0,1.0
2010-09-30,0.0,cash,cash,False,942.539,4785.49,0.017028177798303235,0.013739691524224495,-0.08038515876237173,0.016917133458566713,-0.09730229222093845,0.0,0.0,1.0
2010-10-08,0.0,cash,cash,False,959.863,4899.57,0.018380141299193076,0.0238387291583515,-0.06406876176175191,0.030219624252236565,-0.09428838601398848,0.0,0.0,1.0
2010-10-11,0.0,cash,cash,False,947.11,4922.59,-0.013286271061599408,0.004698371489743058,-0.04869092172850964,0.04764266088921909,-0.09633358261772873,0.0,0.0,1.0
2010-10-12,0.0,cash,cash,False,951.79,4950.26,0.00494134788989653,0.005621024704474786,-0.062203794971436244,0.030816676280175814,-0.09302047125161206,0.0,0.0,1.0
2010-10-13,0.0,cash,cash,False,962.738,4968.83,0.011502537324409978,0.00375131811258389,-0.07134637403383604,0.025365720783093293,-0.09671209481692933,0.0,0.0,1.0
2010-10-14,0.0,cash,cash,False,958.495,4809.47,-0.004407221902532177,-0.0320719364518407,-0.051712368070093495,-0.003076087564853891,-0.048636280505239604,0.0,0.0,1.0
2010-10-15,0.0,cash,cash,False,944.254,4789.48,-0.014857667489136639,-0.004156383135771824,-0.07663437712077381,-0.0156809391300059,-0.06095343799076791,0.0,0.0,1.0
2010-10-18,0.0,cash,cash,False,932.359,4708.41,-0.012597246079974256,-0.016926680975805297,-0.09155756401224946,-0.040202787409568286,-0.051354776602681174,0.0,0.0,1.0
2010-10-19,0.0,cash,cash,False,995.922,4865.7,0.06817438347246063,0.033406181704651816,-0.02535641866764793,0.005929270501259021,-0.03128568916890695,0.0,0.0,1.0
2010-10-20,0.0,cash,cash,False,1004.542,4892.28,0.008655296298304416,0.005462728898205871,-0.029370813159036446,0.0012750585851555307,-0.030645871744191977,0.0,0.0,1.0
2010-10-21,0.0,cash,cash,False,991.842,4930.62,-0.012642577413388478,0.007836836812283865,-0.0485763782971792,-0.007418263220512755,-0.041158115076666446,0.0,0.0,1.0
2010-10-22,0.0,cash,cash,False,1013.448,4985.85,0.021783711518568394,0.01120143105735183,-0.017233002882995785,0.0006000569953803492,-0.017833059878376134,0.0,0.0,1.0
2010-10-25,0.0,cash,long_microcap_short_zz1000,True,1039.054,5107.28,0.025266219875119456,0.02435492443615428,0.04944031075554789,0.04485874619732755,0.004581564558220341,0.0,0.0,1.0
2010-10-26,-0.01317318719836672,long_microcap_short_zz1000,cash,False,1036.007,5158.05,-0.0029324751167889573,0.009940712081577763,0.0651911059199961,0.0820667736555587,-0.016875667735562594,0.0003,-0.01287318719836672,0.9868268128016333
2010-10-27,0.0,cash,cash,False,1030.593,5124.13,-0.005225833416183434,-0.006576128575721429,0.06003112435444735,0.07480891372381238,-0.014777789369365024,0.0,0.0,0.9868268128016333
2010-10-28,0.0,cash,cash,False,1038.622,5145.56,0.007790660328568011,0.004182173364063901,0.09421351777032116,0.09574420511291648,-0.001530687342595316,0.0,0.0,0.9868268128016333
2010-10-29,0.0,cash,long_microcap_short_zz1000,True,1064.522,5211.52,0.024936887529823037,0.012818818554248823,0.13918290865001315,0.11412495083032614,0.025057957819687005,0.0,0.0,0.9868268128016333
2010-11-01,0.011037874106667423,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1107.523,5362.95,0.0403946560052304,0.029056781898562978,0.1649908327907339,0.1169415136229397,0.0480493191677942,0.0003,0.011337874106667423,0.9977192829264216
2010-11-02,-0.025900589891686122,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1075.151,5343.49,-0.02922918982269429,-0.0036285999310081696,0.1412898904409432,0.1165534822492007,0.0247364081917425,0.0003,-0.02560058989168612,0.9718777649523173
2010-11-03,-0.019003836582662838,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1040.621,5271.82,-0.03211641899602935,-0.013412582413366514,0.12286163162335795,0.11676195762006336,0.006099674003294586,0.0003,-0.018703836582662836,0.9534083587288399
2010-11-04,-0.006777137552856504,long_microcap_short_zz1000,cash,False,1057.714,5392.56,0.016425768843796096,0.0229029063966526,0.12219653510358719,0.12685639297125273,-0.00465985786766554,0.0003,-0.0064771375528565045,0.9469469791376914
2010-11-05,0.0,cash,cash,False,1072.219,5473.11,0.013713536929642611,0.01493724687347009,0.11705420461044969,0.11705925213845303,-5.0475280033435155e-06,0.0,0.0,0.9469469791376914
2010-11-08,0.0,cash,long_microcap_short_zz1000,True,1107.061,5598.49,0.032495227187729236,0.022908364714029128,0.16888323426001195,0.13730576789860605,0.031577466361405904,0.0,0.0,0.9469469791376914
2010-11-09,0.0008012074855387689,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1115.648,5635.75,0.007756573486013885,0.006655366000475116,0.17215772386765993,0.13847555481934282,0.03368216904831711,0.0003,0.0011012074855387688,0.9477056801457849
2010-11-10,0.020170542384304123,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1141.582,5651.39,0.023245683226250646,0.0027751408419465218,0.1857660131832337,0.13736835432083616,0.04839765886239755,0.0003,0.020470542384304125,0.9668214177350113
2010-11-11,0.0016727289632666124,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1132.722,5596.38,-0.007761159513727578,-0.00973388847699419,0.1817714229077878,0.16361678105903565,0.01815464184875215,0.0003,0.0019727289632666123,0.968438647922763
2010-11-12,0.021091727892208555,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1082.24,5227.25,-0.04456698113040969,-0.06595870902261824,0.14613229067602562,0.09140240694188106,0.05472988373414456,0.0003,0.021391727892208556,0.9888646923650483
2010-11-15,0.03418583037655006,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1148.539,5367.21,0.061260903311649795,0.02677507293509973,0.23186347748024083,0.13991984555295733,0.0919436319272835,0.0003,0.034485830376550064,1.0226698530035991
2010-11-16,0.011872307220377099,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1126.175,5197.37,-0.019471694039122744,-0.03164400125949984,0.1307863467219319,0.06816490946831899,0.06262143725361291,0.0003,0.012172307220377099,1.0348113036834756
2010-11-17,0.0010497954287795545,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1085.349,5001.94,-0.03625191466690347,-0.03760171009568303,0.08044163409792704,0.022414906751044406,0.058026727346882634,0.0003,0.0013497954287795544,1.035897643859732
2010-11-18,3.828379579281534e-05,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1102.845,5080.88,0.016120160427659735,0.01578187663186692,0.11191601081623892,0.030474869286215567,0.08144114153002335,0.0003,0.0003382837957928153,1.0359373019535918
2010-11-19,0.014690556179138803,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1153.171,5236.57,0.04563288585431313,0.03064232967517433,0.13786893851485238,0.05028631025802999,0.08758262825682239,0.0003,0.014990556179138803,1.0511557970860066
2010-11-22,0.00023552874225282212,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1174.938,5332.61,0.018875778180339253,0.01834024943808643,0.13077664875935224,0.044119374696511615,0.08665727406284063,0.0003,0.0005355287422528221,1.051403374488806
2010-11-23,0.020245068112279073,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1183.502,5261.92,0.007288895243833915,-0.01325617286844516,0.14236872916881826,0.020137455045996067,0.1222312741228222,0.0003,0.020545068112279075,1.0726891074188118
2010-11-24,-0.008154493062707135,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1208.45,5414.17,0.021079812285910826,0.02893430534861796,0.1725773413947116,0.05660277939864922,0.11597456199606238,0.0003,-0.007854493062707135,1.0639418715339237
2010-11-25,-0.02572363840045492,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1186.358,5452.84,-0.018281269394679223,0.007142369005775695,0.14224231722416802,0.05971750402288567,0.08252481320128235,0.0003,-0.025423638400454918,1.0365734155514819
2010-11-26,0.0093068679109107,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1196.019,5444.86,0.008143410336509005,-0.0014634575744016942,0.12352680357944701,0.044773885545867476,0.07875291803357953,0.0003,0.0096068679109107,1.046220667409981
2010-11-29,0.017411005461393368,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1220.11,5458.1,0.020142656596592534,0.0024316511351991643,0.10165657959247798,0.017742100895962176,0.0839144786965158,0.0003,0.01771100546139337,1.0644364211640789
2010-11-30,-0.002004251762169595,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1181.504,5294.7,-0.031641409381121366,-0.02993715761895177,0.09891912856891705,-0.009130736653385707,0.10804986522230275,0.0003,-0.0017042517621695952,1.0623030225912433
2010-12-01,-0.006166176255612032,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1177.175,5306.36,-0.003663974053409902,0.0022022022022021304,0.13122356746596497,0.006551817019549322,0.12467175044641565,0.0003,-0.005866176255612032,1.0557526749170763
2010-12-02,-0.004864781665410189,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1177.84,5333.58,0.0005649117590842412,0.00512969342449443,0.1135713434822645,-0.010937291379233716,0.12450863486149821,0.0003,-0.004564781665410189,1.050616668660932
2010-12-03,-0.01085897593898969,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1157.939,5299.78,-0.016896182843170404,-0.006337206904180714,0.07994635424292995,-0.031669379932067865,0.11161573417499782,0.0003,-0.01055897593898969,1.0392080475348415
2010-12-06,-0.006510378412357387,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1134.383,5224.88,-0.020343040522860067,-0.01413266211050268,0.02467976019388285,-0.06673406579274044,0.09141382598662329,0.0003,-0.006210378412357387,1.0324424098962226
2010-12-07,0.010290316550683765,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1161.692,5295.33,0.02407387980955278,0.013483563258869014,0.0412710819183113,-0.06040367298052607,0.10167475489883737,0.0003,0.010590316550683765,1.0430665691144057
2010-12-08,-0.001452562085345421,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1160.239,5294.81,-0.0012507618198283055,-9.819973448288444e-05,0.01634310982478704,-0.0630959816965384,0.07943909152132544,0.0003,-0.001152562085345421,1.0415514501636187
2010-12-09,0.00663051098027353,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1144.531,5186.43,-0.013538589893978825,-0.020469100874252355,0.01042532942769725,-0.07325270978739828,0.08367803921509553,0.0003,0.00693051098027353,1.0484574684904484
2010-12-10,0.006185437401025251,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1166.801,5253.71,0.019457751690430403,0.012972314289405151,0.07813516410408039,0.005061935051891453,0.07307322905218894,0.0003,0.006485437401025251,1.0549426365294334
2010-12-13,0.007505538573229631,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1209.271,5403.93,0.0363986660964466,0.028593127523216966,0.05287761234054744,0.006841543371695957,0.046036068968851485,0.0003,0.007805538573229631,1.0628605491804497
2010-12-14,-0.007244673520365763,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1218.52,5482.79,0.007648409661688671,0.014593083182054434,0.08199880125202563,0.0549162364811433,0.027082564770882334,0.0003,-0.006944673520365763,1.0551604715039606
2010-12-15,-0.002410051382173572,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1211.804,5464.14,-0.005511604241210555,-0.0034015528590369826,0.116510910315484,0.09240414719089007,0.024106763124593922,0.0003,-0.0021100513821735722,1.0526174805511976
2010-12-16,0.009499766748976424,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1225.03,5470.23,0.010914306273951846,0.001114539524975422,0.11079072761811481,0.07663042622537808,0.034160301392736736,0.0003,0.009799766748976424,1.0626171010923293
2010-12-17,0.0055075689162147005,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1232.982,5473.97,0.006491269601560878,0.000683700685346178,0.06921003042913831,0.045335018915053205,0.02387501151408511,0.0003,0.0058075689162147,1.0684695380081437
2010-12-20,-0.005262747146910473,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1212.337,5409.48,-0.01674395895479408,-0.011781211807883607,0.03183061574312851,0.014415080045231177,0.017415535697897333,0.0003,-0.004962747146910473,1.0628464529954307
2010-12-21,-0.0077128120357059845,long_microcap_short_zz1000,cash,False,1215.022,5461.56,0.002214730722563063,0.009627542758269048,0.026632823603170985,0.03794052361115341,-0.011307700007982424,0.0003,-0.007412812035705985,1.0546489180806602
2010-12-22,0.0,cash,cash,False,1201.647,5420.19,-0.011008031130300577,-0.007574758860106057,-0.00562952542513151,0.001111897114423721,-0.006741422539555231,0.0,0.0,1.0546489180806602
2010-12-23,0.0,cash,cash,False,1176.364,5307.19,-0.02104028887019227,-0.02084797765391988,-0.008424101325232303,-0.026710851592931517,0.018286750267699214,0.0,0.0,1.0546489180806602
2010-12-24,0.0,cash,cash,False,1144.502,5205.72,-0.027085153914944815,-0.019119345642420793,-0.043073730434048385,-0.0439203211836483,0.0008465907495999181,0.0,0.0,1.0546489180806602
2010-12-27,0.0,cash,cash,False,1105.296,5046.64,-0.034255947128095765,-0.03055869312986481,-0.094101351517486,-0.07538520730657183,-0.018716144210914165,0.0,0.0,1.0546489180806602
2010-12-28,0.0,cash,cash,False,1091.483,4934.75,-0.012497104847932206,-0.022171187166114548,-0.07619187070039535,-0.06798307741703968,-0.008208793283355664,0.0,0.0,1.0546489180806602
2010-12-29,0.0,cash,cash,False,1113.31,5022.07,0.019997562948758763,0.01769491868888995,-0.054252766156263954,-0.053575332242818074,-0.0006774339134458796,0.0,0.0,1.0546489180806602
2010-12-30,0.0,cash,cash,False,1117.214,5044.62,0.003506660319228194,0.004490180343961869,-0.05147218637505946,-0.05417749429088903,0.002705307915829569,0.0,0.0,1.0546489180806602
2010-12-31,0.0,cash,cash,False,1137.662,5155.56,0.018302670750635075,0.021991745661714912,-0.017511285136781907,-0.02721245032812669,0.009701165191344785,0.0,0.0,1.0546489180806602
2011-01-04,0.0,cash,long_microcap_short_zz1000,True,1155.106,5230.74,0.015333200897982069,0.01458231501524554,0.018268080533646813,0.0011215568587219504,0.017146523674924863,0.0,0.0,1.0546489180806602
2011-01-05,-0.0025042020130499384,long_microcap_short_zz1000,cash,False,1155.349,5243.37,0.00021037030367776488,0.0024145723167277033,-0.005460139176304946,-0.009812419622573065,0.00435228044626812,0.0003,-0.0022042020130499385,1.0520078641369417
2011-01-06,0.0,cash,cash,False,1134.792,5224.82,-0.01779289201790979,-0.0035378010706854646,-0.02193255010390116,-0.013218604633594144,-0.008713945470307016,0.0,0.0,1.0520078641369417
2011-01-07,0.0,cash,cash,False,1126.517,5191.95,-0.007292085245577895,-0.006291125818688514,-0.01573919797716261,0.0010643159167287308,-0.016803513893891342,0.0,0.0,1.0520078641369417
2011-01-10,0.0,cash,cash,False,1093.765,5051.95,-0.02907368464035598,-0.02696482053948901,-0.06259507833812261,-0.03840333783174177,-0.024191740506380843,0.0,0.0,1.0520078641369417
2011-01-11,0.0,cash,cash,False,1078.365,5006.63,-0.014079806905505365,-0.008970793455992165,-0.10825199645075423,-0.07352056743888247,-0.03473142901187176,0.0,0.0,1.0520078641369417
2011-01-12,0.0,cash,cash,False,1089.673,5042.24,0.01048624538073839,0.007112568733858904,-0.10574057052818175,-0.08035142691950636,-0.02538914360867539,0.0,0.0,1.0520078641369417
2011-01-13,0.0,cash,cash,False,1093.856,5043.78,0.0038387663087917634,0.00030541981341625224,-0.09733257193407518,-0.07693067893575212,-0.020401892998323068,0.0,0.0,1.0520078641369417
2011-01-14,0.0,cash,cash,False,1067.418,4942.07,-0.024169543340256894,-0.02016543148194405,-0.12865970629290713,-0.09655169892308002,-0.03210800736982711,0.0,0.0,1.0520078641369417
2011-01-17,0.0,cash,cash,False,1028.161,4728.31,-0.03677753232566794,-0.043253130773137416,-0.16611840237732578,-0.1362192339380741,-0.029899168439251667,0.0,0.0,1.0520078641369417
2011-01-18,0.0,cash,cash,False,1025.716,4750.15,-0.0023780322342513704,0.00461898648777237,-0.1539349207357361,-0.12188417370985749,-0.03205074702587862,0.0,0.0,1.0520078641369417
2011-01-19,0.0,cash,cash,False,1048.535,4873.8,0.022246898751701494,0.02603075692346568,-0.1370238563581564,-0.10761760376156271,-0.029406252596593685,0.0,0.0,1.0520078641369417
2011-01-20,0.0,cash,cash,False,1020.389,4699.95,-0.026843166894762738,-0.03567031884771643,-0.15084130364408177,-0.13288095066778094,-0.01796035297630083,0.0,0.0,1.0520078641369417
2011-01-21,0.0,cash,cash,False,1024.505,4739.9,0.004033755753933166,0.0085000904264938,-0.12909184572122223,-0.10689084053896691,-0.022201005182255318,0.0,0.0,1.0520078641369417
2011-01-24,0.0,cash,cash,False,994.967,4636.91,-0.028831484472989555,-0.021728306504356643,-0.13065507967657541,-0.10926634548150882,-0.021388734195066594,0.0,0.0,1.0520078641369417
2011-01-25,0.0,cash,cash,False,978.998,4540.68,-0.016049778535368486,-0.020753044592195957,-0.11426622370840023,-0.10025680452736874,-0.01400941918103149,0.0,0.0,1.0520078641369417
2011-01-26,0.0,cash,cash,False,995.744,4619.12,0.017105244341663495,0.017274945602861136,-0.08771460480832038,-0.06396068696489188,-0.023753917843428507,0.0,0.0,1.0520078641369417
