date,signal_label,next_holding,microcap_close,hedge_close,beta,r2,zscore,zscore_r2,right_skew,futures_drag
2026-03-18,cash,cash,90908.94216362768,8096.59,0.7854615675645022,0.8438741344197391,-1.2225461326996352,-1.031675059520104,-0.8103411094678621,0.0
