date,open,high,low,close,volume,amount,beta,r2,zscore,zscore_r2,right_skew,position,asset_nav,strategy_nav,strategy_drawdown
2023-12-27,1121.418,1132.995,1114.243,1129.667,823820890,5253610000.0,0.8579218356177024,0.9041088237508761,,,,0,1.1302807424431467,1.0,0.0
2023-12-28,1128.361,1153.648,1117.572,1149.257,894889700,6159404800.0,0.8255032532108587,0.874464671368972,,,,0,1.1498813855923768,1.0,0.0
2023-12-29,1148.688,1170.497,1147.337,1170.497,964559180,7178341400.0,0.8152373447427895,0.8547909434714928,,,,0,1.1711329251783722,1.0,0.0
2024-01-02,1173.152,1192.814,1173.152,1190.206,1039490000,8654507600.0,0.8226275358080687,0.8507131321816199,,,,0,1.1908526329797082,1.0,0.0
2024-01-03,1188.332,1192.395,1179.899,1187.04,973313120,7445106800.0,0.8210397146968735,0.8525083585219638,,,,0,1.1876849129077092,1.0,0.0
2024-01-04,1187.074,1194.237,1184.188,1193.189,1002299130,7288723600.0,0.7979405872016514,0.8960644646470897,,,,0,1.193837253628721,1.0,0.0
2024-01-05,1193.347,1198.488,1168.351,1172.893,996636420,7036694000.0,0.8359780654564454,0.8771949821241559,,,,0,1.1735302269132144,1.0,0.0
2024-01-08,1172.586,1172.6,1151.654,1151.654,957540960,6833150600.0,0.8379662535316654,0.8778531183581547,,,,0,1.1522796878705142,1.0,0.0
2024-01-09,1152.5,1171.827,1152.5,1163.106,859259660,6696488500.0,0.8437396666576372,0.8779455358797337,,,,0,1.1637379096849594,1.0,0.0
2024-01-10,1163.807,1166.623,1144.257,1152.635,871245830,6625409100.0,0.8626064610980756,0.8869321062993694,,,,0,1.1532612208429183,1.0,0.0
2024-01-11,1151.938,1166.271,1150.201,1165.692,827351660,6371853800.0,0.8759229312874456,0.8940720425668714,,,,0,1.1663253146458532,1.0,0.0
2024-01-12,1167.18,1174.617,1154.446,1155.028,950850150,6800599400.0,0.8767318487774296,0.8950439187150138,,,,0,1.1556555209478752,1.0,0.0
2024-01-15,1152.721,1158.698,1145.674,1156.127,859863520,6404631100.0,0.8763433189748548,0.8880143850483075,,,,0,1.15675511802909,1.0,0.0
2024-01-16,1157.859,1160.249,1133.94,1147.655,914244740,6603041100.0,0.8787864062584736,0.891665125370401,,,,0,1.1482785152337722,1.0,0.0
2024-01-17,1145.757,1149.072,1125.715,1125.715,1014867150,6163582700.0,0.889887481793098,0.9062164823701695,,,,0,1.1263265953412704,1.0,0.0
2024-01-18,1120.525,1123.366,1077.795,1102.417,1095857740,7498478400.0,0.7984678978087517,0.9061062865093715,,,,0,1.1030159376541464,1.0,0.0
2024-01-19,1103.429,1107.079,1086.913,1087.689,925735540,5921517600.0,0.8358708887636709,0.9209249120980528,,,,0,1.0882799360052513,1.0,0.0
2024-01-22,1086.488,1086.488,1016.86,1022.444,1015463830,7098790400.0,0.7174875591295578,0.9348781690547183,,,,0,1.0229994887223766,1.0,0.0
2024-01-23,1018.084,1018.084,988.825,1006.787,1061688230,7270444800.0,0.8187586736833494,0.9503096128584374,,,,0,1.007333982352418,1.0,0.0
2024-01-24,1010.288,1034.19,994.866,1030.107,1252168670,8029459500.0,0.8387840565758035,0.9646023145720313,,,,0,1.0306666519920322,1.0,0.0
2024-01-25,1033.156,1078.702,1029.542,1078.702,1067990540,7089489600.0,0.8276462257634034,0.9658321467611949,,,,0,1.0792880534130038,1.0,0.0
2024-01-26,1082.13,1101.062,1081.365,1084.854,1082503240,7227974900.0,0.8303667441586584,0.9618483678508674,,,,0,1.0854433957639005,1.0,0.0
2024-01-29,1085.595,1085.924,1035.62,1035.62,1063666130,6569796700.0,0.8230771578754336,0.9589262327869853,,,,0,1.0361826471774178,1.0,0.0
2024-01-30,1030.023,1030.892,995.396,995.838,1029223430,5689027700.0,0.8454725696555696,0.9605113427257933,,,,0,0.9963790338153622,1.0,0.0
2024-01-31,989.046,989.046,929.138,932.355,1156469930,6822998800.0,0.8262463936784379,0.9687125927896144,,,,0,0.9328615438182939,1.0,0.0
2024-02-01,922.225,922.435,884.309,904.845,1177792650,6775827100.0,0.8675187622501709,0.9725794642604183,,,,0,0.9053365977725911,1.0,0.0
2024-02-02,904.232,922.11,826.576,851.897,1353450700,7165680400.0,0.8259285443136777,0.9720857942674415,,,,0,0.8523598313884445,1.0,0.0
2024-02-05,836.632,836.632,735.768,742.669,1148250360,6882755500.0,0.8128527397964587,0.9801069404665679,,,,0,0.7430724883611806,1.0,0.0
2024-02-06,706.996,741.286,660.259,714.654,1689347700,8988990000.0,0.8420085651312883,0.9849909444833648,,,,0,0.7150422679514981,1.0,0.0
2024-02-07,713.273,713.285,641.466,650.101,1804517500,8890253300.0,0.8647182722524918,0.9867370227617551,,,,0,0.6504541966287698,1.0,0.0
2024-02-08,634.856,710.701,615.648,709.848,2702716600,10953260700.0,0.8697406486592569,0.9892143238575967,,,,0,0.7102336568756838,1.0,0.0
2024-02-19,712.842,757.405,712.842,755.854,2515651800,10688781500.0,0.8852230378357527,0.9865829386366269,,,,0,0.7562646517058768,1.0,0.0
2024-02-20,757.262,781.964,745.712,780.772,1956658400,8091946400.0,0.8996960395012238,0.9833523713212042,,,,0,0.7811961895309157,1.0,0.0
2024-02-21,778.283,840.682,775.357,819.974,2178787700,9924983900.0,0.8955134965366697,0.9825255701768896,,,,0,0.820419487781866,1.0,0.0
2024-02-22,821.987,854.638,821.613,854.638,1890845900,8988519600.0,0.9058568172449292,0.9793394669492526,,,,0,0.8551023205600646,1.0,0.0
2024-02-23,859.188,898.544,857.777,898.544,2000220500,9436958400.0,0.8932220063469432,0.9795725376914762,,,,0,0.899032174470738,1.0,0.0
2024-02-26,906.853,944.433,897.899,923.66,2011455200,11060688600.0,0.8970825120934903,0.9791779360607595,,,,0,0.9241618198681889,1.0,0.0
2024-02-27,922.278,951.564,915.878,951.564,1690741600,8847158500.0,0.8947923376443297,0.9774651739205036,,,,0,0.9520809799721254,1.0,0.0
2024-02-28,957.74,979.303,864.038,864.758,2704043300,14671282000.0,0.8924615687293925,0.9609591917087325,,,,0,0.8652278187055576,1.0,0.0
2024-02-29,846.671,897.381,843.258,897.381,1699070700,9405479000.0,0.9061365803084703,0.9531793726867681,,,,0,0.8978685426186425,1.0,0.0
2024-03-01,903.069,915.393,890.956,906.927,1397749700,7702689700.0,0.88313845836744,0.93712843431478,,,,0,0.9074197289128002,1.0,0.0
2024-03-04,907.538,914.339,876.192,898.472,1360123200,7116412600.0,0.8802466147640813,0.9247519454995939,,,,0,0.8989601353534975,1.0,0.0
2024-03-05,894.919,894.919,870.712,872.341,1175583300,6013746800.0,0.8554563625077607,0.9127424468847599,,,,0,0.8728149385116124,1.0,0.0
2024-03-06,869.818,903.375,869.689,898.834,1361861800,6623025600.0,0.8532439746332193,0.9100963616142341,,,,0,0.8993223320262909,1.0,0.0
2024-03-07,901.424,917.821,893.261,898.849,1381396300,7062278500.0,0.8367163931365443,0.9230509257175333,,,,0,0.8993373401757161,1.0,0.0
2024-03-08,899.369,909.696,890.762,908.055,1200836200,5905889400.0,0.8441928822964972,0.9328017591780594,,,,0,0.9085483417495707,1.0,0.0
2024-03-11,909.909,928.901,907.159,928.901,1327926290,6460193500.0,0.8465068201203775,0.924650544610163,,,,0,0.9294056672773323,1.0,0.0
2024-03-12,931.969,950.679,926.145,950.679,1421171500,7980313800.0,0.837607082018043,0.9049309025299106,,,,0,0.9511954991560425,1.0,0.0
2024-03-13,950.843,955.347,938.354,948.987,1229317120,6873834200.0,0.8817683385589276,0.8616135919491975,,,,0,0.9495025799008869,1.0,0.0
2024-03-14,949.101,957.781,934.78,950.646,1314218900,7242596000.0,0.8303083559355984,0.7990207929612556,,,,0,0.9511624812273072,1.0,0.0
2024-03-15,948.573,974.678,946.543,974.678,1305491380,7221766600.0,0.7362581547040975,0.7128503581804837,,,,0,0.9752075376929681,1.0,0.0
2024-03-18,980.485,1003.607,980.485,1003.607,1529355300,9045099700.0,0.7688056410536177,0.6926171926117037,,,,0,1.004152254674289,1.0,0.0
2024-03-19,1003.423,1011.856,997.946,999.242,1364496100,8012760100.0,0.7241971054308638,0.7043572769309407,,,,0,0.9997848831915739,1.0,0.0
2024-03-20,998.448,1018.65,996.665,1018.65,1312593910,7538681900.0,0.7459745917262122,0.7433087562679703,,,,0,1.0192034274611121,1.0,0.0
2024-03-21,1019.459,1026.287,1003.655,1022.197,1478626200,8424704100.0,0.7765226283619603,0.7905369566140059,,,,0,1.0227523545285098,1.0,0.0
2024-03-22,1020.613,1023.057,997.096,1005.912,1292119710,7716244300.0,0.7953524191848144,0.8154493260340356,,,,0,1.006458506969285,1.0,0.0
2024-03-25,1003.564,1007.717,981.142,981.455,1133652790,7009735100.0,0.9050622571805506,0.9764744259734498,,,,0,0.9819882196032453,1.0,0.0
2024-03-26,978.302,989.953,963.885,981.98,1095160140,6636748500.0,0.9542668294903092,0.9882627182262905,,,,0,0.9825135048331252,1.0,0.0
2024-03-27,979.49,983.091,951.521,951.625,999370640,6092147700.0,0.9539353749918155,0.9861200304120272,,,,0,0.9521420131131212,1.0,0.0
2024-03-28,948.118,983.103,948.118,976.376,1042177540,6328884900.0,0.9764484962110884,0.9854633077320454,,,,0,0.9769064602078936,1.0,0.0
2024-03-29,976.026,994.533,975.755,994.533,1200229100,6745900400.0,0.9659219359331234,0.9819042544993346,,,,0,0.9950733248153756,1.0,0.0
2024-04-01,995.717,1016.608,995.717,1016.608,1208246300,6883981800.0,0.9881355596527024,0.9812110612642763,,,,0,1.0171603180527036,1.0,0.0
2024-04-02,1016.378,1029.186,1016.378,1025.662,1202205260,7379943300.0,0.9644590813771946,0.975068628216085,,,,0,1.026219237045717,1.0,0.0
2024-04-03,1022.641,1023.726,1002.289,1017.739,1362659600,7529952000.0,0.9334182378631473,0.9704295434525118,,,,0,1.0182919325193591,1.0,0.0
