date,open,high,low,close,volume,amount,beta,r2,zscore,zscore_r2,right_skew,position,asset_nav,strategy_nav,strategy_drawdown
2023-07-05,1001.613,1004.759,997.603,999.457,1143155010,5774731100.0,,,,,,0,1.0,1.0,0.0
2023-07-06,999.274,1000.774,995.909,998.385,929487520,4832648500.0,,,,,,0,0.9989274175877502,1.0,0.0
2023-07-07,997.329,998.648,991.976,995.876,1016706680,4976960000.0,,,,,,0,0.996417054460572,1.0,0.0
2023-07-10,1000.686,1000.703,991.261,993.906,884325120,4501727300.0,,,,,,0,0.9944459841694039,1.0,0.0
2023-07-11,996.317,1002.397,994.271,1002.397,948190900,4700491800.0,,,,,,0,1.002941597287327,1.0,0.0
2023-07-12,1002.576,1004.707,989.739,991.091,934773630,4868639700.0,,,,,,0,0.991629454793953,1.0,0.0
2023-07-13,990.277,996.696,986.784,992.423,874750030,4658901800.0,,,,,,0,0.9929621784629052,1.0,0.0
2023-07-14,992.772,999.082,987.93,997.719,938051540,4928324100.0,,,,,,0,0.9982610557532741,1.0,0.0
2023-07-17,996.543,1001.722,987.554,1001.722,945533480,5019185200.0,,,,,,0,1.0022662305631957,1.0,0.0
2023-07-18,1002.088,1007.808,996.94,1006.954,1031402030,5164775900.0,,,,,,0,1.0075010730826837,1.0,0.0
2023-07-19,1006.935,1012.344,1004.167,1008.344,884786280,4772307600.0,,,,,,0,1.0088918282627466,1.0,0.0
2023-07-20,1009.294,1011.288,999.961,1001.374,889163470,5025290700.0,,,,,,0,1.0019180414965325,1.0,0.0
2023-07-21,1001.425,1005.989,996.656,1000.43,961287600,5108976700.0,,,,,,0,1.0009735286260437,1.0,0.0
2023-07-24,1002.691,1007.652,998.333,1004.93,957372650,5323695200.0,,,,,,0,1.0054759734535852,1.0,0.0
2023-07-25,1009.573,1020.905,1008.594,1020.905,1165968500,6609288000.0,,,,,,0,1.021459652591357,1.0,0.0
2023-07-26,1020.509,1026.714,1018.171,1026.714,1161729710,6442842900.0,,,,,,0,1.0272718085920656,1.0,0.0
2023-07-27,1026.782,1033.977,1024.714,1026.536,1169551220,7199143400.0,,,,,,0,1.027093711885554,1.0,0.0
2023-07-28,1024.198,1032.295,1020.001,1031.921,1125965480,6920806100.0,0.9854344855287783,0.9507478694296332,,,,0,1.0324816375291785,1.0,0.0
2023-07-31,1034.187,1039.731,1031.795,1039.731,1310865940,7504156400.0,0.9681706135725642,0.9660291405957451,,,,0,1.0402958806632003,1.0,0.0
2023-08-01,1039.924,1041.835,1036.534,1041.471,1183647000,6577795100.0,0.9320877320796565,0.9779234340461793,,,,0,1.0420368259965165,1.0,0.0
2023-08-02,1040.939,1044.646,1037.588,1044.646,1129130890,6406912700.0,0.9174898328629341,0.9850512527255434,,,,0,1.0452135509581706,1.0,0.0
2023-08-03,1042.712,1042.712,1035.446,1037.221,1118657600,6184344700.0,0.9108177285037408,0.9868975668605281,,,,0,1.0377845169927273,1.0,0.0
2023-08-04,1038.276,1041.474,1028.744,1029.41,1055374520,6174868300.0,0.9169778634828621,0.9855265017725526,,,,0,1.0299692733154107,1.0,0.0
2023-08-07,1029.549,1029.549,1022.099,1024.696,923678330,5564415400.0,0.9268020154839689,0.9867226970722344,,,,0,1.025252712222737,1.0,0.0
2023-08-08,1026.264,1029.114,1023.377,1029.114,893821620,5081062900.0,0.9117980329185981,0.9832196742738716,,,,0,1.029673112500088,1.0,0.0
2023-08-09,1027.945,1027.945,1020.142,1021.186,786202620,4660543400.0,0.9064211106982966,0.9799393040051622,,,,0,1.0217408052572552,1.0,0.0
2023-08-10,1023.609,1036.054,1021.986,1035.155,968039700,5500468500.0,0.932940279739714,0.9695979981336734,,,,0,1.0357173945452385,1.0,0.0
2023-08-11,1036.261,1036.938,1022.858,1023.245,1016582840,5740367300.0,0.940356404661811,0.9564509741331826,,,,0,1.023800923901679,1.0,0.0
2023-08-14,1019.166,1028.145,1014.493,1028.145,795572440,4419799900.0,0.9191380912823254,0.9481001522053489,,,,0,1.028703586047224,1.0,0.0
2023-08-15,1028.916,1032.136,1026.871,1031.426,952792730,4918125300.0,0.9094918789501658,0.9315855467498632,,,,0,1.0319863685981492,1.0,0.0
2023-08-16,1030.427,1039.167,1025.78,1030.603,1157887630,5774686100.0,0.8781413076054131,0.894417629205694,,,,0,1.0311629214663567,1.0,0.0
2023-08-17,1029.789,1050.47,1023.627,1050.47,1289375060,7663975200.0,0.7694278453688861,0.5884881403296053,,,,0,1.0510407151083043,1.0,0.0
2023-08-18,1051.498,1070.927,1050.405,1054.246,1374467800,8064994300.0,1.03271767749242,0.7157925951509896,,,,0,1.054818766590259,1.0,0.0
2023-08-21,1054.034,1064.339,1052.041,1052.621,1147132440,7186965400.0,1.024638189106459,0.7761192900970804,,,,0,1.053192883735869,1.0,0.0
2023-08-22,1055.404,1058.34,1023.846,1040.581,1166669230,7095067100.0,0.955674426926296,0.6108731123934387,,,,0,1.0411463424639582,1.0,0.0
2023-08-23,1040.012,1040.012,1027.091,1027.172,932919360,6231896800.0,0.9513120386939777,0.5982735650357006,,,,0,1.02773005742118,1.0,0.0
2023-08-24,1026.483,1029.988,1007.111,1018.939,931159540,6009703500.0,0.8723103741488606,0.6040128342339508,,,,0,1.0194925844733693,1.0,0.0
2023-08-25,1015.635,1027.55,1002.775,1004.92,912462300,6174553000.0,0.8303546557704249,0.6297313133255221,,,,0,1.0054659680206355,1.0,0.0
2023-08-28,1051.615,1051.615,1010.561,1013.139,1165394320,7695428000.0,0.734979984935103,0.48685621199469953,,,,0,1.0136894333623159,1.0,0.0
2023-08-29,1011.23,1058.675,1010.087,1058.675,1152291350,8378709900.0,0.6302266194153611,0.33115423247316456,,,,0,1.0592501728438544,1.0,0.0
2023-08-30,1058.949,1073.625,1058.615,1070.999,1085498600,7465147500.0,0.7155664509849324,0.4740596764198418,,,,0,1.0715808684115478,1.0,0.0
2023-08-31,1071.277,1073.12,1064.374,1068.607,1084665470,6950750600.0,0.7121492959912528,0.5692776971396653,,,,0,1.0691875688498857,1.0,0.0
2023-09-01,1071.158,1075.126,1062.11,1075.126,1045382320,6701493400.0,0.7202578532440078,0.6452672472442167,,,,0,1.0757101105900506,1.0,0.0
2023-09-04,1078.671,1094.213,1078.671,1094.213,1153939940,7676827800.0,0.7533982239729268,0.7418711594549583,,,,0,1.0948074804618908,1.0,0.0
2023-09-05,1092.702,1094.321,1084.209,1087.71,1001023610,6335572800.0,0.7562432459074089,0.7930110480789506,,,,0,1.088300947414446,1.0,0.0
2023-09-06,1085.315,1092.862,1082.955,1092.253,899398960,6104404600.0,0.7511992674661424,0.8224903983935078,,,,0,1.0928464156036726,1.0,0.0
2023-09-07,1090.907,1093.852,1078.744,1079.203,956938800,5926143200.0,0.7412154728326256,0.8384024913827705,,,,0,1.0797893256038027,1.0,0.0
2023-09-08,1077.463,1083.65,1076.96,1080.626,861453790,5517587700.0,0.708907198849202,0.8684273319265774,,,,0,1.0812130987126007,1.0,0.0
2023-09-11,1083.564,1087.061,1075.987,1084.776,1042244310,6934116000.0,0.6914676590024019,0.8825062869520185,,,,0,1.0853653533868888,1.0,0.0
2023-09-12,1084.057,1084.188,1076.57,1079.243,883376960,5440832200.0,0.6858172541233006,0.8800532569689272,,,,0,1.0798293473356029,1.0,0.0
2023-09-13,1078.532,1079.409,1066.411,1073.116,1038707700,5645601600.0,0.685470041287987,0.8818412542619967,,,,0,1.0736990185670816,1.0,0.0
2023-09-14,1072.545,1072.545,1058.02,1063.253,960227130,5316695200.0,0.6847210962309693,0.8852263504840936,,,,0,1.063830660048406,1.0,0.0
2023-09-15,1066.275,1071.519,1059.482,1066.852,916465290,4892122100.0,0.6992966360879855,0.8893138564967343,,,,0,1.0674316153671444,1.0,0.0
2023-09-18,1067.871,1093.303,1061.545,1088.659,1080798170,6227028900.0,0.6794421106740023,0.8664999523821246,,,,0,1.0892504630014097,1.0,0.0
2023-09-19,1090.293,1090.293,1080.977,1083.562,1158622470,5925400700.0,0.6275328273777957,0.8471252836593529,,,,0,1.0841506938267476,1.0,0.0
2023-09-20,1082.724,1091.996,1082.463,1083.981,1172913100,5743954900.0,0.523317908014148,0.8122830093902063,,,,0,1.0845699214673563,1.0,0.0
2023-09-21,1085.639,1090.527,1078.47,1081.288,1222881740,6375916500.0,0.5148943119704139,0.7235407148228394,,,,0,1.0818754583738965,1.0,0.0
2023-09-22,1081.528,1098.878,1079.787,1097.719,1382414100,6918133600.0,0.7852388959455721,0.6675369250674719,,,,0,1.0983153852541927,1.0,0.0
2023-09-25,1097.342,1100.081,1084.934,1087.321,975522530,6356853900.0,0.8105981298980969,0.6607803855712322,,,,0,1.087911736072687,1.0,0.0
2023-09-26,1085.238,1090.404,1079.36,1084.581,917068790,5592756900.0,0.7609558526735171,0.6394970523040127,,,,0,1.0851702474443619,1.0,0.0
2023-09-27,1084.903,1094.487,1078.909,1088.323,1024765060,5843909800.0,0.7338333650884679,0.593712791739551,,,,0,1.0889142804542866,1.0,0.0
2023-09-28,1089.995,1104.992,1089.939,1103.894,949850600,6002549700.0,0.782395390318892,0.6479221200692167,,,,0,1.1044937401008748,1.0,0.0
2023-10-09,1105.897,1106.947,1092.879,1095.827,1107382600,6565625500.0,0.8326750540627873,0.7001460971655831,,,,0,1.0964223573400356,1.0,0.0
2023-10-10,1097.76,1104.069,1093.093,1094.657,985395450,5582590100.0,0.8421256783560153,0.7337667879526091,,,,0,1.0952517216848747,1.0,0.0
2023-10-11,1096.553,1096.553,1086.688,1091.409,961229180,5666096800.0,0.8311392258743541,0.7367086897914812,,,,0,1.092001957062685,1.0,0.0
2023-10-12,1092.727,1093.719,1084.885,1091.178,932643300,5427011400.0,0.8154880381930293,0.74895727813803,,,,0,1.091770831561538,1.0,0.0
2023-10-13,1088.971,1089.001,1079.249,1081.884,1052978610,5815351600.0,0.8106443587493922,0.7442828927870758,,,,0,1.0824717821777226,1.0,0.0
2023-10-16,1082.587,1093.68,1079.01,1092.509,1315397520,6642654500.0,0.8043454623540902,0.7577410837969837,,,,0,1.0931025546871953,1.0,0.0
2023-10-17,1092.559,1098.658,1087.806,1091.399,1297672860,6356307600.0,0.7773898673144448,0.7405071917857627,,,,0,1.091991951629735,1.0,0.0
2023-10-18,1088.056,1088.056,1065.483,1066.442,1214030230,5954957300.0,0.6676056973769884,0.6453260431514577,,,,0,1.0670213926161907,1.0,0.0
2023-10-19,1061.411,1079.902,1054.152,1059.12,1022327510,5317022800.0,0.5243238165639422,0.6493488245860792,,,,0,1.0596954146101332,1.0,0.0
2023-10-20,1055.927,1069.7,1055.056,1058.2,983737260,5078160400.0,0.7351200789735147,0.8311933102511198,,,,0,1.0587749147787249,1.0,0.0
2023-10-23,1054.59,1054.608,1024.122,1027.879,963287380,5208901900.0,0.7183097315423957,0.9234765044079363,,,,0,1.0284374415307511,1.0,0.0
2023-10-24,1027.967,1067.398,1027.967,1067.307,1105343070,6367813800.0,0.6545769015886082,0.9176975833683817,,,,0,1.0678868625663736,1.0,0.0
2023-10-25,1074.639,1091.184,1074.619,1090.788,1171121620,6905370100.0,0.6567485009155839,0.9203238058538142,,,,0,1.0913806196764844,1.0,0.0
2023-10-26,1086.511,1089.938,1076.727,1087.383,929384760,5648808900.0,0.6512417209954028,0.9233573184047991,,,,0,1.087973769756978,1.0,0.0
2023-10-27,1085.221,1101.085,1085.221,1099.913,916914770,5861771500.0,0.6527500441344346,0.9223330071640057,,,,0,1.1005105772434431,1.0,0.0
2023-10-30,1097.978,1112.081,1096.969,1110.988,1087229730,6865375000.0,0.6755593974061211,0.9255326823371092,,,,0,1.11159159423567,1.0,0.0
2023-10-31,1111.437,1117.926,1109.528,1114.36,970615550,5915669100.0,0.6872044153976345,0.9353296860554445,,,,0,1.1149654262264408,1.0,0.0
2023-11-01,1117.019,1125.489,1113.584,1124.854,1045073160,6599193900.0,0.7099203544138795,0.9394034412888014,,,,0,1.1254651275642673,1.0,0.0
2023-11-02,1123.883,1129.781,1121.781,1124.718,1180935390,6772172600.0,0.7243375892508297,0.9477156611804439,,,,0,1.125329053676146,1.0,0.0
2023-11-03,1126.066,1140.266,1125.933,1132.834,982386600,6164875900.0,0.763234353998785,0.9477395554127297,,,,0,1.1334494630584406,1.0,0.0
2023-11-06,1137.092,1144.909,1136.95,1144.909,1115892850,7096563400.0,0.7809565174680403,0.9592255222165658,,,,0,1.1455310233456768,1.0,0.0
2023-11-07,1143.448,1151.289,1138.165,1150.728,1012771010,6039474900.0,0.8047506328592756,0.9661025780951062,,,,0,1.1513531847793352,1.0,0.0
2023-11-08,1150.802,1154.75,1144.06,1150.064,1028579430,6029550300.0,0.8147945238850163,0.9738936073981385,,,,0,1.1506888240314492,1.0,0.0
2023-11-09,1149.467,1153.642,1140.351,1142.757,990696960,5898147000.0,0.8247305935995288,0.9756699406292367,,,,0,1.143377854174817,1.0,0.0
2023-11-10,1140.991,1147.382,1134.761,1146.258,920480090,5115408800.0,0.8282002447633533,0.9789946014430477,,,,0,1.1468807562506442,1.0,0.0
2023-11-13,1149.22,1160.723,1149.22,1160.723,986993340,6169473700.0,0.8370555317290336,0.9798009906889799,,,,0,1.1613536150129522,1.0,0.0
2023-11-14,1162.089,1163.016,1155.077,1161.453,945740470,5620385400.0,0.8435649189509725,0.980584708870658,,,,0,1.1620840116183089,1.0,0.0
2023-11-15,1165.321,1165.917,1156.478,1164.48,995345650,6047970000.0,0.831160426936476,0.9830462755387875,,,,0,1.1651126561723018,1.0,0.0
2023-11-16,1162.79,1166.811,1158.629,1159.572,958583340,5875339600.0,0.8399281811448412,0.9784157203656786,,,,0,1.1602019896803966,1.0,0.0
2023-11-17,1158.258,1168.514,1156.77,1167.63,1038459710,6289972600.0,0.9369715958796758,0.9926367485813515,,,,0,1.168264367551581,1.0,0.0
2023-11-20,1170.472,1181.855,1165.693,1181.855,1236241410,7636992400.0,0.9655755100912456,0.9889565475894119,,,,0,1.1824970959230865,1.0,0.0
2023-11-21,1182.55,1185.192,1177.281,1179.072,1234925360,8056517800.0,0.9552309194330194,0.9867862329143636,,,,0,1.1797125839330758,1.0,0.0
2023-11-22,1177.96,1183.657,1175.844,1176.426,905182710,6357417200.0,0.9627979997169301,0.9849086993647831,,,,0,1.1770651463744815,1.0,0.0
2023-11-23,1175.867,1185.46,1173.278,1184.786,987111460,6908151000.0,0.9895367046477727,0.98375497838061,,,,0,1.1854296883207585,1.0,0.0
2023-11-24,1185.695,1185.695,1171.168,1174.426,1089113820,6904481300.0,0.985930577902387,0.980173605551099,,,,0,1.175064059784463,1.0,0.0
2023-11-27,1172.659,1181.192,1168.608,1176.23,1061513490,6685219000.0,0.9939391272130564,0.97580905529559,,,,0,1.1768690398886597,1.0,0.0
2023-11-28,1177.176,1192.288,1172.698,1189.852,960740150,6755905200.0,1.0020050069538657,0.9607844593792938,,,,0,1.1904984406532748,1.0,0.0
2023-11-29,1190.8,1194.094,1184.699,1186.534,1026441360,6765833600.0,1.0078795688498974,0.9597793163899007,,,,0,1.1871786380004343,1.0,0.0
2023-11-30,1185.888,1188.258,1171.448,1180.469,1048848980,6984631200.0,1.0014810954757383,0.9524084995976536,,,,0,1.1811103429162035,1.0,0.0
2023-12-01,1180.73,1187.904,1175.971,1184.278,1066113400,7362297200.0,1.0098430806213468,0.9488969555813602,,,,0,1.1849214123268936,1.0,0.0
2023-12-04,1185.55,1193.4,1185.55,1190.542,976610840,7121860500.0,0.9784578629691635,0.94312191345411,,,,0,1.191188815526831,1.0,0.0
2023-12-05,1190.848,1194.035,1177.875,1177.875,1041464400,7478765500.0,1.0046080783435698,0.9313006789649727,,,,0,1.1785149336089498,1.0,0.0
2023-12-06,1176.703,1193.338,1176.411,1189.198,1002832960,7624804200.0,1.038922950536438,0.8936893068560218,,,,0,1.189844085338339,1.0,0.0
2023-12-07,1190.01,1191.117,1178.034,1182.106,953830330,7185984400.0,1.0439563019928368,0.8702006406077665,,,,0,1.1827482322901337,1.0,0.0
2023-12-08,1183.484,1185.693,1154.425,1155.203,1056188200,8169469400.0,0.7842293695149549,0.6541252709842202,,,,0,1.1558306160245013,1.0,0.0
2023-12-11,1149.964,1166.347,1144.351,1160.004,1113312680,8199104700.0,0.6979638112521157,0.6974919492502263,,,,0,1.1606342243838403,1.0,0.0
2023-12-12,1161.304,1169.47,1153.934,1169.47,962172970,6803949900.0,0.6737075472156336,0.7401117026448092,,,,0,1.1701053672143975,1.0,0.0
2023-12-13,1169.251,1177.628,1163.716,1166.458,974539140,6560942100.0,0.6327512390898287,0.7329914419783055,,,,0,1.1670917308098299,1.0,0.0
2023-12-14,1167.584,1175.914,1167.073,1168.713,902365630,6033868800.0,0.6449709554892746,0.7079492263171862,,,,0,1.1693479559400755,1.0,0.0
2023-12-15,1169.711,1172.036,1161.41,1168.515,921746720,5772297100.0,0.6897873245417728,0.7220610399160334,,,,0,1.169149848367664,1.0,0.0
2023-12-18,1166.996,1168.068,1149.012,1151.315,967079150,6181168900.0,0.720733391150418,0.780621331699999,,,,0,1.1519405036935058,1.0,0.0
2023-12-19,1151.063,1160.116,1142.317,1158.138,933861400,6035046600.0,0.7619859670170614,0.827722827838604,,,,0,1.1587672105953533,1.0,0.0
2023-12-20,1158.974,1171.939,1158.738,1158.738,857569000,6020737300.0,0.7715355257087148,0.8267380493858514,,,,0,1.1593675365723588,1.0,0.0
2023-12-21,1156.485,1165.162,1135.046,1164.923,918138850,6736300700.0,0.7163485181123814,0.8288377260825375,,,,0,1.1655558968519906,1.0,0.0
2023-12-22,1165.171,1165.171,1138.169,1141.024,945268640,6363786500.0,0.6844925585879852,0.8430042005606809,,,,0,1.1416439126445659,1.0,0.0
2023-12-25,1139.907,1141.186,1122.984,1132.001,853985040,5552756100.0,0.7604032211347111,0.8659650762040847,,,,0,1.132616010493698,1.0,0.0
2023-12-26,1133.242,1133.242,1118.787,1120.901,862710350,5634229300.0,0.8244943441904411,0.8850328037498064,,,,0,1.1215099799190962,1.0,0.0
