reg_window,z_window,rows,sample_start,sample_end,total_return,annual_return,sharpe,max_drawdown,position_days_pct,trades
30,40,3934,2010-01-04,2026-03-18,37.91920280685722,0.2536003280472323,1.2592447369020578,-0.41487428498912426,0.5086426029486528,130
20,40,3934,2010-01-04,2026-03-18,44.89019090869969,0.26641535339204503,1.2496355819705065,-0.5349054326573719,0.5155058464667006,152
18,60,3934,2010-01-04,2026-03-18,46.94266602240964,0.26984045677990487,1.2436949846910617,-0.38414791715865837,0.5678698525673614,132
18,120,3934,2010-01-04,2026-03-18,40.87483336531573,0.25927739429572005,1.2183560897381196,-0.36856401977256803,0.5432130147432639,125
6,80,3934,2010-01-04,2026-03-18,94.10955858421548,0.3246880992874317,1.1962597184201265,-0.46014096316448017,0.8662938485002541,69
20,60,3934,2010-01-04,2026-03-18,28.29188584744183,0.2318014866765159,1.1901366602886707,-0.35609156505662776,0.5292323335027961,124
6,40,3934,2010-01-04,2026-03-18,84.59136831934464,0.31609369503286056,1.1736043216072023,-0.4601409631644804,0.8403660396542959,101
40,1000,3934,2010-01-04,2026-03-18,31.522325278437435,0.23978201326498993,1.1613111036566084,-0.5275423994657347,0.38103711235383836,33
30,60,3934,2010-01-04,2026-03-18,26.304050103902433,0.2264694680583561,1.1594737345651978,-0.35650339830777,0.5055922724961871,108
16,60,3934,2010-01-04,2026-03-18,36.35077229033027,0.2504212630991849,1.1579138313355384,-0.3616271314542969,0.5564311133706151,138
24,40,3934,2010-01-04,2026-03-18,26.928720422274285,0.228183232783,1.1578137111732811,-0.4914441609032243,0.5078800203355364,144
6,100,3934,2010-01-04,2026-03-18,77.86242237012912,0.3094584941141518,1.1552510547993209,-0.464190671614227,0.8487544483985765,67
20,160,3934,2010-01-04,2026-03-18,28.109314026393648,0.23132616353185487,1.146799638880332,-0.39736403941041687,0.4974580579562786,115
12,120,3934,2010-01-04,2026-03-18,34.91450896829594,0.2473982433281614,1.1460260215594924,-0.4050049242977789,0.5726995424504321,141
20,80,3934,2010-01-04,2026-03-18,27.036378717582696,0.22847495139864082,1.1445701262502028,-0.4098735829676291,0.548805287239451,122
10,800,3934,2010-01-04,2026-03-18,31.73765032119661,0.24028714150758979,1.1403568103668222,-0.5275423994657344,0.4888154550076258,95
40,800,3934,2010-01-04,2026-03-18,30.40484416665916,0.23710904163740754,1.1378982708753862,-0.5275423994657347,0.3934926283680732,39
18,160,3934,2010-01-04,2026-03-18,30.55684516382631,0.23747781730943407,1.1356912878142869,-0.3215346905123052,0.5274529740721912,125
20,800,3934,2010-01-04,2026-03-18,27.307493328896275,0.22920495255394724,1.1342178767863331,-0.5275423994657347,0.3998474834773767,75
6,400,3934,2010-01-04,2026-03-18,87.48551960756416,0.3187980981203806,1.1316158399707048,-0.5275423994657347,0.8604473817996949,25
16,120,3934,2010-01-04,2026-03-18,33.14721182962712,0.24351880830206984,1.1301812099855126,-0.4511645203109127,0.5627859684799187,125
12,100,3934,2010-01-04,2026-03-18,31.9487167431814,0.24077926311921316,1.1282593897735975,-0.39908692958440584,0.5887137773258769,149
18,40,3934,2010-01-04,2026-03-18,32.67137562502115,0.24244209818816342,1.1182743384386755,-0.44950506122765677,0.5203355363497713,158
40,60,3934,2010-01-04,2026-03-18,20.766176304666917,0.2094275084504762,1.1160551947794763,-0.40019437073528075,0.4926283680732079,102
40,600,3934,2010-01-04,2026-03-18,30.662173314929863,0.23773238181762957,1.1097420102746873,-0.5275423994657347,0.44534824605998985,47
6,800,3934,2010-01-04,2026-03-18,66.30762962488424,0.29671468342188634,1.1043942417335635,-0.5275423994657347,0.7628368073207931,17
16,100,3934,2010-01-04,2026-03-18,29.122414652489454,0.2339292641155346,1.102169017619259,-0.46740577842985553,0.5510930350788003,123
20,200,3934,2010-01-04,2026-03-18,23.47921429433093,0.21822908382291906,1.096104463962034,-0.42060876995938334,0.5010167768174886,107
