date,signal_label,next_holding,microcap_close,hedge_close,ratio_close,beta,r2,zscore,zscore_r2,right_skew,futures_drag
2026-03-18,cash,cash,90908.94216362768,8096.59,11.228053064762781,0.766832202456138,0.6955363556461114,-1.4668695436559387,-1.0202610966027261,-0.782369063788183,0.0
