label,sample_start,sample_end,rows,total_return,annual_return,sharpe,max_drawdown,position_days_pct,trades
segment_1,2023-07-05,2024-06-03,221,0.0,0.0,0.0,0.0,0.0,0
segment_2,2024-06-04,2025-04-29,220,0.7680207923090678,0.8825915848614752,2.488205804196952,-0.09891616915469459,0.5772727272727273,14
segment_3,2025-04-30,2026-03-30,221,1.6338884738762642,1.8836973725276374,3.161671544181664,-0.08288578008646763,0.5520361990950227,10
year_2023,2023-07-05,2023-12-29,122,0.0,0.0,0.0,0.0,0.0,0
year_2024,2024-01-02,2024-12-31,242,0.6254032904146491,0.6281169176083552,2.128436054752292,-0.09891616915469459,0.4049586776859504,10
year_2025,2025-01-02,2025-12-31,243,1.2731762766238388,1.2847761193352598,2.3607302512882846,-0.08288578008646763,0.48559670781893005,13
year_2026,2026-01-05,2026-03-30,55,1.6338884738762642,66.42912809913571,5.619641787011798,-0.03158782860183429,0.6,2
