rule,full_annual,full_vol,full_sharpe,full_max_dd,full_total_return,full_annual_delta,full_sharpe_delta,full_max_dd_delta,last_10y_annual,last_10y_vol,last_10y_sharpe,last_10y_max_dd,last_10y_total_return,last_10y_annual_delta,last_10y_sharpe_delta,last_10y_max_dd_delta,last_5y_annual,last_5y_vol,last_5y_sharpe,last_5y_max_dd,last_5y_total_return,last_5y_annual_delta,last_5y_sharpe_delta,last_5y_max_dd_delta,last_3y_annual,last_3y_vol,last_3y_sharpe,last_3y_max_dd,last_3y_total_return,last_3y_annual_delta,last_3y_sharpe_delta,last_3y_max_dd_delta,last_1y_annual,last_1y_vol,last_1y_sharpe,last_1y_max_dd,last_1y_total_return,last_1y_annual_delta,last_1y_sharpe_delta,last_1y_max_dd_delta,family,direction,ma,days,scale,trigger_days,score_3_5_10,robust_pass
zz2000_and_cyb_below_ma60_days15:scale0.00,31.160525720938924,11.19264905738516,2.5746578382445153,-10.784572152037097,8070.811899645499,0.09299129736954725,0.12001049469295433,1.4170402891126042,33.586411667366335,12.883097922378536,2.400171737039073,-10.784572152037097,1709.0504683172032,1.7408634534045397,0.2211432636158599,1.4170402891126042,35.990105423570704,15.306944291578557,2.1721747364590764,-10.78457215203712,364.99166853351454,3.8421066203353504,0.3080193416869643,1.4170402891126148,30.030230318197958,14.35792548769776,1.9883787471058263,-10.784572152037109,119.89282283538199,2.712366621223449,0.280437041399628,1.4170402891126148,21.93320481951817,14.444375713673963,1.513041773035439,-9.532879360995484,21.916655808773534,4.097135561059172,0.31660940660173886,2.668733080154272,zz2000_and_cyb,below,60.0,15.0,0.0,293.0,0.2876961614768017,True
cyb_below_ma50_days20:scale0.00,30.509815455499023,11.157622649208715,2.536035231744204,-10.784572152037097,7437.077459445856,-0.557718968070354,0.08138788819264287,1.4170402891126042,33.558464160727276,12.888310236878548,2.3975656385251627,-10.784572152037075,1705.2698464158223,1.7129159467654809,0.21853716510194943,1.4170402891126255,39.10850532475132,15.425909247404611,2.31009595867442,-10.784572152037097,420.79919131088525,6.960506521515967,0.44594056390230774,1.417040289112638,31.588317223547357,14.805651454605734,2.0170069531292207,-10.784572152037086,127.8943714991048,4.270453526572847,0.30906524742302244,1.417040289112638,24.780133037988893,14.726290808930292,1.6514646544427332,-9.532879360995427,24.761226730175135,6.944063779529895,0.45503228800903295,2.668733080154329,cyb,below,50.0,20.0,0.0,378.0,0.28583308420051173,True
zz2000_and_cyb_below_ma60_days15:scale0.25,31.152564440378217,11.22487396033094,2.5670261519546305,-10.297392372351776,8062.764872724039,0.08503001680884026,0.11237880840306946,1.9042200687979243,33.172581058065596,12.928697340509462,2.3672070050383858,-10.297392372351732,1653.7910748296558,1.327032844103801,0.1881785316151725,1.9042200687979687,35.05816967500082,15.374715174595256,2.1165705797364516,-10.297392372351721,349.277803010155,2.910170871765466,0.25241518496433946,1.904220068798013,29.387521326241583,14.433014855286583,1.9427870359494224,-10.297392372351744,116.64754181914208,2.0696576292670734,0.23484533024322407,1.9042200687979793,20.926568369963626,14.51102113281614,1.4467626274243555,-9.73022459021311,20.91084204383955,3.090499111504627,0.25033026099065525,2.4713878509366456,zz2000_and_cyb,below,60.0,15.0,0.25,293.0,0.2536907287243525,True
cyb_below_ma50_days20:scale0.25,30.66544371426496,11.190421312286794,2.5400052992514714,-10.297392372351721,7584.304725565589,-0.40209070930441726,0.08535795569991045,1.9042200687979793,33.15165505214055,12.933515262347836,2.3651107282846193,-10.297392372351766,1651.037588645615,1.3061068381787528,0.18608225486140606,1.904220068797935,37.36898757001863,15.489778909625892,2.2163679737966904,-10.297392372351721,389.0453203832494,5.220988766783279,0.35221257902457825,1.904220068798013,30.5332975791905,14.850621082901261,1.9545114582394747,-10.297392372351732,122.45549362277761,3.21543388221599,0.2465697525332764,1.9042200687979918,23.028515902566692,14.771762560111412,1.5463212025589543,-9.532879360995427,23.011065281820798,5.192446644107694,0.3498888361252541,2.668733080154329,cyb,below,50.0,20.0,0.25,378.0,0.24939295289544344,True
zz2000_and_cyb_below_ma50_days20:scale0.00,31.237315839218518,11.477812259077925,2.518833218217527,-11.310827172527283,8148.812197277609,0.1697814156491404,0.06418587466596604,0.8907852686224178,32.90557998582491,13.256574980489603,2.29618667512144,-11.31082717252726,1618.9491459923224,1.0600317718631125,0.11715820169822688,0.8907852686224409,35.059028677393385,15.8372111919925,2.059412505058067,-11.310827172527272,349.2920888095758,2.9110298741580323,0.19525711028595483,0.8907852686224622,31.456176704806825,14.889548182563548,1.9994088076400036,-11.052218435580984,127.2083523100998,4.138313007832316,0.2914671019338053,1.1493940055687393,23.529364909657357,14.944410066939055,1.5587379717067478,-9.532879360995427,23.5114997873358,5.693295651198358,0.36230560527304756,2.668733080154329,zz2000_and_cyb,below,50.0,20.0,0.0,161.0,0.2180480980769862,True
cyb_below_ma50_days20:scale0.50,30.810336790582184,11.299300125700116,2.5268189959955576,-10.432557128442067,7723.798363845266,-0.257197632987193,0.07217165244399659,1.7690553127076338,32.730539144511624,13.07088721009223,2.3164274135514846,-10.43255712844202,1596.4468077781187,0.8849909305498294,0.13739894012827136,1.76905531270768,35.62881555670012,15.662293060051594,2.108679018683429,-10.092910635938035,358.8484356966464,3.480816753464765,0.24452362391131688,2.1087018052117,29.46975028523675,14.987209323375625,1.880831523362762,-10.092910635938113,117.0609533295794,2.15188658826224,0.17288981765656364,2.108701805211611,21.287233465388944,14.89823020485945,1.4339778397622929,-10.092910635938123,21.27121303811952,3.4511642069299455,0.23754547332859266,2.1087018052116324,cyb,below,50.0,20.0,0.5,378.0,0.1916699410438867,True
zz2000_and_cyb_below_ma60_days15:scale0.50,31.13445151331311,11.327502131245772,2.5435276511276657,-10.555168370816869,8044.484560678775,0.06691708974373256,0.08888030757610466,1.6464440703328318,32.7444670721613,13.067090294169645,2.3178967037310025,-10.555168370816915,1598.2275517686362,0.8989188581995045,0.13886823030778928,1.6464440703327856,34.10697656807346,15.569199656136382,2.044671262033586,-10.555168370816869,333.6802271199942,1.9589777648381101,0.18051586726147395,1.6464440703328656,28.721048346168622,14.657393890270532,1.8783391333689823,-10.555168370816858,113.31615917062123,1.4031846491941131,0.17039742766278398,1.6464440703328656,19.907984195709094,14.693105912679744,1.3701926444819148,-10.555168370816903,19.893084485064616,2.071914937250096,0.1737602780482146,1.6464440703328531,zz2000_and_cyb,below,60.0,15.0,0.5,293.0,0.18911732330864983,True
zz2000_and_cyb_below_ma50_days20:scale0.25,31.2022627844579,11.493150166097625,2.513208085144021,-11.177342922763723,8113.120441914311,0.13472836088852347,0.05856074159245983,1.024269518385978,32.65141852238871,13.279306321703565,2.277494220528875,-11.177342922763733,1586.3627547619772,0.8058703084269148,0.0984657471056618,1.0242695183859674,34.34384305605471,15.872322371045062,2.020277109489304,-11.177342922763723,337.52319099235893,2.195844252819356,0.15612171471719183,1.0242695183860118,30.431922589067504,14.932416480288357,1.939171095654607,-10.499374726279399,121.93748672997432,3.114058892092995,0.2312293899484088,1.702237714870325,22.09512999166867,14.979659503381596,1.473544778077686,-9.532879360995427,22.078448113929895,4.259060733209672,0.2771124116439858,2.668733080154329,zz2000_and_cyb,below,50.0,20.0,0.25,161.0,0.18430473891967677,True
zz2000_and_cyb_below_ma50_days20:scale0.50,31.16230090179679,11.54150346625337,2.5004193726970807,-11.04375829632408,8072.607214667507,0.09476647822741313,0.0457720291455197,1.1578541448256203,32.39003327432124,13.34613889870063,2.251392062789431,-11.04375829632408,1553.43110086645,0.5444850603594453,0.07236358936621778,1.1578541448256203,33.62022509710032,15.964785129000255,1.974177832214065,-11.043758296324091,325.86783546401057,1.4722262938649635,0.11002243744195295,1.1578541448256434,29.400683594105814,15.053877226977018,1.8694555919752225,-10.09291063593809,116.71368066635348,2.082819897131305,0.1615138862690242,2.108701805211634,20.668164020890956,15.065480202426132,1.3840631389455729,-10.092910635938123,20.652647956063717,2.8320947624319572,0.18763077251187266,2.1087018052116324,zz2000_and_cyb,below,50.0,20.0,0.5,161.0,0.14158494231620095,True
zz2000_below_ma60_days15:scale0.25,30.124920545933097,10.894911951315759,2.5663414703933882,-9.950628189790855,7084.247753918137,-0.9426138776362798,0.11169412684182722,2.2509842513588456,31.339602024072487,12.472242525404518,2.3336518062932767,-9.950628189790823,1426.844767089592,-0.5059461898893076,0.15462333287006347,2.2509842513588776,32.95195027722735,14.845639348950973,2.076071686565621,-9.950628189790834,315.3257878413923,0.8039514739919937,0.2119162917935089,2.2509842513589007,26.310638922812156,13.65033176095625,1.8612911632510085,-9.788391341242031,101.55298188046156,-1.0072247741623528,0.15334945754481022,2.413221099907693,17.860811098093208,13.35661090187682,1.357895904193709,-9.53287936099546,17.847554787390774,0.02474183963420984,0.16146353776000888,2.6687330801542952,zz2000,below,60.0,15.0,0.25,453.0,0.1173290782272808,True
