rebalance_date,rank,symbol,name,market_cap,target_weight,signal_date,effective_date
2026-04-02,1,002193,如意集团,1481310013.0,0.02,2026-04-02,2026-04-03
2026-04-02,2,002856,美芝股份,1481675247.6,0.02,2026-04-02,2026-04-03
2026-04-02,3,002883,中设股份,1481931505.3400002,0.02,2026-04-02,2026-04-03
2026-04-02,4,002719,麦趣尔,1483668173.6399999,0.02,2026-04-02,2026-04-03
2026-04-02,5,301098,金埔园林,1535862084.65,0.02,2026-04-02,2026-04-03
2026-04-02,6,600543,莫高股份,1538164800.0,0.02,2026-04-02,2026-04-03
2026-04-02,7,603729,龙韵股份,1568078400.0,0.02,2026-04-02,2026-04-03
2026-04-02,8,600455,博通股份,1618286780.0000002,0.02,2026-04-02,2026-04-03
2026-04-02,9,300417,南华仪器,1637634144.0,0.02,2026-04-02,2026-04-03
2026-04-02,10,300929,华骐环保,1643733972.64,0.02,2026-04-02,2026-04-03
2026-04-02,11,300665,飞鹿股份,1646471889.6,0.02,2026-04-02,2026-04-03
2026-04-02,12,688004,博汇科技,1709077920.0000002,0.02,2026-04-02,2026-04-03
2026-04-02,13,600476,湘邮科技,1720227600.0,0.02,2026-04-02,2026-04-03
2026-04-02,14,300405,科隆股份,1763110560.2000003,0.02,2026-04-02,2026-04-03
2026-04-02,15,301167,建研设计,1818879999.9999998,0.02,2026-04-02,2026-04-03
2026-04-02,16,600561,江西长运,1849099200.0000002,0.02,2026-04-02,2026-04-03
2026-04-02,17,300649,杭州园林,1863101688.6300004,0.02,2026-04-02,2026-04-03
2026-04-02,18,688021,奥福科技,1872136066.5,0.02,2026-04-02,2026-04-03
2026-04-02,19,600697,欧亚集团,1894738973.25,0.02,2026-04-02,2026-04-03
2026-04-02,20,600883,博闻科技,1905230160.0,0.02,2026-04-02,2026-04-03
2026-04-02,21,300635,中达安,1913991380.0,0.02,2026-04-02,2026-04-03
2026-04-02,22,600847,万里股份,1929888365.9999998,0.02,2026-04-02,2026-04-03
2026-04-02,23,300169,天晟新材,1936346979.6000001,0.02,2026-04-02,2026-04-03
2026-04-02,24,603717,天域生物,1946881270.3999999,0.02,2026-04-02,2026-04-03
2026-04-02,25,002494,华斯股份,1958242626.42,0.02,2026-04-02,2026-04-03
2026-04-02,26,001211,双枪科技,1958400000.0,0.02,2026-04-02,2026-04-03
2026-04-02,27,600778,友好集团,1959280604.0800002,0.02,2026-04-02,2026-04-03
2026-04-02,28,603880,南卫股份,1965485600.0,0.02,2026-04-02,2026-04-03
2026-04-02,29,603879,永悦科技,1965614086.8000002,0.02,2026-04-02,2026-04-03
2026-04-02,30,002715,登云股份,1992720000.0,0.02,2026-04-02,2026-04-03
2026-04-02,31,600493,凤竹纺织,1993760000.0,0.02,2026-04-02,2026-04-03
2026-04-02,32,301336,趣睡科技,2008400000.0,0.02,2026-04-02,2026-04-03
2026-04-02,33,000610,西安旅游,2024194553.5500002,0.02,2026-04-02,2026-04-03
2026-04-02,34,300535,达威股份,2030166801.11,0.02,2026-04-02,2026-04-03
2026-04-02,35,301049,超越科技,2033044414.3799999,0.02,2026-04-02,2026-04-03
2026-04-02,36,603022,新通联,2038000000.0,0.02,2026-04-02,2026-04-03
2026-04-02,37,603779,威龙股份,2042308937.1000001,0.02,2026-04-02,2026-04-03
2026-04-02,38,002591,恒大高新,2044358486.04,0.02,2026-04-02,2026-04-03
2026-04-02,39,600448,华纺股份,2053212098.12,0.02,2026-04-02,2026-04-03
2026-04-02,40,002188,中天服务,2054212265.9199998,0.02,2026-04-02,2026-04-03
2026-04-02,41,001336,楚环科技,2055150395.0000002,0.02,2026-04-02,2026-04-03
2026-04-02,42,300614,百川畅银,2069684759.1000001,0.02,2026-04-02,2026-04-03
2026-04-02,43,300106,西部牧业,2071056638.0,0.02,2026-04-02,2026-04-03
2026-04-02,44,301024,霍普股份,2076686099.9999998,0.02,2026-04-02,2026-04-03
2026-04-02,45,688058,宝兰德,2080954767.3600001,0.02,2026-04-02,2026-04-03
2026-04-02,46,300717,华信新材,2081193750.0,0.02,2026-04-02,2026-04-03
2026-04-02,47,301273,瑞晨环保,2083343311.3599997,0.02,2026-04-02,2026-04-03
2026-04-02,48,300556,丝路视觉,2086060771.08,0.02,2026-04-02,2026-04-03
2026-04-02,49,600137,浪莎股份,2090178142.0,0.02,2026-04-02,2026-04-03
2026-04-02,50,300886,华业香料,2095091980.0,0.02,2026-04-02,2026-04-03
