序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
4863,301232,飞沃科技,174.7,-1.02,-1.8,56531.0,1004485003.77,5.94,183.7,173.22,178.58,176.5,0.79,12.66,214.12,9.3,13130862021.0,7803371196.0,0.2,-0.06,-2.94,3.76
4864,600410,华胜天成,27.07,-1.02,-0.28,1557502.0,4284670000.0,3.62,28.06,27.07,27.66,27.35,0.95,14.2,62.12,6.26,29682111069.0,29682111069.0,-0.15,-0.18,44.37,51.4
4865,600397,江钨装备,14.6,-1.02,-0.15,287189.0,424364579.0,3.39,15.08,14.58,14.9,14.75,0.82,2.9,-35.34,92.96,14453414277.0,14453414277.0,0.07,0.0,77.62,92.11
4866,603816,顾家家居,32.92,-1.02,-0.34,56467.0,186059100.0,2.07,33.35,32.66,33.25,33.26,1.28,0.7,13.18,2.62,27042184005.0,26736512325.0,0.06,-0.06,3.85,7.09
4867,600007,中国国贸,21.37,-1.02,-0.22,19759.0,42424420.0,1.81,21.68,21.29,21.63,21.59,0.56,0.2,17.9,2.21,21525627752.0,21525627752.0,0.05,0.05,9.42,7.82
4868,002959,小熊电器,42.79,-1.04,-0.45,28041.0,119984808.07,2.04,43.4,42.52,43.26,43.24,1.18,1.86,16.99,2.25,6668116406.0,6440686401.0,-0.02,0.0,-0.21,1.33
4869,002100,天康生物,7.64,-1.04,-0.08,292418.0,223542872.25,2.85,7.79,7.57,7.73,7.72,0.76,2.14,19.0,1.45,10430521575.0,10430521575.0,0.0,0.0,4.51,3.66
4870,301040,中环海陆,27.66,-1.04,-0.29,49733.0,139217116.08,2.79,28.43,27.65,28.0,27.95,1.07,5.27,-31.37,3.79,2766028932.0,2610112112.0,0.0,-0.07,-8.26,-2.57
4871,601988,中国银行,5.63,-1.05,-0.06,1699476.0,958708101.0,1.05,5.68,5.62,5.68,5.69,0.65,0.08,7.46,0.67,1814055878513.0,1186609848583.0,-0.18,-0.18,1.26,-1.75
4872,688307,中润光学,86.76,-1.05,-0.92,89875.0,775155101.0,4.98,88.87,84.5,88.0,87.68,0.91,10.12,122.16,8.53,7702032240.0,7702032240.0,-0.36,-0.39,88.94,100.79
4873,600711,盛屯矿业,14.19,-1.05,-0.15,1076952.0,1549543407.0,3.0,14.6,14.17,14.57,14.34,0.81,3.48,22.36,2.66,43855777909.0,43855777909.0,0.0,-0.07,-16.68,-6.4
4874,688669,聚石化学,27.09,-1.06,-0.29,45831.0,126047612.0,5.0,28.27,26.9,28.2,27.38,1.11,3.78,-27.72,2.78,3286920018.0,3286920018.0,-0.18,-0.18,8.45,16.57
4875,002501,利源股份,1.86,-1.06,-0.02,525788.0,98348172.47,2.13,1.9,1.86,1.88,1.88,0.54,1.48,-56.0,25.04,6603000000.0,6596432723.0,-0.53,0.0,-32.61,-25.3
4876,920174,五新隧装,38.45,-1.06,-0.41,11195.0,43545147.12,2.42,39.38,38.44,39.12,38.86,0.59,1.29,41.89,3.2,8339993059.0,3345179184.0,-0.18,-0.21,-22.23,-20.46
4877,000408,藏格矿业,83.19,-1.06,-0.89,98476.0,824051827.84,2.51,84.99,82.88,84.43,84.08,0.85,0.63,33.91,8.04,130627079727.0,130625707092.0,0.07,0.14,-8.73,-1.43
4878,920078,族兴新材,23.36,-1.06,-0.25,34379.0,80859775.6,4.28,24.07,23.06,23.79,23.61,0.8,16.61,34.26,2.68,2803200000.0,483552000.0,0.17,0.13,234.67,234.67
4879,603358,华达科技,34.4,-1.06,-0.37,112130.0,390674042.0,3.19,35.39,34.28,35.17,34.77,0.67,2.46,30.81,4.22,16159161814.0,15658174559.0,-0.06,-0.23,-33.07,-31.68
4880,003033,征和工业,60.35,-1.07,-0.65,18942.0,114969919.56,2.05,61.44,60.19,61.0,61.0,0.52,2.35,28.17,3.53,4933612500.0,4872878795.0,0.12,0.1,-18.42,-23.23
4881,300243,瑞丰高材,13.9,-1.07,-0.15,151198.0,211944889.9,2.42,14.19,13.85,14.04,14.05,0.86,7.75,107.38,3.24,3489612875.0,2711171412.0,-0.36,-0.43,32.89,33.27
4882,600259,中稀有色,94.43,-1.08,-1.03,149335.0,1417403466.0,4.32,96.72,92.6,96.59,95.46,1.0,4.44,249.06,9.1,31769642981.0,31769642981.0,-0.05,-0.05,51.5,67.85
4883,600916,中国黄金,9.15,-1.08,-0.1,363388.0,334369395.0,1.95,9.31,9.13,9.28,9.25,0.99,2.16,34.43,2.14,15372000000.0,15372000000.0,0.22,0.11,12.0,12.27
4884,603533,掌阅科技,24.77,-1.08,-0.27,167534.0,420143109.0,2.92,25.48,24.75,25.3,25.04,0.88,3.82,-37.63,4.7,10871474603.0,10871474603.0,0.04,-0.04,0.0,11.98
4885,688610,埃科光电,95.1,-1.08,-1.04,17213.0,164173981.0,4.8,98.32,93.71,97.99,96.14,0.87,4.21,101.1,4.27,6466800000.0,3892687217.0,0.26,0.09,42.32,53.86
4886,300139,晓程科技,57.45,-1.08,-0.63,249066.0,1441030503.22,2.72,58.88,57.3,58.7,58.08,0.66,10.66,153.72,14.21,15741300000.0,13423722476.0,0.19,0.19,81.46,89.23
4887,600525,ST长园,5.49,-1.08,-0.06,155933.0,86975948.0,3.78,5.68,5.47,5.55,5.55,1.16,1.18,-16.56,1.92,7240103034.0,7240103034.0,-0.36,-0.36,35.89,55.52
4888,603980,吉华集团,6.42,-1.08,-0.07,338312.0,220083716.0,3.7,6.64,6.4,6.5,6.49,1.37,5.0,225.7,1.12,4345270171.0,4345270171.0,0.0,-0.16,26.88,27.38
4889,920478,峆一药业,16.28,-1.09,-0.18,37762.0,60796490.02,5.59,16.52,15.6,15.8,16.46,0.67,7.99,25.46,2.5,1281377636.0,769068274.0,-0.06,0.06,-14.23,-12.28
4890,300571,平治信息,34.58,-1.09,-0.38,149246.0,520145106.06,2.32,35.3,34.49,35.04,34.96,0.96,12.91,486.9,3.32,4824888407.0,3998733512.0,0.0,-0.12,20.99,25.06
4891,002286,保龄宝,9.99,-1.09,-0.11,62175.0,62796101.0,2.28,10.21,9.98,10.12,10.1,0.85,1.68,21.28,1.72,3801868126.0,3691825779.0,-0.1,-0.1,3.31,11.74
4892,000056,皇庭国际,1.82,-1.09,-0.02,306521.0,56455703.0,2.72,1.87,1.82,1.85,1.84,0.65,3.39,-0.66,-1.03,2152201360.0,1644782290.0,-0.55,0.0,-11.22,-9.45
4893,600015,华夏银行,7.24,-1.09,-0.08,469521.0,341989446.0,1.37,7.33,7.23,7.33,7.32,0.69,0.31,4.24,0.36,115224082108.0,111403501637.0,-0.14,0.0,7.58,6.94
4894,301365,矩阵股份,30.77,-1.09,-0.34,46298.0,143656211.29,3.54,31.66,30.56,31.3,31.11,0.7,4.57,60.34,3.18,5538600000.0,3119534971.0,-0.13,-0.13,28.64,29.07
4895,600699,均胜电子,26.33,-1.09,-0.29,428145.0,1135657834.0,2.18,26.88,26.3,26.73,26.62,1.04,3.16,30.57,2.36,40831788924.0,35678562447.0,0.0,-0.08,-17.25,-16.04
4896,920725,惠丰钻石,29.93,-1.09,-0.33,20272.0,61580954.92,2.97,30.8,29.9,30.3,30.26,1.0,4.82,-144.36,4.56,2731860750.0,1259387417.0,-0.1,-0.07,-14.24,-11.21
4897,300338,ST开元,3.63,-1.09,-0.04,74262.0,27077580.0,3.54,3.71,3.58,3.67,3.67,1.4,2.13,-17.27,-37.79,1461527632.0,1268181308.0,0.55,0.83,2.25,-4.47
4898,001208,华菱线缆,18.98,-1.09,-0.21,186459.0,357487131.0,3.96,19.68,18.92,19.25,19.19,0.62,7.08,109.95,4.15,12115891199.0,4995730488.0,0.11,0.26,-26.52,-21.05
4899,688019,安集科技,265.8,-1.09,-2.92,23723.0,637024584.0,3.45,273.66,264.4,269.9,268.72,1.04,1.36,58.94,12.67,46513510457.0,46513510457.0,0.31,0.49,-4.52,21.97
4900,600759,洲际油气,5.39,-1.1,-0.06,3527115.0,1900923010.0,2.57,5.45,5.31,5.32,5.45,0.71,8.51,201.89,2.54,22363160019.0,22334466354.0,0.0,0.0,65.85,72.76
4901,600216,浙江医药,15.98,-1.11,-0.18,253505.0,404907421.0,2.54,16.22,15.81,16.14,16.16,0.86,2.66,12.35,1.39,15366971245.0,15203203811.0,0.0,0.06,14.63,15.3
4902,301093,华兰股份,87.02,-1.11,-0.98,29483.0,256000192.66,2.56,88.01,85.76,88.01,88.0,0.74,1.88,201.0,6.57,14288825320.0,13656395897.0,-0.02,-0.16,81.1,70.29
4903,688338,赛科希德,29.53,-1.11,-0.33,9340.0,27844730.0,2.21,30.18,29.52,29.91,29.86,0.99,0.88,35.97,1.82,3134385072.0,3134385072.0,-0.14,-0.3,11.22,14.1
4904,601212,白银有色,8.04,-1.11,-0.09,1136493.0,921973516.0,2.83,8.26,8.03,8.25,8.13,0.86,1.53,-207.8,3.86,59534387068.0,59534387068.0,0.12,0.12,34.45,37.44
4905,600346,恒力石化,23.17,-1.11,-0.26,254707.0,591408896.0,1.54,23.44,23.08,23.43,23.43,0.82,0.36,24.35,2.52,163095942042.0,163095942042.0,0.17,0.13,-2.03,2.84
4906,002044,美年健康,5.33,-1.11,-0.06,1692282.0,916284118.72,4.64,5.56,5.31,5.47,5.39,1.73,4.37,301.72,2.64,20862973410.0,20649633252.0,0.19,0.19,-1.48,0.95
4907,600219,南山铝业,6.25,-1.11,-0.07,1600088.0,1004968872.0,2.06,6.36,6.23,6.35,6.32,0.75,1.39,15.16,1.45,71773134744.0,71773134744.0,0.0,0.32,7.2,16.17
4908,600821,金开新能,8.0,-1.11,-0.09,1600588.0,1286072332.0,3.58,8.24,7.95,8.2,8.09,0.69,8.14,21.03,1.65,15738599624.0,15738599624.0,0.0,-0.12,55.04,56.86
4909,603701,德宏股份,23.87,-1.12,-0.27,46127.0,110533516.0,2.53,24.36,23.75,24.2,24.14,0.67,1.76,422.98,7.77,6238708577.0,6238708577.0,-0.08,-0.08,16.44,18.4
4910,920061,西磁科技,23.57,-1.13,-0.27,12647.0,30105867.56,3.06,24.19,23.46,23.82,23.84,1.39,3.21,357.25,5.97,1668520300.0,927818908.0,0.0,0.0,-21.98,-16.42
4911,600310,广西能源,4.35,-1.14,-0.05,953769.0,418745908.0,2.73,4.47,4.35,4.41,4.4,0.49,6.51,-30.22,2.32,6375841641.0,6375841641.0,-0.23,-0.23,12.69,14.17
4912,000617,中油资本,10.27,-1.15,-0.12,4462506.0,4563664387.05,5.97,10.55,9.93,10.2,10.39,0.75,3.53,24.36,1.24,129834152141.0,129834152141.0,-0.19,-0.48,6.42,7.54
4913,002890,弘宇股份,16.36,-1.15,-0.19,24006.0,39575183.98,3.99,16.98,16.32,16.65,16.55,0.48,1.49,175.17,4.62,2779157618.0,2641881676.0,-0.18,-0.3,11.9,12.05
4914,600151,航天机电,13.77,-1.15,-0.16,981466.0,1364300606.0,3.95,14.25,13.7,13.94,13.93,1.77,6.84,-44.38,4.45,19749653992.0,19749653992.0,0.15,0.22,-27.53,-21.54
4915,603226,菲林格尔,39.46,-1.15,-0.46,47764.0,189255640.0,4.16,40.67,39.01,40.4,39.92,0.95,1.34,-290.49,15.44,14027705244.0,14027705244.0,0.08,0.36,28.2,24.79
4916,000863,三湘印象,5.15,-1.15,-0.06,166176.0,86971353.0,4.03,5.35,5.14,5.23,5.21,0.66,1.43,618.5,1.35,6080602734.0,5992619403.0,0.0,0.0,-14.45,-17.34
4917,688712,北芯生命-U,39.7,-1.15,-0.46,23244.0,92944286.0,2.47,40.6,39.61,40.16,40.16,0.81,6.26,205.34,17.64,16554900000.0,1473453590.0,0.03,0.0,126.6,126.6
4918,301248,杰创智能,47.35,-1.15,-0.55,62640.0,305611503.3,5.85,50.1,47.3,48.0,47.9,1.11,5.58,239.7,4.76,7277931750.0,5318763945.0,-1.7,-1.72,30.12,47.14
4919,920036,觅睿科技,44.37,-1.16,-0.52,17224.0,77125616.04,2.65,45.49,44.3,44.5,44.89,0.92,13.19,30.51,5.31,2414696464.0,579528860.0,-0.02,-0.09,106.18,106.18
4920,603189,网达软件,17.11,-1.16,-0.2,115770.0,199846584.0,2.37,17.5,17.09,17.32,17.31,0.6,4.29,576.62,3.06,4611972251.0,4611972251.0,0.0,0.06,-13.98,-10.09
4921,605086,龙高股份,34.82,-1.16,-0.41,13753.0,48839834.0,3.52,36.06,34.82,35.85,35.23,1.36,0.77,51.45,4.73,6239744000.0,6239744000.0,-0.09,-0.11,-21.65,-23.74
4922,002716,湖南白银,11.93,-1.16,-0.14,1620849.0,1963878339.96,4.14,12.4,11.9,12.26,12.07,1.09,6.97,99.0,9.53,33679447547.0,27735510964.0,0.17,0.17,49.31,72.4
4923,300592,华凯易佰,12.76,-1.16,-0.15,73021.0,93991304.4,2.79,13.07,12.71,12.95,12.91,0.6,2.09,78.32,2.23,5159652344.0,4451759508.0,0.31,0.24,17.6,17.5
4924,600961,株冶集团,17.84,-1.16,-0.21,156558.0,282261708.0,3.1,18.34,17.78,18.24,18.05,1.19,2.08,16.73,5.22,19140049022.0,13412333180.0,0.06,0.28,2.23,10.81
4925,300444,双杰电气,13.66,-1.16,-0.16,620117.0,851740539.74,4.12,14.09,13.52,13.81,13.82,1.82,9.98,58.82,6.0,10909218729.0,8488961908.0,-0.07,-0.07,30.84,41.85
4926,601058,赛轮轮胎,13.58,-1.16,-0.16,279337.0,382605194.0,2.11,13.85,13.56,13.83,13.74,0.84,0.85,11.66,2.12,44652401517.0,44652401517.0,0.0,0.07,-19.17,-16.07
4927,600714,金瑞矿业,17.05,-1.16,-0.2,113346.0,193865255.0,2.55,17.44,17.0,17.12,17.25,0.64,3.93,160.74,6.52,4913405455.0,4913405455.0,0.18,0.12,36.29,39.07
4928,300970,华绿生物,28.96,-1.16,-0.34,101833.0,294677230.76,6.86,30.01,28.0,29.47,29.3,0.81,10.7,163.04,2.3,3550759536.0,2755142296.0,0.03,-0.03,48.21,41.2
4929,002297,博云新材,10.99,-1.17,-0.13,265617.0,296047698.0,3.87,11.4,10.97,11.27,11.12,1.9,4.63,101.83,2.96,6298421961.0,6298421961.0,0.0,0.0,-10.29,-8.19
4930,002217,合力泰,2.54,-1.17,-0.03,3574287.0,906948088.0,4.67,2.59,2.47,2.52,2.57,1.23,4.91,800.0,10.15,18997673277.0,18489478873.0,-0.39,0.0,-17.8,-16.72
4931,002628,成都路桥,5.06,-1.17,-0.06,254175.0,130840048.0,3.52,5.24,5.06,5.15,5.12,1.21,3.37,-101.31,1.34,3830928100.0,3814151098.0,-0.2,-0.39,22.82,23.11
4932,688571,杭华股份,7.56,-1.18,-0.09,53220.0,40820093.0,3.27,7.8,7.55,7.8,7.65,1.06,1.25,29.55,1.91,3206730492.0,3206730492.0,-0.26,-0.4,-2.2,1.48
4933,002831,裕同科技,37.6,-1.18,-0.45,140784.0,533962137.21,3.63,38.9,37.52,38.81,38.05,0.77,2.76,21.98,3.01,34611307600.0,19213345034.0,-0.05,-0.05,34.33,31.88
4934,688692,达梦数据,232.0,-1.18,-2.77,11241.0,263359004.0,2.73,238.0,231.6,237.0,234.77,0.93,1.54,50.83,7.1,26271680000.0,16967702800.0,0.15,-0.08,-15.97,-11.2
4935,600803,新奥股份,20.75,-1.19,-0.25,133431.0,277347342.0,1.57,20.98,20.65,20.97,21.0,1.04,0.43,13.72,2.61,64237540970.0,63738329170.0,0.0,-0.05,3.39,-0.05
4936,603209,兴通股份,14.91,-1.19,-0.18,58941.0,88431367.0,2.52,15.23,14.85,15.08,15.09,0.9,1.83,18.76,1.46,4845750000.0,4793439711.0,0.07,0.0,-1.71,-1.58
4937,301039,中集车辆,9.15,-1.19,-0.11,134019.0,124406072.0,2.92,9.41,9.14,9.3,9.26,0.88,0.92,18.98,1.16,17148238443.0,13289711625.0,0.0,-0.11,-2.66,0.0
4938,600602,云赛智联,24.09,-1.19,-0.29,1163333.0,2882095032.0,7.1,25.8,24.07,25.1,24.38,0.96,10.83,170.07,6.76,32947253531.0,25879959029.0,-0.04,-0.17,25.99,28.89
4939,002092,中泰化学,6.67,-1.19,-0.08,608760.0,405041855.94,2.96,6.73,6.53,6.67,6.75,0.67,2.36,-59.83,0.8,17275430178.0,17178888432.0,0.15,0.15,21.49,33.94
4940,605056,咸亨国际,28.97,-1.19,-0.35,216480.0,638350644.0,6.38,30.65,28.78,29.12,29.32,1.47,5.37,69.39,7.08,11860121004.0,11686301004.0,-0.48,-0.38,73.89,76.43
4941,300762,上海瀚讯,36.04,-1.21,-0.44,251253.0,918665751.83,3.48,37.28,36.01,36.7,36.48,0.91,4.0,-352.47,9.69,22631886423.0,22631886423.0,0.0,-0.03,-13.24,-13.53
4942,300464,星徽股份,8.19,-1.21,-0.1,169655.0,141238768.0,3.38,8.46,8.18,8.31,8.29,0.89,4.77,1044.55,27.0,3749543040.0,2910256508.0,-0.36,-0.36,29.79,29.18
4943,300364,中文在线,27.76,-1.21,-0.34,551563.0,1547417989.7,2.74,28.49,27.72,28.35,28.1,0.8,8.35,-29.15,42.78,20223163276.0,18333019714.0,-0.11,-0.11,8.35,10.51
4944,002218,拓日新能,5.73,-1.21,-0.07,872685.0,503933393.74,2.24,5.84,5.71,5.78,5.8,0.55,6.29,-55.56,2.0,8069559854.0,7951394075.0,0.35,0.17,24.03,32.03
4945,603863,松炀资源,20.35,-1.21,-0.25,299267.0,609979386.0,11.41,21.16,18.81,20.7,20.6,2.07,14.62,-36.01,11.44,4164627500.0,4164627500.0,-0.1,-0.25,5.77,2.01
4946,300936,中英科技,65.5,-1.22,-0.81,43200.0,285354745.14,3.92,67.6,65.0,67.0,66.31,0.68,9.1,-514.02,4.93,4925600000.0,3108648013.0,0.37,0.12,66.5,67.95
4947,600489,中金黄金,27.44,-1.22,-0.34,511801.0,1417729396.0,2.7,28.15,27.4,28.15,27.78,0.81,1.06,27.12,4.56,133010256756.0,133010256756.0,0.07,0.07,11.68,17.47
4948,603968,醋化股份,12.99,-1.22,-0.16,81182.0,105437181.0,2.21,13.13,12.84,13.13,13.15,0.52,3.97,-82.22,1.47,2656195200.0,2656195200.0,-0.23,-0.15,16.92,16.29
4949,002730,电光科技,26.78,-1.22,-0.33,263041.0,705360737.8,5.53,27.6,26.1,27.5,27.11,0.71,7.6,144.56,5.96,9696499186.0,9266680186.0,-0.26,-0.59,77.59,78.06
4950,603505,金石资源,17.6,-1.23,-0.22,147558.0,262194727.0,3.37,18.1,17.5,17.87,17.82,1.85,1.75,47.15,8.22,14813371109.0,14813371109.0,0.11,0.06,-9.84,-5.78
4951,002810,山东赫达,23.31,-1.23,-0.29,99837.0,233484008.09,2.88,23.7,23.02,23.63,23.6,0.58,3.09,54.11,3.7,8139686336.0,7543005184.0,0.0,0.0,60.43,57.18
4952,002165,红 宝 丽,9.67,-1.23,-0.12,410480.0,399088347.76,1.84,9.84,9.66,9.8,9.79,0.6,5.64,142.35,3.48,7110059324.0,7036177226.0,0.1,0.0,22.25,27.91
4953,603988,中电电机,27.09,-1.24,-0.34,111530.0,303756110.0,3.03,27.73,26.9,27.63,27.43,0.82,4.74,121.86,9.49,6371568000.0,6371568000.0,0.15,0.15,9.23,11.48
4954,600481,双良节能,6.37,-1.24,-0.08,545395.0,350984729.0,2.02,6.5,6.37,6.46,6.45,1.07,2.64,-18.14,2.89,13148836550.0,13148836550.0,-0.16,-0.31,-1.24,-2.6
4955,001233,海安集团,65.38,-1.24,-0.82,19761.0,130847937.51,3.81,67.85,65.33,66.53,66.2,1.1,5.58,19.73,3.22,12158936577.0,2313531450.0,-0.03,0.06,2.78,13.39
4956,300201,海伦哲,11.13,-1.24,-0.14,383337.0,435063615.08,5.15,11.66,11.08,11.35,11.27,1.04,3.82,36.34,6.11,11230655346.0,11171416010.0,0.18,0.09,59.68,62.96
4957,601016,节能风电,3.97,-1.24,-0.05,2306788.0,920786189.0,2.49,4.06,3.96,4.05,4.02,0.51,3.82,25.97,1.46,25981382074.0,23971647708.0,0.0,0.0,32.78,34.58
4958,300669,沪宁股份,31.96,-1.24,-0.4,11574.0,37265945.2,2.84,32.8,31.88,32.8,32.36,0.95,0.63,314.53,7.05,6158868611.0,5832697987.0,-0.31,-0.34,24.65,21.52
4959,600783,鲁信创投,20.54,-1.25,-0.26,132937.0,276526580.0,3.08,21.16,20.52,20.92,20.8,1.27,1.79,35.73,3.23,15289139899.0,15289139899.0,0.05,0.1,-23.76,-16.94
4960,603979,金诚信,60.83,-1.25,-0.77,66664.0,408224193.0,2.31,62.1,60.68,61.96,61.6,0.74,1.07,16.23,3.64,37945079274.0,37945079274.0,0.08,0.15,-23.02,-20.12
4961,600667,太极实业,9.51,-1.25,-0.12,1135671.0,1099326924.0,4.47,9.93,9.5,9.8,9.63,0.96,5.43,33.77,2.3,19890566113.0,19890566113.0,0.0,-0.11,11.1,19.32
4962,600726,华电能源,4.74,-1.25,-0.06,1209789.0,575971195.0,2.71,4.84,4.71,4.8,4.8,0.41,1.62,105.21,9.11,37480773635.0,35433093626.0,0.0,0.0,92.68,98.33
4963,300808,久量股份,26.14,-1.25,-0.33,26632.0,69643176.0,2.27,26.6,26.0,26.6,26.47,0.65,2.24,-65.98,4.31,4182400000.0,3108034969.0,0.42,0.31,-8.22,-13.07
4964,300696,爱乐达,29.69,-1.26,-0.38,85924.0,260306052.31,4.32,30.96,29.66,30.09,30.07,1.6,3.23,139.63,4.6,8703712065.0,7894174371.0,0.07,-0.07,-1.39,-6.96
4965,002663,普邦股份,2.36,-1.26,-0.03,800581.0,191306345.05,4.6,2.46,2.35,2.4,2.39,1.0,6.19,-78.14,1.72,4067103409.0,3051225401.0,0.0,-0.42,24.87,24.87
4966,603112,华翔股份,18.77,-1.26,-0.24,173533.0,327567475.0,3.0,19.3,18.73,19.25,19.01,1.56,3.42,18.17,2.33,10135075497.0,9534349042.0,0.05,0.05,9.19,8.06
4967,600800,渤海化学,4.66,-1.27,-0.06,402308.0,188113889.0,4.24,4.8,4.6,4.7,4.72,0.93,3.63,-8.0,4.61,5172810707.0,5171342807.0,-0.21,-0.21,32.01,34.68
4968,300103,达刚控股,7.02,-1.27,-0.09,71176.0,50532481.88,2.81,7.2,7.0,7.13,7.11,0.92,2.24,-65.59,4.58,2229559020.0,2227707825.0,0.0,0.14,-10.91,-12.58
4969,600996,贵广网络,9.29,-1.28,-0.12,301489.0,282553186.0,2.02,9.48,9.29,9.45,9.41,0.55,2.42,-10.65,4.95,11582770644.0,11582770644.0,-0.11,-0.21,-5.88,-7.47
4970,603281,江瀚新材,34.74,-1.28,-0.45,32187.0,112815015.0,2.67,35.58,34.64,35.22,35.19,0.85,0.86,30.18,2.76,12969600023.0,12969600023.0,0.26,0.26,17.76,25.19
4971,002378,章源钨业,31.54,-1.28,-0.41,385437.0,1222508429.64,4.98,32.6,31.01,32.5,31.95,0.86,3.23,130.54,16.26,37892713186.0,37694127978.0,0.1,0.1,97.5,122.43
4972,688097,博众精工,62.71,-1.28,-0.81,120844.0,760133296.0,3.53,64.18,61.94,64.0,63.52,0.79,2.72,47.37,5.66,28009281343.0,27906499653.0,0.11,0.05,61.58,66.12
4973,603885,吉祥航空,12.33,-1.28,-0.16,133980.0,165891459.0,2.24,12.55,12.27,12.55,12.49,0.65,0.61,18.54,2.74,26928784954.0,26928784954.0,-0.24,0.24,-18.61,-17.14
4974,301230,泓博医药,39.81,-1.29,-0.52,85405.0,345736051.17,3.97,41.2,39.6,40.15,40.33,0.63,6.8,119.94,5.42,5556942745.0,5000766192.0,-0.15,-0.2,23.86,33.73
4975,300143,盈康生命,12.21,-1.29,-0.16,196012.0,242894534.65,4.04,12.7,12.2,12.47,12.37,0.8,3.06,133.51,3.64,9150804085.0,7829755650.0,0.0,-0.08,12.85,23.58
4976,002511,中顺洁柔,8.4,-1.29,-0.11,129533.0,109891765.0,2.59,8.61,8.39,8.55,8.51,0.94,1.02,35.21,1.97,10805573629.0,10626131107.0,0.0,0.12,1.08,-1.87
4977,002307,北新路桥,4.58,-1.29,-0.06,429451.0,198215558.39,2.59,4.7,4.58,4.66,4.64,0.53,3.39,-57.68,1.96,7551408076.0,5808775446.0,-0.22,0.0,-7.66,-9.31
4978,000751,锌业股份,5.31,-1.3,-0.07,357529.0,192016351.1,2.97,5.46,5.3,5.44,5.38,0.95,2.54,125.13,2.38,8578998459.0,7486403216.0,0.0,0.0,24.07,29.83
4979,600133,东湖高新,9.03,-1.31,-0.12,354299.0,319973044.0,2.51,9.14,8.91,9.06,9.15,2.24,3.32,95.42,1.1,9628146071.0,9628146071.0,0.0,-0.11,-1.74,-0.55
4980,000545,金浦钛业,3.02,-1.31,-0.04,415381.0,127004815.84,2.94,3.11,3.02,3.06,3.06,0.72,4.22,-9.61,3.27,2980235950.0,2975917350.0,-0.33,-0.66,-0.98,7.09
4981,002107,沃华医药,7.55,-1.31,-0.1,969287.0,723922857.98,9.93,8.0,7.24,7.77,7.65,2.59,16.96,29.73,6.44,4357932480.0,4314024821.0,0.13,1.48,14.39,23.97
4982,600982,宁波能源,5.26,-1.31,-0.07,502988.0,265904643.0,1.88,5.35,5.25,5.32,5.33,0.48,4.5,18.24,1.34,5878720571.0,5878720571.0,0.0,0.0,19.0,21.2
4983,688180,君实生物-U,38.09,-1.32,-0.51,166901.0,639422736.0,2.38,38.87,37.95,38.27,38.6,0.76,2.18,-44.68,6.48,39106617186.0,29191953973.0,-0.05,-0.05,0.77,11.5
4984,601898,中煤能源,17.13,-1.32,-0.23,356688.0,612264822.0,1.96,17.34,17.0,17.18,17.36,0.71,0.39,12.7,1.42,227120904042.0,156773766852.0,0.06,-0.12,25.68,37.7
4985,301127,武汉天源,16.33,-1.33,-0.22,67452.0,111248334.68,2.84,16.78,16.31,16.65,16.55,0.69,1.03,60.0,3.4,11007640129.0,10683748557.0,-0.06,-0.18,1.24,7.5
4986,600491,龙元建设,2.96,-1.33,-0.04,126117.0,37584129.0,2.67,3.03,2.95,3.01,3.0,0.78,0.82,-13.24,0.46,4528083547.0,4528083547.0,-0.67,0.0,1.02,12.12
4987,003043,华亚智能,54.87,-1.33,-0.74,16714.0,92606734.2,2.81,56.39,54.83,56.0,55.61,0.63,1.99,112.23,4.25,7343329576.0,4599573553.0,-0.05,-0.09,11.28,18.33
4988,600716,凤凰股份,4.37,-1.35,-0.06,79098.0,34916972.0,3.16,4.48,4.34,4.42,4.43,0.71,0.85,342.0,0.81,4090584778.0,4090584778.0,-0.23,-0.23,10.91,12.92
4989,002160,常铝股份,5.1,-1.35,-0.07,297656.0,152659440.3,1.93,5.19,5.09,5.17,5.17,0.51,2.89,107.64,1.41,5267183952.0,5256720394.0,0.2,0.2,-13.12,-1.92
4990,300084,海默科技,10.22,-1.35,-0.14,144772.0,148600417.58,2.41,10.44,10.19,10.37,10.36,0.82,4.18,-64.36,4.16,5195744768.0,3537158740.0,0.0,-0.1,0.1,2.3
4991,603002,宏昌电子,10.95,-1.35,-0.15,539160.0,593102727.0,2.7,11.2,10.9,11.12,11.1,1.03,4.75,379.91,3.61,12418159674.0,12418159674.0,0.0,0.0,40.93,48.17
4992,002470,金正大,2.92,-1.35,-0.04,1951690.0,573688238.0,3.38,3.0,2.9,2.96,2.96,0.55,5.94,-244.14,4.67,9595201007.0,9594388298.0,0.34,0.34,64.04,64.04
4993,600845,宝信软件,22.43,-1.36,-0.31,154610.0,350191419.0,2.42,22.98,22.43,22.97,22.74,0.89,0.72,49.34,5.83,64391568529.0,47866834652.0,-0.04,-0.04,7.94,8.31
4994,688628,优利德,58.61,-1.36,-0.81,39160.0,229674443.0,3.58,59.88,57.75,58.55,59.42,0.7,3.5,42.97,5.17,6550698333.0,6550698333.0,-0.2,-0.2,81.68,84.08
