date,signal_label,next_holding,microcap_close,hedge_close,microcap_mom,hedge_mom,momentum_gap,ratio_bias_mom,ratio_r2,weight,futures_drag,current_holding,trade_state,quote_source,hedge_quote_source,member_price_count,member_count,latest_anchor_trade_date,tail_jitter_risk,tail_jitter_note
2026-04-07 21:18:31.654445,cash,cash,2457217.495611904,7606.02,-0.08890174524379768,-0.07371891985631607,-0.015182825387481613,-12.237729957038118,0.17601743854382393,1.0,0.0,cash,hold,live_or_prev_close_fallback,index_spot_latest,50,50,2026-04-07,normal,
