symbol,code,name,change_date,total_shares
sh601811,601811,新华文轩,2025-12-31,1233841000.0
sh601816,601816,京沪高铁,2025-06-30,48925679370.0
sh601818,601818,光大银行,2025-06-30,59085551061.00001
sh601825,601825,沪农商行,2025-08-19,9644444445.0
sh601827,601827,三峰环境,2025-06-30,1671933299.9999998
sh601828,601828,美凯龙,2025-12-20,4354732673.0
sh601838,601838,成都银行,2026-02-02,4238435356.0
sh601857,601857,中国石油,2025-06-30,183020977818.00003
sh601858,601858,中国科传,2025-06-30,790500000.0
sh601860,601860,紫金银行,2026-01-29,3661004491.9999995
sh601865,601865,福莱特,2026-02-28,2342880327.0
sh601866,601866,中远海发,2025-08-29,13197655820.0
sh601869,601869,长飞光纤,2025-12-31,827905108.0
sh601872,601872,招商轮船,2025-12-31,8074538502.0
sh601877,601877,正泰电器,2025-10-09,2148968976.0
sh601878,601878,浙商证券,2025-06-30,4573796639.0
sh601880,601880,辽港股份,2025-12-31,23571767213.0
sh601881,601881,中国银河,2025-06-30,10934402256.0
sh601882,601882,海天精工,2025-12-31,522000000.0
sh601886,601886,江河集团,2025-12-31,1133002060.0
sh601888,601888,中国中免,2026-03-19,2077796644.0
sh601890,601890,亚星锚链,2025-06-30,959400000.0
sh601898,601898,中煤能源,2025-12-31,13258663400.0
sh601899,601899,紫金矿业,2026-02-28,26589733139.999996
sh601900,601900,南方传媒,2025-07-15,881970094.0
sh601901,601901,方正证券,2025-06-30,8232101395.000001
sh601908,601908,京运通,2025-06-30,2414602861.0
sh601916,601916,浙商银行,2025-06-30,27464635963.0
sh601918,601918,新集能源,2025-12-31,2590541800.0
sh601919,601919,中远海控,2026-02-28,15312687586.0
sh601921,601921,浙版传媒,2025-06-30,2222222223.0
sh601928,601928,凤凰传媒,2025-06-30,2544900000.0
sh601929,601929,吉视传媒,2025-06-30,3489788167.9999995
sh601933,601933,永辉超市,2025-06-30,9075036993.0
sh601939,601939,建设银行,2025-12-31,261600381459.0
sh601949,601949,中国出版,2025-06-30,1903968054.0000002
sh601952,601952,苏垦农发,2025-06-30,1378000000.0
sh601956,601956,东贝集团,2025-08-30,621616590.0
sh601958,601958,金钼股份,2025-06-30,3226604400.0
sh601963,601963,重庆银行,2026-02-28,3474590904.0
sh601965,601965,中国汽研,2026-01-16,1003054887.0
sh601968,601968,宝钢包装,2025-06-30,1275779460.0
sh601969,601969,海南矿业,2026-03-25,1991931751.0
sh601975,601975,招商南油,2025-12-30,4680344678.0
sh601985,601985,中国核电,2025-06-30,20568002074.0
sh601988,601988,中国银行,2025-06-30,322212411814.0
sh601990,601990,南京证券,2025-12-26,4399627795.0
sh601991,601991,大唐发电,2025-12-31,18506710504.0
sh601992,601992,金隅集团,2025-06-30,10677771134.0
sh601995,601995,中金公司,2025-06-30,4827256868.0
sh601996,601996,丰林集团,2025-12-31,1120914416.0
sh601997,601997,贵阳银行,2025-06-30,3656198076.0
sh601998,601998,中信银行,2025-12-31,55645162264.0
sh601999,601999,出版传媒,2025-06-30,550914700.0
sh603000,603000,人民网,2025-06-30,1105691056.0
sh603001,603001,奥康国际,2025-06-30,400980000.0
sh603002,603002,宏昌电子,2025-06-30,1134078509.0
sh603004,603004,鼎龙科技,2025-06-30,235520000.0
sh603005,603005,晶方科技,2025-12-31,652171706.0
sh603006,603006,联明股份,2025-06-30,254254250.0
sh603008,603008,喜临门,2025-10-22,368292434.99999994
sh603009,603009,北特科技,2026-02-04,346389815.0
sh603010,603010,万盛股份,2025-12-31,589578593.0
sh603011,603011,合锻智能,2025-06-30,494414437.00000006
sh603012,603012,创力集团,2025-08-18,646500000.0
sh603013,603013,亚普股份,2026-02-06,508219564.0
sh603014,603014,威高血净,2025-12-31,417754066.0
sh603015,603015,弘讯科技,2025-06-30,404219000.0
sh603016,603016,新宏泰,2025-06-30,148160000.0
sh603017,603017,中衡设计,2025-07-25,276190293.0
sh603018,603018,华设集团,2025-12-31,683796403.0
sh603019,603019,中科曙光,2025-06-30,1463115784.0
sh603020,603020,爱普股份,2025-06-30,383237774.0
sh603022,603022,新通联,2025-06-30,200000000.0
sh603023,603023,威帝股份,2025-06-30,558117407.0
sh603025,603025,大豪科技,2025-12-31,1116654773.0
sh603026,603026,石大胜华,2026-02-24,232701014.0
sh603027,603027,千禾味业,2025-10-23,1333125412.0
sh603028,603028,赛福天,2025-10-24,287040000.0
sh603029,603029,天鹅股份,2025-06-30,121342000.0
sh603030,603030,全筑股份,2025-06-30,1316933520.0000002
sh603031,603031,安孚科技,2026-03-25,257824793.0
sh603032,603032,德新科技,2026-03-11,233227400.00000003
sh603033,603033,三维股份,2025-06-30,1031163554.0
sh603035,603035,常熟汽饰,2025-09-23,366347080.0
sh603036,603036,如通股份,2025-06-30,206006025.0
sh603037,603037,凯众股份,2026-01-09,266918168.0
sh603038,603038,华立股份,2025-06-30,268677106.0
sh603039,603039,泛微网络,2026-02-27,256365955.0
sh603040,603040,新坐标,2026-01-12,136455896.0
sh603041,603041,美思德,2025-06-30,183147692.0
sh603042,603042,华脉科技,2025-06-30,160589840.0
sh603043,603043,广州酒家,2026-02-25,568770805.0
sh603045,603045,福达合金,2025-06-30,135445155.0
sh603048,603048,浙江黎明,2025-12-31,146880000.0
sh603049,603049,中策橡胶,2025-12-05,874485598.0
sh603050,603050,科林电气,2025-12-31,403319193.0
sh603051,603051,鹿山新材,2025-10-17,161632896.0
sh603052,603052,可川科技,2025-10-13,187897282.0
sh603053,603053,成都燃气,2025-06-30,888890000.0
sh603055,603055,台华新材,2025-12-31,890293187.9999999
sh603056,603056,德邦股份,2026-02-04,1011568487.0
sh603057,603057,紫燕食品,2026-03-11,412000000.0
sh603058,603058,永吉股份,2025-12-31,414662767.0
sh603059,603059,倍加洁,2025-06-30,100448700.00000001
sh603060,603060,国检集团,2025-12-31,803960683.0
sh603061,603061,金海通,2026-03-03,60000000.0
sh603062,603062,麦加芯彩,2025-11-26,108000000.0
sh603063,603063,禾望电气,2026-03-06,458333482.0
sh603065,603065,宿迁联盛,2026-03-27,418967572.0
sh603066,603066,音飞储存,2025-06-30,294180074.0
sh603067,603067,振华股份,2025-12-31,710760277.0000001
sh603068,603068,博通集成,2026-03-05,151787319.0
sh603069,603069,海汽集团,2025-06-30,316000000.0
sh603070,603070,万控智造,2026-03-10,401000000.0
sh603071,603071,物产环能,2025-06-30,557954442.0
sh603072,603072,天和磁材,2026-01-05,264280000.0
sh603073,603073,彩蝶实业,2025-06-30,116000000.0
sh603075,603075,热威股份,2025-08-01,402483111.0
sh603076,603076,乐惠国际,2025-06-30,120701344.00000001
sh603077,603077,和邦生物,2026-01-28,8831537228.0
sh603078,603078,江化微,2025-06-30,385637248.00000006
sh603079,603079,圣达生物,2025-12-25,189029624.0
sh603080,603080,新疆火炬,2025-06-30,141500000.0
sh603081,603081,大丰实业,2025-09-25,422499149.00000006
sh603082,603082,北自科技,2025-06-30,162227543.0
sh603083,603083,剑桥科技,2025-11-26,352650373.00000006
sh603085,603085,天成自控,2025-07-15,397100000.0
sh603086,603086,先达股份,2025-06-30,434813143.0
sh603087,603087,甘李药业,2025-10-09,597304969.0
sh603088,603088,宁波精达,2025-08-14,502387966.0
sh603089,603089,正裕工业,2026-03-20,275719231.0
sh603090,603090,宏盛股份,2025-06-30,100000000.0
sh603091,603091,众鑫股份,2026-03-20,102238793.0
sh603093,603093,南华期货,2025-12-31,717724893.0
sh603095,603095,越剑智能,2025-06-30,258269199.99999997
sh603096,603096,新经典,2025-06-30,154234624.0
sh603097,603097,江苏华辰,2025-12-31,165153181.0
sh603098,603098,森特股份,2025-06-30,539699978.0
sh603099,603099,长白山,2025-12-31,272355860.0
sh603100,603100,川仪股份,2026-01-09,513173176.0
sh603101,603101,XD汇嘉时,2025-06-30,470400000.0
sh603102,603102,百合股份,2025-08-15,64000000.0
sh603103,603103,横店影视,2025-12-31,634200000.0
sh603105,603105,芯能科技,2025-12-31,500009102.0
sh603106,603106,恒银科技,2025-06-30,520520000.0
sh603107,603107,上海汽配,2025-06-30,337335000.0
sh603108,603108,润达医疗,2026-01-13,603681757.0
sh603109,603109,神驰机电,2025-07-18,208848360.0
sh603110,603110,东方材料,2025-06-30,201226732.0
sh603111,603111,康尼机电,2026-02-10,862030672.0
sh603112,603112,华翔股份,2026-03-18,539961401.0
sh603113,603113,金能科技,2025-10-13,848490616.0
sh603115,603115,海星股份,2025-08-11,241890400.0
sh603116,603116,红蜻蜓,2025-06-30,576200800.0
sh603117,603117,万林物流,2025-06-30,599197742.0
sh603118,603118,共进股份,2025-06-30,787276406.0
sh603119,603119,浙江荣泰,2025-06-30,363742149.99999994
sh603120,603120,肯特催化,2025-10-17,90400000.0
sh603121,603121,华培动力,2025-11-10,338533715.0
sh603122,603122,合富中国,2025-12-31,398052633.0
sh603123,603123,翠微股份,2025-12-31,798736665.0000001
sh603124,603124,江南新材,2026-03-20,145745199.0
sh603125,603125,常青科技,2025-06-30,404836375.0
sh603126,603126,中材节能,2025-06-30,610500000.0
sh603127,603127,昭衍新药,2026-01-07,749348220.0
sh603128,603128,华贸物流,2025-06-30,1309046494.0
sh603129,603129,春风动力,2026-03-23,153482763.0
sh603130,603130,云中马,2025-12-31,137514200.0
sh603131,603131,上海沪工,2026-01-21,336907220.0
sh603132,603132,金徽股份,2025-12-31,978000000.0
sh603135,603135,中重科技,2026-01-27,634257080.0
sh603136,603136,天目湖,2025-06-30,270126710.0
sh603137,603137,恒尚节能,2025-06-30,182933334.0
sh603138,603138,海量数据,2025-10-31,293872710.0
sh603139,603139,康惠股份,2025-06-30,99880000.0
sh603150,603150,万朗磁塑,2025-07-25,85483000.0
sh603151,603151,邦基科技,2025-12-31,170989000.0
sh603153,603153,上海建科,2026-03-23,409861106.0
sh603155,603155,新亚强,2025-06-30,315786800.0
sh603156,603156,养元饮品,2025-06-30,1260277566.0
sh603158,603158,腾龙股份,2025-10-28,490770148.0
sh603159,603159,上海亚虹,2025-06-30,140000000.0
sh603160,603160,汇顶科技,2025-12-31,465335993.0
sh603161,603161,科华控股,2025-06-30,194407705.0
sh603162,603162,海通发展,2026-03-03,927946308.0
sh603163,603163,圣晖集成,2025-12-31,100000000.0
sh603165,603165,荣晟环保,2026-03-24,320444978.0
sh603166,603166,福达股份,2025-12-31,645650651.0
sh603167,603167,渤海轮渡,2025-06-30,469144502.99999994
sh603168,603168,莎普爱思,2025-11-10,374126505.00000006
sh603169,603169,兰石重装,2025-06-30,1306291798.0
sh603170,603170,宝立食品,2025-07-15,400010000.0
sh603171,603171,税友股份,2025-08-13,406345000.0
sh603172,603172,万丰股份,2025-06-30,133380000.0
sh603173,603173,福斯达,2026-01-30,160000000.0
sh603175,603175,超颖电子,2025-10-24,437029321.0
sh603176,603176,汇通集团,2025-12-31,475237054.0
sh603177,603177,德创环保,2025-12-31,204192000.0
sh603178,603178,圣龙股份,2025-06-30,236411881.0
sh603179,603179,新泉股份,2025-12-31,510141893.0
sh603180,603180,金牌家居,2025-12-31,154257140.0
sh603181,603181,皇马科技,2025-06-30,588700000.0
sh603182,603182,嘉华股份,2025-09-09,164550000.0
sh603183,603183,建研院,2025-06-30,497153251.0
sh603185,603185,弘元绿能,2025-11-06,683076802.0
sh603186,603186,华正新材,2026-02-13,156790518.0
sh603187,603187,海容冷链,2025-12-31,386416107.0
sh603188,603188,亚邦股份,2025-06-30,570170000.0
sh603189,603189,网达软件,2025-06-30,269548349.0
sh603190,603190,亚通精工,2026-02-24,124540000.0
sh603191,603191,望变电气,2026-03-12,329964639.0
sh603192,603192,汇得科技,2026-03-03,167361481.0
sh603193,603193,润本股份,2025-06-30,404593314.0
sh603194,603194,中力股份,2025-12-24,401000000.0
sh603195,603195,公牛集团,2026-01-07,1807909538.0
sh603196,603196,璞源材料,2026-01-28,418687440.0
sh603197,603197,保隆科技,2025-12-31,213659794.0
sh603198,603198,迎驾贡酒,2025-06-30,800000000.0
sh603199,603199,九华旅游,2025-12-31,110680000.0
sh603200,603200,上海洗霸,2025-06-30,175480103.00000003
sh603201,603201,常润股份,2025-12-22,189979722.0
sh603202,603202,天有为,2025-10-24,160000000.0
sh603205,603205,健尔康,2025-11-07,156000000.0
sh603206,603206,嘉环科技,2025-06-30,305199988.0
sh603207,603207,小方制药,2026-02-02,160820000.0
sh603208,603208,江山欧派,2025-12-31,177172674.0
sh603209,603209,兴通股份,2025-12-10,325000000.0
sh603210,603210,泰鸿万立,2025-10-09,340400000.0
sh603211,603211,晋拓股份,2025-07-25,271808000.0
sh603212,603212,赛伍技术,2025-06-30,437490636.0
sh603213,603213,镇洋发展,2025-12-31,441972355.0
sh603214,603214,爱婴室,2025-06-30,138540036.0
sh603215,603215,比依股份,2025-10-21,187939551.0
sh603216,603216,梦天家居,2025-06-30,222690000.0
sh603217,603217,元利科技,2025-06-30,208087599.99999997
sh603218,603218,日月股份,2025-12-25,1030341250.0
sh603219,603219,富佳股份,2025-12-31,561400000.0
sh603220,603220,中贝通信,2026-02-04,536346195.0
sh603221,603221,爱丽家居,2025-09-05,244540000.0
sh603222,603222,济民健康,2026-03-18,525090615.00000006
sh603223,603223,恒通股份,2026-03-24,705822193.0
sh603225,603225,新凤鸣,2026-03-10,1677493780.0
sh603226,603226,菲林格尔,2025-06-30,355491770.00000006
sh603227,603227,雪峰科技,2025-12-31,1071692689.0
sh603228,603228,景旺电子,2025-12-31,984812493.0
sh603229,603229,奥翔药业,2026-01-23,830297145.0
sh603230,603230,内蒙新华,2025-06-30,353523000.0
sh603231,603231,索宝蛋白,2025-06-30,191459105.00000003
sh603232,603232,格尔软件,2025-11-06,234082195.0
sh603233,603233,大参林,2025-12-31,1138848067.0
sh603235,603235,天新药业,2026-01-12,437780000.0
sh603236,603236,移远通信,2025-12-24,287823419.0
sh603237,603237,五芳斋,2025-11-13,197072537.0
sh603238,603238,诺邦股份,2025-06-30,177509000.0
sh603239,603239,浙江仙通,2025-06-30,270720000.0
sh603248,603248,锡华科技,2025-12-23,460000000.0
sh603255,603255,鼎际得,2025-11-19,134591667.0
sh603256,603256,宏和科技,2026-03-04,904586445.0
sh603257,603257,中国瑞林,2025-10-09,120000000.0
sh603258,603258,电魂网络,2025-10-29,243896699.99999997
sh603259,603259,药明康德,2025-12-31,2983757155.0
sh603260,603260,合盛硅业,2025-06-30,1182206941.0
sh603262,603262,技源集团,2026-01-23,400010000.0
sh603266,603266,天龙股份,2025-06-30,198886750.0
sh603267,603267,鸿远电子,2025-12-31,231080892.0
sh603270,603270,金帝股份,2025-06-30,219106667.00000003
sh603271,603271,永杰新材,2026-03-11,196720000.0
sh603272,603272,联翔股份,2025-09-29,103627000.0
sh603273,603273,天元智能,2025-06-30,214313400.0
sh603275,603275,众辰科技,2025-08-22,148771851.0
sh603276,603276,恒兴新材,2025-08-28,207649497.0
sh603277,603277,银都股份,2025-07-23,613699305.0
sh603278,603278,大业股份,2025-06-30,341759392.0
sh603279,603279,景津装备,2025-11-24,576373000.0
sh603280,603280,南方路机,2025-06-30,108406667.0
sh603281,603281,江瀚新材,2026-02-02,373333334.00000006
sh603282,603282,亚光股份,2026-03-16,133820000.0
sh603283,603283,赛腾股份,2025-11-24,271174033.0
sh603284,603284,林平发展,2026-02-10,75414800.0
sh603285,603285,键邦股份,2026-01-27,160000000.0
sh603286,603286,日盈电子,2025-12-31,117395931.0
sh603288,603288,海天味业,2025-12-31,5851824944.0
sh603289,603289,泰瑞机器,2025-12-31,293389042.0
sh603290,603290,斯达半导,2025-06-30,239473466.0
sh603291,603291,联合水务,2026-03-27,423220604.0
sh603296,603296,华勤技术,2025-12-31,1015732344.0
sh603297,603297,永新光学,2025-07-17,110936700.0
sh603298,603298,杭叉集团,2025-06-30,1309812049.0
sh603299,603299,苏盐井神,2026-02-25,955068606.0
sh603300,603300,海南华铁,2026-03-06,1994504820.0
sh603301,603301,振德医疗,2026-03-27,265835535.00000003
sh603303,603303,得邦照明,2025-12-31,476944574.99999994
sh603305,603305,旭升集团,2025-11-13,1155708556.0
sh603306,603306,华懋科技,2025-12-31,329494312.99999994
sh603307,603307,扬州金泉,2026-02-24,68077000.0
sh603308,603308,应流股份,2025-06-30,679036441.0
sh603309,603309,维力医疗,2025-10-22,291871418.0
sh603310,603310,巍华新材,2026-02-24,345340000.0
sh603311,603311,金海高科,2025-11-25,235883907.0
sh603312,603312,西典新能,2025-12-31,159999500.0
sh603313,603313,梦百合,2025-09-08,570586885.0
sh603315,603315,福鞍股份,2025-12-18,320366264.0
sh603316,603316,诚邦股份,2025-12-31,264264000.0
sh603317,603317,天味食品,2026-03-12,1064714794.0
sh603318,603318,水发燃气,2026-03-02,554673218.0
sh603319,603319,美湖股份,2025-07-09,339149678.0
sh603320,603320,迪贝电气,2025-06-30,149146203.0
sh603321,603321,梅轮电梯,2026-01-30,348889469.0
sh603322,603322,超讯通信,2025-06-30,157586796.0
sh603323,603323,苏农银行,2025-06-30,2018541436.9999998
sh603324,603324,盛剑科技,2025-09-30,147679580.0
sh603325,603325,博隆技术,2025-07-23,80004000.0
sh603326,603326,我乐家居,2025-06-30,319176930.0
sh603327,603327,福蓉科技,2026-01-28,1045459360.0
sh603328,603328,依顿电子,2025-06-30,998442611.0
sh603329,603329,上海雅仕,2025-10-21,250051175.0
sh603330,603330,天洋新材,2025-06-30,432673649.0
sh603331,603331,百达精工,2025-06-30,202175636.0
sh603332,603332,苏州龙杰,2025-06-30,216347184.00000003
sh603333,603333,尚纬股份,2025-12-31,621527586.0
sh603334,603334,丰倍生物,2025-11-05,143500000.0
sh603335,603335,迪生力,2025-06-30,428144600.0
sh603336,603336,宏辉果蔬,2025-09-18,608718945.0
sh603337,603337,杰克科技,2026-02-05,476411691.0
sh603338,603338,浙江鼎力,2025-06-30,506347879.00000006
sh603339,603339,四方科技,2025-06-30,309441175.0
sh603341,603341,龙旗科技,2026-01-22,522590644.0
sh603344,603344,星德胜,2025-06-30,194530980.00000003
sh603345,603345,安井食品,2025-07-04,333288932.0
sh603348,603348,文灿股份,2025-06-30,314477192.0
sh603350,603350,安乃达,2026-01-23,116494000.0
sh603351,603351,威尔药业,2025-06-30,135439132.0
sh603352,603352,至信股份,2026-01-15,226666667.00000003
sh603353,603353,和顺石油,2025-07-14,171906000.0
sh603355,603355,莱克电气,2025-12-31,573396130.0
sh603356,603356,华菱精工,2025-06-30,133340000.0
sh603357,603357,设计总院,2026-03-27,560577909.0
sh603358,603358,华达科技,2026-03-18,469743076.0
sh603359,603359,东珠生态,2025-06-30,446096000.0
sh603360,603360,百傲化学,2025-12-31,706223654.0
sh603363,603363,傲农生物,2026-03-27,2602961826.0
sh603365,603365,水星家纺,2025-11-28,262496300.0
sh603366,603366,日出东方,2025-06-30,813048101.0
sh603367,603367,辰欣药业,2025-06-30,452754129.00000006
sh603368,603368,柳药集团,2026-01-15,397211354.99999994
sh603369,603369,今世缘,2025-06-30,1246800037.0
sh603370,603370,华新精科,2026-03-05,174950000.0
sh603373,603373,安邦护卫,2025-06-30,107526882.0
sh603375,603375,盛景微,2025-12-01,100666667.0
sh603376,603376,大明电子,2025-11-06,400001000.0
sh603378,603378,亚士创能,2025-06-30,428596642.0
sh603379,603379,三美股份,2025-06-30,610479037.0
sh603380,603380,易德龙,2025-06-30,160441200.0
sh603381,603381,永臻股份,2025-06-30,237256326.0
sh603382,603382,海阳科技,2025-12-12,181251368.0
sh603383,603383,顶点软件,2025-12-16,205379059.00000003
sh603385,603385,惠达卫浴,2025-06-30,380664968.0
sh603386,603386,骏亚科技,2025-06-30,326322560.0
sh603387,603387,基蛋生物,2025-06-30,507153517.0
sh603390,603390,通达电气,2025-09-10,351651984.0
sh603391,603391,力聚热能,2025-06-30,91000000.0
sh603392,603392,万泰生物,2025-12-17,1264392804.0
sh603393,603393,新天然气,2025-12-31,423921327.0
sh603395,603395,红四方,2025-11-26,260000000.0
sh603396,603396,金辰股份,2025-06-30,138527478.0
sh603399,603399,永杉锂业,2025-08-07,512290649.0
sh603400,603400,华之杰,2025-12-22,100000000.0
sh603402,603402,陕西旅游,2026-01-06,77333334.0
sh603406,603406,天富龙,2026-02-09,400010000.0
sh603408,603408,建霖家居,2025-06-30,447573000.0
sh603409,603409,汇通控股,2026-03-05,126030000.0
sh603416,603416,信捷电气,2025-12-29,157138633.0
sh603418,603418,友升股份,2026-03-23,193068444.00000003
sh603421,603421,鼎信通讯,2025-06-30,652190511.0
sh603439,603439,三力制药,2025-10-28,408930216.0
sh603444,603444,吉比特,2025-12-31,72041101.0
sh603456,603456,九洲药业,2025-06-30,889446027.9999999
sh603458,603458,勘设股份,2025-06-30,306124514.0
sh603466,603466,风语筑,2025-12-31,594786019.0
sh603477,603477,巨星农牧,2025-12-31,510070372.0
sh603486,603486,科沃斯,2025-12-31,578921306.0
sh603488,603488,展鹏科技,2025-06-30,291990440.0
sh603489,603489,八方股份,2025-07-16,234617979.0
sh603496,603496,恒为科技,2025-06-30,320209243.0
sh603499,603499,翔港科技,2025-06-30,302594390.0
sh603500,603500,祥和实业,2025-11-18,332790245.99999994
sh603501,603501,豪威集团,2026-02-11,1260915524.0
sh603505,603505,金石资源,2025-07-15,841668812.9999999
sh603506,603506,南都物业,2025-06-30,187777779.0
sh603507,603507,振江股份,2025-07-18,184301307.00000003
sh603508,603508,思维列控,2025-06-30,381274377.0
sh603511,603511,爱慕股份,2025-07-24,404050611.99999994
sh603515,603515,欧普照明,2026-03-06,743207948.9999999
sh603516,603516,淳中科技,2025-09-30,203268279.0
sh603518,603518,锦泓集团,2026-01-19,345351984.0
sh603519,603519,立霸股份,2025-06-30,266327839.0
sh603520,603520,司太立,2025-06-30,438409881.0
sh603527,603527,众源新材,2025-06-30,316971200.0
sh603528,603528,多伦科技,2025-06-30,705930131.0
sh603529,603529,爱玛科技,2026-03-12,867892982.0
sh603530,603530,神马电力,2025-06-30,431684574.99999994
sh603533,603533,掌阅科技,2025-06-30,438896835.0
sh603535,603535,嘉诚国际,2025-08-26,510912924.0
sh603536,603536,惠发食品,2025-10-24,242380780.0
sh603538,603538,美诺华,2026-02-12,220450164.0
sh603551,603551,奥普科技,2026-03-23,384742650.0
sh603556,603556,海兴电力,2025-06-30,486264170.0
sh603558,603558,健盛集团,2025-12-31,342638049.0
sh603565,603565,中谷物流,2025-06-30,2100063103.0
sh603566,603566,普莱柯,2025-06-30,346062273.0
sh603567,603567,珍宝岛,2025-07-29,940996515.0000001
sh603568,603568,伟明环保,2025-12-31,1710128059.0
sh603569,603569,长久物流,2025-06-30,603507251.0
sh603577,603577,汇金通,2025-12-31,339139100.00000006
sh603578,603578,三星新材,2026-03-12,234060564.0
sh603579,603579,荣泰健康,2026-02-03,201052364.00000003
sh603583,603583,捷昌驱动,2025-10-29,385770955.00000006
sh603585,603585,苏利股份,2025-12-31,186891727.0
sh603586,603586,金麒麟,2025-06-30,196052779.99999997
sh603587,603587,地素时尚,2025-07-28,474092787.0
sh603588,603588,高能环境,2025-12-31,1523234457.0
sh603589,603589,口子窖,2025-07-23,598119472.0
sh603590,603590,康辰药业,2025-12-08,159010477.0
sh603596,603596,伯特利,2026-01-31,606512207.0
sh603598,603598,引力传媒,2025-12-31,269562900.0
sh603599,603599,广信股份,2025-06-30,910269345.0
sh603600,603600,永艺股份,2025-07-25,330433170.0
sh603601,603601,再升科技,2026-01-20,1142340971.0
sh603602,603602,纵横通信,2025-12-31,231057494.0
sh603605,603605,珀莱雅,2025-12-31,395975998.00000006
sh603606,603606,东方电缆,2025-12-31,687715368.0
sh603607,603607,京华激光,2025-06-30,178516800.0
sh603608,603608,天创时尚,2025-12-31,419717070.0
sh603609,603609,禾丰股份,2026-01-15,908291133.0
sh603610,603610,麒盛科技,2025-06-30,352991621.0
sh603611,603611,诺力股份,2025-12-31,257600791.0
sh603612,603612,索通发展,2025-06-30,498104459.0
sh603613,603613,国联股份,2025-06-30,720537813.0
sh603615,603615,茶花股份,2025-06-30,241820000.0
sh603616,603616,韩建河山,2025-09-26,391318000.0
sh603617,603617,君禾股份,2026-03-13,389811337.0
sh603618,603618,杭电股份,2025-06-30,691375616.0
sh603619,603619,中曼石油,2025-06-30,462338461.0
sh603626,603626,科森科技,2025-06-30,554879690.0
sh603628,603628,清源股份,2025-12-31,273103656.0
sh603629,603629,利通电子,2026-02-04,262380000.0
sh603630,603630,拉芳家化,2025-06-30,225204580.0
sh603633,603633,徕木股份,2025-06-30,426810818.0
sh603636,603636,南威软件,2025-06-30,580360523.0
sh603637,603637,镇海股份,2025-06-30,238685877.0
sh603638,603638,艾迪精密,2025-12-31,831088809.9999999
sh603639,603639,海利尔,2025-12-17,349648236.00000006
sh603648,603648,畅联股份,2025-06-30,362412800.0
sh603650,603650,彤程新材,2026-03-13,616082970.0
sh603655,603655,朗博科技,2025-06-30,106000000.0
sh603656,603656,泰禾智能,2026-02-04,182945358.0
sh603657,603657,春光科技,2025-06-30,135190050.0
sh603658,603658,安图生物,2025-06-30,571424768.0
sh603659,603659,璞泰来,2025-12-31,2136399076.0
sh603660,603660,苏州科达,2025-12-04,575786046.0
sh603661,603661,恒林股份,2025-06-30,139067031.0
sh603662,603662,柯力传感,2025-08-27,280829868.0
sh603663,603663,三祥新材,2025-06-30,423299750.0
sh603665,603665,康隆达,2025-06-30,161111057.0
sh603666,603666,亿嘉和,2025-08-13,205530420.0
sh603667,603667,五洲新春,2025-07-03,366202770.0
sh603668,603668,天马科技,2025-12-31,505723272.0
sh603669,603669,灵康药业,2025-12-31,721246136.0
sh603676,603676,卫信康,2025-06-30,435161500.0
sh603677,603677,奇精机械,2025-12-31,192600865.0
sh603678,603678,火炬电子,2025-09-03,475566631.0
sh603679,603679,华体科技,2025-12-31,167347121.0
sh603680,603680,今创集团,2025-06-30,783718766.9999999
sh603681,603681,永冠新材,2026-03-20,198018444.00000003
sh603682,603682,锦和商管,2025-12-31,472500000.0
sh603683,603683,晶华新材,2026-03-23,291161857.0
sh603685,603685,晨丰科技,2025-12-11,250950567.99999997
sh603686,603686,福龙马,2025-06-30,415430404.0
sh603687,603687,大胜达,2025-06-30,550031864.0
sh603688,603688,石英股份,2025-12-31,541678289.0
sh603689,603689,皖天然气,2026-03-19,525798074.0
sh603690,603690,至纯科技,2025-12-09,382964250.0
sh603693,603693,江苏新能,2025-06-30,891475880.0
sh603696,603696,安记食品,2025-06-30,235200000.0
sh603697,603697,有友食品,2025-12-31,427692097.99999994
sh603698,603698,航天工程,2025-06-30,535990000.0
sh603699,603699,纽威股份,2026-01-23,775282899.0
sh603700,603700,宁水集团,2025-11-28,199961934.0
sh603701,603701,德宏股份,2025-06-30,261361901.0
sh603703,603703,盛洋科技,2025-06-30,414982120.0
sh603706,603706,东方环宇,2025-06-30,189382714.0
sh603707,603707,健友股份,2025-12-31,1615635256.0
sh603708,603708,家家悦,2025-09-10,638338675.0
sh603709,603709,中源家居,2025-10-31,126077200.0
sh603711,603711,香飘飘,2025-07-02,412874100.00000006
sh603712,603712,七一二,2025-06-30,772000000.0
sh603713,603713,密尔克卫,2025-12-31,158127190.0
sh603716,603716,塞力医疗,2026-03-13,211451747.0
sh603717,603717,天域生物,2025-06-30,290146240.0
sh603718,603718,海利生物,2026-01-09,651904700.0
sh603719,603719,良品铺子,2025-06-30,401000000.0
sh603722,603722,阿科力,2025-08-28,97720121.0
sh603725,603725,天安新材,2025-06-30,304857680.0
sh603726,603726,朗迪集团,2025-09-22,185651200.0
sh603727,603727,博迈科,2025-12-31,281719277.0
sh603728,603728,鸣志电器,2025-06-30,418882500.0
sh603729,603729,龙韵股份,2026-01-30,93338000.0
sh603730,603730,岱美股份,2025-12-31,2148585282.0
sh603733,603733,仙鹤股份,2025-12-31,707724088.0
sh603737,603737,三棵树,2025-06-30,737817473.0
sh603738,603738,泰晶科技,2025-10-20,385887492.0
