date,baseline_v1_0_costed,fixed_1.2x_no_financing,fixed_1.2x_3pct_financing,fixed_1.5x_no_financing,fixed_1.5x_3pct_financing,targetvol_15_w60_max1p5_no_financing,targetvol_15_w60_max1p5_3pct_financing,targetvol_20_w60_max1p5_no_financing,targetvol_20_w60_max1p5_3pct_financing,targetvol_25_w60_max1p5_no_financing,targetvol_25_w60_max1p5_3pct_financing,targetvol_30_w60_max1p5_no_financing,targetvol_30_w60_max1p5_3pct_financing,targetvol_35_w60_max1p5_no_financing,targetvol_35_w60_max1p5_3pct_financing
2010-02-02,0.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2010-02-03,0.9987233438177388,1.0008717462048033,1.000847156040869,1.0010889049177714,1.0010274295079353,1.0007268008765506,1.0007268008765506,1.0007268008765506,1.0007268008765506,1.0007268008765506,1.0007268008765506,1.0007268008765506,1.0007268008765506,1.0007268008765506,1.0007268008765506
2010-02-04,0.9989267500988965,1.001116198946996,1.001066991781524,1.0013942373344045,1.0012712046030638,1.0009306151943804,1.0009306151943804,1.0009306151943804,1.0009306151943804,1.0009306151943804,1.0009306151943804,1.0009306151943804,1.0009306151943804,1.0009306151943804,1.0009306151943804
2010-02-05,1.0051623401193113,1.0086153075799098,1.0085411154145503,1.0107707265197299,1.010584988221828,1.0071787139209543,1.0071787139209543,1.0071787139209543,1.0071787139209543,1.0071787139209543,1.0071787139209543,1.0071787139209543,1.0071787139209543,1.0071787139209543,1.0071787139209543
2010-02-08,1.0056353793667743,1.009184904677255,1.0090858704218606,1.0114842444333243,1.0112362488937026,1.007652702093688,1.007652702093688,1.007652702093688,1.007652702093688,1.007652702093688,1.007652702093688,1.007652702093688,1.007652702093688,1.007652702093688,1.007652702093688
2010-02-09,1.0081604113690594,1.0122256380080228,1.0121014917696285,1.0152938211537799,1.0149827254199266,1.010182799355757,1.010182799355757,1.010182799355757,1.010182799355757,1.010182799355757,1.010182799355757,1.010182799355757,1.010182799355757,1.010182799355757,1.010182799355757
2010-02-10,1.008302078284162,1.0123963238019587,1.0122472688878965,1.0155078251088205,1.0151342673230876,1.010324750457249,1.010324750457249,1.010324750457249,1.010324750457249,1.010324750457249,1.010324750457249,1.010324750457249,1.010324750457249,1.010324750457249,1.010324750457249
2010-02-11,1.0115366562097963,1.0162935782515805,1.0161190582192188,1.0203943654598961,1.0199566043496193,1.0135658170045998,1.0135658170045998,1.0135658170045998,1.0135658170045998,1.0135658170045998,1.0135658170045998,1.0135658170045998,1.0135658170045998,1.0135658170045998,1.0135658170045998
2010-02-12,1.0061459679404212,1.0097943315814106,1.0095959410788924,1.0122375262060943,1.011740562224936,1.008164314917232,1.008164314917232,1.008164314917232,1.008164314917232,1.008164314917232,1.008164314917232,1.008164314917232,1.008164314917232,1.008164314917232,1.008164314917232
2010-02-22,1.0049256816395646,1.0083247232600558,1.0081017953562703,1.0103961558612,1.009837898745958,1.0069415807000244,1.0069415807000244,1.0069415807000244,1.0069415807000244,1.0069415807000244,1.0069415807000244,1.0069415807000244,1.0069415807000244,1.0069415807000244,1.0069415807000244
2010-02-23,0.9963444783774182,0.9979924494659279,0.9977470165094079,0.9974542812323363,0.9968410944737095,0.9983431633892075,0.9983431633892075,0.9983431633892075,0.9983431633892075,0.9983431633892075,0.9983431633892075,0.9983431633892075,0.9983431633892075,0.9983431633892075,0.9983431633892075
2010-02-24,0.9996520925897764,1.0019681515424488,1.0016972060920681,1.002421228952297,1.0017437075390743,1.0016574127353914,1.0016574127353914,1.0016574127353914,1.0016574127353914,1.0016574127353914,1.0016574127353914,1.0016574127353914,1.0016574127353914,1.0016574127353914,1.0016574127353914
2010-02-25,0.9945365853481247,0.9958153205248,0.995521406982856,0.99472671238913,0.9939928089788094,0.9965316436938567,0.9965316436938567,0.9965316436938567,0.9965316436938567,0.9965316436938567,0.9965316436938567,0.9965316436938567,0.9965316436938567,0.9965316436938567,0.9965316436938567
