candidate,version,lookback,halflife,exit_buffer,target_vol,scale_threshold,execution_hedge_ratio,signal_spread_hedge_ratio,ann_return_full,ann_return_last_10y,ann_return_last_1y,ann_return_last_3y,ann_return_last_5y,ann_return_last_8y,ann_vol_full,ann_vol_last_10y,ann_vol_last_1y,ann_vol_last_3y,ann_vol_last_5y,ann_vol_last_8y,sharpe_repo_full,sharpe_repo_last_10y,sharpe_repo_last_1y,sharpe_repo_last_3y,sharpe_repo_last_5y,sharpe_repo_last_8y,max_dd_full,max_dd_last_10y,max_dd_last_1y,max_dd_last_3y,max_dd_last_5y,max_dd_last_8y,holding_day_ratio_full,holding_day_ratio_last_10y,holding_day_ratio_last_1y,holding_day_ratio_last_3y,holding_day_ratio_last_5y,holding_day_ratio_last_8y,avg_execution_scale_full,avg_execution_scale_last_10y,avg_execution_scale_last_1y,avg_execution_scale_last_3y,avg_execution_scale_last_5y,avg_execution_scale_last_8y,avg_target_vol_turnover_full,avg_target_vol_turnover_last_10y,avg_target_vol_turnover_last_1y,avg_target_vol_turnover_last_3y,avg_target_vol_turnover_last_5y,avg_target_vol_turnover_last_8y,cost_total_full,cost_total_last_10y,cost_total_last_1y,cost_total_last_3y,cost_total_last_5y,cost_total_last_8y,cost_days_full,cost_days_last_10y,cost_days_last_1y,cost_days_last_3y,cost_days_last_5y,cost_days_last_8y,distance
v2_3_lb15_h5p00_gap13_tv25_thr30_exec0p80,v2_3,15,5.0,0.13,0.25,0.3,0.8,1.0,0.3672983784223576,0.3130559891463684,0.1680054886316251,0.3669392213702189,0.3245833835977985,0.2794358758265332,0.1530325853822602,0.1683042453688156,0.1807927602792511,0.1847436012198299,0.1947793751023144,0.1732533434497057,2.4001318248978314,1.860059967354652,0.9292711078260274,1.9862080144989211,1.6664155710906257,1.6128743622639037,-0.1624297510564898,-0.1433948927305772,-0.1329818012777203,-0.1433948927305774,-0.1433948927305773,-0.1433948927305772,0.724768280123584,0.7201986754966887,0.625,0.7535014005602241,0.7408333333333333,0.705699481865285,1.0327284949358628,1.0002555771237132,0.7858523971828487,0.9085186205351696,0.9557523355137192,0.9583510229693736,0.000340580325377,0.0005475223442733,0.0,0.0010713916809403,0.0011023449864703,0.00068539584651,1.7376265195428025,1.1348935687231376,0.1027487068690291,0.3157215987709294,0.5590085274437638,0.903605863805106,2782,1709,150,470,832,1321,1.0657397768306058
v2_3_lb15_h4p00_gap13_tv25_thr20_exec0p80,v2_3,15,4.0,0.13,0.25,0.2,0.8,1.0,0.3693999211664005,0.3151496868511338,0.1976332505695921,0.4006694405982147,0.3467801778531942,0.2951983892959153,0.1519708462925587,0.1668332633887793,0.1814583135055514,0.1798590066103249,0.1922303335320762,0.1717554672537593,2.4307288547651407,1.889009903958576,1.0891385836865826,2.227686275763152,1.8039826050415155,1.718713203229658,-0.1624297510564899,-0.1446822189561736,-0.1446822189561732,-0.144682218956173,-0.1446822189561734,-0.1446822189561731,0.7216786817713697,0.7135761589403974,0.6120689655172413,0.7464985994397759,0.7383333333333333,0.7020725388601037,1.0305541822396187,0.9944836274083936,0.7976630578266005,0.9108859100424056,0.960381476753542,0.9581204372117508,0.0005270757336088,0.0008473353267123,0.0016500683961535,0.0022365278255585,0.0017059684577807,0.0010607057768585,1.799611158974305,1.1953437819251318,0.1048198301780111,0.3191504010368745,0.5628079209736266,0.9203593556956248,2774,1698,147,466,830,1316,1.1606249868943224
v2_3_lb17_h6p00_gap13_tv25_thr30_exec0p80,v2_3,17,6.0,0.13,0.25,0.3,0.8,1.0,0.3613310776093659,0.2929624914443902,0.0659609272297492,0.3481512254333576,0.3008316384826373,0.2593512839736778,0.1527456984437914,0.1682830745494438,0.1792556781065051,0.1842662679659201,0.1938606882025081,0.1735607579589919,2.365572852726398,1.7408910089666445,0.367971201395129,1.8893920698374809,1.5517928945366506,1.4942967927978053,-0.178258473359413,-0.1782584733594127,-0.1547489451384066,-0.1547489451384064,-0.1547489451384065,-0.1782584733594124,0.7281153450051493,0.7276490066225165,0.6163793103448276,0.7591036414565826,0.7441666666666666,0.7134715025906736,1.0368336097417887,1.0091315149988025,0.7657972600797788,0.9095291373880016,0.9562510671076409,0.9671304353560138,0.0004838525212198,0.0007778490034841,0.0024105034474969,0.0018507603205108,0.0015660693270147,0.0009737218613563,1.5438084953409876,1.0112170199311592,0.1029958884243408,0.2713542344478231,0.5049902834066818,0.8208448887836195,2785,1720,148,473,834,1332,1.162476387438193
v2_3_lb12_h4p00_gap13_tv25_thr30_exec0p80,v2_3,12,4.0,0.13,0.25,0.3,0.8,1.0,0.3520322357246093,0.2961901827898041,0.1845305240878478,0.3369163052201631,0.3075790113045489,0.2738675838426776,0.1499723913986327,0.1646211934392665,0.1759993809884873,0.1746383354622611,0.1877086774564689,0.1689184643274135,2.3473136118026763,1.799222667518063,1.0484725744570575,1.9292230673658128,1.6385977221318324,1.6213004595627978,-0.1699509224994404,-0.1590608815124636,-0.1131656397314144,-0.1131656397314144,-0.1590608815124632,-0.1590608815124632,0.7070030895983522,0.6924668874172185,0.603448275862069,0.7016806722689075,0.71,0.6797927461139897,1.010416528273936,0.9652143194602516,0.7753605185501841,0.8513415860438198,0.9225740934125416,0.92769833980102,0.0001413297156704,0.0002272038972118,0.0,0.0007688019827226,0.0004574371797199,0.0002844168993077,2.0895656901608497,1.3749027393411848,0.1422261400602147,0.4119602532915492,0.6956929998642916,1.0815101163903664,2752,1673,148,454,819,1298,1.2112539577787733
v2_3_lb17_h4p00_gap13_tv25_thr30_exec1p00,v2_3,17,4.0,0.13,0.25,0.3,1.0,1.0,0.3604596393728247,0.3383422317400462,0.0727843381721571,0.3448231386168732,0.3266836094116936,0.2959253859516195,0.1494409861492121,0.1699333648613179,0.1840870706988032,0.1877138011267053,0.2009731064288805,0.1786255209927272,2.412053404230865,1.9910288483733969,0.3953799574074611,1.8369621015991275,1.6255090803768757,1.6566803237688985,-0.1581777999085395,-0.1581777999085394,-0.1581777999085398,-0.1581777999085396,-0.1581777999085392,-0.1581777999085395,0.7281153450051493,0.7288907284768212,0.625,0.7619047619047619,0.7483333333333333,0.7119170984455958,1.0413057350587844,1.019839186659072,0.7852342290102352,0.942604706282822,0.9811092370105368,0.9758712305535328,0.0003746438529502,0.0006022834126071,0.0,0.0020379786062447,0.0012125972707156,0.0007539464895641,1.6301825380656276,1.0448372921639957,0.1021198276993202,0.2919433750412732,0.5209546294249003,0.8539463085574392,2784,1724,150,475,839,1330,1.2247448713915887
v2_3_lb17_h4p00_gap13_tv25_thr30_exec0p60,v2_3,17,4.0,0.13,0.25,0.3,0.6,1.0,0.3750074449411331,0.3317469543764577,0.2715669757451446,0.4223615416533652,0.3590245264426288,0.2885178484567996,0.1725780404591564,0.1796325335157241,0.1862960700718078,0.1885758606236275,0.1981861212751122,0.1811497561344217,2.172973131131855,1.846808859640218,1.457717146907442,2.2397434128450997,1.8115523132129352,1.592703488061588,-0.2807374808568392,-0.1641721084773278,-0.1126959392861918,-0.1297573628455995,-0.1417625396333003,-0.164172108477328,0.7281153450051493,0.7288907284768212,0.625,0.7619047619047619,0.7483333333333333,0.7119170984455958,1.007314418982802,0.9975865746591313,0.7950718092342798,0.8887802825568246,0.9428971952993817,0.9499833383113409,0.0008192957432529,0.0006692637979141,0.0021217931657832,0.0015646383390144,0.0013474511131339,0.0008377934382179,1.5962670745118537,1.025756392054588,0.1032318539191028,0.2777099559962449,0.505288549438925,0.8367573246744019,2692,1684,150,435,799,1290,1.2247448713915894
v2_3_lb17_h4p00_gap20_tv25_thr30_exec0p80,v2_3,17,4.0,0.2,0.25,0.3,0.8,1.0,0.3863410361088064,0.333220533926406,0.1328246378327391,0.3926148943706067,0.3486890857680871,0.2938961508697981,0.154111254652829,0.1697187593244586,0.1824517833880963,0.183282885800126,0.1944356490948191,0.1744915624281491,2.506896962062429,1.9633689007198905,0.7279985723691479,2.142125232569513,1.7933392739005607,1.6843000703304296,-0.1624297510564899,-0.1540460760816295,-0.1373153972170203,-0.1373153972170202,-0.1373153972170201,-0.1540460760816301,0.7479402677651905,0.7450331125827815,0.6336206896551724,0.7745098039215687,0.7583333333333333,0.7284974093264248,1.0628482810854565,1.0319133790297643,0.7852010731068257,0.9212111846124869,0.9708685533566446,0.9855454527129076,0.0007159824279975,0.0007785081748106,0.002408632911186,0.0018540287053032,0.0015673964586187,0.0009745470209028,1.5294369179127398,0.9896729834865184,0.102998447525223,0.2600828125790919,0.4919593617161394,0.8133516720111098,2846,1758,152,481,848,1358,1.2326312688558734
v2_3_lb17_h3p00_gap13_tv25_thr20_exec0p80,v2_3,17,3.0,0.13,0.25,0.2,0.8,1.0,0.3853764699440662,0.3495894925185412,0.2642584436337862,0.4107057336384165,0.3595173149311441,0.3171166205319464,0.1513363933475,0.1664199603659723,0.1771273149004995,0.1778862294681236,0.1911523685675685,0.1710904914254192,2.546489059370943,2.1006464113425025,1.4919124347491644,2.3088112827306464,1.8807892239329584,1.8535023068197929,-0.1699509224994403,-0.145009449448998,-0.1157369597713284,-0.1157369597713284,-0.1450094494489983,-0.1450094494489981,0.7255406797116375,0.7214403973509934,0.603448275862069,0.7394957983193278,0.7366666666666667,0.7041450777202073,1.0364578646637053,1.0058370638881753,0.7861769395163734,0.9023246328922104,0.958950875000913,0.9606747908569072,0.0007200557927763,0.0011575731370625,0.0016238688269577,0.0022280148002736,0.0017009032077362,0.0014490656472244,1.7468138868370455,1.1256579851977089,0.1032495958850314,0.3307943889417639,0.5746192845285494,0.9049514278206604,2789,1713,145,463,830,1320,1.2573615975019097
v2_3_lb17_h5p00_gap13_tv25_thr20_exec0p80,v2_3,17,5.0,0.13,0.25,0.2,0.8,1.0,0.3706451867697149,0.3073361588581467,0.0977815702466702,0.3845499196974191,0.31981784329012,0.2751561853935562,0.1535845498544238,0.1692893841469629,0.1862387060769273,0.1867120429360891,0.1952646293817626,0.1747146937353083,2.4132973474287187,1.8154485020238664,0.525033556699437,2.0595881960814344,1.6378687952995468,1.5748886342119348,-0.1624297510564899,-0.1605100080271604,-0.1605100080271607,-0.1605100080271607,-0.1605100080271606,-0.1605100080271606,0.7270854788877446,0.7264072847682119,0.6206896551724138,0.7591036414565826,0.7425,0.71139896373057,1.0392228510744277,1.014214219194154,0.8062141287738963,0.9315619694937052,0.9677342448876152,0.9727158308668789,0.0007184720397913,0.0011550270705917,0.0016238688269577,0.0032776808412625,0.0023254545021246,0.0014458784469168,1.545808056348697,1.012982482578213,0.1047256297946639,0.2747265640481117,0.5044172214635716,0.822548876020837,2779,1717,149,473,832,1328,1.2573615975019097
v2_3_lb20_h3p00_gap13_tv25_thr30_exec0p80,v2_3,20,3.0,0.13,0.25,0.3,0.8,1.0,0.3770035663457591,0.3310482781256876,0.1775543114634457,0.3781728411733627,0.3274679143025345,0.2868981945603368,0.1537790116424711,0.1692874429627111,0.1804952463790652,0.18629181864027,0.1957750297105078,0.17446036532922,2.4515931161157045,1.9555394796683625,0.9837063026610512,2.0300024119879114,1.6726745733955997,1.644489245559804,-0.174124805603785,-0.1741248056037843,-0.1376186350116219,-0.1377178147799439,-0.1377178147799441,-0.1741248056037845,0.7294026776519053,0.7280629139072847,0.6120689655172413,0.7507002801120448,0.7408333333333333,0.7103626943005181,1.040117448148178,1.013582851244836,0.7702288313717434,0.9068078325384664,0.9572985588726024,0.9672622635272144,0.0005721094013767,0.0005472156104914,0.0,0.0010713916809403,0.0011017274291227,0.0006850118730296,1.6418994420692732,1.0664738682987889,0.1013306628609096,0.2994010175360652,0.5428066650337684,0.8755214092823965,2789,1724,147,468,832,1329,1.3079905683863604
v2_3_lb20_h5p00_gap13_tv25_thr30_exec0p80,v2_3,20,5.0,0.13,0.25,0.3,0.8,1.0,0.3734037068156803,0.3119360010634284,0.0820492998962101,0.3343886958371129,0.3161701013609825,0.2782142151154634,0.1536699351402788,0.1696985469774098,0.1797738559893096,0.1857122802736259,0.1957321363584965,0.1752041945755413,2.4299073626524006,1.838177206696727,0.4564028481487833,1.800573959591844,1.6153203415809847,1.5879426619292962,-0.1956489143662976,-0.1956489143662971,-0.1558336538661414,-0.155833653866142,-0.1558336538661414,-0.1956489143662969,0.7381565396498455,0.7388245033112583,0.6379310344827587,0.7647058823529411,0.7516666666666667,0.7253886010362695,1.0514928398008274,1.025868456037423,0.7870822668624202,0.9158746823994688,0.9674481083987296,0.984973155329748,0.0007195284655955,0.000784208841214,0.0025069894294752,0.0018821115079323,0.0015788738003109,0.0009816831919031,1.456541760836005,0.933567006737652,0.1041395812614696,0.2604787305243039,0.4673337128361254,0.7579489739507681,2818,1745,153,480,844,1354,1.3079905683863604
v2_3_lb17_h4p00_gap13_tv25_thr10_exec0p80,v2_3,17,4.0,0.13,0.25,0.1,0.8,1.0,0.3811839197284736,0.3364418360403018,0.1717746805695308,0.3883849676144331,0.3450920252221081,0.2929376242750503,0.1529205212246581,0.1686130955713493,0.187137163548178,0.1861201343341199,0.195608738158879,0.1736717815618229,2.4926930452222944,1.9953481958222812,0.9179078987445902,2.086743430547984,1.7641953445955698,1.6867312676859465,-0.16242975105649,-0.1389819002323786,-0.1302875092714144,-0.1302875092714146,-0.1389819002323783,-0.1389819002323782,0.7281153450051493,0.7288907284768212,0.625,0.7619047619047619,0.7483333333333333,0.7119170984455958,1.0376340403374429,1.0152058974662608,0.8151646313485604,0.9309369041684292,0.9730198443046172,0.9700712167246044,0.0011212484361523,0.0016332853938884,0.0017016792579774,0.0040433515933787,0.0027810285996337,0.002044568658878,1.630962770047939,1.0458105839616212,0.1050187818267009,0.291175177184252,0.5210912269158824,0.8549196003550652,2787,1727,150,478,842,1333,1.3522468075656264
v2_3_lb17_h4p00_gap13_tv25_thr50_exec0p80,v2_3,17,4.0,0.13,0.25,0.5,0.8,1.0,0.3847198276779029,0.3408994359151578,0.1671703139422735,0.3941542585903503,0.3517382166350868,0.2983315985700143,0.1544596317171729,0.170581406911582,0.181443756082491,0.1853794573776104,0.1987586031533501,0.1760651724325844,2.490746762768109,1.9984559987352968,0.9213340682071844,2.126202461513705,1.7696754306715816,1.6944384539437851,-0.16242975105649,-0.1580581799055426,-0.1282091698002893,-0.1298145931761929,-0.1580581799055423,-0.1580581799055429,0.7281153450051493,0.7288907284768212,0.625,0.7619047619047619,0.7483333333333333,0.7119170984455958,1.0409654730999285,1.0192921761258784,0.7857034745687601,0.9200732043112548,0.9790793548380784,0.975186475399027,0.0002317818922549,0.0003726162539396,0.0,0.0012608415539469,0.0007502007245984,0.0004664460463824,1.629223142718378,1.043877896816746,0.1027444589124961,0.2863078317115982,0.5196051506193394,0.8529869132101897,2779,1719,150,470,834,1325,1.3522468075656267
v2_3_lb15_h4p00_gap08_tv25_thr30_exec0p80,v2_3,15,4.0,0.08,0.25,0.3,0.8,1.0,0.3636023873268634,0.3123617695533218,0.187313507909973,0.3746986766558786,0.3441489237527599,0.2930001158068485,0.1506606169101396,0.1655590531891558,0.1771110780194056,0.1773468489586908,0.190367926835491,0.1705372485259642,2.41338708671113,1.8867090837759248,1.0576046964687864,2.11280143321383,1.8078093798340344,1.718100405274448,-0.1699509224994402,-0.138841663857706,-0.1157369597713283,-0.1157369597713284,-0.138841663857706,-0.138841663857706,0.7077754891864058,0.6986754966887417,0.5948275862068966,0.7282913165266106,0.7258333333333333,0.6906735751295336,1.0098290157643095,0.9710992952105044,0.7644643108247312,0.8812329514294512,0.9395510212617924,0.9397284441598854,0.0003403895249606,0.0005472156104914,0.0,0.0010713916809403,0.0011017274291227,0.0006850118730296,1.8654238139162127,1.247794141785072,0.1157938104900948,0.3582607168659206,0.6015492644401244,0.95867037129327,2731,1666,144,456,818,1297,1.3649524894371332
