candidate,version,lookback,halflife,exit_buffer,target_vol,scale_threshold,execution_hedge_ratio,signal_spread_hedge_ratio,segment,start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,final_nav,holding_days,holding_day_ratio,avg_execution_scale,avg_target_vol_turnover,cost_total,cost_days
v2_3_lb12_h6p00_gap05_tv30_thr10_exec0p80,v2_3,12,6.0,0.05,0.3,0.1,0.8,1.0,last_8y,2018-05-21,2026-05-20,1930,0.2934618303840521,0.1798184293364382,1.6319897324594486,-0.1814413992974219,7.829300714708256,1275,0.6606217616580311,0.950053504550478,0.0007472401192587,1.1914032170940292,1288
v2_3_lb12_h6p00_gap05_tv30_thr10_exec0p80,v2_3,12,6.0,0.05,0.3,0.1,0.8,1.0,last_5y,2021-05-20,2026-05-20,1200,0.3491938157506165,0.2030557876848623,1.719693980319127,-0.1814413992974225,4.469744290266292,832,0.6933333333333334,0.9742527198186852,0.0012018111918077,0.7641196105366531,823
v2_3_lb12_h6p00_gap05_tv30_thr10_exec0p80,v2_3,12,6.0,0.05,0.3,0.1,0.8,1.0,last_3y,2023-05-22,2026-05-20,714,0.3729469978912751,0.1963776560443158,1.8991315275049088,-0.1197046009285498,2.58405517932132,495,0.6932773109243697,0.931547092201078,0.002019850742534,0.4569995047172204,471
v2_3_lb12_h6p00_gap05_tv30_thr10_exec0p80,v2_3,12,6.0,0.05,0.3,0.1,0.8,1.0,last_1y,2025-05-20,2026-05-20,232,0.1871283398089462,0.1988867398961765,0.9408789138312164,-0.1197046009285499,1.186988966260646,136,0.5862068965517241,0.8680025815061551,0.0,0.1559124294844665,144
v2_3_lb12_h6p00_gap05_tv30_thr20_exec0p80,v2_3,12,6.0,0.05,0.3,0.2,0.8,1.0,full,2010-05-05,2026-05-20,3884,0.3501959338260316,0.155176163747959,2.256763702412624,-0.1814413992974223,123.51048772214403,2656,0.6838311019567456,1.0009926708392578,0.0002295853233085,2.277412114252185,2694
v2_3_lb12_h6p00_gap05_tv30_thr20_exec0p80,v2_3,12,6.0,0.05,0.3,0.2,0.8,1.0,last_10y,2016-05-20,2026-05-20,2416,0.3135099901720559,0.1729133450755931,1.813104650974149,-0.1814413992974222,15.281700225024858,1624,0.6721854304635762,0.9753127208359592,0.000369085014789,1.4946181798259626,1651
v2_3_lb12_h6p00_gap05_tv30_thr20_exec0p80,v2_3,12,6.0,0.05,0.3,0.2,0.8,1.0,last_8y,2018-05-21,2026-05-20,1930,0.293381743342515,0.1795356853991366,1.6341138124728811,-0.1814413992974219,7.8254247584892065,1275,0.6606217616580311,0.9496660795542372,0.0004620255936427,1.190563261793177,1287
v2_3_lb12_h6p00_gap05_tv30_thr20_exec0p80,v2_3,12,6.0,0.05,0.3,0.2,0.8,1.0,last_5y,2021-05-20,2026-05-20,1200,0.3490601852189285,0.2026530541216902,1.7224521324476216,-0.1814413992974225,4.467531508587476,832,0.6933333333333334,0.9736296112830648,0.0007430911631086,0.7632796552358008,822
v2_3_lb12_h6p00_gap05_tv30_thr20_exec0p80,v2_3,12,6.0,0.05,0.3,0.2,0.8,1.0,last_3y,2023-05-22,2026-05-20,714,0.3727200353495183,0.1956769424705927,1.904772379635544,-0.1197046009285495,2.582775922704721,495,0.6932773109243697,0.9304998509647412,0.001248892711107,0.4561595494163681,470
v2_3_lb12_h6p00_gap05_tv30_thr20_exec0p80,v2_3,12,6.0,0.05,0.3,0.2,0.8,1.0,last_1y,2025-05-20,2026-05-20,232,0.1871283398089462,0.1988867398961765,0.9408789138312164,-0.1197046009285499,1.186988966260646,136,0.5862068965517241,0.8680025815061551,0.0,0.1559124294844665,144
v2_3_lb12_h6p00_gap05_tv30_thr30_exec0p80,v2_3,12,6.0,0.05,0.3,0.3,0.8,1.0,full,2010-05-05,2026-05-20,3884,0.3507217094257466,0.1549118671134197,2.264008019275653,-0.1814413992974223,124.28425979199876,2656,0.6838311019567456,0.9993775420154,0.0,2.2740909062596213,2693
v2_3_lb12_h6p00_gap05_tv30_thr30_exec0p80,v2_3,12,6.0,0.05,0.3,0.3,0.8,1.0,last_10y,2016-05-20,2026-05-20,2416,0.3143306833747632,0.1725322114439229,1.821866657501972,-0.1814413992974222,15.377437461854628,1624,0.6721854304635762,0.9727162140678036,0.0,1.4912969718333988,1650
v2_3_lb12_h6p00_gap05_tv30_thr30_exec0p80,v2_3,12,6.0,0.05,0.3,0.3,0.8,1.0,last_8y,2018-05-21,2026-05-20,1930,0.2943921759238925,0.1790762736642818,1.6439485248380583,-0.1814413992974219,7.87444970547582,1275,0.6606217616580311,0.9464157374030124,0.0,1.1872420538006132,1286
v2_3_lb12_h6p00_gap05_tv30_thr30_exec0p80,v2_3,12,6.0,0.05,0.3,0.3,0.8,1.0,last_5y,2021-05-20,2026-05-20,1200,0.350746522461373,0.2019968950789195,1.7363956130332476,-0.1814413992974225,4.49551982898273,832,0.6933333333333334,0.9684019776565116,0.0,0.759958447243237,821
v2_3_lb12_h6p00_gap05_tv30_thr30_exec0p80,v2_3,12,6.0,0.05,0.3,0.3,0.8,1.0,last_3y,2023-05-22,2026-05-20,714,0.3755852692824815,0.1945319315832486,1.9307126918736848,-0.1197046009285495,2.598956571883094,495,0.6932773109243697,0.9217139120965844,0.0,0.4528383414238043,469
v2_3_lb12_h6p00_gap05_tv30_thr30_exec0p80,v2_3,12,6.0,0.05,0.3,0.3,0.8,1.0,last_1y,2025-05-20,2026-05-20,232,0.1871283398089462,0.1988867398961765,0.9408789138312164,-0.1197046009285499,1.186988966260646,136,0.5862068965517241,0.8680025815061551,0.0,0.1559124294844665,144
v2_3_lb12_h6p00_gap05_tv30_thr50_exec0p80,v2_3,12,6.0,0.05,0.3,0.5,0.8,1.0,full,2010-05-05,2026-05-20,3884,0.3507217094257466,0.1549118671134197,2.264008019275653,-0.1814413992974223,124.28425979199876,2656,0.6838311019567456,0.9993775420154,0.0,2.2740909062596213,2693
v2_3_lb12_h6p00_gap05_tv30_thr50_exec0p80,v2_3,12,6.0,0.05,0.3,0.5,0.8,1.0,last_10y,2016-05-20,2026-05-20,2416,0.3143306833747632,0.1725322114439229,1.821866657501972,-0.1814413992974222,15.377437461854628,1624,0.6721854304635762,0.9727162140678036,0.0,1.4912969718333988,1650
v2_3_lb12_h6p00_gap05_tv30_thr50_exec0p80,v2_3,12,6.0,0.05,0.3,0.5,0.8,1.0,last_8y,2018-05-21,2026-05-20,1930,0.2943921759238925,0.1790762736642818,1.6439485248380583,-0.1814413992974219,7.87444970547582,1275,0.6606217616580311,0.9464157374030124,0.0,1.1872420538006132,1286
v2_3_lb12_h6p00_gap05_tv30_thr50_exec0p80,v2_3,12,6.0,0.05,0.3,0.5,0.8,1.0,last_5y,2021-05-20,2026-05-20,1200,0.350746522461373,0.2019968950789195,1.7363956130332476,-0.1814413992974225,4.49551982898273,832,0.6933333333333334,0.9684019776565116,0.0,0.759958447243237,821
v2_3_lb12_h6p00_gap05_tv30_thr50_exec0p80,v2_3,12,6.0,0.05,0.3,0.5,0.8,1.0,last_3y,2023-05-22,2026-05-20,714,0.3755852692824815,0.1945319315832486,1.9307126918736848,-0.1197046009285495,2.598956571883094,495,0.6932773109243697,0.9217139120965844,0.0,0.4528383414238043,469
v2_3_lb12_h6p00_gap05_tv30_thr50_exec0p80,v2_3,12,6.0,0.05,0.3,0.5,0.8,1.0,last_1y,2025-05-20,2026-05-20,232,0.1871283398089462,0.1988867398961765,0.9408789138312164,-0.1197046009285499,1.186988966260646,136,0.5862068965517241,0.8680025815061551,0.0,0.1559124294844665,144
v2_3_lb12_h6p00_gap08_tv15_thr10_exec0p80,v2_3,12,6.0,0.08,0.15,0.1,0.8,1.0,full,2010-05-05,2026-05-20,3884,0.2831703259568974,0.1170548278898722,2.419125559035552,-0.1569320567457401,54.57527316423297,2696,0.694129763130793,0.8437708675974855,0.0031250919225085,1.9285136797160745,2233
v2_3_lb12_h6p00_gap08_tv15_thr10_exec0p80,v2_3,12,6.0,0.08,0.15,0.1,0.8,1.0,last_10y,2016-05-20,2026-05-20,2416,0.2307396203653906,0.1214778603788727,1.8994376394657064,-0.1246645336734902,7.97146946624285,1648,0.6821192052980133,0.7454834234280242,0.0035726082033984,1.1885055536056748,1236
v2_3_lb12_h6p00_gap08_tv15_thr10_exec0p80,v2_3,12,6.0,0.08,0.15,0.1,0.8,1.0,last_8y,2018-05-21,2026-05-20,1930,0.2043531861671781,0.1206814627961921,1.6933270564700682,-0.1022848805443943,4.423946184376163,1295,0.6709844559585493,0.6873811065689488,0.0038990299780188,0.9054189808290548,878
v2_3_lb12_h6p00_gap08_tv15_thr10_exec0p80,v2_3,12,6.0,0.08,0.15,0.1,0.8,1.0,last_5y,2021-05-20,2026-05-20,1200,0.2225360787044747,0.1254805285709819,1.7734710017466206,-0.0889035063634936,2.730540960164604,846,0.705,0.6196209499398988,0.0038880671424907,0.5275234416376691,449
v2_3_lb12_h6p00_gap08_tv15_thr10_exec0p80,v2_3,12,6.0,0.08,0.15,0.1,0.8,1.0,last_3y,2023-05-22,2026-05-20,714,0.2220627143846523,0.1157670973626224,1.9181850408590213,-0.0806743390265763,1.82332125912036,502,0.7030812324929971,0.5706637197799673,0.0042560297667834,0.3202477843789921,241
v2_3_lb12_h6p00_gap08_tv15_thr10_exec0p80,v2_3,12,6.0,0.08,0.15,0.1,0.8,1.0,last_1y,2025-05-20,2026-05-20,232,0.1268069875683226,0.1098821965276381,1.154026690178399,-0.0806743390265765,1.1267149124901668,138,0.5948275862068966,0.4798547260270029,0.002795035978002,0.0976672964699655,52
v2_3_lb12_h6p00_gap08_tv15_thr20_exec0p80,v2_3,12,6.0,0.08,0.15,0.2,0.8,1.0,full,2010-05-05,2026-05-20,3884,0.2818714721560758,0.1161155384170188,2.4275086349232518,-0.1569320567457401,53.69584131533491,2696,0.694129763130793,0.8398737964586523,0.0013406306345183,1.9185163181408045,2148
v2_3_lb12_h6p00_gap08_tv15_thr20_exec0p80,v2_3,12,6.0,0.08,0.15,0.2,0.8,1.0,last_10y,2016-05-20,2026-05-20,2416,0.2309441706084736,0.1201864934120962,1.921548454006481,-0.1246645336734902,7.984726230499905,1648,0.6821192052980133,0.740191579699455,0.0013145452457547,1.180114803398391,1172
v2_3_lb12_h6p00_gap08_tv15_thr20_exec0p80,v2_3,12,6.0,0.08,0.15,0.2,0.8,1.0,last_8y,2018-05-21,2026-05-20,1930,0.2046974086243154,0.118950260929386,1.720865570407051,-0.1030600457122709,4.434068288746759,1295,0.6709844559585493,0.6800586279672456,0.0016455654475355,0.8978098908593156,814
v2_3_lb12_h6p00_gap08_tv15_thr20_exec0p80,v2_3,12,6.0,0.08,0.15,0.2,0.8,1.0,last_5y,2021-05-20,2026-05-20,1200,0.2253154993348012,0.1241028811785373,1.8155541369797608,-0.0826028291070671,2.761717378676809,846,0.705,0.6180010450733565,0.0016448324650992,0.5255154433914605,396
v2_3_lb12_h6p00_gap08_tv15_thr20_exec0p80,v2_3,12,6.0,0.08,0.15,0.2,0.8,1.0,last_3y,2023-05-22,2026-05-20,714,0.2287419779053605,0.1156051414821623,1.978648829737863,-0.0752375367937793,1.853333000392101,502,0.7030812324929971,0.5738577451355279,0.0016799531603515,0.3192171877529809,239
v2_3_lb12_h6p00_gap08_tv15_thr20_exec0p80,v2_3,12,6.0,0.08,0.15,0.2,0.8,1.0,last_1y,2025-05-20,2026-05-20,232,0.1329961373460126,0.1085349684802375,1.2253759245365154,-0.0752375367937793,1.132899309032298,138,0.5948275862068966,0.4779134081315537,0.0019214429250498,0.0970714582705269,52
v2_3_lb12_h6p00_gap08_tv15_thr30_exec0p80,v2_3,12,6.0,0.08,0.15,0.3,0.8,1.0,full,2010-05-05,2026-05-20,3884,0.2814232185131449,0.1162856393959013,2.420102946289206,-0.1569320567457401,53.39543330002632,2696,0.694129763130793,0.8398458560416344,0.0010787279822503,1.9179039188763636,2142
v2_3_lb12_h6p00_gap08_tv15_thr30_exec0p80,v2_3,12,6.0,0.08,0.15,0.3,0.8,1.0,last_10y,2016-05-20,2026-05-20,2416,0.2323056284942599,0.1206675777113835,1.925170231310152,-0.1246645336734902,8.073468112069671,1648,0.6821192052980133,0.7417070175908274,0.0010344529741331,1.1801734771262358,1167
v2_3_lb12_h6p00_gap08_tv15_thr30_exec0p80,v2_3,12,6.0,0.08,0.15,0.3,0.8,1.0,last_8y,2018-05-21,2026-05-20,1930,0.2063635165388895,0.1195595608646319,1.7260310680844593,-0.1057004910898227,4.483348320596694,1295,0.6709844559585493,0.6819556735348912,0.0012949421686557,0.8978685645871604,809
v2_3_lb12_h6p00_gap08_tv15_thr30_exec0p80,v2_3,12,6.0,0.08,0.15,0.3,0.8,1.0,last_5y,2021-05-20,2026-05-20,1200,0.2245987074429918,0.123716877961187,1.8154249536870295,-0.0826028291070671,2.753650102714792,846,0.705,0.6139152201478649,0.0011040125814606,0.5232793601675532,391
v2_3_lb12_h6p00_gap08_tv15_thr30_exec0p80,v2_3,12,6.0,0.08,0.15,0.3,0.8,1.0,last_3y,2023-05-22,2026-05-20,714,0.2275424667399053,0.1149074089565387,1.9802245025468137,-0.0752375367937792,1.8479192137102671,502,0.7030812324929971,0.5669908124876428,0.0007710121794463,0.3169811045290736,234
v2_3_lb12_h6p00_gap08_tv15_thr30_exec0p80,v2_3,12,6.0,0.08,0.15,0.3,0.8,1.0,last_1y,2025-05-20,2026-05-20,232,0.1295425956478653,0.1084556803455156,1.194428869333275,-0.0752375367937793,1.1294484224962495,138,0.5948275862068966,0.4746466761286948,0.0023728564488132,0.0973694876065307,48
v2_3_lb12_h6p00_gap08_tv15_thr50_exec0p80,v2_3,12,6.0,0.08,0.15,0.5,0.8,1.0,full,2010-05-05,2026-05-20,3884,0.2750653203429851,0.1153895361719864,2.383797781568376,-0.1684845279452873,49.300681414312784,2696,0.694129763130793,0.8324948962170184,0.0005131726372481,1.911232410324378,2107
v2_3_lb12_h6p00_gap08_tv15_thr50_exec0p80,v2_3,12,6.0,0.08,0.15,0.5,0.8,1.0,last_10y,2016-05-20,2026-05-20,2416,0.225152592549451,0.1187084893518156,1.8966848435091077,-0.1246645336734902,7.616950056105538,1648,0.6821192052980133,0.7294782471920603,0.0003882246938606,1.173145044872399,1144
v2_3_lb12_h6p00_gap08_tv15_thr50_exec0p80,v2_3,12,6.0,0.08,0.15,0.5,0.8,1.0,last_8y,2018-05-21,2026-05-20,1930,0.1976150210651455,0.1170725671607241,1.6879703405995012,-0.1057004910898224,4.229835278727012,1295,0.6709844559585493,0.6666475340098024,0.0004859849017446,0.8908401323333235,786
v2_3_lb12_h6p00_gap08_tv15_thr50_exec0p80,v2_3,12,6.0,0.08,0.15,0.5,0.8,1.0,last_5y,2021-05-20,2026-05-20,1200,0.2205678151798231,0.1230573821166441,1.7923980779206758,-0.0826028291070671,2.708633974230344,846,0.705,0.6060144313679399,0.0007816257169727,0.5210129767845627,368
v2_3_lb12_h6p00_gap08_tv15_thr50_exec0p80,v2_3,12,6.0,0.08,0.15,0.5,0.8,1.0,last_3y,2023-05-22,2026-05-20,714,0.2284620078489216,0.1144636435815701,1.9959351345138063,-0.0752375367937793,1.8520684599467068,502,0.7030812324929971,0.5652774520888733,0.0,0.315474623794222,231
v2_3_lb12_h6p00_gap08_tv15_thr50_exec0p80,v2_3,12,6.0,0.08,0.15,0.5,0.8,1.0,last_1y,2025-05-20,2026-05-20,232,0.1320805659421169,0.1070044225574715,1.234346794135328,-0.0752375367937796,1.13198444224296,138,0.5948275862068966,0.4693736617979986,0.0,0.0958630068716791,45
v2_3_lb12_h6p00_gap08_tv20_thr10_exec0p80,v2_3,12,6.0,0.08,0.2,0.1,0.8,1.0,full,2010-05-05,2026-05-20,3884,0.3256194975796855,0.1372160727554773,2.373041955223046,-0.167983616821455,91.98766616745031,2696,0.694129763130793,0.94437223159349,0.0015731466349152,2.073027391565731,2559
v2_3_lb12_h6p00_gap08_tv20_thr10_exec0p80,v2_3,12,6.0,0.08,0.2,0.1,0.8,1.0,last_10y,2016-05-20,2026-05-20,2416,0.2772048318635998,0.1486123086450836,1.865288510695444,-0.1283809198603349,11.546758056291797,1648,0.6821192052980133,0.8851403267853952,0.0021028667046978,1.3220746796233156,1502
v2_3_lb12_h6p00_gap08_tv20_thr10_exec0p80,v2_3,12,6.0,0.08,0.2,0.1,0.8,1.0,last_8y,2018-05-21,2026-05-20,1930,0.2546987629874986,0.1503158558254624,1.6944237957387496,-0.1180658783183697,6.138269783183718,1295,0.6709844559585493,0.8393545351220816,0.0022088505257615,1.0198532575832209,1134
v2_3_lb12_h6p00_gap08_tv20_thr10_exec0p80,v2_3,12,6.0,0.08,0.2,0.1,0.8,1.0,last_5y,2021-05-20,2026-05-20,1200,0.294565516793879,0.1637692648899651,1.798661775711056,-0.1173225205572525,3.635326549305232,846,0.705,0.8096572588676638,0.0030801551009643,0.6157958483427175,682
v2_3_lb12_h6p00_gap08_tv20_thr10_exec0p80,v2_3,12,6.0,0.08,0.2,0.1,0.8,1.0,last_3y,2023-05-22,2026-05-20,714,0.2976657821945341,0.1509736453273805,1.9716406896651213,-0.1053577614958189,2.182460381822898,502,0.7030812324929971,0.7474099428198461,0.0032558195145531,0.3683453163027731,375
v2_3_lb12_h6p00_gap08_tv20_thr10_exec0p80,v2_3,12,6.0,0.08,0.2,0.1,0.8,1.0,last_1y,2025-05-20,2026-05-20,232,0.1729738667940794,0.1473264259032231,1.174085814772319,-0.1053577614958192,1.1728457841658166,138,0.5948275862068966,0.6452316615237952,0.003499316910306,0.1136760526173238,106
v2_3_lb12_h6p00_gap08_tv20_thr20_exec0p80,v2_3,12,6.0,0.08,0.2,0.2,0.8,1.0,full,2010-05-05,2026-05-20,3884,0.3235249763661738,0.1373627885903104,2.3552592349526265,-0.1692464315348045,89.6837021821101,2696,0.694129763130793,0.9433250735714817,0.0007202919016153,2.070477350530654,2575
v2_3_lb12_h6p00_gap08_tv20_thr20_exec0p80,v2_3,12,6.0,0.08,0.2,0.2,0.8,1.0,last_10y,2016-05-20,2026-05-20,2416,0.2747679349343344,0.1487233012987427,1.8475109988474765,-0.1283809198603349,11.328358415874987,1648,0.6821192052980133,0.8834418512909449,0.0010052636392125,1.3198744646830751,1518
v2_3_lb12_h6p00_gap08_tv20_thr20_exec0p80,v2_3,12,6.0,0.08,0.2,0.2,0.8,1.0,last_8y,2018-05-21,2026-05-20,1930,0.2515155830364783,0.1502320690940582,1.6741803834107345,-0.1233262250372799,6.014829571485373,1295,0.6709844559585493,0.83558307047061,0.0010578395427922,1.0168048296191678,1150
v2_3_lb12_h6p00_gap08_tv20_thr20_exec0p80,v2_3,12,6.0,0.08,0.2,0.2,0.8,1.0,last_5y,2021-05-20,2026-05-20,1200,0.2885474693857663,0.1633918161407593,1.7659848344986109,-0.1233262250372791,3.551622119700644,846,0.705,0.8020293187554752,0.0017013585979909,0.6126994018824952,680
v2_3_lb12_h6p00_gap08_tv20_thr20_exec0p80,v2_3,12,6.0,0.08,0.2,0.2,0.8,1.0,last_3y,2023-05-22,2026-05-20,714,0.298099781298538,0.1497854721588229,1.9901781995416223,-0.0996412438424647,2.184647359438921,502,0.7030812324929971,0.7406622983531619,0.001427959040411,0.3654258748772003,373
v2_3_lb12_h6p00_gap08_tv20_thr20_exec0p80,v2_3,12,6.0,0.08,0.2,0.2,0.8,1.0,last_1y,2025-05-20,2026-05-20,232,0.1732809615796398,0.1446754990088136,1.1977215407363728,-0.0996412438424648,1.173152635218764,138,0.5948275862068966,0.6372178775087384,0.0025619239000665,0.1127250530330511,106
v2_3_lb12_h6p00_gap08_tv20_thr30_exec0p80,v2_3,12,6.0,0.08,0.2,0.3,0.8,1.0,full,2010-05-05,2026-05-20,3884,0.3215401065527852,0.1360776249005048,2.3629168041982216,-0.1692464315348045,87.5503856520688,2696,0.694129763130793,0.939305907504057,0.0004648604786743,2.064812146281457,2569
v2_3_lb12_h6p00_gap08_tv20_thr30_exec0p80,v2_3,12,6.0,0.08,0.2,0.3,0.8,1.0,last_10y,2016-05-20,2026-05-20,2416,0.2758173574539651,0.1475528933620717,1.8692778648342208,-0.1283809198603349,11.4219498133898,1648,0.6821192052980133,0.8812219391005119,0.0007473170940278,1.3172152653438316,1512
v2_3_lb12_h6p00_gap08_tv20_thr30_exec0p80,v2_3,12,6.0,0.08,0.2,0.3,0.8,1.0,last_8y,2018-05-21,2026-05-20,1930,0.2532559101641816,0.1488006274111922,1.7019814672174736,-0.1206190969312788,6.082045609546943,1295,0.6709844559585493,0.8332498500921525,0.0009355016057881,1.0148578273833109,1144
v2_3_lb12_h6p00_gap08_tv20_thr30_exec0p80,v2_3,12,6.0,0.08,0.2,0.3,0.8,1.0,last_5y,2021-05-20,2026-05-20,1200,0.2909603319813747,0.1615683144914129,1.800850203192773,-0.1096733698412287,3.5849951514414458,846,0.705,0.8004272039509474,0.0015045984159759,0.611856759930803,674
v2_3_lb12_h6p00_gap08_tv20_thr30_exec0p80,v2_3,12,6.0,0.08,0.2,0.3,0.8,1.0,last_3y,2023-05-22,2026-05-20,714,0.2962864884355074,0.1496325160243444,1.980094275680716,-0.0996412438424649,2.175519625536569,502,0.7030812324929971,0.7396640342869938,0.0016055794160958,0.3658691666154551,367
v2_3_lb12_h6p00_gap08_tv20_thr30_exec0p80,v2_3,12,6.0,0.08,0.2,0.3,0.8,1.0,last_1y,2025-05-20,2026-05-20,232,0.1732809615796398,0.1446754990088136,1.1977215407363728,-0.0996412438424648,1.173152635218764,138,0.5948275862068966,0.6372178775087384,0.0025619239000665,0.1127250530330511,106
v2_3_lb12_h6p00_gap08_tv20_thr50_exec0p80,v2_3,12,6.0,0.08,0.2,0.5,0.8,1.0,full,2010-05-05,2026-05-20,3884,0.3206423615619,0.1352756368249336,2.3702890563868357,-0.1692464315348045,86.6012099076466,2696,0.694129763130793,0.933970683997288,0.0,2.05649878717272,2561
v2_3_lb12_h6p00_gap08_tv20_thr50_exec0p80,v2_3,12,6.0,0.08,0.2,0.5,0.8,1.0,last_10y,2016-05-20,2026-05-20,2416,0.2744271976850747,0.1463611862434688,1.8749998187946548,-0.1283809198603349,11.29811897431199,1648,0.6821192052980133,0.8726449489927759,0.0,1.3089019062350944,1504
v2_3_lb12_h6p00_gap08_tv20_thr50_exec0p80,v2_3,12,6.0,0.08,0.2,0.5,0.8,1.0,last_8y,2018-05-21,2026-05-20,1930,0.2515488220062076,0.1473190043992144,1.7075110100835635,-0.1206190969312788,6.016107234449518,1295,0.6709844559585493,0.8225130583303442,0.0,1.006544468274574,1136
v2_3_lb12_h6p00_gap08_tv20_thr50_exec0p80,v2_3,12,6.0,0.08,0.2,0.5,0.8,1.0,last_5y,2021-05-20,2026-05-20,1200,0.2881485449097025,0.1593711236834881,1.8080348450197732,-0.1096733698412287,3.54612849864174,846,0.705,0.7831588638673721,0.0,0.6035434008220659,666
v2_3_lb12_h6p00_gap08_tv20_thr50_exec0p80,v2_3,12,6.0,0.08,0.2,0.5,0.8,1.0,last_3y,2023-05-22,2026-05-20,714,0.2971944607820376,0.1483980614997951,2.0026842519263486,-0.0996412438424646,2.18008698469134,502,0.7030812324929971,0.7316690884876681,0.0,0.3621261661689275,359
v2_3_lb12_h6p00_gap08_tv20_thr50_exec0p80,v2_3,12,6.0,0.08,0.2,0.5,0.8,1.0,last_1y,2025-05-20,2026-05-20,232,0.172224678538319,0.1426356526607608,1.2074448100849762,-0.0996412438424645,1.172097190289259,138,0.5948275862068966,0.6258315490639983,0.0,0.1108152857611851,106
v2_3_lb12_h6p00_gap08_tv25_thr10_exec0p80,v2_3,12,6.0,0.08,0.25,0.1,0.8,1.0,full,2010-05-05,2026-05-20,3884,0.3477549358664082,0.1486415092595324,2.339554661404964,-0.1699509224994402,119.976925075737,2696,0.694129763130793,0.989583937534784,0.0008107533635349,2.1442961677527457,2706
v2_3_lb12_h6p00_gap08_tv25_thr10_exec0p80,v2_3,12,6.0,0.08,0.25,0.1,0.8,1.0,last_10y,2016-05-20,2026-05-20,2416,0.3021789082802517,0.1636733610316981,1.8462314598753164,-0.1353823001022454,14.013595946255192,1648,0.6821192052980133,0.948514424252053,0.0011341285801276,1.3882531619942968,1649
v2_3_lb12_h6p00_gap08_tv25_thr10_exec0p80,v2_3,12,6.0,0.08,0.25,0.1,0.8,1.0,last_8y,2018-05-21,2026-05-20,1930,0.2835827378922448,0.1679160697007323,1.6888362048829453,-0.1353823001022456,7.363666224756135,1295,0.6709844559585493,0.913010802587026,0.0014197174350199,1.082302342322167,1281
v2_3_lb12_h6p00_gap08_tv25_thr10_exec0p80,v2_3,12,6.0,0.08,0.25,0.1,0.8,1.0,last_5y,2021-05-20,2026-05-20,1200,0.3383758549755087,0.1869485010690665,1.809995014886472,-0.1353823001022455,4.293424474146006,846,0.705,0.9145084662690784,0.0019619626304373,0.6699753952782477,811
v2_3_lb12_h6p00_gap08_tv25_thr10_exec0p80,v2_3,12,6.0,0.08,0.25,0.1,0.8,1.0,last_3y,2023-05-22,2026-05-20,714,0.3502937997943971,0.1745964140713765,2.0063058090711645,-0.1131656397314143,2.458441664144249,502,0.7030812324929971,0.8530364852483594,0.0030193601186194,0.4012377164512329,454
v2_3_lb12_h6p00_gap08_tv25_thr10_exec0p80,v2_3,12,6.0,0.08,0.25,0.1,0.8,1.0,last_1y,2025-05-20,2026-05-20,232,0.2148473749620405,0.1750905230822374,1.227064555979023,-0.1131656397314143,1.2146855570508126,138,0.5948275862068966,0.7742056755319304,0.0017016792579774,0.1283727158654865,145
v2_3_lb12_h6p00_gap08_tv25_thr20_exec0p80,v2_3,12,6.0,0.08,0.25,0.2,0.8,1.0,full,2010-05-05,2026-05-20,3884,0.3497189274267525,0.1491527979554104,2.344702427448272,-0.1699509224994402,122.81239836718224,2696,0.694129763130793,0.9914193360001704,0.0003302323500204,2.1442392081420465,2705
v2_3_lb12_h6p00_gap08_tv25_thr20_exec0p80,v2_3,12,6.0,0.08,0.25,0.2,0.8,1.0,last_10y,2016-05-20,2026-05-20,2416,0.3042172800132545,0.1641344181186021,1.853464273370316,-0.1353823001022452,14.234479613287666,1648,0.6821192052980133,0.9501956543976248,0.0005308867746189,1.3880031425682835,1648
v2_3_lb12_h6p00_gap08_tv25_thr20_exec0p80,v2_3,12,6.0,0.08,0.25,0.2,0.8,1.0,last_8y,2018-05-21,2026-05-20,1930,0.2860953233106722,0.1684792255282076,1.6981044542062709,-0.1353823001022454,7.479733050484926,1295,0.6709844559585493,0.9151153891319492,0.0006645712163105,1.0820523228961538,1280
v2_3_lb12_h6p00_gap08_tv25_thr20_exec0p80,v2_3,12,6.0,0.08,0.25,0.2,0.8,1.0,last_5y,2021-05-20,2026-05-20,1200,0.3407046749438105,0.1875326607077055,1.816775134838213,-0.1353823001022457,4.330903070250505,846,0.705,0.9163381695553596,0.0010688520395661,0.669669453777077,810
v2_3_lb12_h6p00_gap08_tv25_thr20_exec0p80,v2_3,12,6.0,0.08,0.25,0.2,0.8,1.0,last_3y,2023-05-22,2026-05-20,714,0.3554401472202619,0.1752398722691674,2.028306358693916,-0.1131656397314143,2.4866130384616367,502,0.7030812324929971,0.8553392388580817,0.0017963899824641,0.4006687471297491,453
v2_3_lb12_h6p00_gap08_tv25_thr20_exec0p80,v2_3,12,6.0,0.08,0.25,0.2,0.8,1.0,last_1y,2025-05-20,2026-05-20,232,0.2128225308415874,0.174907388579373,1.2167726736427062,-0.1131656397314141,1.2126623672309629,138,0.5948275862068966,0.7722456586880235,0.0016500683961535,0.1282482282925313,145
