date,open,close,high,low
2021-10-18,42.77,35.45,42.77,35.44
2021-10-19,33.11,35.65,36.1,32.71
2021-10-20,36.0,33.41,36.8,33.33
2021-10-21,31.89,31.86,33.0,31.52
2021-10-22,31.99,32.82,34.13,31.8
2021-10-25,31.77,30.66,31.78,30.44
2021-10-26,30.32,31.11,31.71,30.31
2021-10-27,30.63,31.03,31.45,29.45
2021-10-28,30.51,29.2,31.02,29.12
2021-10-29,29.07,29.2,29.95,29.07
2021-11-01,29.28,29.86,29.9,28.64
2021-11-02,29.72,28.8,30.2,28.74
2021-11-03,28.89,29.7,29.98,28.89
2021-11-04,29.69,29.92,30.25,29.55
2021-11-05,29.96,30.84,31.3,29.95
2021-11-08,31.61,31.04,31.76,30.17
2021-11-09,30.92,32.15,32.76,30.66
2021-11-10,32.0,32.66,32.76,31.31
2021-11-11,32.0,32.55,33.54,31.68
2021-11-12,32.38,36.0,36.83,32.38
2021-11-15,37.82,38.3,43.01,36.9
2021-11-16,38.33,35.7,38.89,35.66
2021-11-17,35.02,36.68,37.49,35.02
2021-11-18,36.16,35.86,38.09,35.84
2021-11-19,35.87,35.4,36.58,35.08
2021-11-22,35.7,35.85,36.28,35.11
2021-11-23,36.02,35.4,36.35,35.1
2021-11-24,35.6,36.44,36.51,35.18
2021-11-25,36.62,34.9,36.69,34.85
2021-11-26,34.61,34.3,35.33,34.2
2021-11-29,34.31,34.6,34.78,34.02
2021-11-30,35.53,37.42,38.75,35.08
2021-12-01,36.88,37.32,38.7,36.6
2021-12-02,36.57,35.13,37.49,35.13
2021-12-03,35.04,33.72,35.38,33.68
2021-12-06,33.8,32.36,33.9,32.11
2021-12-07,32.5,32.08,32.78,31.74
2021-12-08,32.2,32.4,32.68,31.83
2021-12-09,32.6,32.55,33.25,32.49
2021-12-10,32.2,32.64,32.93,32.12
2021-12-13,32.66,33.18,33.37,32.5
2021-12-14,33.1,34.42,34.42,32.86
2021-12-15,34.18,34.18,34.88,33.88
2021-12-16,34.1,36.16,36.18,34.01
2021-12-17,36.93,37.15,41.02,36.23
2021-12-20,35.56,34.77,36.21,34.51
2021-12-21,35.0,36.36,37.0,34.68
2021-12-22,35.97,37.16,37.97,35.88
2021-12-23,36.55,35.65,37.1,35.62
2021-12-24,36.2,33.61,36.5,33.5
2021-12-27,33.17,33.2,33.58,32.68
2021-12-28,32.96,33.35,33.69,32.96
2021-12-29,33.19,33.51,33.72,32.71
2021-12-30,33.45,33.69,34.42,33.41
2021-12-31,33.6,33.34,34.29,33.21
2022-01-04,33.4,33.87,34.13,33.25
2022-01-05,33.86,32.33,33.98,31.99
2022-01-06,32.01,32.65,32.82,32.01
2022-01-07,32.66,32.0,32.95,31.91
2022-01-10,32.12,32.37,32.39,31.12
2022-01-11,32.6,32.43,32.99,32.24
2022-01-12,32.46,32.92,33.02,32.39
2022-01-13,33.25,34.35,34.5,33.04
2022-01-14,33.9,33.72,34.47,33.5
2022-01-17,33.87,36.08,36.84,33.72
2022-01-18,37.45,35.44,38.67,35.15
2022-01-19,34.19,40.05,41.6,34.06
2022-01-20,39.0,36.16,39.25,36.0
2022-01-21,36.0,35.94,37.55,35.54
2022-01-24,35.44,36.74,38.38,35.44
2022-01-25,36.69,36.93,38.54,34.82
2022-01-26,36.96,38.45,39.1,35.9
2022-01-27,37.7,32.63,37.7,32.6
2022-01-28,32.63,35.25,36.18,32.63
2022-02-07,36.03,35.54,36.5,34.5
2022-02-08,35.33,37.5,37.87,34.03
2022-02-09,37.52,37.51,37.94,36.62
2022-02-10,37.32,38.6,39.4,36.98
2022-02-11,38.1,37.38,38.26,36.16
2022-02-14,36.85,37.07,37.29,35.9
2022-02-15,38.05,36.23,38.88,36.2
2022-02-16,36.33,37.26,37.62,35.68
2022-02-17,36.7,37.4,38.88,36.25
2022-02-18,38.28,44.88,44.88,37.93
2022-02-21,52.91,53.86,53.86,51.11
2022-02-22,54.0,50.83,59.61,49.56
2022-02-23,48.86,52.03,54.99,48.0
2022-02-24,49.38,45.45,49.98,44.0
2022-02-25,46.6,45.84,48.55,45.8
2022-02-28,44.73,45.4,47.0,44.73
2022-03-01,45.01,47.46,48.37,44.8
2022-03-02,45.2,46.88,48.0,44.65
2022-03-03,46.58,45.6,46.79,44.68
2022-03-04,44.99,42.16,45.08,41.22
2022-03-07,41.99,42.23,42.47,41.4
2022-03-08,42.12,42.28,44.43,41.97
2022-03-09,41.0,43.75,43.87,39.6
2022-03-10,44.56,42.24,44.79,41.6
2022-03-11,40.48,41.94,42.23,40.0
2022-03-14,41.94,39.0,41.94,39.0
2022-03-15,40.0,42.0,45.6,39.26
2022-03-16,42.22,44.59,45.43,41.95
2022-03-17,43.86,43.64,45.15,42.81
2022-03-18,42.82,44.2,44.44,40.61
2022-03-21,44.14,47.0,47.0,43.65
2022-03-22,45.7,44.31,45.88,44.03
2022-03-23,44.0,41.8,44.0,41.68
2022-03-24,41.8,42.12,43.25,41.23
2022-03-25,41.94,40.08,42.48,40.01
2022-03-28,39.85,40.29,40.7,39.01
2022-03-29,39.91,37.38,40.36,37.11
2022-03-30,37.0,37.08,37.78,36.6
2022-03-31,36.68,37.41,38.0,36.12
2022-04-01,36.85,35.84,36.99,35.65
2022-04-06,35.86,36.27,36.59,35.55
2022-04-07,36.78,36.02,37.48,36.01
2022-04-08,35.73,33.74,35.9,33.7
2022-04-11,33.5,32.29,33.67,32.0
2022-04-12,32.5,32.78,32.85,31.9
2022-04-13,32.56,31.24,32.67,31.24
2022-04-14,31.96,31.62,32.37,31.6
2022-04-15,31.22,31.53,32.3,30.5
2022-04-18,31.05,31.76,31.92,30.0
2022-04-19,31.76,32.65,32.65,31.63
2022-04-20,33.64,32.52,34.49,32.5
2022-04-21,31.78,30.3,32.07,30.0
2022-04-22,30.3,29.0,30.82,29.0
2022-04-25,28.8,27.17,29.5,27.17
2022-04-26,29.49,28.16,29.49,27.28
2022-04-27,27.13,28.11,28.5,25.65
2022-04-28,27.4,26.1,27.6,26.1
2022-04-29,26.59,28.35,28.48,26.59
2022-05-05,28.35,28.89,29.11,27.2
2022-05-06,27.86,30.39,31.5,27.4
2022-05-09,30.58,30.29,31.55,30.28
2022-05-10,29.43,31.0,31.16,29.29
2022-05-11,30.88,30.58,31.76,30.51
2022-05-12,30.12,30.93,31.23,30.12
2022-05-13,30.87,30.79,31.2,30.26
2022-05-16,31.02,31.2,31.25,30.3
2022-05-17,31.2,32.3,32.36,30.55
2022-05-18,38.76,38.76,38.76,38.76
2022-05-19,38.0,38.64,42.94,37.0
2022-05-20,37.48,36.5,38.1,36.03
2022-05-23,36.87,36.16,36.88,35.61
2022-05-24,34.99,31.78,35.01,31.77
2022-05-25,32.22,32.25,33.0,31.9
2022-05-26,32.26,32.76,32.99,31.5
2022-05-27,32.85,32.73,32.85,31.77
2022-05-30,32.46,32.22,32.72,31.87
2022-05-31,32.01,32.05,32.28,30.68
2022-06-01,32.21,31.97,32.69,31.67
2022-06-02,32.0,32.08,32.34,31.17
2022-06-06,32.25,33.1,33.27,32.08
2022-06-07,33.05,32.34,33.05,31.81
2022-06-08,32.35,31.91,32.7,31.0
2022-06-09,32.04,30.55,32.04,30.39
2022-06-10,30.31,30.8,30.95,30.25
2022-06-13,30.58,31.17,31.25,30.38
2022-06-14,31.02,30.5,31.22,29.51
2022-06-15,30.59,31.36,31.49,30.37
2022-06-16,32.23,32.4,32.98,31.4
2022-06-17,31.5,31.82,32.39,31.4
2022-06-20,31.8,32.18,32.5,31.38
2022-06-21,32.18,32.92,32.92,31.5
2022-06-22,32.96,31.5,33.38,31.5
2022-06-23,31.68,31.87,32.48,31.41
2022-06-24,32.3,32.32,32.78,32.12
2022-06-27,32.48,32.64,32.7,31.98
2022-06-28,32.41,32.95,33.13,32.13
2022-06-29,32.98,31.88,33.18,31.88
2022-06-30,31.92,31.68,32.34,31.58
2022-07-01,31.67,31.26,32.22,31.05
2022-07-04,31.35,31.49,31.56,30.7
2022-07-05,31.4,30.36,31.58,30.02
2022-07-06,30.2,29.95,30.55,29.77
2022-07-07,29.94,29.88,30.16,29.68
2022-07-08,29.89,30.22,30.7,29.89
2022-07-11,30.32,29.51,30.65,29.26
2022-07-12,29.17,29.07,29.53,28.61
2022-07-13,29.09,29.42,29.56,28.6
2022-07-14,29.4,29.55,29.68,29.0
2022-07-15,29.54,28.7,29.66,28.39
2022-07-18,28.7,29.6,29.8,28.7
2022-07-19,29.58,30.49,30.5,29.38
2022-07-20,30.69,30.5,30.85,30.13
2022-07-21,30.5,31.0,31.2,30.39
2022-07-22,31.0,30.52,31.13,30.15
2022-07-25,30.88,30.04,31.09,29.96
2022-07-26,30.6,31.55,31.97,30.1
2022-07-27,31.65,31.34,31.85,31.25
2022-07-28,31.5,31.95,31.98,31.37
2022-07-29,31.98,31.62,32.68,31.5
2022-08-01,31.55,31.75,31.95,31.0
2022-08-02,31.45,29.7,31.66,29.31
2022-08-03,29.81,29.7,30.6,29.61
2022-08-04,30.1,30.7,30.76,30.01
2022-08-05,30.88,31.25,31.3,30.6
2022-08-08,31.33,31.7,31.74,30.93
2022-08-09,32.3,33.76,34.03,31.91
2022-08-10,33.2,33.35,33.79,33.0
2022-08-11,33.66,33.26,33.88,33.08
2022-08-12,33.26,32.63,33.53,32.58
2022-08-15,32.42,32.65,32.96,32.1
2022-08-16,32.77,32.25,32.9,32.25
2022-08-17,32.45,32.15,32.48,31.93
2022-08-18,32.13,32.25,32.35,31.32
2022-08-19,32.1,31.78,32.77,31.74
2022-08-22,31.63,31.66,32.1,31.12
2022-08-23,31.45,31.31,31.79,30.88
2022-08-24,31.31,31.09,31.99,30.32
2022-08-25,31.02,30.13,31.22,29.8
2022-08-26,30.19,30.31,31.09,30.19
2022-08-29,29.85,31.18,31.4,29.7
2022-08-30,31.18,31.25,31.78,30.93
2022-08-31,31.1,30.88,31.86,30.65
2022-09-01,30.75,31.9,32.29,30.75
2022-09-02,31.79,32.05,32.5,31.52
2022-09-05,32.02,31.59,32.11,31.26
2022-09-06,31.48,31.3,31.65,31.04
2022-09-07,31.35,30.9,31.38,30.71
2022-09-08,31.1,30.26,31.1,30.2
2022-09-09,30.23,30.13,30.6,29.95
2022-09-13,30.13,30.4,30.98,30.13
2022-09-14,30.09,30.06,30.2,29.69
2022-09-15,30.38,29.24,30.39,28.99
2022-09-16,29.24,28.61,29.78,28.61
2022-09-19,28.65,27.6,28.65,27.43
2022-09-20,27.8,28.09,28.48,27.6
2022-09-21,27.88,28.08,28.19,27.32
2022-09-22,27.87,28.23,28.52,27.85
2022-09-23,28.06,27.07,28.14,26.85
2022-09-26,26.97,26.26,27.39,26.26
2022-09-27,26.27,26.91,26.91,26.26
2022-09-28,26.97,25.75,27.23,25.71
2022-09-29,25.92,26.15,26.47,25.92
2022-09-30,26.15,25.37,26.42,25.26
2022-10-10,25.88,24.69,25.9,24.55
2022-10-11,24.98,24.99,25.1,24.52
2022-10-12,24.99,26.22,26.33,24.6
2022-10-13,26.01,26.73,27.24,25.81
2022-10-14,26.68,27.24,27.48,26.68
2022-10-17,27.36,27.87,28.36,27.0
2022-10-18,27.87,28.78,29.54,27.75
2022-10-19,28.44,28.8,29.19,28.3
2022-10-20,28.62,28.8,29.61,28.5
2022-10-21,28.8,29.2,29.48,28.4
2022-10-24,29.98,29.0,29.98,28.8
2022-10-25,28.93,28.38,29.37,28.33
2022-10-26,28.5,29.77,30.14,28.46
2022-10-27,30.18,29.63,30.4,29.57
2022-10-28,29.5,29.48,30.37,29.15
2022-10-31,30.2,31.16,32.23,30.1
2022-11-01,31.1,30.96,31.37,30.33
2022-11-02,30.8,31.2,31.8,30.35
2022-11-03,31.27,30.64,31.39,30.45
2022-11-04,30.69,30.54,31.0,30.3
2022-11-07,30.5,30.65,31.0,30.42
2022-11-08,30.64,30.9,30.9,29.87
2022-11-09,31.0,30.43,31.0,30.16
2022-11-10,30.43,30.47,30.86,30.2
2022-11-11,30.9,30.14,31.45,30.04
2022-11-14,30.19,30.64,30.65,29.88
2022-11-15,30.38,31.22,31.74,30.3
2022-11-16,31.38,31.8,32.27,31.1
2022-11-17,32.2,32.73,32.75,31.6
2022-11-18,32.7,31.39,32.7,31.31
2022-11-21,31.52,31.65,31.87,31.2
2022-11-22,31.59,30.97,32.0,30.8
2022-11-23,31.38,29.7,31.38,29.0
2022-11-24,29.94,29.76,30.66,29.68
2022-11-25,29.99,29.4,29.99,29.32
2022-11-28,29.0,28.7,29.49,28.41
2022-11-29,28.7,29.34,29.43,28.7
2022-11-30,29.49,28.6,29.49,28.52
2022-12-01,28.8,29.5,29.62,28.77
2022-12-02,29.5,30.61,30.88,29.21
2022-12-05,30.9,31.11,31.4,30.57
2022-12-06,30.95,30.98,31.32,30.85
2022-12-07,30.8,30.88,31.0,30.5
2022-12-08,30.76,30.53,30.86,30.0
