pair,last_3y_annual,last_3y_vol,last_3y_sharpe,last_3y_max_dd,last_3y_calmar,last_3y_total_return,last_3y_win_rate,last_5y_annual,last_5y_vol,last_5y_sharpe,last_5y_max_dd,last_5y_calmar,last_5y_total_return,last_5y_win_rate,full_common_annual,full_common_vol,full_common_sharpe,full_common_max_dd,full_common_calmar,full_common_total_return,full_common_win_rate,entry_exit_cost_sum,rebalance_cost_sum,total_cost_sum,avg_prev_weight,avg_next_weight,last_3y_annual_delta_vs_16,last_3y_sharpe_delta_vs_16,last_3y_maxdd_delta_vs_16,last_5y_annual_delta_vs_16,last_5y_sharpe_delta_vs_16,last_5y_maxdd_delta_vs_16,full_annual_delta_vs_16,full_sharpe_delta_vs_16,full_maxdd_delta_vs_16
14/17,0.30875938781594137,0.1451673649994176,2.1269201091938266,-0.10995086982566915,2.8081577554183053,1.2388217969153081,0.6216216216216216,0.36767858595208214,0.15563023770769369,2.362513810732975,-0.10995086982566903,3.344026168551913,3.7843964519209825,0.6557377049180327,0.32939804718214627,0.11251810219778824,2.927511580342147,-0.1152881689555597,2.8571712966412,97.40976447117217,0.634020618556701,0.6194999999999999,0.18586499999999403,0.805364999999994,0.7615089514066496,0.7616368286445013,-0.00034725164223270433,0.05764525703329104,-0.0038871014949830446,0.00929498308855159,0.11534009909072696,-0.0021879906915034802,0.007412246467778383,0.12462524940316255,-0.0023656952637981232
16/17,0.30712953293958956,0.14884658555008212,2.0633965623366635,-0.10739330434562663,2.859857370168504,1.2304812200752742,0.7027027027027027,0.3682455345465623,0.15834744646752208,2.325553981207341,-0.10739330434562672,3.4289431430606503,3.794319779810345,0.6721311475409836,0.3269236686512764,0.11395206910015537,2.8689577226012006,-0.11337266971561154,2.8836197424947705,94.49868866639014,0.6391752577319587,0.5745,0.18655499999999395,0.761054999999994,0.7650895140664962,0.7652173913043478,-0.001977106518584515,-0.005878289823872063,-0.0013295360149405272,0.009861931683031733,0.07838026956509303,0.00036957478853882897,0.004937867936908535,0.06607139166221598,-0.0004501960238499636
14/16,0.3096298990346884,0.14507681205876574,2.1342480210363854,-0.09729810925144096,3.182280739233408,1.2432850275573109,0.6486486486486487,0.35925069788599795,0.15559710544064745,2.308852062951995,-0.09890620127184818,3.632236333681253,3.6388099998644625,0.6557377049180327,0.32973087992403616,0.1124876309234801,2.931263439518396,-0.11483894555020628,2.871246146890835,97.88475097719815,0.634020618556701,0.6105,0.18457499999999405,0.7950749999999941,0.7592687292252621,0.7593965737663002,0.0005232595765143344,0.06497316887584992,0.008765659079245147,0.0008670950224674012,0.06167835130974719,0.008856677862317364,0.007745079209668271,0.1283771085794112,-0.0019164718584447071
15/16,0.3031951242611375,0.14852647078024406,2.041354128111865,-0.10662337488646445,2.843608398102087,1.2104327250532712,0.7027027027027027,0.35029880123021795,0.15792474413589203,2.218137525863526,-0.10662337488646476,3.285384669198709,3.488075313415851,0.6721311475409836,0.3253328331850003,0.11368601186526114,2.8616786519926443,-0.10662337488646455,3.0512336861539366,92.74222187533412,0.6494845360824743,0.5835000000000001,0.18481499999999396,0.768314999999994,0.7611863973408336,0.7613142418818717,-0.0059115151970365876,-0.027920724048670742,-0.0005596065557783442,-0.0080848016333126,-0.0290361857787218,0.00113950424770079,0.003347032470632394,0.05879232105365961,0.0062990988052970265
16/26,0.2625055857547114,0.1473314403651109,1.7817350125959572,-0.18354366446986212,1.4302078282730093,1.0100871711959893,0.6486486486486487,0.3488655817952202,0.1574068929043756,2.216329763952303,-0.18354366446986206,1.9007225490613655,3.4643106470827885,0.6721311475409836,0.3083984470449901,0.11280051685213459,2.734016258535912,-0.18354366446986167,1.6802456676222124,74.02249532174717,0.6494845360824743,0.5475000000000001,0.18980999999999393,0.737309999999994,0.7727505767751859,0.772878749038708,-0.04660105370346268,-0.2875398395645783,-0.07747989613917601,-0.009518021068310345,-0.030843947689944695,-0.07578078533569652,-0.0135873536693778,-0.06887007240307286,-0.0706211907781001
14/24,0.26571062562405623,0.145204277172653,1.8299090825548958,-0.1825881852263389,1.455245449176668,1.0254100908525245,0.6486486486486487,0.3381640209310537,0.1548885348828468,2.183273417795779,-0.18258818522633888,1.8520586121816196,3.2900282637497265,0.6557377049180327,0.311895679448809,0.11179164824299556,2.789972993070627,-0.18258818522633888,1.70819201177874,77.95210473713209,0.6237113402061856,0.5685,0.18748499999999407,0.7559849999999941,0.7685114014860364,0.7686395080707148,-0.04339601383411784,-0.2393657696056397,-0.0765244168956528,-0.02021958193247686,-0.06390029384646878,-0.07482530609217333,-0.01009012126555886,-0.012913337868357466,-0.0696657115345773
16/24,0.26586888443668566,0.1478668735105312,1.7980287141037727,-0.19265932772864094,1.3799948726653908,1.026168716838212,0.6756756756756757,0.3399416716208863,0.15739799614106947,2.159758573522183,-0.19265932772864156,1.7644703510005506,3.318595053366127,0.6721311475409836,0.30852196300997603,0.11302905032770931,2.7295811308284628,-0.1926593277286414,1.601386066521139,74.74728129107235,0.6391752577319587,0.5385,0.18775499999999393,0.726254999999994,0.772098385857033,0.7722264924417115,-0.04323775502148841,-0.2712461380567628,-0.08659555939795484,-0.01844193124264426,-0.08741513812006474,-0.08489644859447601,-0.013463837704391857,-0.07330520011052188,-0.07973685403687981
16/25,0.23273859300144029,0.14737463054362485,1.5792310531529818,-0.21471855470332735,1.0839239921440924,0.8714472615524289,0.6486486486486487,0.3259437146329829,0.1573584776706229,2.071345118851725,-0.21471855470332835,1.518004417845173,3.0977134098656736,0.6721311475409836,0.30468929060030003,0.11290787385364226,2.6985654782168336,-0.21471855470332837,1.4190170524446857,70.73041597884824,0.6494845360824743,0.5415000000000001,0.18890999999999405,0.7304099999999941,0.7728088159917991,0.7729369554074833,-0.07636804645673378,-0.4900437990075537,-0.10865478637264124,-0.032439888230547664,-0.175828592790523,-0.1069556755691628,-0.017296510114067853,-0.10432085272215108,-0.1017960810115668
