lb_a,lb_b,last_3y_annual,last_3y_vol,last_3y_sharpe,last_3y_max_dd,last_3y_calmar,last_3y_total_return,last_3y_win_rate,last_5y_annual,last_5y_vol,last_5y_sharpe,last_5y_max_dd,last_5y_calmar,last_5y_total_return,last_5y_win_rate,full_common_annual,full_common_vol,full_common_sharpe,full_common_max_dd,full_common_calmar,full_common_total_return,full_common_win_rate,entry_exit_cost_sum,rebalance_cost_sum,total_cost_sum,avg_prev_weight,avg_next_weight
14,17,0.30875938781594137,0.1451673649994176,2.1269201091938266,-0.10995086982566915,2.8081577554183053,1.2388217969153081,0.6216216216216216,0.36767858595208214,0.15563023770769369,2.362513810732975,-0.10995086982566903,3.344026168551913,3.7843964519209825,0.6557377049180327,0.32939804718214627,0.11251810219778824,2.927511580342147,-0.1152881689555597,2.8571712966412,97.40976447117217,0.634020618556701,0.6194999999999999,0.18586499999999403,0.805364999999994,0.7615089514066496,0.7616368286445013
17,18,0.29933786447866684,0.15154257117844575,1.9752724409445837,-0.11641744870687477,2.5712457007399623,1.1908942420577624,0.6756756756756757,0.37540030602174723,0.1607473163508715,2.335344157176108,-0.1164174487068749,3.2246051617825775,3.9209713164475533,0.6721311475409836,0.32082939302661995,0.11475194671230324,2.795851418808409,-0.11641744870687448,2.7558531525152286,87.60204203983358,0.6288659793814433,0.5715,0.18778499999999404,0.7592849999999941,0.768738807879253,0.7688667178306472
14,18,0.30309782489709125,0.1470053898835614,2.0618143670593714,-0.1341036109857982,2.2601764610886566,1.2099384455447515,0.6486486486486487,0.3653154341544935,0.15680354562728463,2.3297651382375806,-0.13410361098579804,2.7241282428493405,3.743210914127439,0.6557377049180327,0.3238203923508698,0.11261973148835039,2.8753433174751124,-0.13410361098579776,2.414703004419202,90.89125011675605,0.6185567010309279,0.6134999999999999,0.18589499999999415,0.7993949999999941,0.762854950115119,0.7629828600665132
16,17,0.30712953293958956,0.14884658555008212,2.0633965623366635,-0.10739330434562663,2.859857370168504,1.2304812200752742,0.7027027027027027,0.3682455345465623,0.15834744646752208,2.325553981207341,-0.10739330434562672,3.4289431430606503,3.794319779810345,0.6721311475409836,0.3269236686512764,0.11395206910015537,2.8689577226012006,-0.11337266971561154,2.8836197424947705,94.49868866639014,0.6391752577319587,0.5745,0.18655499999999395,0.761054999999994,0.7650895140664962,0.7652173913043478
16,18,0.30296421517963434,0.1500862463567846,2.0186007881057177,-0.11837793431935381,2.559296349624697,1.2092598298852866,0.6756756756756757,0.36945651869319507,0.15921348839710625,2.3205101679055358,-0.11837793431935359,3.1209914315322926,3.8155708394209,0.6885245901639344,0.32057035830076974,0.11392828383746977,2.813790812105059,-0.11837793431935373,2.7080246005640882,87.32243927578159,0.6443298969072165,0.5805,0.1859849999999941,0.7664849999999941,0.7664364287541571,0.7665643387055513
14,16,0.3096298990346884,0.14507681205876574,2.1342480210363854,-0.09729810925144096,3.182280739233408,1.2432850275573109,0.6486486486486487,0.35925069788599795,0.15559710544064745,2.308852062951995,-0.09890620127184818,3.632236333681253,3.6388099998644625,0.6557377049180327,0.32973087992403616,0.1124876309234801,2.931263439518396,-0.11483894555020628,2.871246146890835,97.88475097719815,0.634020618556701,0.6105,0.18457499999999405,0.7950749999999941,0.7592687292252621,0.7593965737663002
15,17,0.2997449943558057,0.14856158274509718,2.0176480945959625,-0.11297742739847512,2.6531405543391884,1.1929510566185315,0.6756756756756757,0.35552890833988515,0.1577877286350331,2.2532101286674346,-0.11297742739847506,3.1469021425485564,3.575657362765524,0.639344262295082,0.32315031306616104,0.11357123622678236,2.8453534873996182,-0.11297742739847519,2.8603086519787624,90.21446131011592,0.6391752577319587,0.6165,0.18568499999999394,0.802184999999994,0.7634271099744245,0.7635549872122762
17,26,0.25895705555234483,0.1483988029866749,1.7450077112522075,-0.17777617056845318,1.456646606371987,0.9932123621970039,0.6486486486486487,0.3559530287480186,0.1581931130239796,2.250117100192988,-0.17777617056845285,2.0022538881889043,3.582819063190926,0.6721311475409836,0.3084578338660311,0.11326990061705972,2.7232109517678333,-0.17777617056845363,1.7350910016776282,74.07721151756019,0.6391752577319587,0.5445,0.191039999999994,0.735539999999994,0.775057677518585,0.7751858497821071
14,26,0.2622379295939645,0.14498766850631528,1.8086912652336506,-0.18431271406651012,1.4227880638735249,1.008811043688179,0.6216216216216216,0.34788220610712717,0.15494459314614692,2.2452039083351396,-0.1843127140665106,1.8874563692963218,3.448063293841927,0.6721311475409836,0.31282906778496455,0.11158521323837459,2.8034993052052655,-0.18431271406651029,1.6972734049810498,78.20900916139932,0.6391752577319587,0.5655,0.18911999999999404,0.7546199999999941,0.769161753396565,0.7692899256600871
14,15,0.30497247351049794,0.14717579391844085,2.0721646229372603,-0.12212662667475026,2.4971824884896385,1.219474599706333,0.6216216216216216,0.34769340840691965,0.15657322054280132,2.2206441638075214,-0.12212662667475094,2.846991011492529,3.444949394108197,0.6229508196721312,0.3285396846783015,0.11302566162764091,2.9067707275243744,-0.12212662667475087,2.6901560587051376,96.54222434143546,0.6391752577319587,0.6105,0.18427499999999397,0.794774999999994,0.7576687116564417,0.7577965235173824
15,16,0.3031951242611375,0.14852647078024406,2.041354128111865,-0.10662337488646445,2.843608398102087,1.2104327250532712,0.7027027027027027,0.35029880123021795,0.15792474413589203,2.218137525863526,-0.10662337488646476,3.285384669198709,3.488075313415851,0.6721311475409836,0.3253328331850003,0.11368601186526114,2.8616786519926443,-0.10662337488646455,3.0512336861539366,92.74222187533412,0.6494845360824743,0.5835000000000001,0.18481499999999396,0.768314999999994,0.7611863973408336,0.7613142418818717
15,18,0.2930973067177334,0.14985706756685427,1.9558457367182682,-0.14175785517344006,2.0675912905082416,1.1595276533682917,0.6756756756756757,0.35178382988819323,0.15872089611960116,2.2163674631922006,-0.14175785517343978,2.481582621702255,3.5128056899319464,0.6721311475409836,0.31721292734258144,0.11357404258319273,2.793005515412764,-0.14175785517344003,2.2377096983759595,83.77249364907223,0.6443298969072165,0.6165,0.18577499999999403,0.8022749999999941,0.7647735993860323,0.7649015093374264
16,26,0.2625055857547114,0.1473314403651109,1.7817350125959572,-0.18354366446986212,1.4302078282730093,1.0100871711959893,0.6486486486486487,0.3488655817952202,0.1574068929043756,2.216329763952303,-0.18354366446986206,1.9007225490613655,3.4643106470827885,0.6721311475409836,0.3083984470449901,0.11280051685213459,2.734016258535912,-0.18354366446986167,1.6802456676222124,74.02249532174717,0.6494845360824743,0.5475000000000001,0.18980999999999393,0.737309999999994,0.7727505767751859,0.772878749038708
