date,return_raw,return,holding,next_holding,signal_on,microcap_ret,microcap_mom,hedge_ret,hedge_mom,momentum_gap,entry_exit_cost,rebalance_cost,total_cost,return_net,nav_net
2015-07-10,0.0,0.0,cash,cash,False,0.0549903183056201,-0.3653943500717804,0.0325073932160879,-0.4016738724994464,0.0362795224276659,0.0,0.0,0.0,0.0,11.616818982429558
2015-07-13,0.0,0.0,cash,cash,False,0.0549772033208018,-0.3095269295079864,0.0478279682654949,-0.3517709292453609,0.0422439997373744,0.0,0.0,0.0,0.0,11.616818982429558
2015-07-14,0.0,0.0,cash,cash,False,0.0398305792757121,-0.2330506663166259,0.0338342618261047,-0.2830425529301205,0.0499918866134945,0.0,0.0,0.0,0.0,11.616818982429558
2015-07-15,0.0,0.0,cash,cash,False,-0.0319517665727571,-0.2624046131884098,-0.0423273510762816,-0.3145630189882441,0.0521584057998343,0.0,0.0,0.0,0.0,11.616818982429558
2015-07-16,0.0,0.0,cash,cash,False,0.008368409246271,-0.2701766651822954,0.0109941842196779,-0.3209123773170526,0.0507357121347571,0.0,0.0,0.0,0.0,11.616818982429558
2015-07-17,0.0,0.0,cash,cash,False,0.0517463311443164,-0.2078038626447338,0.0553055281195147,-0.2522804784772986,0.0444766158325647,0.0,0.0,0.0,0.0,11.616818982429558
2015-07-20,0.0,0.0,cash,cash,False,0.0208156581591896,-0.1221407029300999,0.0313019454453604,-0.1611857724356925,0.0390450695055926,0.0,0.0,0.0,0.0,11.616818982429558
2015-07-21,0.0,0.0,cash,cash,False,0.0313920060100398,-0.0259124386548742,0.022659737071033,-0.0773103711337939,0.0513979324789196,0.0,0.0,0.0,0.0,11.616818982429558
2015-07-22,0.0,0.0,cash,cash,False,0.0141241809696068,-0.0515494143168252,0.0164932738010652,-0.1012707497361938,0.0497213354193686,0.0,0.0,0.0,0.0,11.616818982429558
2015-07-23,0.0,0.0,cash,long_microcap,True,0.0418820035031626,0.0561024446161562,0.0317102785647667,-0.0168427269957825,0.0729451716119388,0.003,0.0,0.003,-0.0030000000000000027,11.581968525482269
2015-07-24,-0.0060036770976131,-0.0060036770976131,long_microcap,long_microcap,True,-0.0060036770976131,0.1209964230446971,-0.0098045904472757,0.0447284440871953,0.0762679789575018,0.0,0.0,0.0,-0.006003677097613069,11.512434126300557
2015-07-27,-0.0619198637142993,-0.0619198637142993,long_microcap,long_microcap,True,-0.0619198637142993,0.1197019857857462,-0.0698772697911433,0.0385543765019398,0.0811476092838063,0.0,0.0,0.0,-0.06191986371429925,10.799585774180178
2015-07-28,-0.0401958666483447,-0.0401958666483447,long_microcap,long_microcap,True,-0.0401958666483447,0.1351932026896365,-0.0447561872720443,0.0480454141649482,0.0871477885246883,0.0,0.0,0.0,-0.040195866648344736,10.36548706454387
2015-07-29,0.05489926800244,0.05489926800244,long_microcap,long_microcap,True,0.05489926800244,0.2778009182673506,0.047680337421132,0.1640831341781423,0.1137177840892083,0.0,0.0,0.0,0.05489926800244005,10.93454471687609
2015-07-30,-0.0211707920815654,-0.0211707920815654,long_microcap,long_microcap,True,-0.0211707920815654,0.2866915940006034,-0.0273973166050355,0.1658898775047443,0.120801716495859,0.0,0.00078,0.00078,-0.021934278863741774,10.694703363808076
2015-07-31,-0.0112961673192979,-0.0112961673192979,long_microcap,long_microcap,True,-0.0112961673192979,0.2076847694030856,-0.0250604340257041,0.1047770536611538,0.1029077157419318,0.0,0.0,0.0,-0.011296167319297945,10.573894205180242
2015-08-03,-0.0485319416168883,-0.0485319416168883,long_microcap,long_microcap,True,-0.0485319416168883,0.0891791732537345,-0.0542139545775853,0.0119857034640447,0.0771934697896898,0.0,0.0,0.0,-0.04853194161688834,10.06072258895128
2015-08-04,0.0666117861563466,0.0666117861563466,long_microcap,long_microcap,True,0.0666117861563466,0.1011909449527648,0.0620879706634538,0.0257579246636612,0.0754330202891035,0.0,0.0,0.0,0.06661178615634666,10.73088529062483
2015-08-05,0.0130382099284813,0.0130382099284813,long_microcap,long_microcap,True,0.0130382099284813,0.072817558838701,-0.0026270288239242,-0.0104185295405846,0.0832360883792856,0.0,0.0,0.0,0.01303820992848137,10.870796825762449
2015-08-06,0.0135981161857439,0.0135981161857439,long_microcap,long_microcap,True,0.0135981161857439,0.123297186133054,-0.0012477166676765,0.0320298426351155,0.0912673434979385,0.0,0.0,0.0,0.013598116185743914,11.018619184030783
2015-08-07,0.0424212598119819,0.0424212598119819,long_microcap,long_microcap,True,0.0424212598119819,0.1612312099179369,0.0385498437051361,0.0601588500679663,0.1010723598499705,0.0,0.0,0.0,0.04242125981198197,11.486042891205841
2015-08-10,0.0501850429280201,0.0501850429280201,long_microcap,long_microcap,True,0.0501850429280201,0.1595073944400471,0.0514129162432683,0.056248336173629,0.1032590582664181,0.0,0.0,0.0,0.050185042928020174,12.062470446774087
2015-08-11,0.0174428500533996,0.0174428500533996,long_microcap,long_microcap,True,0.0174428500533996,0.1556763443308206,0.0075184015781002,0.0318894869063974,0.1237868574244231,0.0,0.0,0.0,0.017442850053399628,12.272874310050732
2015-08-12,-0.0060476608313221,-0.0060476608313221,long_microcap,long_microcap,True,-0.0060476608313221,0.1137251394969061,-0.0145542860688357,-0.0056604017334979,0.119385541230404,0.0,0.0,0.0,-0.0060476608313221325,12.198652128798098
2015-08-13,0.0273779747934095,0.0273779747934095,long_microcap,long_microcap,True,0.0273779747934095,0.1282806383719696,0.03026805104573,0.0078141650193668,0.1204664733526028,0.0,0.00054,0.00054,0.026823190687021103,12.525858900973486
