date,signal_label,next_holding,microcap_close,hedge_close,microcap_mom,hedge_mom,momentum_gap,ratio_bias_mom,ratio_r2,weight,futures_drag
2026-03-18,long_microcap_short_zz1000,long_microcap_short_zz1000,1037.7947875586317,8096.59,0.0021897427305368478,-0.0319171450332576,0.03410688776379445,,0.5073805025289936,1.0,0.0003
