bias_n,bias_mom_day,annual,max_dd,sharpe,vol,active_days_pct,signal_changes
20,10,0.22024794203912812,-0.0764947261624425,2.0400363044907026,0.10796275613051566,0.5,77
20,5,0.21884859606649187,-0.07769358654968093,1.8807272236499772,0.11636381571686222,0.4833110814419226,147
100,5,0.23465820028567674,-0.09147653258553293,1.8402811659932368,0.12751214576443648,0.5351270553064275,132
80,5,0.22521178216487714,-0.09147653258553295,1.76699746827985,0.12745450189247753,0.5399129172714079,138
20,15,0.18229348637714793,-0.09553984317176359,1.736437911927757,0.10498128676237523,0.476319350473613,51
40,10,0.19915867804203624,-0.09362799842999757,1.6683346390144962,0.11937573756766298,0.5386740331491713,77
20,20,0.16439055257997603,-0.09893090543873619,1.6072435800556921,0.10228104477746913,0.4904632152588556,46
40,5,0.19018996246873687,-0.09553130367407629,1.5479433289367923,0.12286623089707631,0.5130315500685871,145
60,5,0.19522928505769555,-0.10287533808880132,1.5454693202294032,0.12632362383532564,0.5246826516220028,147
40,40,0.17914673048297836,-0.16800306434105836,1.400627795374848,0.1279045946928631,0.5590778097982709,21
100,15,0.16796236892100747,-0.14914924455621562,1.3946077501908667,0.12043699663795791,0.5477996965098634,41
60,20,0.16039021244102702,-0.1462591735256279,1.3019578401034397,0.1231915562091351,0.537463976945245,38
60,15,0.15408563714853885,-0.15247103004060242,1.2824926132961527,0.1201454383058949,0.5393419170243204,47
60,10,0.15016653450541528,-0.10581467379244694,1.2722393453074012,0.1180332419833563,0.5241477272727273,61
40,15,0.15187204813283417,-0.1782569417133492,1.2678796701636497,0.11978427583213123,0.5285118219749653,47
100,10,0.13002512070108652,-0.10014613607648906,1.170907497263075,0.11104644987329255,0.5512048192771084,71
80,10,0.11642826520419325,-0.09690243690481239,1.0363133671902582,0.1123485124194273,0.554093567251462,72
80,15,0.12066270393550038,-0.20789828361883606,0.977064681258779,0.12349510349718848,0.5287187039764359,46
20,30,0.11044209851390763,-0.26226468785022344,0.9029094523995712,0.1223180222783102,0.5,34
20,40,0.11291321517138786,-0.23017243141886706,0.8667576829781509,0.13027079815828313,0.5336134453781513,27
60,40,0.10757500981138945,-0.1621221033127134,0.7928756889080808,0.13567701887737005,0.5593471810089021,20
40,30,0.1020783690950986,-0.2413401650548395,0.7915155820010923,0.1289657101089865,0.546875,27
40,20,0.0910470712285143,-0.17249810249866313,0.734606749011358,0.12393987851465627,0.5336134453781513,40
80,40,0.09807324650310179,-0.1645228682331976,0.7029632586160689,0.13951404330317294,0.5672782874617737,16
60,30,0.08002444644594808,-0.22042159707147188,0.6086344158173347,0.13148196087216546,0.5467836257309941,26
100,40,0.08462582495067994,-0.20517230920201152,0.6002063914595392,0.14099454146913176,0.5488958990536278,18
80,20,0.07098695781247777,-0.2515766458730156,0.5681953002577089,0.12493408125741473,0.5252225519287834,32
100,30,0.07513080355412027,-0.25232336801771155,0.5592495214938787,0.13434218656715044,0.5481366459627329,22
100,20,0.06156778705242716,-0.23634288341500131,0.4873878542489844,0.12632195594471043,0.5336391437308868,31
80,30,0.04907912342969012,-0.20233356079932643,0.36799670661275313,0.13336837680272123,0.5316265060240963,26
