label,dd_moderate,dd_severe,scale_moderate,scale_severe,recover_dd,rebal_cost_bps,annual_return,annual_vol,sharpe,max_drawdown,total_return,start,end,days,avg_scale,median_scale,min_scale,share_below_1,share_at_severe_scale,avg_turnover,annualized_turnover,moderate_or_worse_share,severe_share,recovery_band_share,n_scale_changes
dd3_10_sc90_65_rec2,0.03,0.1,0.9,0.65,0.02,2.0,0.23519035630922125,0.10051534260037974,2.3398453432554156,-0.13128358459545464,29.50130500595365,2010-02-02,2026-04-09,3928,0.9457739307535643,1.0,0.65,0.4531568228105906,0.035641547861507125,0.003042260692464358,0.7666496945010183,0.5425152749490835,0.035641547861507125,0.1244908350305499,100
dd5_10_sc85_75_rec3,0.05,0.1,0.85,0.75,0.03,2.0,0.23610570064497738,0.1009066402474389,2.339843047652852,-0.12940315199190477,29.869104237934074,2010-02-02,2026-04-09,3928,0.9500763747454174,1.0,0.75,0.310081466395112,0.03411405295315682,0.0018202647657841141,0.45870672097759674,0.41904276985743383,0.03411405295315682,0.16395112016293278,52
dd3_6_sc90_80_rec2,0.03,0.06,0.9,0.8,0.02,2.0,0.23398161324286404,0.10001410018203183,2.339486260607285,-0.1256689870868979,29.02191071159254,2010-02-02,2026-04-09,3928,0.9378054989816702,1.0,0.8,0.4516293279022403,0.17031568228105906,0.003716904276985743,0.9366598778004073,0.5414969450101833,0.17031568228105906,0.12245417515274949,145
dd3_10_sc90_70_rec2,0.03,0.1,0.9,0.7,0.02,2.0,0.2358800867411992,0.10083217511282988,2.339333516085044,-0.13135867991601413,29.778064715773063,2010-02-02,2026-04-09,3928,0.9479633401221997,1.0,0.7,0.45010183299389,0.03513238289205703,0.002774949083503055,0.6992871690427698,0.539969450101833,0.03513238289205703,0.1234725050916497,96
dd5_6_sc90_70_rec3,0.05,0.06,0.9,0.7,0.03,2.0,0.23017591671095117,0.09839688620529154,2.3392601695822046,-0.11900052910963921,27.55830576419777,2010-02-02,2026-04-09,3928,0.9295315682281059,1.0,0.7,0.3284114052953157,0.18813645621181263,0.0044551934826883915,1.1227087576374746,0.4271894093686354,0.18380855397148677,0.1614052953156823,101
dd4_10_sc90_70_rec3,0.04,0.1,0.9,0.7,0.03,2.0,0.2377711908401441,0.10164413071291906,2.339251555131094,-0.1321720102929418,30.549019595323777,2010-02-02,2026-04-09,3928,0.9571792260692464,1.0,0.7,0.3564154786150713,0.03589613034623218,0.001960285132382892,0.4939918533604888,0.4175152749490835,0.03589613034623218,0.09903258655804481,70
dd5_6_sc85_70_rec2,0.05,0.06,0.85,0.7,0.02,2.0,0.22967629634575149,0.0981872042894422,2.339167287711928,-0.11859515369010587,27.371209849714777,2010-02-02,2026-04-09,3928,0.9220213849287169,1.0,0.7,0.33706720977596744,0.18279022403258655,0.003971486761710795,1.0008146639511204,0.5465885947046843,0.18126272912423624,0.2953156822810591,101
dd3_6_sc90_75_rec2,0.03,0.06,0.9,0.75,0.02,2.0,0.2318186292341735,0.09911168104984935,2.338963750575249,-0.12170759343239956,28.181654974115833,2010-02-02,2026-04-09,3928,0.928831466395112,1.0,0.75,0.4539205702647658,0.17184317718940936,0.004773421588594705,1.2029022403258656,0.544806517311609,0.17184317718940936,0.12143584521384929,153
dd3_6_sc85_65_rec2,0.03,0.06,0.85,0.65,0.02,2.0,0.22295583809342912,0.09532303880569719,2.3389501728736715,-0.11482297347488901,24.963746431092666,2010-02-02,2026-04-09,3928,0.8950101832993889,1.0,0.65,0.47046843177189407,0.17209775967413443,0.007293788187372708,1.8380346232179225,0.5575356415478615,0.17209775967413443,0.1260183299389002,165
dd3_8_sc90_80_rec2,0.03,0.08,0.9,0.8,0.02,2.0,0.23592814327482103,0.10087430479090927,2.338832904611827,-0.12908816754278063,29.79743530612029,2010-02-02,2026-04-09,3928,0.9475305498981671,1.0,0.8,0.45061099796334014,0.07408350305498981,0.0031568228105906307,0.795519348268839,0.539714867617108,0.07408350305498981,0.12169042769857434,124
dd4_10_sc90_65_rec3,0.04,0.1,0.9,0.65,0.03,2.0,0.23716631977599745,0.10140852133513832,2.3387218022063663,-0.1314779318678252,30.300480108526447,2010-02-02,2026-04-09,3928,0.9552698574338087,1.0,0.65,0.35692464358452136,0.03615071283095723,0.002227596741344195,0.5613543788187371,0.41878818737270873,0.03615071283095723,0.10005091649694502,74
dd5_10_sc85_80_rec3,0.05,0.1,0.85,0.8,0.03,2.0,0.23651052469452027,0.10113260439626036,2.338617957150779,-0.12908005861363037,30.033092171475577,2010-02-02,2026-04-09,3928,0.9517948065173115,1.0,0.8,0.310081466395112,0.033859470468431775,0.001629327902240326,0.41059063136456214,0.41904276985743383,0.033859470468431775,0.16522403258655805,50
dd4_8_sc90_80_rec3,0.04,0.08,0.9,0.8,0.03,2.0,0.23774896936470147,0.1016895492609962,2.337988230771831,-0.13086176306357977,30.53985619909946,2010-02-02,2026-04-09,3928,0.9566191446028515,1.0,0.8,0.35845213849287166,0.07535641547861507,0.0024949083503054983,0.6287169042769856,0.4185336048879837,0.07535641547861507,0.0995417515274949,98
dd5_8_sc85_75_rec2,0.05,0.08,0.85,0.75,0.02,2.0,0.2340164285079216,0.10009741379961784,2.337886860657483,-0.12610967228057113,29.03561920129606,2010-02-02,2026-04-09,3928,0.9426425661914459,1.0,0.75,0.3319755600814664,0.07561099796334013,0.002354887983706721,0.5934317718940937,0.5412423625254582,0.07561099796334013,0.295061099796334,76
dd5_10_sc85_75_rec2,0.05,0.1,0.85,0.75,0.02,2.0,0.23508103338396946,0.10055818320088541,2.3377613427476835,-0.12940315199190477,29.457653292590926,2010-02-02,2026-04-09,3928,0.9469068228105906,1.0,0.75,0.33121181262729127,0.03411405295315682,0.0015911405295315683,0.40096741344195524,0.5389511201629328,0.03411405295315682,0.29557026476578413,46
dd4_6_sc90_80_rec3,0.04,0.06,0.9,0.8,0.03,2.0,0.2356070581772518,0.10078815671768494,2.3376462656937416,-0.12828812240942222,29.6682293452707,2010-02-02,2026-04-09,3928,0.946766802443992,1.0,0.8,0.3574338085539715,0.17489816700610997,0.003156822810590631,0.7955193482688391,0.4185336048879837,0.17489816700610997,0.0964867617107943,122
dd3_10_sc90_75_rec2,0.03,0.1,0.9,0.75,0.02,2.0,0.23617544052816108,0.10105420224321655,2.33711647101756,-0.13144669252500274,29.897296692027563,2010-02-02,2026-04-09,3928,0.9497836048879839,1.0,0.75,0.44984725050916496,0.034877800407331974,0.002685845213849287,0.6768329938900203,0.5392057026476579,0.034877800407331974,0.12270875763747455,98
dd4_8_sc90_70_rec2,0.04,0.08,0.9,0.7,0.02,2.0,0.23497597724136843,0.10054307861612452,2.3370676577202434,-0.1268714734385925,29.41576049927607,2010-02-02,2026-04-09,3928,0.9456211812627291,1.0,0.7,0.390020366598778,0.07688391038696538,0.0030295315682281063,0.7634419551934828,0.539969450101833,0.07688391038696538,0.22454175152749492,84
dd5_6_sc90_65_rec3,0.05,0.06,0.9,0.65,0.03,2.0,0.22838346093129402,0.09772393832547266,2.337026780180059,-0.1150778046104739,26.892397669026103,2010-02-02,2026-04-09,3928,0.9192464358452139,1.0,0.65,0.3276476578411405,0.19195519348268839,0.0053844195519348265,1.3568737270875764,0.4294806517311609,0.18991853360488797,0.1680244399185336,104
dd4_6_sc90_75_rec3,0.04,0.06,0.9,0.75,0.03,2.0,0.23296414896357986,0.09970156259143975,2.3366148223596834,-0.12424320762896646,28.623867599089692,2010-02-02,2026-04-09,3928,0.9371817718940937,1.0,0.75,0.3612525458248472,0.1779531568228106,0.004264256619144603,1.07459266802444,0.4203156822810591,0.17769857433808553,0.09597759674134419,129
dd5_10_sc85_80_rec2,0.05,0.1,0.85,0.8,0.02,2.0,0.23548552185545524,0.10078494142240928,2.3365149449111615,-0.12908005861362892,29.61945544873655,2010-02-02,2026-04-09,3928,0.9486252545824847,1.0,0.8,0.33121181262729127,0.033859470468431775,0.00140020366598778,0.35285132382892054,0.5389511201629328,0.033859470468431775,0.2968431771894094,44
dd3_10_sc90_80_rec2,0.03,0.1,0.9,0.8,0.02,2.0,0.23668554416287324,0.10131396163520127,2.3361592059256466,-0.13252003989873773,30.104242596912886,2010-02-02,2026-04-09,3928,0.951603869653768,1.0,0.8,0.4495926680244399,0.03436863543788187,0.0024949083503054983,0.6287169042769856,0.5381873727087576,0.03436863543788187,0.12245417515274949,98
dd4_8_sc90_75_rec2,0.04,0.08,0.9,0.75,0.02,2.0,0.23590925099650595,0.10098181872642553,2.336155695864604,-0.12775847888505054,29.78981885722136,2010-02-02,2026-04-09,3928,0.9496690427698575,1.0,0.75,0.3895112016293279,0.07586558044806517,0.0025840122199592666,0.6511710794297352,0.5389511201629328,0.07586558044806517,0.22479633401221996,84
dd5_8_sc85_70_rec2,0.05,0.08,0.85,0.7,0.02,2.0,0.23279189893977414,0.09965214678046994,2.336044997129929,-0.12412176702024802,28.55697356467131,2010-02-02,2026-04-09,3928,0.9385183299389,1.0,0.7,0.3335030549898167,0.07637474541751528,0.0029786150712830966,0.7506109979633403,0.5440427698574338,0.07637474541751528,0.2953156822810591,78
dd5_10_sc90_70_rec3,0.05,0.1,0.9,0.7,0.03,2.0,0.2383351584233866,0.10203942074075592,2.3357164975378217,-0.1322830412854339,30.782418867659043,2010-02-02,2026-04-09,3928,0.9625509164969451,1.0,0.7,0.30320773930753564,0.035641547861507125,0.00140020366598778,0.35285132382892054,0.4159877800407332,0.035641547861507125,0.17566191446028515,46
dd5_10_sc90_65_rec3,0.05,0.1,0.9,0.65,0.03,2.0,0.23779193346412142,0.10181186647827742,2.335601356594879,-0.1320602002483925,30.557575416349323,2010-02-02,2026-04-09,3928,0.9607051934826886,1.0,0.65,0.30320773930753564,0.03589613034623218,0.0016420570264765782,0.41379837067209774,0.41726069246435843,0.03589613034623218,0.17693482688391038,48
dd5_6_sc90_75_rec3,0.05,0.06,0.9,0.75,0.03,2.0,0.2334990861975239,0.09997943263128126,2.3354712069496926,-0.12291096034589566,28.832519418764498,2010-02-02,2026-04-09,3928,0.9403895112016294,1.0,0.75,0.31313645621181263,0.18864562118126274,0.0036532586558044805,0.9206211812627291,0.42209775967413443,0.18457230142566192,0.16929735234215887,104
dd3_6_sc90_70_rec2,0.03,0.06,0.9,0.7,0.02,2.0,0.22828140536401964,0.09775304698650493,2.3352868519334695,-0.11820673780931046,26.85492522722145,2010-02-02,2026-04-09,3928,0.9188900203665988,1.0,0.7,0.46181262729124234,0.17464358452138493,0.005829938900203667,1.469144602851324,0.549643584521385,0.17464358452138493,0.12270875763747455,157
dd5_6_sc85_80_rec2,0.05,0.06,0.85,0.8,0.02,2.0,0.23350164559748454,0.09999960220224607,2.335025744654811,-0.12619483242767482,28.833521016548378,2010-02-02,2026-04-09,3928,0.9406059063136457,1.0,0.8,0.3329938900203666,0.18890020366598778,0.0020621181262729113,0.5196537678207737,0.5420061099796334,0.1774439918533605,0.2960794297352342,91
dd4_6_sc90_75_rec2,0.04,0.06,0.9,0.75,0.02,2.0,0.23257716225471148,0.09961041193301699,2.334867989614459,-0.12225414044522198,28.4737781125558,2010-02-02,2026-04-09,3928,0.9346486761710795,1.0,0.75,0.39154786150712834,0.17464358452138493,0.003958757637474542,0.9976069246435846,0.5425152749490835,0.17464358452138493,0.22225050916496944,118
dd5_8_sc85_80_rec2,0.05,0.08,0.85,0.8,0.02,2.0,0.2347021863009735,0.1005311556172627,2.334621390353058,-0.1280969040022314,29.306835933544285,2010-02-02,2026-04-09,3928,0.9464740325865579,1.0,0.8,0.3319755600814664,0.07459266802443992,0.001807535641547861,0.455498981670061,0.540224032586558,0.07459266802443992,0.295061099796334,76
dd5_6_sc85_75_rec2,0.05,0.06,0.85,0.75,0.02,2.0,0.23112497372286578,0.09900384075339387,2.334505125902833,-0.12229393999823135,27.916897064113325,2010-02-02,2026-04-09,3928,0.9304735234215885,1.0,0.75,0.33553971486761713,0.19195519348268839,0.002965885947046843,0.7474032586558045,0.544806517311609,0.18024439918533605,0.29582484725050917,95
dd5_6_sc85_65_rec2,0.05,0.06,0.85,0.65,0.02,2.0,0.22513975304072598,0.09644311595440319,2.334430517022786,-0.11521382907604938,25.724223325029282,2010-02-02,2026-04-09,3928,0.9082993890020367,1.0,0.65,0.3533604887983707,0.1934826883910387,0.004875254582484724,1.2285641547861506,0.5537169042769857,0.18737270875763748,0.2968431771894094,99
dd4_6_sc90_80_rec2,0.04,0.06,0.9,0.8,0.02,2.0,0.2346165570413119,0.10050677242690792,2.3343358002261327,-0.12593959865425908,29.27284451999423,2010-02-02,2026-04-09,3928,0.9436354378818739,1.0,0.8,0.3902749490835031,0.17337067209775966,0.0029022403258655797,0.7313645621181261,0.540224032586558,0.17337067209775966,0.22275967413441955,112
dd4_8_sc90_65_rec3,0.04,0.08,0.9,0.65,0.03,2.0,0.23394397870209427,0.10022655239563442,2.3341517104032823,-0.12434380919592658,29.007098736129496,2010-02-02,2026-04-09,3928,0.9433426680244401,1.0,0.65,0.3635437881873727,0.08121181262729124,0.004162423625254582,1.0489307535641545,0.4226069246435845,0.08121181262729124,0.09928716904276985,102
dd4_10_sc90_75_rec3,0.04,0.1,0.9,0.75,0.03,2.0,0.23781520630384656,0.10188899285803033,2.3340618022911714,-0.13287869827403198,30.56717748034447,2010-02-02,2026-04-09,3928,0.9590122199592669,1.0,0.75,0.3564154786150713,0.035641547861507125,0.0019475560081466392,0.4907841140529531,0.4175152749490835,0.035641547861507125,0.09928716904276985,72
dd4_6_sc90_65_rec3,0.04,0.06,0.9,0.65,0.03,2.0,0.22772106230601774,0.09761799017540748,2.3327776150362354,-0.11611246720685775,26.650020409522327,2010-02-02,2026-04-09,3928,0.9160514256619144,1.0,0.65,0.37678207739307534,0.18508146639511203,0.005944501018329939,1.4980142566191446,0.4304989816700611,0.18508146639511203,0.08884928716904276,128
dd5_8_sc90_75_rec2,0.05,0.08,0.9,0.75,0.02,2.0,0.23644118191256291,0.10136186972527528,2.332644243376705,-0.12911028844025352,30.004944602094426,2010-02-02,2026-04-09,3928,0.9556262729124239,1.0,0.75,0.3276476578411405,0.07739307535641547,0.0024821792260692464,0.6255091649694501,0.5364052953156823,0.07739307535641547,0.2914969450101833,76
dd4_10_sc90_70_rec2,0.04,0.1,0.9,0.7,0.02,2.0,0.23643371274857183,0.10136145689330232,2.332580055527938,-0.1314189803225695,30.00191415409675,2010-02-02,2026-04-09,3928,0.9539714867617108,1.0,0.7,0.3895112016293279,0.03538696537678208,0.0018075356415478614,0.4554989816700611,0.5381873727087576,0.03538696537678208,0.22581466395112015,60
dd5_10_sc90_70_rec2,0.05,0.1,0.9,0.7,0.02,2.0,0.2373703173672903,0.1017673149889957,2.3324808893008293,-0.13228304128543367,30.384096003853667,2010-02-02,2026-04-09,3928,0.9601832993890022,1.0,0.7,0.3268839103869654,0.035641547861507125,0.0012983706720977597,0.32718940936863544,0.5353869653767821,0.035641547861507125,0.2981160896130346,42
dd4_8_sc90_80_rec2,0.04,0.08,0.9,0.8,0.02,2.0,0.2365290467137151,0.10140743820259895,2.3324624988668057,-0.12974195504775898,30.040614671525816,2010-02-02,2026-04-09,3928,0.9535896130346233,1.0,0.8,0.38925661914460286,0.07484725050916496,0.002240325865580447,0.5645621181262727,0.5384419551934827,0.07484725050916496,0.225050916496945,88
dd4_10_sc90_80_rec3,0.04,0.1,0.9,0.8,0.03,2.0,0.23823605071097487,0.10214096538264512,2.3324241142472477,-0.1335979539045402,30.741285937624294,2010-02-02,2026-04-09,3928,0.9608706720977598,1.0,0.8,0.35616089613034624,0.03513238289205703,0.0018839103869653763,0.4747454175152748,0.41726069246435843,0.03513238289205703,0.09903258655804481,74
dd5_8_sc85_65_rec2,0.05,0.08,0.85,0.65,0.02,2.0,0.23145509302648049,0.0992346421900761,2.332402152296237,-0.12231477190754403,28.04261633944566,2010-02-02,2026-04-09,3928,0.9342795315682281,1.0,0.65,0.3342668024439919,0.07790224032586558,0.00355142566191446,0.8949592668024439,0.5460794297352343,0.07790224032586558,0.29633401221995925,78
dd4_10_sc90_65_rec2,0.04,0.1,0.9,0.65,0.02,2.0,0.23568725958719794,0.10105143190629114,2.332349528760362,-0.1311959173833993,29.700454986060844,2010-02-02,2026-04-09,3928,0.9517438900203666,1.0,0.65,0.39282077393075354,0.03589613034623218,0.0020493890020366595,0.5164460285132382,0.5414969450101833,0.03589613034623218,0.22861507128309572,64
dd5_6_sc90_70_rec2,0.05,0.06,0.9,0.7,0.02,2.0,0.2292466223928724,0.09829635180875058,2.3321986846358658,-0.11900052910963888,27.211227574978786,2010-02-02,2026-04-09,3928,0.9273930753564156,1.0,0.7,0.34877800407331977,0.18864562118126274,0.004811608961303463,1.2125254582484728,0.5465885947046843,0.18482688391038696,0.2846232179226069,107
dd5_10_sc90_65_rec2,0.05,0.1,0.9,0.65,0.02,2.0,0.2367929790718386,0.10153820510118136,2.3320579562724966,-0.1320602002483926,30.14799374147425,2010-02-02,2026-04-09,3928,0.958312118126273,1.0,0.65,0.32713849287169044,0.03589613034623218,0.001540224032586558,0.38813645621181264,0.5374236252545825,0.03589613034623218,0.30015274949083504,44
dd5_6_sc90_80_rec3,0.05,0.06,0.9,0.8,0.03,2.0,0.23536244787155458,0.10095333610150589,2.3313984159463925,-0.1268091104843344,29.570138639588787,2010-02-02,2026-04-09,3928,0.9505600814663951,1.0,0.8,0.3105906313645621,0.18380855397148677,0.002647657841140529,0.6672097759674134,0.4195519348268839,0.1764256619144603,0.17133401221995925,99
dd4_6_sc90_70_rec3,0.04,0.06,0.9,0.7,0.03,2.0,0.23008188560717668,0.0986905037863926,2.331347766804087,-0.12018466210542322,27.52300516672743,2010-02-02,2026-04-09,3928,0.9265274949083503,1.0,0.7,0.3742362525458248,0.18024439918533605,0.005218940936863545,1.3151731160896134,0.42668024439918534,0.18024439918533605,0.0975050916496945,130
dd5_8_sc90_75_rec3,0.05,0.08,0.9,0.75,0.03,2.0,0.2365884705433241,0.10149242498727883,2.331094863217411,-0.12911028844025407,30.064760510907647,2010-02-02,2026-04-09,3928,0.9569628309572302,1.0,0.75,0.31084521384928715,0.07968431771894094,0.0028131364562118126,0.7089103869653768,0.41878818737270873,0.07968431771894094,0.1710794297352342,86
dd4_8_sc90_65_rec2,0.04,0.08,0.9,0.65,0.02,2.0,0.23310406284966834,0.09999850323700983,2.331075519172327,-0.12378952461585213,28.678308273596148,2010-02-02,2026-04-09,3928,0.9406822810590633,1.0,0.65,0.3920570264765784,0.08044806517311609,0.003984215885947047,1.0040224032586558,0.5430244399185336,0.08044806517311609,0.225050916496945,92
dd5_6_sc90_75_rec2,0.05,0.06,0.9,0.75,0.02,2.0,0.23219109298959828,0.0996072550164885,2.331066074967757,-0.12291096034589588,28.324755572097963,2010-02-02,2026-04-09,3928,0.937143584521385,1.0,0.75,0.33528513238289204,0.1955193482688391,0.003475050916496945,0.8757128309572302,0.5442973523421588,0.18380855397148677,0.2945519348268839,97
dd5_10_sc90_75_rec3,0.05,0.1,0.9,0.75,0.03,2.0,0.2384207503219704,0.1022804997431999,2.331047960467379,-0.13251875236363586,30.817982533421965,2010-02-02,2026-04-09,3928,0.9643711812627291,1.0,0.75,0.30320773930753564,0.03538696537678208,0.0013620162932790223,0.34322810590631364,0.4159877800407332,0.03538696537678208,0.17566191446028515,48
dd3_8_sc95_80_rec3,0.03,0.08,0.95,0.8,0.03,2.0,0.23962883207754215,0.10280541348484379,2.3308970214187186,-0.13139135502178045,31.323943029989856,2010-02-02,2026-04-09,3928,0.9675152749490834,1.0,0.8,0.41446028513238287,0.07841140529531568,0.0032586558044806523,0.8211812627291244,0.41446028513238287,0.07841140529531568,0.0,174
dd5_6_sc85_65_rec3,0.05,0.06,0.85,0.65,0.03,2.0,0.2241486460159159,0.09616805642129359,2.33080145692,-0.11521382907604938,25.37654906334815,2010-02-02,2026-04-09,3928,0.9115453156822811,1.0,0.65,0.33375763747454174,0.19195519348268839,0.005435336048879837,1.3697046843177187,0.43279022403258655,0.18813645621181263,0.15478615071283094,109
dd4_6_sc90_70_rec2,0.04,0.06,0.9,0.7,0.02,2.0,0.22869538018799895,0.09813035144734554,2.3305264560344674,-0.11886869392852895,27.007220588523985,2010-02-02,2026-04-09,3928,0.9241853360488798,1.0,0.7,0.40173116089613037,0.17820773930753564,0.005015274949083504,1.263849287169043,0.5493890020366599,0.17820773930753564,0.21715885947046842,120
dd4_10_sc90_75_rec2,0.04,0.1,0.9,0.75,0.02,2.0,0.23671617829383318,0.10158264152394403,2.330281775927601,-0.13165492611871676,30.116711975928666,2010-02-02,2026-04-09,3928,0.9558044806517312,1.0,0.75,0.38925661914460286,0.03513238289205703,0.0017438900203665985,0.43946028513238283,0.5376782077393075,0.03513238289205703,0.2255600814663951,62
dd5_10_sc90_80_rec3,0.05,0.1,0.9,0.8,0.03,2.0,0.2388833939316093,0.10252850039512547,2.3299218559814863,-0.1327673125096912,31.01085940043982,2010-02-02,2026-04-09,3928,0.9662169042769858,1.0,0.8,0.3029531568228106,0.034877800407331974,0.0012729124236252542,0.32077393075356403,0.4157331975560081,0.034877800407331974,0.17617107942973523,50
dd5_8_sc90_80_rec3,0.05,0.08,0.9,0.8,0.03,2.0,0.2375759161324802,0.10197055127704972,2.3298483057818955,-0.1306076843087327,30.468580205285893,2010-02-02,2026-04-09,3928,0.9611507128309573,1.0,0.8,0.31033604887983707,0.07815682281059064,0.0021894093686354375,0.5517311608961303,0.41827902240325865,0.07815682281059064,0.17362525458248473,86
dd4_10_sc90_80_rec2,0.04,0.1,0.9,0.8,0.02,2.0,0.23721347756492195,0.10184137731698996,2.3292445940374,-0.1328757668909608,30.319790863721256,2010-02-02,2026-04-09,3928,0.9576374745417516,1.0,0.8,0.3890020366598778,0.034623217922606926,0.0015784114052953154,0.3977596741344195,0.5369144602851323,0.034623217922606926,0.22479633401221996,62
dd3_6_sc90_65_rec2,0.03,0.06,0.9,0.65,0.02,2.0,0.22445341271956054,0.09636866487058313,2.3291119890577185,-0.11482392596567526,25.483004898891554,2010-02-02,2026-04-09,3928,0.9078029531568229,1.0,0.65,0.47072301425661917,0.1804989816700611,0.0064791242362525455,1.6327393075356416,0.5582993890020367,0.1804989816700611,0.1255091649694501,153
dd5_8_sc90_80_rec2,0.05,0.08,0.9,0.8,0.02,2.0,0.23705295222532952,0.10179646010201168,2.328695437815572,-0.13060768430873249,30.254102656261843,2010-02-02,2026-04-09,3928,0.9595977596741345,1.0,0.8,0.3276476578411405,0.07637474541751528,0.0019857433808553966,0.50040733197556,0.5361507128309573,0.07637474541751528,0.29378818737270873,78
dd5_6_sc95_70_rec3,0.05,0.06,0.95,0.7,0.03,2.0,0.23118867670248244,0.09929452144033686,2.328312512603194,-0.12012441881649127,27.94111723087607,2010-02-02,2026-04-09,3928,0.9374618126272911,1.0,0.7,0.315173116089613,0.1871181262729124,0.004786150712830959,1.2061099796334016,0.42438900203665986,0.18482688391038696,0.1680244399185336,104
dd5_8_sc90_70_rec3,0.05,0.08,0.9,0.7,0.03,2.0,0.23502066785730924,0.10094202953117855,2.3282736531933614,-0.12774005824331736,29.433574975610487,2010-02-02,2026-04-09,3928,0.9523167006109979,1.0,0.7,0.3113543788187373,0.08273930753564154,0.003335030549898168,0.8404276985743383,0.420061099796334,0.08273930753564154,0.17133401221995925,84
dd5_6_sc90_80_rec2,0.05,0.06,0.9,0.8,0.02,2.0,0.2343626949304518,0.10067837516882137,2.32783549136012,-0.1268091104843344,29.17228143437498,2010-02-02,2026-04-09,3928,0.9475305498981671,1.0,0.8,0.33273930753564157,0.19195519348268839,0.0025967413441955185,0.6543788187372707,0.540224032586558,0.18075356415478616,0.29404276985743383,97
dd5_10_sc90_75_rec2,0.05,0.1,0.9,0.75,0.02,2.0,0.23745584257748442,0.10200904020297791,2.3277921457254576,-0.13251875236363597,30.41921395712215,2010-02-02,2026-04-09,3928,0.9620035641547862,1.0,0.75,0.3268839103869654,0.03538696537678208,0.001260183299389002,0.31756619144602855,0.535132382892057,0.03538696537678208,0.29786150712830956,44
dd4_6_sc95_70_rec3,0.04,0.06,0.95,0.7,0.03,2.0,0.23132724222355106,0.09939552768005666,2.3273405516611185,-0.1197495632961536,27.993866221856106,2010-02-02,2026-04-09,3928,0.9361761710794295,1.0,0.7,0.37016293279022405,0.18126272912423624,0.00529531568228106,1.3344195519348272,0.4241344195519348,0.18126272912423624,0.08961303462321792,130
dd5_10_sc90_80_rec2,0.05,0.1,0.9,0.8,0.02,2.0,0.23795317196694543,0.10226390440958448,2.326853970037191,-0.13276731250969198,30.624156590707024,2010-02-02,2026-04-09,3928,0.9638492871690428,1.0,0.8,0.3266293279022403,0.034877800407331974,0.001171079429735234,0.29511201629327893,0.5343686354378818,0.034877800407331974,0.29786150712830956,46
dd5_8_sc90_70_rec2,0.05,0.08,0.9,0.7,0.02,2.0,0.23441692900344968,0.10074656300873407,2.3267982748267775,-0.1277400582433169,29.193738962044417,2010-02-02,2026-04-09,3928,0.9506873727087577,1.0,0.7,0.3296843177189409,0.08172097759674135,0.003131364562118127,0.789103869653768,0.5384419551934827,0.08172097759674135,0.2925152749490835,78
dd5_6_sc90_65_rec2,0.05,0.06,0.9,0.65,0.02,2.0,0.2259551998920113,0.09713545583735969,2.3261866426029134,-0.11507780461047412,26.013496281793813,2010-02-02,2026-04-09,3928,0.9171206720977597,1.0,0.65,0.3520875763747454,0.19068228105906312,0.005537169042769858,1.3953665987780042,0.5514256619144603,0.1878818737270876,0.29327902240325865,104
dd3_8_sc95_70_rec3,0.03,0.08,0.95,0.7,0.03,2.0,0.23630189138852153,0.10161046694153822,2.325566435242132,-0.12761712109244905,29.948476263977362,2010-02-02,2026-04-09,3928,0.9580448065173115,1.0,0.7,0.41776985743380857,0.08426680244399186,0.004175152749490836,1.0521384928716908,0.41776985743380857,0.08426680244399186,0.0,172
dd3_8_sc95_70_rec2,0.03,0.08,0.95,0.7,0.02,2.0,0.23581988267832044,0.1014091733918506,2.325429493119912,-0.12513470514633662,29.75381383834621,2010-02-02,2026-04-09,3928,0.9567973523421587,1.0,0.7,0.4478105906313646,0.08324847250509165,0.003538696537678209,0.8917515274949086,0.540224032586558,0.08324847250509165,0.12423625254582485,122
dd5_8_sc90_65_rec3,0.05,0.08,0.9,0.65,0.03,2.0,0.23330008923948875,0.10032591921134111,2.3254218956920942,-0.12466117533107568,28.754740291237955,2010-02-02,2026-04-09,3928,0.9472377800407332,1.0,0.65,0.31313645621181263,0.08579429735234216,0.003933299389002037,0.9911914460285133,0.4226069246435845,0.08579429735234216,0.17158859470468432,84
dd3_6_sc95_80_rec3,0.03,0.06,0.95,0.8,0.03,2.0,0.23592840115964808,0.10146060029419025,2.325320375353206,-0.1275294636453832,29.797539284983404,2010-02-02,2026-04-09,3928,0.9529786150712831,1.0,0.8,0.4164969450101833,0.17464358452138493,0.00425152749490835,1.0713849287169042,0.4164969450101833,0.17464358452138493,0.0,199
dd5_6_sc95_80_rec2,0.05,0.06,0.95,0.8,0.02,2.0,0.23580243053015226,0.10144591759601497,2.324415177249233,-0.12696479852244924,29.74678726798945,2010-02-02,2026-04-09,3928,0.9555626272912424,1.0,0.8,0.3258655804480652,0.18762729124236252,0.003131364562118125,0.7891038696537674,0.5371690427698574,0.1825356415478615,0.29404276985743383,100
dd4_6_sc95_65_rec3,0.04,0.06,0.95,0.65,0.03,2.0,0.22836557868951313,0.09824929099195744,2.324348363065611,-0.11567535309436494,26.88582830815589,2010-02-02,2026-04-09,3928,0.9260183299389002,1.0,0.65,0.37525458248472504,0.1840631364562118,0.006046334012219959,1.5236761710794298,0.42820773930753564,0.1840631364562118,0.08986761710794297,128
