reg_window,z_window,rows,sample_start,sample_end,total_return,annual_return,sharpe,max_drawdown,position_days_pct,trades
16,160,661,2023-07-05,2026-03-27,1.0603638452443036,0.303552512514907,1.5073374959848056,-0.20727628897355488,0.394856278366112,46
30,40,661,2023-07-05,2026-03-27,1.4101906206402046,0.38071705593063254,1.4978390438563696,-0.2211415347509419,0.47049924357034795,38
14,60,661,2023-07-05,2026-03-27,1.4504071213417937,0.3891214908288887,1.4918622004224666,-0.2623599845982243,0.48714069591527986,58
20,250,661,2023-07-05,2026-03-27,0.9218388995760483,0.27070225905046796,1.468035638280908,-0.16360479578119413,0.340393343419062,24
6,250,661,2023-07-05,2026-03-27,0.9225714576893622,0.270879860857945,1.4667668372907434,-0.12236408570905877,0.3086232980332829,80
12,250,661,2023-07-05,2026-03-27,0.8668360723993964,0.25724295457054835,1.4519945040319644,-0.17001964167633232,0.3207261724659607,38
40,120,661,2023-07-05,2026-03-27,1.0987733896670973,0.3124120148821432,1.4264216141867494,-0.23417981682360922,0.47655068078668683,18
40,100,661,2023-07-05,2026-03-27,1.238879862259167,0.34388527335576935,1.415675690391151,-0.2341798168236099,0.4962178517397882,20
18,160,661,2023-07-05,2026-03-27,0.9410691559764841,0.27535032266708503,1.415603542682256,-0.2297414317857499,0.3857791225416036,36
18,250,661,2023-07-05,2026-03-27,0.8093851923435602,0.24291369488692705,1.4021905281013631,-0.1215201672776407,0.32829046898638425,28
10,250,661,2023-07-05,2026-03-27,0.8757032866926875,0.259429603847972,1.3795535799502177,-0.1682702648420915,0.31316187594553707,42
20,400,661,2023-07-05,2026-03-27,0.322463414211261,0.10793284619562704,1.3589781945106425,-0.08288578008646774,0.16792738275340394,10
20,50,661,2023-07-05,2026-03-27,1.144687470741995,0.3228687992329917,1.3548941653830595,-0.2250052357174005,0.47049924357034795,46
16,30,661,2023-07-05,2026-03-27,1.1818361828003021,0.3312260076905913,1.351357470724972,-0.2963899741273873,0.4886535552193646,64
16,400,661,2023-07-05,2026-03-27,0.33554486282538853,0.11193931158947024,1.3460861610217127,-0.10230231143513524,0.16338880484114976,16
8,200,661,2023-07-05,2026-03-27,0.9251391903631014,0.27150204528000366,1.3416933739725396,-0.22614647845852798,0.37821482602118,78
20,200,661,2023-07-05,2026-03-27,0.8511898395307829,0.2533685052055936,1.3296499737503193,-0.15042329274800736,0.37972768532526474,32
6,300,661,2023-07-05,2026-03-27,0.5722894888211922,0.18051575315991397,1.2756526471977654,-0.12236408570905888,0.264750378214826,72
40,80,661,2023-07-05,2026-03-27,1.1004301245099652,0.31279183679904965,1.2695089737531922,-0.23417981682360955,0.5007564296520424,20
16,120,661,2023-07-05,2026-03-27,1.131008217004923,0.3197683450260458,1.258461295213808,-0.40074793474513626,0.43267776096822996,54
8,300,661,2023-07-05,2026-03-27,0.6030280365228262,0.18892747922032216,1.2561116594181676,-0.14311091846143498,0.27685325264750377,44
10,200,661,2023-07-05,2026-03-27,0.8440831201924077,0.2516018305562302,1.2522129702237856,-0.19526517343064287,0.3555219364599092,52
12,160,661,2023-07-05,2026-03-27,0.8209052963276255,0.24580986340358657,1.2332809994558431,-0.18883142404932962,0.394856278366112,54
30,400,661,2023-07-05,2026-03-27,0.30951582100636554,0.10394258641573217,1.2325476012754375,-0.08288578008646785,0.17246596066565809,14
40,200,661,2023-07-05,2026-03-27,0.7524494443477641,0.2284257566798198,1.228713006127135,-0.21957018515935056,0.37972768532526474,16
16,250,661,2023-07-05,2026-03-27,0.6914030051839974,0.2125567141896081,1.2284915021642053,-0.19239244409619305,0.3161875945537065,32
30,80,661,2023-07-05,2026-03-27,1.1560564550560182,0.3254361063775779,1.2266897770308023,-0.3644137701263802,0.4856278366111952,42
18,120,661,2023-07-05,2026-03-27,1.0837424789234906,0.3089573301607118,1.2222698100028242,-0.40074793474513626,0.43872919818456885,38
40,60,661,2023-07-05,2026-03-27,1.0348402725964383,0.2976072820142841,1.2217452223956826,-0.23417981682360967,0.5310136157337367,22
16,20,661,2023-07-05,2026-03-27,1.0229041511954886,0.29481077736146655,1.2166845888217295,-0.22372950054766627,0.4962178517397882,71
10,160,661,2023-07-05,2026-03-27,0.8506427603282964,0.2532326583609681,1.2114792422757499,-0.21613647668737213,0.394856278366112,66
8,30,661,2023-07-05,2026-03-27,1.1029191809025756,0.3133621197220502,1.210983935928095,-0.26511235720768034,0.48714069591527986,101
14,20,661,2023-07-05,2026-03-27,0.9895532370380489,0.2869412006992502,1.2100851009277283,-0.2004477224750888,0.4962178517397882,83
14,160,661,2023-07-05,2026-03-27,0.7623513003437292,0.23096658659188107,1.2015328783500931,-0.19357031358805543,0.39334341906202724,50
20,160,661,2023-07-05,2026-03-27,0.7908259479931834,0.23822321515520883,1.2001573551601004,-0.2861372930247281,0.4039334341906203,32
24,300,661,2023-07-05,2026-03-27,0.501199362175454,0.16065441245169176,1.193391677473357,-0.17233347756234274,0.2753403933434191,26
20,120,661,2023-07-05,2026-03-27,1.0306600502415582,0.2966290858726066,1.1805348774772875,-0.40074793474513604,0.443267776096823,38
18,200,661,2023-07-05,2026-03-27,0.7213757150829758,0.22039266143121572,1.177593741569841,-0.16827603514991085,0.3812405446293495,40
40,50,661,2023-07-05,2026-03-27,0.9113568512750867,0.2681562761388956,1.1730602004932242,-0.23417981682360944,0.529500756429652,26
14,250,661,2023-07-05,2026-03-27,0.6422596314818203,0.19951628502393337,1.170865028603854,-0.15224060912235415,0.3207261724659607,38
6,500,661,2023-07-05,2026-03-27,0.20680386468147538,0.07136524075830364,1.1428377114945076,-0.03581188907030253,0.10287443267776097,32
6,200,661,2023-07-05,2026-03-27,0.7146818134915627,0.21865017387111352,1.1375634915204293,-0.19331696550440347,0.3600605143721634,96
16,300,661,2023-07-05,2026-03-27,0.47664612776155146,0.15365651360470323,1.1249859168582006,-0.21269857083447297,0.26626323751891073,24
12,300,661,2023-07-05,2026-03-27,0.479526230427594,0.15448116601615713,1.1215690511754832,-0.15348392418157408,0.2723146747352496,32
8,20,661,2023-07-05,2026-03-27,0.8885872213459058,0.2625951385421925,1.1188854401926722,-0.2347636856824854,0.4826021180030257,129
16,80,661,2023-07-05,2026-03-27,0.9285502970947543,0.2723277744530448,1.1069479735350443,-0.4034046065072492,0.4826021180030257,46
12,200,661,2023-07-05,2026-03-27,0.6613673145984231,0.204615583035187,1.0956999380036376,-0.1871230140246153,0.3661119515885023,52
18,300,661,2023-07-05,2026-03-27,0.46276476115629084,0.14966754470984256,1.0937947919268112,-0.19695721063189553,0.2692889561270802,22
14,50,661,2023-07-05,2026-03-27,0.8866011665810605,0.2621080657804573,1.0825912640980235,-0.3471819713648203,0.4826021180030257,60
24,40,661,2023-07-05,2026-03-27,0.8652096973885273,0.25684117814700036,1.0719490004659429,-0.35926018676314064,0.4659606656580938,34
10,300,661,2023-07-05,2026-03-27,0.4924000407153484,0.15815491609602783,1.0714911107788367,-0.1682702648420915,0.2692889561270802,34
30,100,661,2023-07-05,2026-03-27,0.9481976459823569,0.2770659091405727,1.069824701562288,-0.40074793474513626,0.47049924357034795,36
14,30,661,2023-07-05,2026-03-27,0.8823821281118502,0.2610722831840089,1.0637762419698982,-0.4172072273108509,0.4962178517397882,67
24,120,661,2023-07-05,2026-03-27,0.8793358548134889,0.26032350251912084,1.0637266890316277,-0.3471819713648203,0.44175491679273826,40
16,100,661,2023-07-05,2026-03-27,0.8751626522744214,0.25929647138227274,1.0567667365073148,-0.4391913676572049,0.4583963691376702,48
14,40,661,2023-07-05,2026-03-27,0.8532225116380365,0.2538730213874345,1.0431297366557677,-0.41743003834206915,0.4795763993948563,60
20,300,661,2023-07-05,2026-03-27,0.4257265113735842,0.13890547849187818,1.042664461759848,-0.18416895732715388,0.2723146747352496,18
40,250,661,2023-07-05,2026-03-27,0.5681802444781974,0.1793833739321935,1.0246307409538806,-0.16610869452563826,0.3388804841149773,14
8,160,661,2023-07-05,2026-03-27,0.674410157098098,0.2080750534355118,1.0190047185687896,-0.27292356034879517,0.3978819969742814,88
16,200,661,2023-07-05,2026-03-27,0.6052470382925035,0.18953075032793576,1.0179622702605342,-0.2022006566675214,0.3721633888048411,40
30,300,661,2023-07-05,2026-03-27,0.3941480885209139,0.12958914567869684,1.0081931754458677,-0.14627123620326665,0.2692889561270802,22
14,300,661,2023-07-05,2026-03-27,0.39748684016970426,0.13058042850366292,0.9859521893366829,-0.15224060912235426,0.2692889561270802,28
6,400,661,2023-07-05,2026-03-27,0.301005082273041,0.101306073712087,0.9826657806039573,-0.12236408570905866,0.17700453857791226,50
6,160,661,2023-07-05,2026-03-27,0.6230570330162875,0.1943536613583421,0.9761960048569178,-0.2017618360125314,0.3978819969742814,100
16,40,661,2023-07-05,2026-03-27,0.7494701042500831,0.2276594752027934,0.9684802316438463,-0.40315634476872975,0.4750378214826021,54
18,100,661,2023-07-05,2026-03-27,0.7690767404829482,0.23268719232924817,0.9631322712037723,-0.4371089138674056,0.4568835098335855,46
40,160,661,2023-07-05,2026-03-27,0.5716499600365199,0.18033964227401778,0.9615853782991259,-0.2341798168236099,0.4462934947049924,16
14,200,661,2023-07-05,2026-03-27,0.5413801115212309,0.17195159719119824,0.9525298639530279,-0.1871230140246153,0.37821482602118,48
24,100,661,2023-07-05,2026-03-27,0.7640382755925683,0.23139856475428422,0.9523665039716207,-0.4294870109920793,0.45385779122541603,44
24,80,661,2023-07-05,2026-03-27,0.7335535029753792,0.22355168601825337,0.934099811779496,-0.3834380230164579,0.47655068078668683,42
24,500,661,2023-07-05,2026-03-27,0.15166455052085204,0.05314768695580785,0.9298855472089257,-0.08288578008646796,0.09379727685325265,10
12,20,661,2023-07-05,2026-03-27,0.7040537044201733,0.2158747021137022,0.9263255772828421,-0.2870350322481917,0.5007564296520424,101
20,80,661,2023-07-05,2026-03-27,0.7121172450636255,0.21798145052492734,0.9182989222883025,-0.417207227310851,0.4795763993948563,44
18,40,661,2023-07-05,2026-03-27,0.6774786428057473,0.2088864538542481,0.907928461471472,-0.4041555521039909,0.4659606656580938,52
18,80,661,2023-07-05,2026-03-27,0.6996364618723292,0.21471793881066525,0.9048692955871926,-0.4172072273108508,0.4750378214826021,44
20,100,661,2023-07-05,2026-03-27,0.6870133336216548,0.21140173242671723,0.8965611518847663,-0.4391913676572051,0.46142208774583965,52
20,30,661,2023-07-05,2026-03-27,0.661023502711255,0.2045241584392068,0.8917746341814023,-0.41876153379323144,0.4689863842662632,40
10,60,661,2023-07-05,2026-03-27,0.709153245480066,0.21720778290294307,0.8914909829730925,-0.37725678153237174,0.4750378214826021,82
24,30,661,2023-07-05,2026-03-27,0.6658571301284202,0.205808392159182,0.8872942000685561,-0.394771556285089,0.4599092284417549,38
18,500,661,2023-07-05,2026-03-27,0.13954290977107608,0.04906910786447316,0.8788265480668069,-0.08288578008646774,0.08472012102874432,10
18,20,661,2023-07-05,2026-03-27,0.6213672629713187,0.19389751849633963,0.8757084767642029,-0.2707421486460817,0.4720121028744327,65
14,400,661,2023-07-05,2026-03-27,0.20439042901888338,0.070579023276641,0.8658646550576128,-0.10230231143513546,0.16187594553706505,16
14,100,661,2023-07-05,2026-03-27,0.6493198783136986,0.20140481936403942,0.863106674440533,-0.42733948264788246,0.4493192133131619,60
6,30,661,2023-07-05,2026-03-27,0.6026881250646836,0.18883502215611636,0.8545043648550873,-0.23432919354084725,0.4735249621785174,132
10,50,661,2023-07-05,2026-03-27,0.6572443231183334,0.2035184286666647,0.8499264179833407,-0.40074793474513626,0.4856278366111952,82
8,60,661,2023-07-05,2026-03-27,0.649716097985716,0.2015106516956251,0.8495641736335174,-0.40074793474513626,0.4826021180030257,94
14,120,661,2023-07-05,2026-03-27,0.6298245530818443,0.1961775030384163,0.8473714058274151,-0.4046187834855808,0.4296520423600605,62
10,20,661,2023-07-05,2026-03-27,0.6156149472257855,0.1923424561610778,0.8444255969013219,-0.3917139779776111,0.4795763993948563,101
10,500,661,2023-07-05,2026-03-27,0.1485626955795274,0.05210660141336021,0.840856890940258,-0.10230231143513557,0.09833585476550681,12
10,400,661,2023-07-05,2026-03-27,0.24875235872693335,0.08487448303932155,0.8378370176392558,-0.13169987813435813,0.17851739788199697,22
8,400,661,2023-07-05,2026-03-27,0.24446292033227324,0.08350641566770589,0.8307053142228966,-0.13006258329462217,0.1800302571860817,30
14,80,661,2023-07-05,2026-03-27,0.5864835112961262,0.18441282594479813,0.8119527094231932,-0.4273394826478826,0.47655068078668683,58
10,120,661,2023-07-05,2026-03-27,0.6128003155225061,0.19158028003622274,0.8079367920982142,-0.40074793474513637,0.443267776096823,78
18,30,661,2023-07-05,2026-03-27,0.5359094325539449,0.17042452073120273,0.8056024324817715,-0.3469936600453848,0.46142208774583965,54
20,40,661,2023-07-05,2026-03-27,0.5416090575892942,0.17201542994420982,0.7824452712419905,-0.40630477577355884,0.46444780635400906,42
8,50,661,2023-07-05,2026-03-27,0.5646296619982183,0.17840343019386307,0.7707099417357504,-0.4340967564496141,0.48714069591527986,102
16,500,661,2023-07-05,2026-03-27,0.1151341556374057,0.04077212618848858,0.7368675267141128,-0.10230231143513546,0.08018154311649017,10
10,40,661,2023-07-05,2026-03-27,0.5212138077202304,0.16630527796182704,0.7209610804006158,-0.4340136029144428,0.4962178517397882,74
8,120,661,2023-07-05,2026-03-27,0.5058169221236981,0.161962345457211,0.70767370368465,-0.40074793474513604,0.4583963691376702,102
10,100,661,2023-07-05,2026-03-27,0.4873188588520423,0.1567073251930422,0.6934998669927236,-0.4340136029144426,0.4523449319213313,76
10,30,661,2023-07-05,2026-03-27,0.4830785688668353,0.1554968989532719,0.6924479918955836,-0.417207227310851,0.49016641452344933,85
8,80,661,2023-07-05,2026-03-27,0.484212378928391,0.1558207689512121,0.691674133823695,-0.43409675644961443,0.47655068078668683,94
8,100,661,2023-07-05,2026-03-27,0.48924145918898376,0.1572554274984781,0.6895789016618579,-0.4340967564496142,0.47049924357034795,104
20,500,661,2023-07-05,2026-03-27,0.11097796107682001,0.039347934124761785,0.6765349938407086,-0.08288578008646785,0.09228441754916793,8
6,20,661,2023-07-05,2026-03-27,0.41922749341220067,0.1369988853066062,0.6725237153750694,-0.2461784297262739,0.48411497730711045,142
30,500,661,2023-07-05,2026-03-27,0.11651791136173673,0.041245548030975465,0.6662229874586384,-0.08288578008646763,0.09984871406959153,10
8,500,661,2023-07-05,2026-03-27,0.1079864051062489,0.038320736019791024,0.6502000549962083,-0.08493031141064333,0.1059001512859304,20
12,40,661,2023-07-05,2026-03-27,0.40424365204319757,0.1325819617243018,0.621565078629844,-0.4350514730606513,0.4826021180030257,72
10,80,661,2023-07-05,2026-03-27,0.40671293819856835,0.13331190284323768,0.6174253954745978,-0.4340136029144426,0.4689863842662632,72
12,120,661,2023-07-05,2026-03-27,0.39039136943989816,0.1284719682558686,0.6099782011364131,-0.4169409001690688,0.4296520423600605,66
12,100,661,2023-07-05,2026-03-27,0.3704945471203174,0.12252292449375735,0.5898134831117238,-0.4350514730606512,0.4462934947049924,66
12,60,661,2023-07-05,2026-03-27,0.34695307926006547,0.11541307661926514,0.5581335730521781,-0.4032734746051415,0.4856278366111952,78
8,40,661,2023-07-05,2026-03-27,0.3120935488274794,0.10473898997838127,0.5209154401241104,-0.43409675644961454,0.4947049924357035,101
12,50,661,2023-07-05,2026-03-27,0.30611322108472105,0.10288981232955896,0.5190347790612828,-0.4126062150103551,0.47806354009077157,76
12,80,661,2023-07-05,2026-03-27,0.2943637653413489,0.0992410858404249,0.4999473632033675,-0.41290504558357033,0.4735249621785174,70
6,120,661,2023-07-05,2026-03-27,0.287697990148744,0.09716173509872461,0.49885789236119277,-0.40074793474513637,0.43267776096822996,114
6,80,661,2023-07-05,2026-03-27,0.28056087532600205,0.09492778212387809,0.48804068509938664,-0.40591753644471784,0.45537065052950076,122
12,30,661,2023-07-05,2026-03-27,0.2820820549706182,0.09540457895248111,0.48764854188375817,-0.4172072273108508,0.48714069591527986,75
6,100,661,2023-07-05,2026-03-27,0.2537347707264688,0.08645983561939397,0.45741290966657944,-0.40591753644471773,0.44780635400907715,114
6,40,661,2023-07-05,2026-03-27,0.21739100465354988,0.07480246652734457,0.4144964932725629,-0.4177171968735911,0.49016641452344933,132
40,400,661,2023-07-05,2026-03-27,0.0910072384798768,0.03245713693339525,0.41067285828428673,-0.132839118197273,0.18305597579425115,14
14,500,661,2023-07-05,2026-03-27,0.06084915442427241,0.021898167830561865,0.3853710124909409,-0.10230231143513568,0.08169440242057488,10
6,50,661,2023-07-05,2026-03-27,0.17994528958750244,0.0625587700416923,0.37059094525109393,-0.40591753644471773,0.4735249621785174,128
12,500,661,2023-07-05,2026-03-27,0.06083009429535191,0.021891434759831574,0.35740287889664574,-0.10230231143513557,0.09379727685325265,16
6,60,661,2023-07-05,2026-03-27,0.11423576296509452,0.0404645615205097,0.29011126276792054,-0.41126583442949927,0.4750378214826021,120
12,400,661,2023-07-05,2026-03-27,0.03633595602139539,0.013174659586492776,0.17783208310691553,-0.17349501000715406,0.17246596066565809,24
40,500,661,2023-07-05,2026-03-27,-0.007430669562868197,-0.0027313893571626613,-0.0025719348053727994,-0.10368118391633874,0.10136157337367625,8
40,300,661,2023-07-05,2026-03-27,-0.09533694013728222,-0.036075549483839287,-0.17656248101679956,-0.23747471798770525,0.264750378214826,14
