rebalance_date,entry_count,exit_count,turnover_frac_one_side,two_side_cost_rate
2010-01-12,4,4,0.13333333333333333,0.0008
2010-01-26,5,5,0.16666666666666666,0.001
2010-02-09,3,3,0.1,0.0006000000000000001
2010-02-23,0,0,0.0,0.0
2010-03-09,3,3,0.1,0.0006000000000000001
2010-03-23,3,3,0.1,0.0006000000000000001
2010-04-06,3,3,0.1,0.0006000000000000001
2010-04-20,6,6,0.2,0.0012000000000000001
2010-05-04,3,3,0.1,0.0006000000000000001
2010-05-18,4,4,0.13333333333333333,0.0008
2010-06-01,3,3,0.1,0.0006000000000000001
2010-06-17,2,2,0.06666666666666667,0.0004
2010-06-29,3,3,0.1,0.0006000000000000001
2010-07-13,4,4,0.13333333333333333,0.0008
2010-07-27,2,2,0.06666666666666667,0.0004
2010-08-10,2,2,0.06666666666666667,0.0004
2010-08-24,2,2,0.06666666666666667,0.0004
2010-09-07,3,3,0.1,0.0006000000000000001
2010-09-21,3,3,0.1,0.0006000000000000001
2010-10-08,1,1,0.03333333333333333,0.0002
2010-10-19,4,4,0.13333333333333333,0.0008
2010-11-02,3,3,0.1,0.0006000000000000001
2010-11-16,2,2,0.06666666666666667,0.0004
2010-11-30,5,5,0.16666666666666666,0.001
2010-12-14,3,3,0.1,0.0006000000000000001
2010-12-28,4,4,0.13333333333333333,0.0008
2011-01-11,1,1,0.03333333333333333,0.0002
2011-01-25,4,4,0.13333333333333333,0.0008
2011-02-09,2,2,0.06666666666666667,0.0004
2011-02-22,1,1,0.03333333333333333,0.0002
2011-03-08,2,2,0.06666666666666667,0.0004
2011-03-22,2,2,0.06666666666666667,0.0004
2011-04-06,2,2,0.06666666666666667,0.0004
2011-04-19,3,3,0.1,0.0006000000000000001
2011-05-03,3,3,0.1,0.0006000000000000001
2011-05-17,3,3,0.1,0.0006000000000000001
2011-05-31,4,4,0.13333333333333333,0.0008
2011-06-14,4,4,0.13333333333333333,0.0008
2011-06-28,1,1,0.03333333333333333,0.0002
2011-07-12,2,2,0.06666666666666667,0.0004
2011-07-26,3,3,0.1,0.0006000000000000001
2011-08-09,4,4,0.13333333333333333,0.0008
2011-08-23,4,4,0.13333333333333333,0.0008
2011-09-06,5,5,0.16666666666666666,0.001
2011-09-20,4,4,0.13333333333333333,0.0008
2011-10-10,5,5,0.16666666666666666,0.001
2011-10-18,4,4,0.13333333333333333,0.0008
2011-11-01,4,4,0.13333333333333333,0.0008
2011-11-15,1,1,0.03333333333333333,0.0002
2011-11-29,2,2,0.06666666666666667,0.0004
2011-12-13,3,3,0.1,0.0006000000000000001
2011-12-27,5,5,0.16666666666666666,0.001
2012-01-10,4,4,0.13333333333333333,0.0008
2012-01-30,6,6,0.2,0.0012000000000000001
2012-02-07,3,3,0.1,0.0006000000000000001
2012-02-21,2,2,0.06666666666666667,0.0004
2012-03-06,2,2,0.06666666666666667,0.0004
2012-03-20,4,4,0.13333333333333333,0.0008
2012-04-05,5,5,0.16666666666666666,0.001
2012-04-17,6,6,0.2,0.0012000000000000001
2012-05-02,7,7,0.23333333333333334,0.0014
2012-05-15,4,4,0.13333333333333333,0.0008
2012-05-29,4,4,0.13333333333333333,0.0008
2012-06-12,3,3,0.1,0.0006000000000000001
2012-06-26,4,4,0.13333333333333333,0.0008
2012-07-10,7,7,0.23333333333333334,0.0014
2012-07-24,7,7,0.23333333333333334,0.0014
2012-08-07,6,6,0.2,0.0012000000000000001
2012-08-21,3,3,0.1,0.0006000000000000001
2012-09-04,2,2,0.06666666666666667,0.0004
2012-09-18,3,3,0.1,0.0006000000000000001
2012-10-08,4,4,0.13333333333333333,0.0008
2012-10-16,3,3,0.1,0.0006000000000000001
2012-10-30,1,1,0.03333333333333333,0.0002
2012-11-13,2,2,0.06666666666666667,0.0004
2012-11-27,5,5,0.16666666666666666,0.001
2012-12-11,3,3,0.1,0.0006000000000000001
2012-12-25,5,5,0.16666666666666666,0.001
2013-01-08,4,4,0.13333333333333333,0.0008
2013-01-22,4,4,0.13333333333333333,0.0008
2013-02-05,5,5,0.16666666666666666,0.001
2013-02-19,3,3,0.1,0.0006000000000000001
2013-03-05,6,6,0.2,0.0012000000000000001
2013-03-19,7,7,0.23333333333333334,0.0014
2013-04-02,3,3,0.1,0.0006000000000000001
2013-04-16,7,7,0.23333333333333334,0.0014
2013-05-02,5,5,0.16666666666666666,0.001
2013-05-14,4,4,0.13333333333333333,0.0008
2013-05-28,3,3,0.1,0.0006000000000000001
2013-06-13,2,2,0.06666666666666667,0.0004
2013-06-25,10,10,0.3333333333333333,0.002
2013-07-09,6,6,0.2,0.0012000000000000001
2013-07-23,6,6,0.2,0.0012000000000000001
2013-08-06,8,8,0.26666666666666666,0.0016
2013-08-20,3,3,0.1,0.0006000000000000001
2013-09-03,6,6,0.2,0.0012000000000000001
2013-09-17,5,5,0.16666666666666666,0.001
2013-10-08,4,4,0.13333333333333333,0.0008
2013-10-22,6,6,0.2,0.0012000000000000001
2013-11-05,3,3,0.1,0.0006000000000000001
2013-11-19,5,5,0.16666666666666666,0.001
2013-12-03,3,3,0.1,0.0006000000000000001
2013-12-17,10,10,0.3333333333333333,0.002
2013-12-31,6,6,0.2,0.0012000000000000001
