date,return,weight,target_weight_next,mom8_signal_on,bias20_10_signal_on,nav
2010-04-26,0.0,0.0,0.0,False,False,1.032930803356139
2010-04-27,0.0,0.0,0.0,False,False,1.032930803356139
2010-04-28,0.0,0.0,0.0,False,False,1.032930803356139
2010-04-29,0.0,0.0,0.5,True,False,1.032930803356139
2010-04-30,-0.0052091849723818915,0.5,0.0,False,False,1.027550075737786
2010-05-04,0.0,0.0,1.0,True,True,1.027550075737786
2010-05-05,-0.004543847879070506,1.0,0.0,False,False,1.022881044505506
2010-05-06,0.0,0.0,0.0,False,False,1.022881044505506
2010-05-07,0.0,0.0,0.0,False,False,1.022881044505506
2010-05-10,0.0,0.0,0.5,True,False,1.022881044505506
2010-05-11,0.00025128903144098786,0.5,0.0,False,False,1.0231380832924593
2010-05-12,0.0,0.0,0.0,False,False,1.0231380832924593
2010-05-13,0.0,0.0,0.0,False,False,1.0231380832924593
2010-05-14,0.0,0.0,0.0,False,False,1.0231380832924593
2010-05-17,0.0,0.0,1.0,True,True,1.0231380832924593
2010-05-18,-0.00836448270921356,1.0,0.0,False,False,1.0145800624856216
2010-05-19,0.0,0.0,0.0,False,False,1.0145800624856216
2010-05-20,0.0,0.0,0.0,False,False,1.0145800624856216
2010-05-21,0.0,0.0,0.0,False,False,1.0145800624856216
2010-05-24,0.0,0.0,0.0,False,False,1.0145800624856216
2010-05-25,0.0,0.0,0.0,False,False,1.0145800624856216
2010-05-26,0.0,0.0,0.0,False,False,1.0145800624856216
2010-05-27,0.0,0.0,0.0,False,False,1.0145800624856216
2010-05-28,0.0,0.0,0.0,False,False,1.0145800624856216
2010-05-31,0.0,0.0,0.5,False,True,1.0145800624856216
2010-06-01,-0.0026220628454766857,0.5,0.5,False,True,1.0119197698000166
2010-06-02,0.00026169660689222014,0.5,0.5,False,True,1.0121845857702205
2010-06-03,0.0017183149456020787,0.5,1.0,True,True,1.0139238376716577
2010-06-04,-0.004946798618432646,1.0,1.0,True,True,1.0089081606322676
2010-06-07,-0.0020429642165174285,1.0,0.5,False,True,1.0068469973623435
2010-06-08,-0.0012739116358744416,0.5,0.5,False,True,1.0055643632568585
2010-06-09,-0.0013994981053960963,0.5,0.5,False,True,1.0041570778356268
2010-06-10,0.0002736776712677193,0.5,0.0,False,False,1.004431893206276
2010-06-11,0.0,0.0,0.5,False,True,1.004431893206276
2010-06-17,0.0033662802347926126,0.5,1.0,True,True,1.0078130924355715
2010-06-18,-0.00502890141402682,1.0,0.5,False,True,1.0027448997499475
2010-06-21,0.0013718555806373324,0.5,1.0,True,True,1.004120520936625
2010-06-22,0.002885268145380782,1.0,1.0,True,True,1.0070176778898068
2010-06-23,-0.0005515556761529813,1.0,1.0,True,True,1.0064622515735804
2010-06-24,-0.00010342607852801248,1.0,1.0,True,True,1.0063581571297138
2010-06-25,-0.002611116704004301,1.0,1.0,True,True,1.0037304385354213
2010-06-28,0.006285889366488962,1.0,1.0,True,True,1.0100397770258325
2010-06-29,0.002255282254302127,1.0,1.0,True,True,1.012317701811098
2010-06-30,-0.005617581254728254,1.0,1.0,True,True,1.0066309248655745
2010-07-01,-0.0003980365445684139,1.0,1.0,True,True,1.0062302489705852
2010-07-02,0.005273711800552439,1.0,1.0,True,True,1.011536817308654
2010-07-05,0.0032971711369227056,1.0,1.0,True,True,1.014872027306619
2010-07-06,-0.002631976395606894,1.0,1.0,True,True,1.0122009080861862
2010-07-07,-0.0023227612842436126,1.0,1.0,True,True,1.0098498070050075
2010-07-08,0.0063241923464869235,1.0,1.0,True,True,1.0162362914255698
2010-07-09,-9.775114342417372e-05,1.0,1.0,True,True,1.0161369531660938
2010-07-12,0.005046855178123722,1.0,1.0,True,True,1.021265249209863
2010-07-13,0.002095930914940059,1.0,1.0,True,True,1.0234057506180358
2010-07-14,0.0009887563743997355,1.0,1.0,True,True,1.0244176495775568
2010-07-15,0.004169929399962602,1.0,1.0,True,True,1.0286893988523709
2010-07-16,-0.0027186097002270034,1.0,1.0,True,True,1.0258927938741302
2010-07-19,-0.003974922299194305,1.0,1.0,True,True,1.0218149497311773
2010-07-20,-0.004257043907969471,1.0,1.0,True,True,1.017465038624352
2010-07-21,0.0006918492206748564,1.0,0.5,True,False,1.018168971018388
2010-07-22,-0.0021409617834519277,0.5,0.0,False,False,1.0159891101623413
2010-07-23,0.0,0.0,0.0,False,False,1.0159891101623413
2010-07-26,0.0,0.0,0.0,False,False,1.0159891101623413
2010-07-27,0.0,0.0,0.0,False,False,1.0159891101623413
2010-07-28,0.0,0.0,0.0,False,False,1.0159891101623413
2010-07-29,0.0,0.0,0.0,False,False,1.0159891101623413
2010-07-30,0.0,0.0,0.5,True,False,1.0159891101623413
2010-08-02,-0.0016720151860148023,0.5,0.0,False,False,1.0142903609413243
2010-08-03,0.0,0.0,0.5,True,False,1.0142903609413243
2010-08-04,0.00019642608953661115,0.5,0.0,False,False,1.0144895940305787
2010-08-05,0.0,0.0,0.0,False,False,1.0144895940305787
2010-08-06,0.0,0.0,0.0,False,False,1.0144895940305787
2010-08-09,0.0,0.0,0.0,False,False,1.0144895940305787
2010-08-10,0.0,0.0,0.0,False,False,1.0144895940305787
2010-08-11,0.0,0.0,0.0,False,False,1.0144895940305787
2010-08-12,0.0,0.0,0.5,True,False,1.0144895940305787
2010-08-13,0.0012610062508714272,0.5,1.0,True,True,1.0157688717500952
2010-08-16,-0.0038711829186648724,1.0,0.5,False,True,1.0118366446444649
2010-08-17,-0.0006045648804777924,0.5,0.5,False,True,1.0112249237443323
2010-08-18,-2.0936282728550713e-05,0.5,1.0,True,True,1.0112037524534265
2010-08-19,-0.00012659019298836253,1.0,1.0,True,True,1.011075743975253
2010-08-20,0.004151331013843429,1.0,1.0,True,True,1.0152730540685622
2010-08-23,0.008567590741233444,1.0,1.0,True,True,1.0239714980864238
2010-08-24,-0.00266654667566194,1.0,1.0,True,True,1.021241030292229
2010-08-25,0.007488861471279662,1.0,1.0,True,True,1.0288889628968743
2010-08-26,0.003805545589420334,1.0,1.0,True,True,1.0328044467516297
2010-08-27,-0.002199105707571236,1.0,1.0,True,True,1.0305332005979733
2010-08-30,-0.005897154413530481,1.0,1.0,True,True,1.0244559871857772
2010-08-31,-0.0022807413849337595,1.0,1.0,True,True,1.0221194680187595
2010-09-01,0.0004483275205381057,1.0,1.0,True,True,1.02257771230555
2010-09-02,-0.00036856103043939574,1.0,0.5,True,False,1.0222008300101983
2010-09-03,0.0023705097625815576,0.5,0.5,True,False,1.0246239670570565
2010-09-06,0.00012642723679266458,0.5,0.5,True,False,1.024753507433963
2010-09-07,0.000391977537707683,0.5,0.0,False,False,1.0251551877905645
2010-09-08,0.0,0.0,0.5,True,False,1.0251551877905645
2010-09-09,0.0024897168502516056,0.5,1.0,True,True,1.0277075339357296
2010-09-10,0.004037915348701982,1.0,1.0,True,True,1.0318573299609852
2010-09-13,0.0016730517794840364,1.0,1.0,True,True,1.03358368070305
2010-09-14,-0.002643577230425442,1.0,1.0,True,True,1.0308513224190041
2010-09-15,0.003605444571334571,1.0,1.0,True,True,1.0345679997232726
2010-09-16,-0.0033346058614365567,1.0,1.0,True,True,1.0311181232073408
2010-09-17,0.0021425114446331443,1.0,1.0,True,True,1.033327305587081
2010-09-20,0.0072005384997340886,1.0,1.0,True,True,1.0407678186337872
2010-09-21,-0.0007543360838982213,1.0,1.0,True,True,1.0399827299132318
2010-09-27,-0.004113624479544586,1.0,0.5,True,False,1.0357046314971572
2010-09-28,-0.0002095861981830814,0.5,0.5,True,False,1.0354875621010011
2010-09-29,8.810895315234949e-05,0.5,0.5,True,False,1.0355787978261002
2010-09-30,-0.0014281046285158526,0.5,0.5,True,False,1.0340998829517318
2010-10-08,-0.0021556337555787173,0.5,0.0,False,False,1.0318707423374012
2010-10-11,0.0,0.0,0.0,False,False,1.0318707423374012
2010-10-12,0.0,0.0,0.0,False,False,1.0318707423374012
2010-10-13,0.0,0.0,0.0,False,False,1.0318707423374012
2010-10-14,0.0,0.0,0.0,False,False,1.0318707423374012
2010-10-15,0.0,0.0,0.0,False,False,1.0318707423374012
2010-10-18,0.0,0.0,0.0,False,False,1.0318707423374012
2010-10-19,0.0,0.0,0.0,False,False,1.0318707423374012
2010-10-20,0.0,0.0,0.0,False,False,1.0318707423374012
2010-10-21,0.0,0.0,0.0,False,False,1.0318707423374012
2010-10-22,0.0,0.0,0.0,False,False,1.0318707423374012
2010-10-25,0.0,0.0,0.0,False,False,1.0318707423374012
2010-10-26,0.0,0.0,0.0,False,False,1.0318707423374012
2010-10-27,0.0,0.0,0.0,False,False,1.0318707423374012
2010-10-28,0.0,0.0,0.5,False,True,1.0318707423374012
2010-10-29,-0.0009471427085965432,0.5,0.5,False,True,1.0308934134875822
2010-11-01,-0.004737152185827614,0.5,0.5,False,True,1.0260099145005244
2010-11-02,0.004445514994438776,0.5,0.5,False,True,1.0305710569598792
2010-11-03,0.002646826725878665,0.5,0.5,False,True,1.0332987999763574
2010-11-04,-0.001152538657498997,0.5,0.5,False,True,1.0321078831646373
2010-11-05,0.00014523922842966678,0.5,1.0,True,True,1.0322577857172441
2010-11-08,0.004955873224199181,1.0,1.0,True,True,1.0373735244379514
2010-11-09,0.0024119813483988953,1.0,1.0,True,True,1.0398756500302186
2010-11-10,-0.001071343645001865,1.0,1.0,True,True,1.0387615858609667
2010-11-11,-0.003887513570661671,1.0,1.0,True,True,1.0347233860992502
2010-11-12,0.01342437893565115,1.0,1.0,True,True,1.0486139049278267
2010-11-15,-0.0017406809009235299,1.0,1.0,True,True,1.046788602731076
2010-11-16,0.014172013115059856,1.0,1.0,True,True,1.061623704537676
2010-11-17,0.015580873041953625,1.0,1.0,True,True,1.0781647286964058
2010-11-18,-0.002588475616333274,1.0,1.0,True,True,1.0753739255857846
2010-11-19,-0.00531065917736998,1.0,1.0,True,True,1.0696629811787681
2010-11-22,-0.006461956085623865,1.0,1.0,True,True,1.0627508659679734
2010-11-23,0.0037556640416924417,1.0,1.0,True,True,1.066742201180567
2010-11-24,-0.009640823492168138,1.0,1.0,True,True,1.0564579279073383
2010-11-25,0.0006435850608752184,1.0,0.5,True,False,1.0571378484471827
2010-11-26,0.0019471031909839955,0.5,0.5,True,False,1.0591962049252042
2010-11-29,0.002578793896987769,0.5,0.0,False,False,1.0619276536341777
2010-11-30,0.0,0.0,0.0,False,False,1.0619276536341777
2010-12-01,0.0,0.0,0.5,True,False,1.0619276536341777
2010-12-02,0.004356551956419358,0.5,0.5,True,False,1.0665539966311934
2010-12-03,0.0003428590513567644,0.5,0.5,True,False,1.0669196743226992
2010-12-06,-0.002056782822736819,0.5,0.5,True,False,1.0647252522633124
2010-12-07,-0.0014263662894001992,0.5,0.5,True,False,1.0632065640560109
2010-12-08,-0.0012216175813168527,0.5,0.5,True,False,1.0619077322247885
2010-12-09,0.001295420800707753,0.5,0.5,True,False,1.0632833495895448
2010-12-10,-0.003450847869961543,0.5,0.0,False,False,1.0596141205074483
2010-12-13,0.0,0.0,0.0,False,False,1.0596141205074483
2010-12-14,0.0,0.0,0.0,False,False,1.0596141205074483
2010-12-15,0.0,0.0,0.0,False,False,1.0596141205074483
2010-12-16,0.0,0.0,0.0,False,False,1.0596141205074483
2010-12-17,0.0,0.0,0.5,True,False,1.0596141205074483
2010-12-20,-0.00091306275871868,0.5,0.5,True,False,1.0586466263154004
2010-12-21,0.0017131802294630795,0.5,1.0,True,True,1.0604602787855917
2010-12-22,0.0019688617146935376,1.0,1.0,True,True,1.0625481784284458
2010-12-23,0.00785253086629919,1.0,1.0,True,True,1.0708918707964852
2010-12-24,0.0013162298377135898,1.0,1.0,True,True,1.0723014106297926
2010-12-27,0.0022872320958286733,1.0,1.0,True,True,1.0747540128325874
2010-12-28,0.0007291432514705213,1.0,1.0,True,True,1.075537662468035
2010-12-29,-0.004516981794168628,1.0,1.0,True,True,1.0706794784277243
2010-12-30,-0.0006684125920151437,1.0,1.0,True,True,1.069963822782331
2010-12-31,-0.004754474088976701,1.0,1.0,True,True,1.06487670751077
2011-01-04,-0.00010192413494006762,1.0,0.5,True,False,1.064768170873539
2011-01-05,-0.0011478939994573776,0.5,0.0,False,False,1.0635459298793801
2011-01-06,0.0,0.0,0.0,False,False,1.0635459298793801
2011-01-07,0.0,0.0,0.5,True,False,1.0635459298793801
2011-01-10,0.002071414828664059,0.5,0.5,True,False,1.0657489746894975
2011-01-11,0.001300356203058445,0.5,1.0,True,True,1.0671348279796382
2011-01-12,0.005662468485394945,1.0,1.0,True,True,1.0731774453127403
2011-01-13,0.0019773920105780832,1.0,1.0,True,True,1.0752995378190344
2011-01-14,0.005674805332295108,1.0,1.0,True,True,1.0814016533700643
2011-01-17,0.007967429064789722,1.0,1.0,True,True,1.0900176443338367
2011-01-18,0.0016421457771313656,1.0,1.0,True,True,1.0918076122054783
2011-01-19,-0.009523616066166729,1.0,1.0,True,True,1.0814096556887152
2011-01-20,0.009879541600370046,1.0,1.0,True,True,1.0920934873691337
2011-01-21,-0.0011931081430116893,1.0,1.0,True,True,1.0907905017364237
2011-01-24,0.0070564251811090165,1.0,1.0,True,True,1.098487583300191
2011-01-25,-0.000714710993802747,1.0,1.0,True,True,1.0977024821478507
2011-01-26,-0.003186460474186503,1.0,1.0,True,True,1.0942046965760701
2011-01-27,-0.004978350209746718,1.0,0.5,True,False,1.0887573623953648
2011-01-28,0.0011784202640864163,0.5,0.5,True,False,1.0900403761338846
2011-01-31,-0.002298041221261776,0.5,0.5,True,False,1.0875354184166892
2011-02-01,-0.0008892728524620029,0.5,0.0,False,False,1.0865683026930004
2011-02-09,0.0,0.0,0.0,False,False,1.0865683026930004
2011-02-10,0.0,0.0,0.0,False,False,1.0865683026930004
2011-02-11,0.0,0.0,0.0,False,False,1.0865683026930004
2011-02-14,0.0,0.0,0.0,False,False,1.0865683026930004
2011-02-15,0.0,0.0,0.0,False,False,1.0865683026930004
2011-02-16,0.0,0.0,0.0,False,False,1.0865683026930004
2011-02-17,0.0,0.0,0.0,False,False,1.0865683026930004
2011-02-18,0.0,0.0,0.0,False,False,1.0865683026930004
2011-02-21,0.0,0.0,0.0,False,False,1.0865683026930004
2011-02-22,0.0,0.0,0.0,False,False,1.0865683026930004
2011-02-23,0.0,0.0,0.0,False,False,1.0865683026930004
2011-02-24,0.0,0.0,0.5,True,False,1.0865683026930004
2011-02-25,5.3029827806955345e-05,0.5,0.5,False,True,1.0866259232229927
2011-02-28,-0.0002014472770574148,0.5,1.0,True,True,1.0864070253895795
2011-03-01,0.0014520678303246663,1.0,1.0,True,True,1.0879845620817865
2011-03-02,0.0028650445057436195,1.0,1.0,True,True,1.0911016862737128
2011-03-03,0.007854476852629267,1.0,1.0,True,True,1.0996717192124144
2011-03-04,0.0001055635275386216,1.0,1.0,True,True,1.099787804438229
2011-03-07,-0.002670587664035195,1.0,1.0,True,True,1.09685072469464
2011-03-08,-0.00047480426310578776,1.0,1.0,True,True,1.0963299352945644
2011-03-09,-0.00572716897156903,1.0,1.0,True,True,1.090051068506543
2011-03-10,0.006019012012438008,1.0,1.0,True,True,1.0966120989820547
2011-03-11,0.005045587076418634,1.0,1.0,True,True,1.1021451508165228
2011-03-14,0.0038350429120550204,1.0,1.0,True,True,1.1063719247652175
2011-03-15,-0.0039018140802824838,1.0,1.0,True,True,1.1020550672111393
2011-03-16,0.002455471045161162,1.0,1.0,True,True,1.1047611315188495
2011-03-17,0.00468097483784965,1.0,1.0,True,True,1.1099324905773233
2011-03-18,-0.001850399754410403,1.0,1.0,True,True,1.107878671769347
2011-03-21,0.0018200965658578764,1.0,1.0,True,True,1.1098951179352217
2011-03-22,0.0017490452934711635,1.0,1.0,True,True,1.1118363747674929
2011-03-23,0.0011885724690139047,1.0,1.0,True,True,1.1131578728725897
2011-03-24,0.0035361214270326017,1.0,1.0,True,True,1.1170941342785246
2011-03-25,-0.0001779304151217406,1.0,1.0,True,True,1.1168953692554824
2011-03-28,0.005740027967080142,1.0,1.0,True,True,1.123306379911311
2011-03-29,0.004343569351983068,1.0,1.0,True,True,1.128185539075981
2011-03-30,-0.0012304759158529351,1.0,1.0,True,True,1.1267973339415345
2011-03-31,-0.002776273614605784,1.0,1.0,True,True,1.1236690362343045
2011-04-01,0.005276887266182995,1.0,1.0,True,True,1.1295985110630133
2011-04-06,0.001676705899564446,1.0,1.0,True,True,1.131492515550652
2011-04-07,0.002884187075241818,1.0,1.0,True,True,1.1347559516397359
2011-04-08,-0.0006853770797668243,1.0,1.0,True,True,1.133978215919353
2011-04-11,-0.0015485015531810139,1.0,0.5,True,False,1.1322222488907285
2011-04-12,0.0027806186317956673,0.5,0.5,True,False,1.1353705271713275
2011-04-13,0.0007473416533661905,0.5,0.5,True,False,1.1362190368582867
2011-04-14,-0.00015830871180573788,0.5,0.5,True,False,1.1360391634862326
2011-04-15,0.0026547630209546704,0.5,1.0,True,True,1.139055078247812
2011-04-18,0.0028821712085826626,1.0,1.0,True,True,1.1423380299993278
2011-04-19,-0.0016266877004323162,1.0,1.0,True,True,1.1404798027761918
2011-04-20,-0.007707319149355551,1.0,0.5,True,False,1.1316897609528016
2011-04-21,-0.0019291076616497925,0.5,0.5,True,False,1.129506609564337
2011-04-22,0.0007174684411951184,0.5,0.0,False,False,1.1303169949108205
2011-04-25,0.0,0.0,0.0,False,False,1.1303169949108205
2011-04-26,0.0,0.0,0.0,False,False,1.1303169949108205
2011-04-27,0.0,0.0,0.0,False,False,1.1303169949108205
2011-04-28,0.0,0.0,0.0,False,False,1.1303169949108205
2011-04-29,0.0,0.0,0.0,False,False,1.1303169949108205
2011-05-03,0.0,0.0,0.0,False,False,1.1303169949108205
2011-05-04,0.0,0.0,0.0,False,False,1.1303169949108205
2011-05-05,0.0,0.0,0.0,False,False,1.1303169949108205
2011-05-06,0.0,0.0,0.0,False,False,1.1303169949108205
2011-05-09,0.0,0.0,0.5,True,False,1.1303169949108205
2011-05-10,-0.005265382968002957,0.5,0.0,False,False,1.1243654430573728
2011-05-11,0.0,0.0,0.0,False,False,1.1243654430573728
2011-05-12,0.0,0.0,0.0,False,False,1.1243654430573728
2011-05-13,0.0,0.0,0.5,True,False,1.1243654430573728
2011-05-16,-0.0005939873513359948,0.5,0.5,False,True,1.1236975842059176
2011-05-17,-0.0002463709089177866,0.5,0.5,False,True,1.1234207378107481
2011-05-18,-0.0021312493279975918,0.5,0.5,False,True,1.1210264481182304
2011-05-19,-0.002722380296152199,0.5,0.5,False,True,1.1179745878044078
2011-05-20,-0.0015667327153093434,0.5,0.5,False,True,1.11622302044281
2011-05-23,-0.0034024399831794226,0.5,0.5,False,True,1.11242513860791
2011-05-24,0.0025625558996291544,0.5,0.0,False,False,1.1152757902097454
2011-05-25,0.0,0.0,0.0,False,False,1.1152757902097454
2011-05-26,0.0,0.0,0.0,False,False,1.1152757902097454
2011-05-27,0.0,0.0,0.0,False,False,1.1152757902097454
2011-05-30,0.0,0.0,0.0,False,False,1.1152757902097454
2011-05-31,0.0,0.0,0.0,False,False,1.1152757902097454
2011-06-01,0.0,0.0,0.0,False,False,1.1152757902097454
2011-06-02,0.0,0.0,0.0,False,False,1.1152757902097454
2011-06-03,0.0,0.0,0.0,False,False,1.1152757902097454
2011-06-07,0.0,0.0,0.0,False,False,1.1152757902097454
2011-06-08,0.0,0.0,0.0,False,False,1.1152757902097454
2011-06-09,0.0,0.0,0.0,False,False,1.1152757902097454
2011-06-10,0.0,0.0,0.0,False,False,1.1152757902097454
2011-06-13,0.0,0.0,0.5,False,True,1.1152757902097454
2011-06-14,-0.0011112496160595895,0.5,0.5,False,True,1.1140364404160743
2011-06-15,-0.0005182683152497756,0.5,0.5,False,True,1.113459070626973
2011-06-16,-0.0010215676592870869,0.5,0.5,False,True,1.1123215968504805
2011-06-17,-0.00016984308012742407,0.5,0.5,False,True,1.112132676724379
2011-06-20,0.0011839452668263419,0.5,0.5,False,True,1.1134493809430699
2011-06-21,0.0015042945273435583,0.5,0.5,False,True,1.1151243367532966
2011-06-22,-0.001267162562361662,0.5,0.5,False,True,1.1137112929413844
2011-06-23,0.0018480813430285905,0.5,1.0,True,True,1.1157695220033896
2011-06-24,-0.0002902595409524419,1.0,1.0,True,True,1.1154456592541242
2011-06-27,-0.005168009149190833,1.0,1.0,True,True,1.1096810258816738
2011-06-28,0.00037661670895469153,1.0,1.0,True,True,1.1100989502976308
2011-06-29,0.0029964653498731567,1.0,1.0,True,True,1.113425323337128
2011-06-30,-0.004966233891609028,1.0,0.5,False,True,1.1078957927605955
2011-07-01,-0.0001909138777327511,0.5,0.5,False,True,1.1076842800786757
2011-07-04,-0.0018241040734052914,0.5,0.5,False,True,1.1056637486713372
2011-07-05,-0.0005943307978474475,0.5,0.0,False,False,1.1050066186534384
2011-07-06,0.0,0.0,0.0,False,False,1.1050066186534384
2011-07-07,0.0,0.0,1.0,True,True,1.1050066186534384
2011-07-08,0.00030453642986746384,1.0,1.0,True,True,1.105343133424063
2011-07-11,-0.005588327532714465,1.0,0.5,False,True,1.0991661139584525
2011-07-12,-0.003820615648833697,0.5,0.5,False,True,1.0949666227027952
2011-07-13,0.0014231200489448316,0.5,0.5,False,True,1.096524891656489
2011-07-14,0.0016812454308283544,0.5,1.0,True,True,1.098368419120376
2011-07-15,0.003382899903354464,1.0,1.0,True,True,1.1020840895392658
2011-07-18,-0.0039939941574192225,1.0,1.0,True,True,1.0976823721246614
2011-07-19,0.00021078720869524033,1.0,0.0,False,False,1.0979137495279154
2011-07-20,0.0,0.0,0.0,False,False,1.0979137495279154
2011-07-21,0.0,0.0,1.0,True,True,1.0979137495279154
2011-07-22,0.002526559370730397,1.0,1.0,True,True,1.100687693800039
2011-07-25,-0.0015754108329131596,1.0,1.0,True,True,1.0989536584835722
2011-07-26,-0.0024653543873252356,1.0,1.0,True,True,1.0962443482601627
2011-07-27,0.004464644763596504,1.0,1.0,True,True,1.1011386898492448
2011-07-28,0.0031780858175599284,1.0,1.0,True,True,1.1046382031026212
2011-07-29,0.0018878492005462658,1.0,1.0,True,True,1.1067235934512414
2011-08-01,0.006614280396867811,1.0,1.0,True,True,1.1140437736201572
2011-08-02,0.0037159257994236698,1.0,1.0,True,True,1.1181834776202397
2011-08-03,0.0016855619957911409,1.0,1.0,True,True,1.120068245194438
2011-08-04,-0.004826673986119611,1.0,1.0,True,True,1.1146620409326793
2011-08-05,-4.425690187485036e-05,1.0,1.0,True,True,1.11461270944411
2011-08-08,-0.003273343882094692,1.0,1.0,True,True,1.1109641987507461
2011-08-09,-0.008865564960258398,1.0,0.0,False,False,1.1011148734782
2011-08-10,0.0,0.0,0.0,False,False,1.1011148734782
2011-08-11,0.0,0.0,0.0,False,False,1.1011148734782
2011-08-12,0.0,0.0,0.0,False,False,1.1011148734782
2011-08-15,0.0,0.0,0.0,False,False,1.1011148734782
2011-08-16,0.0,0.0,0.5,True,False,1.1011148734782
2011-08-17,0.0021684878760373895,0.5,1.0,True,True,1.1035026277314617
2011-08-18,-0.0010052916701989486,1.0,1.0,True,True,1.1023932857317607
2011-08-19,0.003851143749884123,1.0,1.0,True,True,1.1066387607440207
2011-08-22,0.016292879724251162,1.0,1.0,True,True,1.1246690929710175
2011-08-23,0.015385335379018506,1.0,1.0,True,True,1.1419725041567932
2011-08-24,-0.0008361721085411774,1.0,1.0,True,True,1.1410176186000964
2011-08-25,-0.0062334437127605,1.0,1.0,True,True,1.1339051494992847
2011-08-26,0.006293241797396177,1.0,1.0,True,True,1.1410410887803963
2011-08-29,0.00283582584600991,1.0,1.0,True,True,1.1442768825913192
2011-08-30,-0.004935255330436183,1.0,1.0,True,True,1.1386295840070155
2011-08-31,0.007873795860955013,1.0,1.0,True,True,1.1475949209127307
2011-09-01,0.0009139958708711208,1.0,1.0,True,True,1.1486438179318776
2011-09-02,0.0017426042316575855,1.0,0.5,True,False,1.150645449509673
2011-09-05,0.002418111987732713,0.5,0.5,True,False,1.1534278390647623
2011-09-06,-0.0020798265170135664,0.5,0.5,True,False,1.1510289092596138
2011-09-07,-0.0008511917042227811,0.5,0.5,True,False,1.1500491630007315
2011-09-08,-0.0013833073971795283,0.5,0.5,True,False,1.1484582914864325
2011-09-09,-0.00023480889656842237,0.5,0.5,True,False,1.1481886232622538
2011-09-13,0.0018059043278094546,0.5,0.5,True,False,1.1502621420661445
2011-09-14,0.0011760930737254429,0.5,0.5,True,False,1.1516149574043972
2011-09-15,0.0005288433689057794,0.5,0.5,True,False,1.1522239813381532
