lookback,require_positive_microcap_mom,annual,vol,sharpe,max_dd,calmar,total_return,win_rate,active_days_pct,signal_changes,start_date,end_date,latest_next_holding
90,True,0.2476619040240391,0.13043323283308,1.8987638245613427,-0.10909102461627458,2.2702317160846617,0.8663452408440411,0.7428571428571429,0.7554904831625183,24,2023-05-23,2026-03-18,long_microcap_short_zz1000
5,True,0.1860345065586364,0.10799390219170654,1.7226389896384635,-0.06713441234464466,2.771075221506373,0.7208061134257493,0.6410256410256411,0.5130208333333334,156,2023-01-11,2026-03-18,cash
120,True,0.2175884727579409,0.12970167369855487,1.6776072856518989,-0.12465492940341039,1.7455264208106638,0.7014157936080232,0.5757575757575758,0.7457886676875957,14,2023-07-06,2026-03-18,long_microcap_short_zz1000
15,True,0.15274715857649612,0.10416783534605288,1.466356270811036,-0.10432491534546467,1.4641484066455703,0.5590149323336471,0.5789473684210527,0.575197889182058,88,2023-02-01,2026-03-18,cash
40,True,0.1662373665574861,0.12980204712052046,1.2806991125735918,-0.14112660245001826,1.177930763382199,0.593070871836116,0.6216216216216216,0.6643929058663028,40,2023-03-08,2026-03-18,long_microcap_short_zz1000
10,True,0.1291371296597592,0.11295635948992906,1.143247978625522,-0.09944680015825688,1.2985549002507266,0.46823816990114797,0.6666666666666666,0.5583224115334207,111,2023-01-18,2026-03-18,long_microcap_short_zz1000
20,True,0.12654366392890992,0.11107550584940037,1.1392580475886533,-0.11530802851009395,1.0974401831684462,0.4476490377915938,0.631578947368421,0.5909694555112882,81,2023-02-08,2026-03-18,cash
30,True,0.09736994535746879,0.12180944819301726,0.7993628310603458,-0.18398607454659782,0.5292245383104148,0.32965307076741013,0.6842105263157895,0.6218034993270525,54,2023-02-22,2026-03-18,long_microcap_short_zz1000
60,True,0.07939743626318907,0.12098239407059018,0.6562726491993758,-0.21576234015376375,0.3679856095674816,0.2526818651447784,0.5,0.7068723702664796,48,2023-04-06,2026-03-18,long_microcap_short_zz1000
5,False,0.2615801402999596,0.12144575014939263,2.1538846767234348,-0.07664793339443128,3.4127487685005766,1.0943474361874999,0.7692307692307693,0.67578125,129,2023-01-11,2026-03-18,long_microcap_short_zz1000
10,False,0.24782682769586284,0.12755981069026953,1.9428284375367724,-0.09750305876049073,2.5417338783661307,1.0140065750228202,0.7435897435897436,0.72870249017038,71,2023-01-18,2026-03-18,long_microcap_short_zz1000
15,False,0.23817847638363432,0.13129969299203023,1.8140063465197251,-0.14996762425458277,1.5881993034663677,0.9491463939423488,0.6842105263157895,0.7493403693931399,45,2023-02-01,2026-03-18,long_microcap_short_zz1000
20,False,0.197830393664862,0.12631821976888963,1.566127151148981,-0.17393050777247565,1.1374105451566356,0.7514420149147503,0.631578947368421,0.7370517928286853,44,2023-02-08,2026-03-18,long_microcap_short_zz1000
90,False,0.20640999769385604,0.14716855941920787,1.4025414022427145,-0.2178542641589387,0.9474682466773598,0.6975187509333851,0.6857142857142857,0.8521229868228404,12,2023-05-23,2026-03-18,long_microcap_short_zz1000
40,False,0.1517517025880324,0.14202919621285096,1.0684542800665497,-0.1974848423344146,0.7684220256816513,0.5339051329479527,0.5945945945945946,0.7680763983628922,32,2023-03-08,2026-03-18,long_microcap_short_zz1000
60,False,0.13803566046607285,0.1327856327955284,1.0395376183402971,-0.215762340153763,0.639757894578367,0.46414762679633315,0.5833333333333334,0.8078541374474053,28,2023-04-06,2026-03-18,long_microcap_short_zz1000
30,False,0.10528319158561783,0.13861776393909944,0.7595216413379249,-0.27045526084472427,0.38928135935230995,0.35927406969792597,0.6578947368421053,0.7388963660834454,46,2023-02-22,2026-03-18,long_microcap_short_zz1000
120,False,0.04888776981635967,0.16880168467423773,0.28961659897355785,-0.3689909594512746,0.13249042710710457,0.13751838938906835,0.6060606060606061,0.8147013782542113,16,2023-07-06,2026-03-18,long_microcap_short_zz1000
