date,return,weight,target_weight_next,mom8_signal_on,bias20_10_signal_on,nav
2010-02-22,0.0,0.0,1.0,True,True,1.0
2010-02-23,-0.0061349269750042065,1.0,1.0,True,False,0.9938650730249958
2010-02-24,0.0016572493913551093,1.0,1.0,True,False,0.9955121553123556
2010-02-25,-0.00176476232623427,1.0,0.0,False,False,0.9937553129653521
2010-02-26,0.0,0.0,1.0,True,False,0.9937553129653521
2010-03-01,0.002975459120521296,1.0,1.0,True,False,0.9967121912748814
2010-03-02,0.00595330541045277,1.0,1.0,True,False,1.0026459233558624
2010-03-03,-0.0019828698247606243,1.0,1.0,True,True,1.000657807009521
2010-03-04,-0.0004142020697209034,1.0,1.0,True,True,1.0002433324747753
2010-03-05,0.00814304895699688,1.0,1.0,True,True,1.0083883629000272
2010-03-08,0.001504686640789699,1.0,1.0,True,True,1.0099056713984107
2010-03-09,-1.2509069111687739e-05,1.0,1.0,True,True,1.009893038418571
2010-03-10,0.003892122973916135,1.0,1.0,True,True,1.0138236663145979
2010-03-11,0.009474220676232237,1.0,1.0,True,True,1.0234288554560491
2010-03-12,0.0038814430821309757,1.0,1.0,True,True,1.0274012363071123
2010-03-15,-0.0017880562770198668,1.0,1.0,True,True,1.0255641850775155
2010-03-16,0.0007621923749587482,1.0,1.0,True,True,1.0263458622794124
2010-03-17,-0.0028524343737204357,1.0,1.0,True,True,1.023418278062521
2010-03-18,0.0034582706363861185,1.0,1.0,True,True,1.0269575354422855
2010-03-19,0.002619923021709625,1.0,1.0,True,True,1.029648085131709
2010-03-22,0.006371759139016409,1.0,1.0,True,True,1.0362087547281176
2010-03-23,0.0008596727638502059,1.0,1.0,True,True,1.0370995551722204
2010-03-24,5.8760432790816734e-05,1.0,1.0,True,False,1.0371604955909295
2010-03-25,0.004679835848390346,1.0,1.0,True,False,1.0420142364587301
2010-03-26,-0.00437367807584369,1.0,1.0,True,False,1.0374568016380137
2010-03-29,-0.003015153264101433,1.0,1.0,True,False,1.0343287103761907
2010-03-30,0.0032619576359797734,1.0,1.0,True,False,1.0377026468111155
2010-03-31,0.003831042665626694,1.0,1.0,True,False,1.0416781299252826
2010-04-01,-0.004495398753642943,1.0,1.0,True,False,1.0369953713583195
