date,signal_label,next_holding,microcap_close,hedge_close,microcap_mom,hedge_mom,momentum_gap,ratio_bias_mom,ratio_r2,weight,futures_drag
2026-03-18,long_microcap_short_zz1000,long_microcap_short_zz1000,3943170.509712001,8096.59,-0.006292353578628784,-0.018459520467070667,0.012167166888441883,4.027910832716298,0.6183896998369588,1.0,0.0003
