date,return_raw,holding,next_holding,signal_on,microcap_close,hedge_close,microcap_ret,hedge_ret,microcap_mom,hedge_mom,momentum_gap,ratio_bias_mom,ratio_r2,futures_drag,active_spread_ret,weight,realized_vol,scale_raw,return,nav,entry_exit_cost,rebalance_cost,total_cost,return_net,nav_net
2010-01-27,0.0,cash,long_microcap_short_zz1000,True,959.2260850776596,4194.63,-0.008480297354610422,-0.007643827449644314,-0.05052509527447835,-0.05997001499250365,0.009444919718025302,,0.17203363270847816,0.0,0.0,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2010-01-28,-0.0032234383304246324,long_microcap_short_zz1000,long_microcap_short_zz1000,True,968.6356213380986,4248.04,0.009809508318028293,0.012732946648452925,-0.038777502653898344,-0.04599954635998804,0.007222043706089698,,0.8010010703414084,0.0003,-0.0029234383304246325,1.0,,,-0.0032234383304246324,0.9967765616695754,0.003,0.0,0.003,-0.006213768015433274,0.9937862319845667
2010-01-29,-0.001767460081401528,long_microcap_short_zz1000,long_microcap_short_zz1000,True,976.8548483517668,4290.32,0.008485365221561736,0.009952825302963264,-0.011758669812426015,-0.01624338478753362,0.0044847149751076065,,0.9683033913764352,0.0003,-0.0014674600814015282,1.0,,,-0.001767460081401528,0.9950147988867478,0.0,0.00066,0.00066,-0.002426293557747816,0.9913750148521241
2010-02-01,-0.0021934852536319768,long_microcap_short_zz1000,long_microcap_short_zz1000,True,963.5456455690883,4239.99,-0.01362454494148746,-0.011731059687855483,-0.034502237001236,-0.040242022558892976,0.005739785557656973,,0.9800286314976717,0.0003,-0.0018934852536319768,1.0,,,-0.0021934852536319768,0.9928322485982441,0.0,0.0,0.0,-0.002193485253631944,0.9892004483762268
2010-02-02,0.002989939022056654,long_microcap_short_zz1000,long_microcap_short_zz1000,True,963.4159548722632,4225.47,-0.00013459735656673466,-0.0034245363786233884,-0.039487623153938944,-0.0504433767646304,0.010955753610691454,,0.4120228517122166,0.0003,0.003289939022056654,1.0,,,0.002989939022056654,0.9958007564806843,0.0,0.0,0.0,0.002989939022056687,0.9921580973974629
2010-02-03,0.000562615687781565,long_microcap_short_zz1000,long_microcap_short_zz1000,True,982.3435377891186,4304.84,0.019646324955626238,0.018783709267844673,-0.03952853640312526,-0.05213140743350364,0.012602871030378382,,0.08003833233018982,0.0003,0.0008626156877815649,1.0,,,0.000562615687781565,0.9963610096081852,0.0,0.0,0.0,0.000562615687781598,0.9927163011078182
2010-02-04,-0.0010865618341336144,long_microcap_short_zz1000,long_microcap_short_zz1000,True,995.1233728230967,4364.23,0.013009537440171526,0.01379609927430514,-0.018182661387139976,-0.026996958968367957,0.008814297581227981,,0.465067687362742,0.0003,-0.0007865618341336145,1.0,,,-0.0010865618341336144,0.9952784017621261,0.0,0.0,0.0,-0.0010865618341335814,0.9916376534629121
2010-02-05,0.00612231320232034,long_microcap_short_zz1000,long_microcap_short_zz1000,True,982.7142755819355,4281.78,-0.012469908335041358,-0.018892221537361698,-0.055969117149622494,-0.07105634261167648,0.015087225462053988,,0.7643575933775294,0.0003,0.00642231320232034,1.0,,,0.00612231320232034,1.0013718078612186,0.0,0.0,0.0,0.006122313202320262,0.997708769760626
2010-02-08,0.00332751387302529,long_microcap_short_zz1000,long_microcap_short_zz1000,True,985.544651046796,4278.58,0.002880161136546544,-0.0007473527364787458,-0.0617257118078115,-0.08147330772913364,0.019747595921322136,,0.7994909381825511,0.0003,0.00362751387302529,1.0,,,0.00332751387302529,1.0047038864439333,0.0,0.0,0.0,0.003327513873025323,1.0010286595332434
2010-02-09,-0.001198481336880974,long_microcap_short_zz1000,long_microcap_short_zz1000,True,984.3712277407546,4277.33,-0.0011906343409150422,-0.0002921530040340681,-0.07958188126790822,-0.09647553363399208,0.016893652366083867,,0.8236426026751782,0.0003,-0.0008984813368809741,1.0,,,-0.001198481336880974,1.0034997675869384,0.0,0.0,0.0,-0.001198481336880941,0.9998289453671099
