date,signal_label,next_holding,microcap_close,hedge_close,microcap_mom,hedge_mom,momentum_gap,ratio_bias_mom,ratio_r2,weight,futures_drag,current_holding,trade_state,momentum_trade_state,member_rebalance_state,member_rebalance_required,member_enter_count,member_exit_count,member_rebalance_label,quote_source,hedge_quote_source,member_price_count,member_count,latest_anchor_trade_date,tail_jitter_risk,tail_jitter_note,version,base_version,nav_control_scale_last_applied,nav_control_state_last_applied,nav_control_drawdown_last_close,nav_control_scale_next_session,nav_control_state_next_session,nav_control_config,effective_hedge_ratio_last_applied,effective_hedge_ratio_next_session
2026-04-10 19:03:20.397760,cash,cash,400860.9335364335,7998.23,-0.021448725657489787,0.01125267567133581,-0.0327014013288256,-29.56324463398912,0.6566996839212281,1.0,0.0,cash,hold,hold,rebalance,True,10,11,名单调仓（调入 10，调出 11）,eastmoney_stock_get_member_only,eastmoney_stock_get,99,99,2026-04-10,normal,,1.2,1.1,0.85,moderate,-0.06285952643317128,0.85,moderate,4/8 + 0.85/0.70 + recover 3%,0.0,0.0
