date,return_raw,holding,next_holding,signal_on,microcap_ret,hedge_ret,microcap_mom,hedge_mom,momentum_gap,hedge_ratio,futures_drag,weight,realized_vol,scale_raw,return,nav,entry_exit_cost,rebalance_cost,total_cost,return_net,nav_net
2010-01-27,0.0,cash,long_microcap_short_zz1000,True,-0.00796173395721933,-0.007643827449644314,-0.046973286638233414,-0.05997001499250365,0.012996728354270237,0.0,0.0,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2010-01-28,-0.0036042005001575613,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.009428746148295364,0.012732946648452925,-0.03554554607853522,-0.04599954635998804,0.010454000281452824,1.0,0.0003,1.0,,,-0.0036042005001575613,0.9963957994998425,0.003,0.0,0.003,-0.006593387898657044,0.993406612101343
2010-01-29,-0.00048768911457267554,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.009765136188390589,0.009952825302963264,-0.007177568869928708,-0.01624338478753362,0.009065815917604914,1.0,0.0003,1.0,,,-0.00048768911457267554,0.9959098681146205,0.0,0.0,0.0,-0.0004876891145726425,0.9929221385102767
2010-02-01,-0.0007664976507742224,long_microcap_short_zz1000,long_microcap_short_zz1000,True,-0.012197557338629705,-0.011731059687855483,-0.028623307527998798,-0.040242022558892976,0.011618715030894178,1.0,0.0003,1.0,,,-0.0007664976507742224,0.9951465055403278,0.0,0.0,0.0,-0.0007664976507741894,0.9921610660237069
2010-02-02,0.004103910780954812,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.0009793744023314233,-0.0034245363786233884,-0.032562406046320325,-0.0504433767646304,0.017880970718310074,1.0,0.0003,1.0,,,0.004103910780954812,0.9992304980130443,0.0,0.0,0.0,0.004103910780954845,0.9962328065190053
2010-02-03,0.0008005297092476774,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.01988423897709235,0.018783709267844673,-0.03237789173075689,-0.05213140743350364,0.01975351570274675,1.0,0.0003,1.0,,,0.0008005297092476774,1.00003041171309,0.0,0.0,0.0,0.0008005297092477104,0.9970303204779509
2010-02-04,-0.0006818473086356632,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.013414251965669477,0.01379609927430514,-0.010817950232391405,-0.026996958968367957,0.016179008735976552,1.0,0.0003,1.0,,,-0.0006818473086356632,0.9993485436683097,0.0,0.0,0.0,-0.0006818473086356303,0.9963504980373049
2010-02-05,0.005919541988643718,long_microcap_short_zz1000,long_microcap_short_zz1000,True,-0.01267267954871798,-0.018892221537361698,-0.049153479407517575,-0.07105634261167648,0.021902863204158907,1.0,0.0003,1.0,,,0.005919541988643718,1.0052642293338443,0.0,0.0,0.0,0.005919541988643751,1.0022484366458428
2010-02-08,0.003883831109937586,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.00343647837345884,-0.0007473527364787458,-0.054565231990512775,-0.08147330772913364,0.026908075738620862,1.0,0.0003,1.0,,,0.003883831109937586,1.0091685058214386,0.0,0.0,0.0,0.003883831109937619,1.0061410003039744
2010-02-09,-0.001607625713314553,long_microcap_short_zz1000,long_microcap_short_zz1000,True,-0.001599778717348621,-0.0002921530040340681,-0.07347009812943073,-0.09647553363399208,0.023005435504561356,1.0,0.0003,1.0,,,-0.001607625713314553,1.0075461405824129,0.0,0.0,0.0,-0.00160762571331452,1.0045235021606658
2010-02-10,0.000977454618952012,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.013689403194348415,0.012411948575396403,-0.06232551627810179,-0.08649600776297606,0.024170491484874268,1.0,0.0003,1.0,,,0.000977454618952012,1.0085309712113324,0.0,0.00066,0.00066,0.00031680949890344756,1.004841744748022
2010-02-11,0.002823250972254077,long_microcap_short_zz1000,long_microcap_short_zz1000,True,-0.002254980238575399,-0.005378231210829476,-0.031507151569622804,-0.060962555186133915,0.02945540361651111,1.0,0.0003,1.0,,,0.002823250972254077,1.0113783072563531,0.0,0.0,0.0,0.00282325097225411,1.0076786651808434
