label,dd_moderate,dd_severe,scale_moderate,scale_severe,recover_dd,step_up,rebal_cost_bps,annual_return,annual_vol,sharpe,max_drawdown,total_return,start,end,days,avg_scale,median_scale,min_scale,share_below_1,share_at_severe_scale,avg_turnover,annualized_turnover,moderate_or_worse_share,severe_share,recovery_band_share,n_scale_changes
dd5_9_sc90_80_rec40_step20,0.05,0.09,0.9,0.8,0.04,0.02,2.0,0.23762994367996226,0.10215891684363139,2.3260812763284124,-0.13214531577477917,30.490816464345258,2010-02-02,2026-04-09,3928,0.9655651731160897,1.0,0.8,0.30091649694501016,0.05371690427698574,0.00175152749490835,0.4413849287169042,0.3212830957230143,0.05371690427698574,0.07535641547861507,209
dd6_8_sc85_70_rec40_step10,0.06,0.08,0.85,0.7,0.04,0.01,2.0,0.22755829584965692,0.0978297049502292,2.3260654416307096,-0.12336318815651803,26.59076596401916,2010-02-02,2026-04-09,3928,0.938597250509165,1.0,0.7,0.30880855397148677,0.08070264765784115,0.002118126272912424,0.5337678207739309,0.3289205702647658,0.08070264765784115,0.14714867617107943,441
dd5_10_sc90_80_rec40_step10,0.05,0.1,0.9,0.8,0.04,0.01,2.0,0.2378395222008427,0.10225457508489395,2.325954824059297,-0.1321854475257359,30.577212823946088,2010-02-02,2026-04-09,3928,0.9662016293279023,1.0,0.8,0.3276476578411405,0.034623217922606926,0.0012729124236252546,0.32077393075356414,0.3210285132382892,0.034623217922606926,0.07662932790224032,272
dd5_8_sc90_80_rec40_step20,0.05,0.08,0.9,0.8,0.04,0.02,2.0,0.2367852224165763,0.10180248433248089,2.3259277410485364,-0.12945462063143354,30.144833035189198,2010-02-02,2026-04-09,3928,0.9625152749490835,1.0,0.8,0.30269857433808556,0.07815682281059064,0.0021486761710794297,0.5414663951120163,0.3225560081466395,0.07815682281059064,0.07612016293279023,257
dd6_9_sc85_70_rec30_step10,0.06,0.09,0.85,0.7,0.03,0.01,2.0,0.23050013115363188,0.0991518389736227,2.3247186692619155,-0.12545251410891756,27.68033498220797,2010-02-02,2026-04-09,3928,0.9467769857433808,1.0,0.7,0.3082993890020367,0.05320773930753564,0.0016293279022403264,0.41059063136456225,0.4119144602851324,0.05320773930753564,0.23167006109979632,337
dd6_8_sc85_75_rec40_step10,0.06,0.08,0.85,0.75,0.04,0.01,2.0,0.23089169453001945,0.09939912695314523,2.3228744719141967,-0.1261177640122102,27.828365468304774,2010-02-02,2026-04-09,3928,0.9488594704684318,1.0,0.75,0.2981160896130346,0.079938900203666,0.0018508146639511205,0.46640529531568237,0.32535641547861505,0.079938900203666,0.1446028513238289,394
dd6_8_sc90_70_rec30_step10,0.06,0.08,0.9,0.7,0.03,0.01,2.0,0.2254253744942103,0.0970625196644621,2.322476021367352,-0.12450543398795288,25.8252128249053,2010-02-02,2026-04-09,3928,0.9386863543788189,1.0,0.7,0.33324847250509165,0.079938900203666,0.002011201629327903,0.5068228105906315,0.42617107942973526,0.079938900203666,0.24465376782077394,414
dd6_10_sc85_70_rec30_step10,0.06,0.1,0.85,0.7,0.03,0.01,2.0,0.23166327993989655,0.09976281068198373,2.322140669015181,-0.12727330534285697,28.122163598253987,2010-02-02,2026-04-09,3928,0.9518635437881874,1.0,0.7,0.30575356415478616,0.034877800407331974,0.00134928716904277,0.34002036659877805,0.4111507128309572,0.034877800407331974,0.23447046843177188,275
dd5_8_sc95_70_rec40_step20,0.05,0.08,0.95,0.7,0.04,0.02,2.0,0.2321636521532724,0.10000572695124214,2.3215035701551767,-0.12533686708051395,28.314190376901536,2010-02-02,2026-04-09,3928,0.9562092668024439,1.0,0.7,0.29862525458248473,0.08706720977596741,0.0025661914460285143,0.6466802443991856,0.3281568228105906,0.08706720977596741,0.07561099796334013,302
dd6_8_sc85_70_rec40_step20,0.06,0.08,0.85,0.7,0.04,0.02,2.0,0.2308338828854266,0.09943786533811942,2.3213881563177186,-0.12356398331405694,27.80646477114482,2010-02-02,2026-04-09,3928,0.9468991853360489,1.0,0.7,0.26782077393075354,0.0829938900203666,0.0024236252545824857,0.6107535641547864,0.3268839103869654,0.0829938900203666,0.13874745417515275,281
dd6_9_sc85_75_rec30_step10,0.06,0.09,0.85,0.75,0.03,0.01,2.0,0.2318926264938852,0.09991423637481907,2.320916767295917,-0.1276660165013055,28.21003247054329,2010-02-02,2026-04-09,3928,0.9517184317718941,1.0,0.75,0.30575356415478616,0.05269857433808554,0.001474032586558045,0.3714562118126274,0.41140529531568226,0.05269857433808554,0.23370672097759673,309
dd6_9_sc85_70_rec40_step10,0.06,0.09,0.85,0.7,0.04,0.01,2.0,0.2311909366012086,0.09961360173208371,2.3208771952951706,-0.1254525141089171,27.941976804269444,2010-02-02,2026-04-09,3928,0.9498090631364562,1.0,0.7,0.29378818737270873,0.05320773930753564,0.0017769857433808558,0.4478004073319757,0.3245926680244399,0.05320773930753564,0.14129327902240327,367
dd6_9_sc85_70_rec40_step20,0.06,0.09,0.85,0.7,0.04,0.02,2.0,0.23349244024228644,0.10060818467344455,2.320809594171284,-0.12736832037789636,28.829918732240877,2010-02-02,2026-04-09,3928,0.9547708757637474,1.0,0.7,0.2561099796334012,0.053462321792260695,0.0019348268839103873,0.4875763747454176,0.32331975560081466,0.053462321792260695,0.1415478615071283,227
dd6_9_sc85_70_rec30_step20,0.06,0.09,0.85,0.7,0.03,0.02,2.0,0.23239927455400067,0.10015512429701684,2.3203932518200947,-0.12736832037789592,28.405025503125902,2010-02-02,2026-04-09,3928,0.9516242362525457,1.0,0.7,0.27647657841140527,0.053462321792260695,0.0018024439918533609,0.4542158859470469,0.4203156822810591,0.053462321792260695,0.23905295315682282,211
dd6_8_sc85_70_rec30_step20,0.06,0.08,0.85,0.7,0.03,0.02,2.0,0.22964635703280467,0.09898107377145281,2.320103715615956,-0.12356398331405649,27.360034892143936,2010-02-02,2026-04-09,3928,0.9438696537678207,1.0,0.7,0.2836048879837067,0.0814663951120163,0.0022403258655804485,0.564562118126273,0.4238798370672098,0.0814663951120163,0.24185336048879838,257
dd5_9_sc95_70_rec40_step20,0.05,0.09,0.95,0.7,0.04,0.02,2.0,0.2362694366591287,0.10184724028464645,2.3198413231305444,-0.12883144085158726,29.935332993297354,2010-02-02,2026-04-09,3928,0.9672123217922606,1.0,0.7,0.28716904276985744,0.05804480651731161,0.0019042769857433816,0.47987780040733213,0.3230651731160896,0.05804480651731161,0.07586558044806517,232
dd6_10_sc90_70_rec30_step10,0.06,0.1,0.9,0.7,0.03,0.01,2.0,0.23465896338021763,0.10117137682822495,2.319420479753243,-0.12859772343595588,29.289673678424336,2010-02-02,2026-04-09,3928,0.9643584521384929,1.0,0.7,0.2889511201629328,0.03615071283095723,0.001130346232179226,0.284847250509165,0.4086048879837067,0.03615071283095723,0.23167006109979632,231
dd6_10_sc85_70_rec40_step10,0.06,0.1,0.85,0.7,0.04,0.01,2.0,0.23250903841267911,0.1002811234854302,2.3185723327726806,-0.1272733053428574,28.447430825741254,2010-02-02,2026-04-09,3928,0.9553996945010182,1.0,0.7,0.28946028513238287,0.034877800407331974,0.0015122199592668027,0.3810794297352343,0.3212830957230143,0.034877800407331974,0.14129327902240327,309
dd5_9_sc95_70_rec40_step10,0.05,0.09,0.95,0.7,0.04,0.01,2.0,0.23441696272710266,0.10111057161218305,2.3184218918890696,-0.1283040140682281,29.193752309146586,2010-02-02,2026-04-09,3928,0.9639358452138492,1.0,0.7,0.310081466395112,0.05702647657841141,0.0016191446028513245,0.40802443991853377,0.32382892057026474,0.05702647657841141,0.07433808553971487,343
dd6_8_sc85_80_rec30_step10,0.06,0.08,0.85,0.8,0.03,0.01,2.0,0.23249796855217775,0.10028568842800334,2.3183564095398483,-0.12886815688590847,28.443151581303578,2010-02-02,2026-04-09,3928,0.9538747454175153,1.0,0.8,0.305244399185336,0.07713849287169043,0.001430753564154786,0.36054989816700606,0.410132382892057,0.07713849287169043,0.23421588594704684,310
dd6_10_sc85_75_rec30_step10,0.06,0.1,0.85,0.75,0.03,0.01,2.0,0.23248579894363242,0.10028083355814743,2.318347292245297,-0.12908620700681372,28.438447883640624,2010-02-02,2026-04-09,3928,0.9544450101832994,1.0,0.75,0.30473523421588594,0.034877800407331974,0.0012601832993890023,0.3175661914460286,0.4108961303462322,0.034877800407331974,0.234979633401222,260
dd5_9_sc95_75_rec40_step10,0.05,0.09,0.95,0.75,0.04,0.01,2.0,0.23653792552533193,0.10203308242468176,2.31824737530534,-0.13048403729829283,30.044221302913634,2010-02-02,2026-04-09,3928,0.9694551934826884,1.0,0.75,0.3029531568228106,0.05702647657841141,0.001438391038696538,0.36247454175152755,0.3212830957230143,0.05702647657841141,0.07510183299389002,310
dd5_9_sc95_70_rec30_step20,0.05,0.09,0.95,0.7,0.03,0.02,2.0,0.23585071027703153,0.10173995938802334,2.3181718539667067,-0.1288314408515886,29.76622930329822,2010-02-02,2026-04-09,3928,0.9656873727087575,1.0,0.7,0.32713849287169044,0.05804480651731161,0.0017973523421588604,0.4529327902240328,0.41776985743380857,0.05804480651731161,0.1670061099796334,215
dd5_8_sc95_70_rec30_step20,0.05,0.08,0.95,0.7,0.03,0.02,2.0,0.2312866622214229,0.09977248437691248,2.318140754596094,-0.12533686708051395,27.97840893277767,2010-02-02,2026-04-09,3928,0.9538391038696538,1.0,0.7,0.3388492871690428,0.08706720977596741,0.002500000000000001,0.6300000000000002,0.4226069246435845,0.08706720977596741,0.1664969450101833,291
dd6_8_sc90_75_rec30_step10,0.06,0.08,0.9,0.75,0.03,0.01,2.0,0.2300430640010147,0.09924853177239512,2.3178485353170597,-0.12740905116443557,27.5084429335847,2010-02-02,2026-04-09,3928,0.9505066191446029,1.0,0.75,0.3169551934826884,0.08121181262729124,0.0016726069246435849,0.42149694501018337,0.4215885947046843,0.08121181262729124,0.24236252545824846,354
dd6_9_sc90_70_rec30_step10,0.06,0.09,0.9,0.7,0.03,0.01,2.0,0.231654207209252,0.09995315995826526,2.3176276498509663,-0.12730820431144863,28.118692693989647,2010-02-02,2026-04-09,3928,0.9548116089613035,1.0,0.7,0.29786150712830956,0.054989816700611,0.0016140529531568232,0.40674134419551944,0.41165987780040736,0.054989816700611,0.22963340122199594,336
dd6_8_sc90_80_rec30_step10,0.06,0.08,0.9,0.8,0.03,0.01,2.0,0.23382759667390696,0.10089568011482089,2.317518415137372,-0.13015538115914593,28.96133717224992,2010-02-02,2026-04-09,3928,0.9611736252545825,1.0,0.8,0.29633401221995925,0.08019348268839104,0.001420570264765784,0.35798370672097757,0.40987780040733196,0.08019348268839104,0.2324338085539715,309
dd5_9_sc95_75_rec30_step10,0.05,0.09,0.95,0.75,0.03,0.01,2.0,0.2360889005086353,0.10187524660716966,2.3174314504385216,-0.1304840372982935,29.862316365397657,2010-02-02,2026-04-09,3928,0.9679327902240326,1.0,0.75,0.3360488798370672,0.056771894093686354,0.0013263747454175154,0.3342464358452139,0.4164969450101833,0.056771894093686354,0.1710794297352342,282
dd5_9_sc95_70_rec30_step10,0.05,0.09,0.95,0.7,0.03,0.01,2.0,0.23395127161555918,0.10095551788215713,2.3173698330055092,-0.12830401406822722,29.009968501322668,2010-02-02,2026-04-09,3928,0.9623574338085539,1.0,0.7,0.34241344195519346,0.05702647657841141,0.001507128309572302,0.37979633401222007,0.41827902240325865,0.05702647657841141,0.1695519348268839,315
dd6_9_sc85_75_rec40_step10,0.06,0.09,0.85,0.75,0.04,0.01,2.0,0.23268535814711888,0.10041274560038074,2.3172890727752056,-0.12766601650130516,28.515668956429842,2010-02-02,2026-04-09,3928,0.9551502036659878,1.0,0.75,0.28971486761710796,0.05269857433808554,0.0016267820773930755,0.40994908350305503,0.3220468431771894,0.05269857433808554,0.14129327902240327,341
dd5_8_sc95_75_rec30_step20,0.05,0.08,0.95,0.75,0.03,0.02,2.0,0.23447526320005108,0.10118977342256431,2.3171833997581164,-0.12813590014129628,29.216834670547716,2010-02-02,2026-04-09,3928,0.9618228105906313,1.0,0.75,0.3329938900203666,0.08477596741344195,0.002161405295315683,0.544674134419552,0.41904276985743383,0.08477596741344195,0.1680244399185336,258
dd6_10_sc85_70_rec30_step20,0.06,0.1,0.85,0.7,0.03,0.02,2.0,0.23293603698179344,0.10053170510998141,2.3170405468300976,-0.12830633959670434,28.612940500290208,2010-02-02,2026-04-09,3928,0.9550330957230142,1.0,0.7,0.27622199592668023,0.03538696537678208,0.0014714867617107946,0.3708146639511202,0.4195519348268839,0.03538696537678208,0.240071283095723,171
dd6_9_sc90_70_rec40_step10,0.06,0.09,0.9,0.7,0.04,0.01,2.0,0.23222830239006353,0.10024467677030924,2.316614805613754,-0.12730820431144907,28.33908753953061,2010-02-02,2026-04-09,3928,0.9569475560081466,1.0,0.7,0.2729124236252546,0.054989816700611,0.0017107942973523423,0.43112016293279026,0.3228105906313646,0.054989816700611,0.13823828920570264,357
dd5_8_sc95_80_rec30_step20,0.05,0.08,0.95,0.8,0.03,0.02,2.0,0.23691251695440418,0.10227664598780616,2.316389188032719,-0.13089653007988178,30.19674148501707,2010-02-02,2026-04-09,3928,0.9689078411405295,1.0,0.8,0.3289205702647658,0.08324847250509165,0.0017922606924643586,0.4516496945010184,0.4170061099796334,0.08324847250509165,0.16980651731160895,226
dd6_10_sc90_70_rec40_step10,0.06,0.1,0.9,0.7,0.04,0.01,2.0,0.23501125658484412,0.10146710100384364,2.3161325617841566,-0.12859772343595466,29.42982266113404,2010-02-02,2026-04-09,3928,0.9668380855397148,1.0,0.7,0.26272912423625255,0.03615071283095723,0.0012525458248472505,0.3156415478615071,0.31720977596741345,0.03615071283095723,0.13747454175152748,258
dd6_10_sc90_70_rec30_step20,0.06,0.1,0.9,0.7,0.03,0.02,2.0,0.23600960547683947,0.10190020876343929,2.3160855933547135,-0.13028743221026362,29.83029715692423,2010-02-02,2026-04-09,3928,0.9668024439918533,1.0,0.7,0.25789205702647655,0.03615071283095723,0.0012067209775967413,0.3040936863543788,0.41675152749490835,0.03615071283095723,0.2395621181262729,135
dd6_9_sc85_75_rec30_step20,0.06,0.09,0.85,0.75,0.03,0.02,2.0,0.23302515529522472,0.10061241946957812,2.3160675046253494,-0.12906549338406736,28.64759371187825,2010-02-02,2026-04-09,3928,0.9550712830957229,1.0,0.75,0.27647657841140527,0.05295315682281059,0.0016267820773930755,0.40994908350305503,0.420061099796334,0.05295315682281059,0.23981670061099797,192
dd5_9_sc95_75_rec40_step20,0.05,0.09,0.95,0.75,0.04,0.02,2.0,0.23745336604920553,0.10252655369370181,2.316018216691431,-0.13101389687153253,30.418196538796753,2010-02-02,2026-04-09,3928,0.9722123217922606,1.0,0.75,0.28640529531568226,0.05728105906313646,0.001662423625254583,0.41893075356415493,0.3212830957230143,0.05728105906313646,0.07739307535641547,208
dd5_9_sc95_75_rec30_step20,0.05,0.09,0.95,0.75,0.03,0.02,2.0,0.23716398033061314,0.10240522734689358,2.3159362707845927,-0.13101389687153142,30.299522414354932,2010-02-02,2026-04-09,3928,0.9705168024439917,1.0,0.75,0.3266293279022403,0.05702647657841141,0.0015351323828920573,0.3868533604887984,0.41624236252545826,0.05702647657841141,0.16929735234215887,188
dd6_10_sc85_70_rec40_step20,0.06,0.1,0.85,0.7,0.04,0.02,2.0,0.2339118486154228,0.1010048312777565,2.3158481199001355,-0.12830633959670412,28.994458596104437,2010-02-02,2026-04-09,3928,0.9588289205702647,1.0,0.7,0.2535641547861507,0.03538696537678208,0.0016344195519348273,0.41187372708757647,0.3215376782077393,0.03538696537678208,0.1410386965376782,191
dd6_9_sc85_80_rec30_step10,0.06,0.09,0.85,0.8,0.03,0.01,2.0,0.23272120315763556,0.10049898742911571,2.3156571932804724,-0.12967251335011254,28.529559595310943,2010-02-02,2026-04-09,3928,0.9555498981670061,1.0,0.8,0.304989816700611,0.05218940936863544,0.0013034623217922604,0.3284725050916496,0.4108961303462322,0.05218940936863544,0.2354887983706721,279
dd6_10_sc90_75_rec30_step10,0.06,0.1,0.9,0.75,0.03,0.01,2.0,0.23551435943323495,0.10170878069435438,2.3155754874397765,-0.13040738164749854,29.631021704238773,2010-02-02,2026-04-09,3928,0.967082484725051,1.0,0.75,0.28793279022403256,0.03615071283095723,0.0010412423625254582,0.2623930753564155,0.4080957230142566,0.03615071283095723,0.23167006109979632,216
dd6_9_sc85_75_rec40_step20,0.06,0.09,0.85,0.75,0.04,0.02,2.0,0.2340634286025174,0.10108298803512007,2.315557079903444,-0.1290654933840677,29.054134775841028,2010-02-02,2026-04-09,3928,0.9586812627291242,1.0,0.75,0.2556008146639511,0.05295315682281059,0.001779531568228106,0.44844195519348273,0.32230142566191444,0.05295315682281059,0.14129327902240327,211
dd6_8_sc90_70_rec40_step10,0.06,0.08,0.9,0.7,0.04,0.01,2.0,0.22658077703560942,0.09785452563024638,2.31548592746511,-0.124505433987953,26.237403053128222,2010-02-02,2026-04-09,3928,0.9426985743380856,1.0,0.7,0.30320773930753564,0.0824847250509165,0.0021130346232179228,0.5324847250509165,0.32866598778004075,0.0824847250509165,0.14485743380855398,438
dd6_9_sc90_75_rec30_step10,0.06,0.09,0.9,0.75,0.03,0.01,2.0,0.23359157591475466,0.10088311843048929,2.3154674394378922,-0.1294941772647601,28.868734461157526,2010-02-02,2026-04-09,3928,0.9609215885947047,1.0,0.75,0.29327902240325865,0.054989816700611,0.0014231160896130345,0.3586252545824847,0.41064154786150714,0.054989816700611,0.2303971486761711,301
dd6_8_sc85_75_rec40_step20,0.06,0.08,0.85,0.75,0.04,0.02,2.0,0.23250923586375083,0.10041897115766713,2.3153915359149586,-0.12632163896002435,28.447507159136038,2010-02-02,2026-04-09,3928,0.9540885947046843,1.0,0.75,0.26425661914460286,0.0829938900203666,0.0022021384928716907,0.5549389002036661,0.32484725050916496,0.0829938900203666,0.14231160896130346,261
dd5_9_sc95_80_rec30_step20,0.05,0.09,0.95,0.8,0.03,0.02,2.0,0.23866219747154505,0.10307745299606844,2.315367624388702,-0.13320779885362288,30.918505792889174,2010-02-02,2026-04-09,3928,0.9747377800407332,1.0,0.8,0.32510183299389,0.056517311608961306,0.001252545824847251,0.3156415478615072,0.41471486761710796,0.056517311608961306,0.16929735234215887,165
dd5_9_sc95_80_rec40_step10,0.05,0.09,0.95,0.8,0.04,0.01,2.0,0.23813882578946077,0.10285635659488375,2.3152562823842646,-0.1326624066314579,30.700982961587403,2010-02-02,2026-04-09,3928,0.9745926680244399,1.0,0.8,0.2991344195519348,0.056517311608961306,0.001252545824847251,0.3156415478615072,0.319755600814664,0.056517311608961306,0.07688391038696538,278
dd6_9_sc90_70_rec40_step20,0.06,0.09,0.9,0.7,0.04,0.02,2.0,0.23431246109039017,0.10120400768501374,2.3152488369794777,-0.12743968778059522,29.15241934878002,2010-02-02,2026-04-09,3928,0.962062118126273,1.0,0.7,0.2454175152749491,0.0554989816700611,0.0018482688391038699,0.4657637474541752,0.3225560081466395,0.0554989816700611,0.13976578411405297,209
dd6_8_sc85_75_rec30_step20,0.06,0.08,0.85,0.75,0.03,0.02,2.0,0.23154457598126732,0.10000873967316866,2.315243415105134,-0.12632163896002435,28.076782350865205,2010-02-02,2026-04-09,3928,0.950791751527495,1.0,0.75,0.27927698574338083,0.08121181262729124,0.001983197556008147,0.49976578411405304,0.4215885947046843,0.08121181262729124,0.24210794297352342,235
dd5_8_sc95_80_rec40_step20,0.05,0.08,0.95,0.8,0.04,0.02,2.0,0.23723324698445314,0.10247386624477582,2.315060958252343,-0.1308965300798811,30.32788961496759,2010-02-02,2026-04-09,3928,0.9710514256619145,1.0,0.8,0.28640529531568226,0.08324847250509165,0.001955193482688391,0.4927087576374745,0.32077393075356414,0.08324847250509165,0.07662932790224032,250
dd6_8_sc85_80_rec40_step10,0.06,0.08,0.85,0.8,0.04,0.01,2.0,0.2332168357350879,0.10073999704304262,2.3150371508889624,-0.12886815688590758,28.722256652704743,2010-02-02,2026-04-09,3928,0.9571410386965377,1.0,0.8,0.2892057026476578,0.07917515274949083,0.0016344195519348269,0.41187372708757636,0.32179226069246436,0.07917515274949083,0.1430753564154786,354
dd6_10_sc85_75_rec40_step10,0.06,0.1,0.85,0.75,0.04,0.01,2.0,0.23329880598171204,0.10079094482602201,2.314680216406498,-0.12908620700681317,28.754239340371523,2010-02-02,2026-04-09,3928,0.957998981670061,1.0,0.75,0.28818737270875766,0.034877800407331974,0.001423116089613035,0.3586252545824848,0.3210285132382892,0.034877800407331974,0.14180244399185335,294
dd6_10_sc85_80_rec30_step10,0.06,0.1,0.85,0.8,0.03,0.01,2.0,0.23293603335537605,0.10064019059119345,2.3145428480116492,-0.1303469209680984,28.612939090949425,2010-02-02,2026-04-09,3928,0.9566751527494909,1.0,0.8,0.3044806517311609,0.034877800407331974,0.0011558044806517312,0.29126272912423623,0.40987780040733196,0.034877800407331974,0.234979633401222,242
dd5_9_sc95_80_rec40_step20,0.05,0.09,0.95,0.8,0.04,0.02,2.0,0.23885135933217838,0.1031995382154674,2.3144615127394017,-0.13320779885362377,30.99746885646621,2010-02-02,2026-04-09,3928,0.9765224032586557,1.0,0.8,0.2838594704684318,0.056517311608961306,0.0014002036659877806,0.3528513238289207,0.3195010183299389,0.056517311608961306,0.07713849287169043,188
dd6_10_sc90_70_rec40_step20,0.06,0.1,0.9,0.7,0.04,0.02,2.0,0.23630008709292083,0.10211222680527483,2.314121378858366,-0.1302874322102625,29.947745436489786,2010-02-02,2026-04-09,3928,0.969633401221996,1.0,0.7,0.23116089613034624,0.03615071283095723,0.0013594704684317719,0.34258655804480653,0.31771894093686354,0.03615071283095723,0.13874745417515275,153
dd6_8_sc90_70_rec40_step20,0.06,0.08,0.9,0.7,0.04,0.02,2.0,0.23017713695610964,0.09947095637364799,2.314013510551594,-0.12455283925522798,27.558764130664446,2010-02-02,2026-04-09,3928,0.9509317718940937,1.0,0.7,0.2606924643584521,0.0855397148676171,0.0023879837067209784,0.6017718940936866,0.32713849287169044,0.0855397148676171,0.13976578411405297,268
dd6_9_sc95_75_rec40_step10,0.06,0.09,0.95,0.75,0.04,0.01,2.0,0.23579689386097558,0.10190020270605209,2.3139982806626063,-0.13094416602993497,29.744558413276096,2010-02-02,2026-04-09,3928,0.9699159877800407,1.0,0.75,0.24618126272912425,0.05880855397148676,0.0012703665987780044,0.3201323828920571,0.319755600814664,0.05880855397148676,0.1384928716904277,269
dd5_9_sc95_80_rec30_step10,0.05,0.09,0.95,0.8,0.03,0.01,2.0,0.23762605816683613,0.10269420584683668,2.3139188448591113,-0.13266240663145823,30.489216801712352,2010-02-02,2026-04-09,3928,0.972825865580448,1.0,0.8,0.3329938900203666,0.056517311608961306,0.0011405295315682282,0.28741344195519347,0.414969450101833,0.056517311608961306,0.17311608961303462,249
dd6_9_sc90_75_rec40_step10,0.06,0.09,0.9,0.75,0.04,0.01,2.0,0.23413940926717847,0.1011882415881116,2.3138993779558574,-0.1294941772647602,29.084089826904503,2010-02-02,2026-04-09,3928,0.9630269857433809,1.0,0.75,0.2675661914460285,0.054989816700611,0.001519857433808554,0.3830040733197556,0.3210285132382892,0.054989816700611,0.13823828920570264,322
dd6_8_sc95_75_rec40_step10,0.06,0.08,0.95,0.75,0.04,0.01,2.0,0.23128754608761093,0.09996016662888339,2.3137971242715056,-0.12854651288491326,27.97874552300684,2010-02-02,2026-04-09,3928,0.9589613034623217,1.0,0.75,0.2736761710794297,0.0829938900203666,0.0016776985743380858,0.42278004073319764,0.3235743380855397,0.0829938900203666,0.14231160896130346,354
dd6_8_sc85_80_rec30_step20,0.06,0.08,0.85,0.8,0.03,0.02,2.0,0.23348575814982842,0.10091534936695128,2.313679332376097,-0.12902078832689234,28.827304118992867,2010-02-02,2026-04-09,3928,0.9568635437881874,1.0,0.8,0.2759674134419552,0.07892057026476579,0.0015784114052953156,0.39775967413441954,0.41904276985743383,0.07892057026476579,0.24032586558044808,202
dd6_9_sc95_70_rec40_step10,0.06,0.09,0.95,0.7,0.04,0.01,2.0,0.23347550411529827,0.10091970392141385,2.3134778942386274,-0.12876529642023593,28.82329227079764,2010-02-02,2026-04-09,3928,0.9635463340122198,1.0,0.7,0.2538187372708758,0.05880855397148676,0.001451120162932791,0.3656822810590633,0.32230142566191444,0.05880855397148676,0.1395112016293279,302
dd6_9_sc90_75_rec40_step20,0.06,0.09,0.9,0.75,0.04,0.02,2.0,0.23558493978818085,0.10183274891303531,2.3134496741256516,-0.12975996165614634,29.659347564214194,2010-02-02,2026-04-09,3928,0.966881364562118,1.0,0.75,0.24363543788187372,0.05524439918533605,0.0016878818737270879,0.4253462321792261,0.32077393075356414,0.05524439918533605,0.1410386965376782,200
dd6_8_sc90_75_rec40_step10,0.06,0.08,0.9,0.75,0.04,0.01,2.0,0.23031584862985643,0.09955668592834246,2.3134141768803955,-0.12740905116443535,27.61091406485633,2010-02-02,2026-04-09,3928,0.9530371690427699,1.0,0.75,0.29022403258655805,0.08223014256619145,0.0018355397148676173,0.46255600814663955,0.32484725050916496,0.08223014256619145,0.14383910386965376,390
dd6_9_sc90_70_rec30_step20,0.06,0.09,0.9,0.7,0.03,0.02,2.0,0.23365521561005842,0.1010075029537295,2.3132461329837395,-0.1274396877805949,28.89367701068748,2010-02-02,2026-04-09,3928,0.9601221995926681,1.0,0.7,0.2619653767820774,0.0554989816700611,0.0017464358452138496,0.4401018329938901,0.41929735234215887,0.0554989816700611,0.23727087576374745,197
dd6_8_sc90_75_rec40_step20,0.06,0.08,0.9,0.75,0.04,0.02,2.0,0.23311173494894222,0.10077739279640693,2.3131352030497605,-0.1276126248575843,28.681296210297845,2010-02-02,2026-04-09,3928,0.9597861507128309,1.0,0.75,0.25509164969450104,0.08503054989816701,0.0021308553971486764,0.5369755600814664,0.32408350305498984,0.08503054989816701,0.14231160896130346,251
dd6_10_sc85_75_rec30_step20,0.06,0.1,0.85,0.75,0.03,0.02,2.0,0.23328892225037223,0.1008620137019951,2.3129512656731506,-0.130556651483269,28.750381250753307,2010-02-02,2026-04-09,3928,0.9572072301425661,1.0,0.75,0.27622199592668023,0.03513238289205703,0.0013620162932790226,0.3432281059063137,0.41929735234215887,0.03513238289205703,0.24032586558044808,160
dd5_8_sc95_75_rec40_step10,0.05,0.08,0.95,0.75,0.04,0.01,2.0,0.23233076979642187,0.10045077369229215,2.3128818351177043,-0.12808511469616946,28.378588946462347,2010-02-02,2026-04-09,3928,0.9593177189409369,1.0,0.75,0.32408350305498984,0.0824847250509165,0.001927189409368636,0.48565173116089627,0.3261201629327902,0.0824847250509165,0.07815682281059064,413
dd5_8_sc95_80_rec40_step10,0.05,0.08,0.95,0.8,0.04,0.01,2.0,0.23550787184875666,0.10182448866488389,2.312880476363993,-0.13082918932464838,29.628419288607418,2010-02-02,2026-04-09,3928,0.9676858452138493,1.0,0.8,0.31109979633401225,0.08223014256619145,0.0016547861507128312,0.41700610997963344,0.32230142566191444,0.08223014256619145,0.07764765784114053,363
dd5_8_sc95_75_rec40_step20,0.05,0.08,0.95,0.75,0.04,0.02,2.0,0.23445911729876623,0.10137110077083787,2.312879267522117,-0.12813590014129683,29.210440517730497,2010-02-02,2026-04-09,3928,0.9639307535641547,1.0,0.75,0.29582484725050917,0.08503054989816701,0.0022683299389002045,0.5716191446028516,0.32561099796334014,0.08503054989816701,0.07764765784114053,275
dd6_8_sc95_70_rec30_step10,0.06,0.08,0.95,0.7,0.03,0.01,2.0,0.2251217858261636,0.09733915844569822,2.3127566482070048,-0.12579971958147707,25.71788245096775,2010-02-02,2026-04-09,3928,0.9432051934826884,1.0,0.7,0.31873727087576376,0.08095723014256619,0.0020061099796334016,0.5055397148676172,0.4256619144602851,0.08095723014256619,0.24363543788187372,414
