date,top_10,top_20,top_30,top_50,top_100
2010-04-29,1148.6417388165655,1191.171793228491,1160.3468958770673,1182.3578317466124,1167.3050044422225
2010-04-30,1106.0618755660764,1133.7327487772618,1107.7062389119421,1139.1586054947313,1117.778939336805
2010-05-04,1094.2155662104547,1124.6387075463126,1098.0412594862662,1131.6851630498288,1112.529527425675
2010-05-05,1129.4469815436055,1157.1401443322686,1129.632045532733,1165.1395271233307,1142.5975005613066
2010-05-06,1101.1180006917934,1127.6416815360926,1101.9016062175872,1137.9302421877946,1111.3487869912929
2010-05-07,1096.4902934474626,1116.3555205004802,1085.7590107872961,1122.3274882035678,1097.2351281680956
2010-05-10,1088.9624881348793,1103.6749059201,1072.9454578684101,1108.8804245368983,1078.4461353544184
2010-05-11,1061.0450176441625,1085.1102892805145,1049.698228619671,1081.7614782832409,1049.0810971607823
2010-05-12,1041.971462152892,1053.0035324319838,1019.6951736316807,1049.6702119194506,1020.3549641676968
2010-05-13,1046.5189890048007,1072.1306410811658,1041.270715278257,1062.1945438892299,1034.2338036143249
2010-05-14,1050.7916869038052,1080.6110014346843,1050.985319153537,1070.368756161058,1041.516825000708
2010-05-17,990.4061080551559,1017.8903340509454,990.5420247805007,1008.1316172181242,979.5507967319986
2010-05-18,982.3425191153426,1012.4527014193609,978.1011158302873,1000.9992423451565,975.3500326359343
2010-05-19,971.6172437884743,1000.4991673632535,969.01065635608,995.4388289453824,969.8186333681423
2010-05-20,937.0648006707149,972.6460036923271,945.1769206203693,975.2013670697321,953.0788785058312
2010-05-21,946.3875546978136,980.0857358227792,954.4642484738523,987.0481603901162,966.0685607387405
2010-05-24,986.976912814489,1020.8261676539145,994.238486911461,1029.6985445909258,1007.8413025996254
2010-05-25,980.3100914241679,1021.9024023066936,992.6523651947766,1028.5096897883022,1005.9388646676537
2010-05-26,996.0605768884585,1030.6899717433823,1001.5077586626678,1035.5953567081935,1012.292034164823
2010-05-27,1018.2623611985902,1055.6583588819262,1023.7218515682234,1057.8011728953115,1035.00625347564
2010-05-28,1040.737707953165,1065.862608916198,1033.4857155042655,1065.7660945175664,1042.8370965403658
2010-05-31,1006.5682881392513,1037.3941015137684,1008.0584382150777,1038.6301846118386,1011.7504542346975
2010-06-01,985.2734659327735,1012.7934849045814,983.6012058150693,1015.8223225957977,986.3285402374701
2010-06-02,998.7656327127964,1025.6686216741825,999.6935238756776,1033.955703958931,1004.8542474643873
2010-06-03,995.5215438517379,1022.6125781682354,995.7973534816441,1032.2195863733496,1001.6173560384876
2010-06-04,1002.2188367548708,1032.3538274511393,999.2930995033288,1034.173573776124,1007.1035880771326
2010-06-07,987.0932852482035,1022.0274044427384,988.0321311057489,1025.1174587535093,1001.5711904706525
2010-06-08,1005.6835343812675,1043.2821608568022,1004.1108942601334,1038.5114808000665,1014.1513498398399
2010-06-09,1028.93393518383,1065.398126516277,1026.8977458373915,1061.3505061245426,1038.2245634444437
2010-06-10,1033.2331805779406,1070.2674592169235,1029.93245035189,1065.2255650688078,1041.555018018485
2010-06-11,1029.873533194895,1067.1726324717606,1027.1974376626617,1062.7162224375566,1038.5431136067677
2010-06-17,1027.2041735855485,1061.4855625003818,1024.6453309718504,1059.505813402914,1034.4370463130294
2010-06-18,987.0849620739529,1019.4255324633928,981.8243010692916,1015.7638899401725,990.9783343826534
2010-06-21,999.0831775891237,1038.8087630161713,1004.4690868713171,1039.8480945143774,1017.7855513077899
2010-06-22,1010.3189217031259,1048.4567968396393,1017.4890999110722,1054.0935154034032,1029.510921193383
2010-06-23,1001.8038947685019,1042.0322151262337,1013.8738773419311,1052.0730371731242,1027.5985175952792
2010-06-24,1005.7069634239956,1049.063044817614,1019.0696243894895,1056.151940654587,1027.9715139074087
2010-06-25,981.7072571626926,1024.1227450687882,997.0363846160722,1036.6535274078476,1010.2498038919632
2010-06-28,964.3346967012066,1009.1824511286927,981.6639451900098,1024.978490264344,995.8402034399268
2010-06-29,909.4887200357838,964.8931509668798,932.1982790424365,968.2439531726501,941.0875109657716
2010-06-30,879.3685471376943,931.3034095233619,901.8398547079273,943.271465258723,916.3002008707637
2010-07-01,857.2379231102849,907.5522317506843,881.4792640300909,926.6258476092497,902.1649324970504
2010-07-02,857.1701007756899,906.6437898410264,882.381867320362,928.5352200610496,902.1399598134151
2010-07-05,852.17591617368,903.3360109356432,880.4682787474333,925.97908642836,897.974002076275
2010-07-06,873.7155202869116,926.6573409534088,903.6311208227955,950.0352410645352,921.6891900976258
2010-07-07,887.6413638573847,936.6323672402679,913.2579203428285,959.8833443580166,933.5414038947308
2010-07-08,890.3938120917792,938.4000843510125,913.2521594022203,963.7099914307097,934.7366815602858
2010-07-09,911.3194637885085,963.0309372105911,938.5604654119109,989.1846670044663,962.4934139384923
2010-07-12,923.9901572803608,981.3253892092825,956.4318650288385,1004.359071034545,978.7431060813634
2010-07-13,909.3591266633366,965.7925047239637,940.29891499863,993.8075040045795,967.3470793419579
2010-07-14,919.4019293585437,978.5306005400672,950.6477832137016,1004.1207825999585,977.8431246982343
2010-07-15,904.3874108662246,962.5159893329528,933.650553227758,985.9728769045179,957.0612185544857
2010-07-16,912.0851078658146,967.4412380849933,938.3954661772295,988.8490111048618,960.9563505253536
2010-07-19,925.6313595888763,983.8047785790346,955.5793171532368,1008.0882951745057,980.0669445702787
2010-07-20,948.4414276514034,1009.491820400909,981.1402780239836,1034.3759558353574,1006.5411128652942
2010-07-21,951.6197488178873,1012.4611700516974,982.5872702192381,1039.1795112440673,1010.1245639288853
2010-07-22,967.2152503965776,1026.8962201300913,996.1064404521885,1052.3803043348346,1022.4087937442818
2010-07-23,981.6493887379152,1040.4408679957126,1005.9988408101623,1061.22255820921,1028.0355688234904
2010-07-26,1003.3130154085387,1056.1966076910346,1021.170982945342,1076.1776421247062,1041.9180153248249
2010-07-27,1002.0814911994227,1054.1276524006978,1023.3676254753432,1079.955106900085,1042.5478616589614
2010-07-28,1017.5245091867828,1073.0116750617487,1040.255239246189,1098.3081527060244,1060.2501439020712
2010-07-29,1025.0525274006352,1079.683493220736,1046.4157747119011,1105.5852038578248,1070.5185198255579
2010-07-30,1034.7575559937204,1090.1216094896008,1055.105862456686,1113.2107171026848,1072.883162522018
2010-08-02,1043.8663549557189,1104.8662126326233,1070.763752682482,1130.6114563067085,1091.1112998761746
2010-08-03,1041.5163753239713,1093.9548404406505,1060.902220679158,1115.9928872112437,1075.2603087463099
2010-08-04,1045.2866489583387,1107.4296054839385,1074.755864087418,1128.8320125008354,1089.387223768573
2010-08-05,1045.238681095962,1106.4921789448506,1076.404334408308,1133.4005901323776,1093.1714790520396
2010-08-06,1059.6724328337523,1121.4144470295155,1091.9952989332226,1149.37417734158,1110.228821010172
2010-08-09,1072.8340978540969,1136.746203393339,1107.3245590054278,1164.0638122037321,1126.1027232357117
2010-08-10,1043.2544745894186,1099.7545269977552,1071.8857271318905,1128.1904735586882,1086.8658417429772
2010-08-11,1055.6318804860007,1110.6362407067465,1082.527790848615,1143.2826221752873,1101.4447928661584
2010-08-12,1040.914293735871,1102.4371203538822,1075.03651969925,1131.3835896000617,1091.4103257732527
2010-08-13,1059.4371211746845,1125.3212711457882,1099.0172559678108,1156.3976634514597,1114.509454298756
2010-08-16,1073.7404707556134,1141.6377552454578,1119.5112954848998,1178.7654880855546,1136.6264768374344
2010-08-17,1075.6509728250396,1147.6867139316253,1128.7491189546788,1187.5132178721253,1147.1560699766706
2010-08-18,1074.6985775422584,1144.1840160944382,1130.6957195737814,1187.8702531194485,1146.5776488442632
2010-08-19,1080.6501549539764,1151.7561760077886,1133.1339595136444,1189.3360660465412,1151.1934347570882
2010-08-20,1062.9128463977722,1134.9848862253775,1120.8378953242438,1174.6584880258567,1133.5725282082008
2010-08-23,1087.1317757594256,1160.1838679126115,1147.7122009079542,1201.9133695366136,1153.6909836424056
2010-08-24,1094.4483735595586,1168.689160125123,1153.3428852167815,1212.0905101931603,1164.9188525043794
2010-08-25,1085.418127040924,1155.4278044077464,1142.128425601828,1194.2953536804844,1149.0199950020326
2010-08-26,1112.1257759865255,1176.9778955477218,1157.8291228492062,1209.48402562392,1159.6268945545853
2010-08-27,1116.6860287609572,1184.81411575312,1167.3659654135145,1215.9802318267405,1164.4353976087655
2010-08-30,1125.9095285145152,1201.1014446070715,1186.159560580169,1236.3811350759465,1188.2620880667232
2010-08-31,1120.3720546458076,1204.5541601888497,1193.049248069233,1242.8161608828843,1197.667364027623
2010-09-01,1099.0191253774924,1178.7612189809147,1175.4860718291993,1226.17869433222,1183.1062235421778
2010-09-02,1115.4621769280946,1205.6506853279618,1201.6972156024701,1252.1421437205845,1208.3467850632476
2010-09-03,1133.5892037942497,1227.2203570882525,1224.2958211470047,1273.9113829714822,1224.4187616641852
2010-09-06,1139.6741905440142,1227.1110668262436,1214.701114470792,1264.975411685826,1219.5059450909291
2010-09-07,1152.7191707202203,1240.5755424080512,1230.4571818341592,1275.3325293446492,1231.9487046530235
2010-09-08,1164.6416359499592,1253.9292806005585,1247.4628767129034,1292.18663922088,1243.916094232502
2010-09-09,1174.2570081696306,1256.2208809743172,1248.402925599723,1288.7643525167746,1233.5157912880347
2010-09-10,1175.9453109475205,1264.4920905527604,1263.148320176798,1308.1230604018679,1252.9552854256435
2010-09-13,1190.5562660694989,1281.3355184702323,1281.432592752224,1331.655036734719,1275.1586500340054
2010-09-14,1202.324964358601,1289.0636804215487,1283.6850429373744,1336.5588058677797,1277.1141536494933
2010-09-15,1192.89948702013,1280.601894940049,1273.7545465526387,1323.6607790641385,1259.8306240420525
2010-09-16,1163.995389761121,1255.5189289352898,1246.3742214887452,1295.003990982886,1224.884392454512
2010-09-17,1169.1373003511828,1267.9776259370356,1249.429812431456,1295.599003146695,1229.5472162843582
2010-09-20,1157.5896531728408,1251.0014025170976,1237.513015251274,1288.7086292972208,1222.0654490695306
2010-09-21,1162.3982496931328,1252.8088250655799,1241.3632591043865,1286.3515596143493,1215.4713869051711
2010-09-27,1180.2909924630558,1271.7270063670314,1263.6268945631202,1310.7052471971353,1242.1682896183495
2010-09-28,1173.8123363862944,1264.4852571395104,1254.1287232794748,1306.2161219729596,1237.920814219085
2010-09-29,1154.9113110483147,1242.9326521964633,1230.1773883554579,1282.9782424659159,1220.9192378363387
2010-09-30,1166.551788592847,1254.1724398632587,1240.777318468609,1299.6005238835917,1235.2850718821765
2010-10-08,1185.2982605377438,1273.862228822108,1259.5161690311525,1322.5345291531826,1260.7481072894495
2010-10-11,1196.9895258417882,1279.710415664671,1262.44514111006,1328.1321515159736,1266.408295161508
2010-10-12,1199.296191734939,1287.788339503466,1275.7205184020963,1335.722849093633,1274.386694158336
2010-10-13,1205.8732365510962,1288.0780051206082,1273.7075645636164,1336.3344612722462,1275.6997075243928
2010-10-14,1167.0849262874772,1249.4511075615735,1242.6251071680133,1298.9180550989813,1233.0628773426345
2010-10-15,1150.9853831628716,1229.277715664631,1229.4792527110783,1289.1997561829037,1219.5775070709055
2010-10-18,1105.8838331080754,1186.5287368493614,1189.1336050690081,1250.0783448038571,1188.0843120384448
2010-10-19,1139.5663228740534,1222.7699644453585,1231.618429026023,1291.636472371253,1229.2330316428174
2010-10-20,1136.4685474571238,1227.3166044010463,1237.1224035879875,1298.5386197546843,1232.1510223059834
2010-10-21,1134.7067712184253,1226.3527916156984,1242.8397183132272,1301.403998650036,1238.5879938237063
2010-10-22,1160.5461345118724,1244.3400062954954,1260.0008582292025,1322.0539327963634,1257.6013809868273
2010-10-25,1169.3199708848178,1266.3603990236847,1288.369215984477,1348.7121171158053,1284.0234884751649
2010-10-26,1160.4673131790464,1262.0640118776842,1290.887883534716,1354.3522065640602,1292.4076385695103
2010-10-27,1155.2940898162367,1254.7412732758637,1289.1855596005219,1352.478955499542,1286.9705345680152
2010-10-28,1159.8844219339016,1257.6969121668196,1301.0856378743172,1357.8846496499057,1290.7861941705626
2010-10-29,1175.998290860105,1272.2161337529303,1321.4611174810873,1371.9673194085872,1305.7921702656208
2010-11-01,1195.3381345611165,1285.3739205074014,1346.9640445780071,1399.6471289079795,1333.4166008996397
2010-11-02,1203.9845296445503,1289.3199238673315,1346.6080310277246,1400.2744610043098,1336.196672566087
2010-11-03,1192.5237929005525,1282.8046688746501,1336.0528582816949,1393.1926833328723,1325.8635336937261
2010-11-04,1226.119724451936,1308.8350645956696,1361.7458613754745,1421.0695941479291,1353.3355249299107
2010-11-05,1246.417570962911,1330.3348508763106,1383.3318011331287,1442.1560913875821,1375.2006250102168
2010-11-08,1292.0642808071668,1376.3669637473768,1430.3884139919098,1483.2064276940182,1410.9777088321955
2010-11-09,1315.189861693988,1400.4532726356517,1452.0706707243291,1507.1755369910045,1425.6209864008144
2010-11-10,1315.7614547064702,1403.6894150580317,1459.802975591922,1511.4575969046607,1429.2432424901294
2010-11-11,1306.2705345050147,1384.5379953684871,1438.5925187213466,1487.8260620304368,1410.8064415363729
2010-11-12,1253.420515116255,1329.0160518925934,1378.469484387903,1414.3612826634926,1338.2224412739358
2010-11-15,1265.4404313076388,1345.9261169175804,1399.9115102259484,1438.8834582473721,1372.811148253507
2010-11-16,1249.8579828191282,1329.1294748747619,1381.930652428143,1416.8153643096284,1349.3694642065407
2010-11-17,1219.7603157670262,1289.769413622276,1346.4670971186908,1387.2278612853027,1325.6758813382548
2010-11-18,1246.344531311605,1313.0494539422345,1370.952145999485,1405.3726751079105,1343.515913424818
2010-11-19,1266.3893153482109,1336.0887978657947,1396.4066818295814,1433.5801389207634,1372.7434066921817
2010-11-22,1280.4935152505257,1347.085287776927,1413.9626145401057,1452.9076503941367,1392.9380988610496
2010-11-23,1262.9130535796016,1332.585404458962,1394.662221729987,1437.808608531232,1378.3068352474197
2010-11-24,1278.423001970896,1354.3561185636624,1414.556474889747,1459.1067473138,1402.783245587747
2010-11-25,1286.8784414494457,1371.6730027709489,1432.6780893548469,1472.6525611759043,1415.8005046821897
2010-11-26,1281.6465980904804,1372.167577539278,1428.3774933545105,1473.4811230664802,1416.6451739108286
2010-11-29,1289.3697639839186,1386.0245173658861,1437.3244394238334,1482.7374736217675,1429.8023628425633
2010-11-30,1255.7694133553646,1355.5682478428855,1402.3843917242139,1437.1826727385787,1388.0447639364718
2010-12-01,1252.134723732253,1352.0111358863992,1399.7645326268723,1442.121329166948,1396.7138423007991
2010-12-02,1279.0681347507077,1370.7305030793273,1421.8897311436504,1464.2631557904026,1416.640120369978
2010-12-03,1277.6706090841,1376.0633587975296,1420.0497703060087,1457.8979828523104,1407.476161028908
2010-12-06,1260.702934072543,1354.0276364050774,1396.4708784179234,1432.7580179964818,1381.057943168627
2010-12-07,1274.1574571828555,1366.6825181426314,1410.8784958983504,1445.3644456410711,1395.8376293857314
2010-12-08,1275.3371159855442,1363.4472844443762,1401.5283470652757,1439.0435173994038,1392.9421359089497
2010-12-09,1247.833780124864,1333.0034447548599,1374.019056782352,1411.7390427059877,1367.0260022469188
2010-12-10,1250.8395749716847,1340.5516195312869,1381.427974378085,1421.8560590860718,1376.8694439414392
2010-12-13,1274.1533895875305,1365.9873828800726,1409.9586833438154,1454.2862326934635,1411.0687251359489
2010-12-14,1287.6370684880058,1384.432797818861,1430.7459824891134,1472.7331376416346,1428.1031379126853
2010-12-15,1287.5553538584147,1382.647495840826,1430.238934261191,1480.1677198515315,1432.3673329805963
2010-12-16,1293.2036280301534,1394.995469558979,1439.8764455759442,1487.933194020395,1439.7099130324048
2010-12-17,1298.9835254614197,1397.9410324379978,1448.0312233682762,1495.0119829623711,1448.0261211962888
2010-12-20,1306.3062333833425,1393.3417363269912,1435.628534716057,1477.301791610666,1430.497964967696
2010-12-21,1325.067857642967,1406.427221366639,1452.2263004403987,1495.3769005246488,1449.4087686710973
2010-12-22,1315.0218805618279,1397.4982539098146,1447.6940689265955,1484.4108146945287,1442.3538284501874
2010-12-23,1293.8272817941331,1379.3120735781038,1429.735290504558,1466.565905850847,1424.9913737004165
2010-12-24,1279.0884981539111,1353.533660716501,1408.067889676317,1448.3903052938658,1403.783729875371
2010-12-27,1249.0075095578554,1316.7675720782522,1368.5993688834471,1413.479780247311,1365.5072672154722
2010-12-28,1217.2476676742958,1285.4064729260099,1334.0608883227824,1374.3102167088166,1335.0653969546074
2010-12-29,1245.7050845246026,1303.544083175323,1353.451758918855,1391.231180089547,1353.1903194154168
2010-12-30,1254.8614102672245,1311.80718400743,1359.5893674397266,1392.4497347234667,1360.9036527494382
2010-12-31,1278.8513403461293,1336.5188714734024,1386.5484805526462,1417.216783926749,1384.6925212017331
2011-01-04,1290.9387665616284,1347.8598225047851,1401.343662507871,1434.6198080020158,1402.5831108731172
2011-01-05,1305.258258913496,1356.1591702204717,1411.4300902649763,1438.1673457928168,1404.1127847786956
2011-01-06,1319.5871805793051,1371.0313245234893,1422.0400889874475,1447.9413396268235,1404.7235075630215
2011-01-07,1323.1171595368567,1372.224314204525,1422.1739103388622,1447.809584998317,1403.2194576728284
2011-01-10,1308.0155262919307,1352.5391074077636,1393.794366366645,1414.0569573501323,1373.2188727356115
2011-01-11,1305.9604851721647,1344.502483610957,1383.3777962010215,1406.0892013223104,1367.332788218837
2011-01-12,1324.459362402661,1368.7034376202505,1408.51013593989,1427.1904278257864,1384.1867401354443
2011-01-13,1323.151304077983,1368.9036120907726,1406.3858944093206,1429.4214414609996,1387.7519260428448
2011-01-14,1306.673888120479,1355.1080382261869,1391.9937069347543,1411.5082396155915,1368.3649649693252
2011-01-17,1260.2060891061785,1310.4332906777922,1348.4762796187508,1367.6567069822222,1323.6007289955667
2011-01-18,1266.3463315833403,1327.174946991911,1364.6210459714368,1379.8448913211955,1330.7021586854314
2011-01-19,1283.2921809224513,1346.2598437039526,1384.597853963926,1402.4670665813271,1352.972643433469
2011-01-20,1263.7910309607182,1316.056944527206,1353.0478261707935,1371.457848422271,1319.4343969685667
2011-01-21,1265.0292347238376,1318.8322869847623,1357.03908925056,1379.5139877101271,1330.481463774823
2011-01-24,1252.838506422895,1285.2902125082858,1324.4917324612425,1351.1006386264773,1308.4317520534562
2011-01-25,1206.2280388960223,1244.749315994383,1291.6142913737776,1317.0439018935626,1281.0401192079628
2011-01-26,1218.318070694841,1256.7983549490716,1308.684615534972,1336.0298001717058,1300.718468528656
2011-01-27,1234.3674577065765,1273.9677745627864,1326.031508220917,1352.036138261741,1316.2439547618217
2011-01-28,1247.4268543015817,1287.5206492330917,1339.9029806938936,1368.3534942093597,1335.7316725768055
2011-01-31,1265.5027254966094,1304.8330092021527,1354.0087850002878,1383.3272588682767,1350.300085682983
2011-02-01,1281.8154029259424,1315.2837714972288,1362.6637260070895,1387.2079784523871,1351.401023940232
2011-02-09,1276.8992070431577,1313.0907238577547,1360.7669982569132,1383.4579807449115,1347.1133738952713
2011-02-10,1296.8137953273315,1335.8574605685085,1387.621670453047,1411.3992619940557,1378.8486034669722
2011-02-11,1301.4595907538346,1349.5914080582402,1400.4249533273164,1425.974345962824,1393.7209192742414
2011-02-14,1315.6956208168924,1361.7534078127474,1413.978510105179,1442.3016172625407,1410.756722527868
2011-02-15,1316.8029234175235,1369.1669444028923,1418.921114399986,1445.4823579626109,1417.312165422711
2011-02-16,1331.1597826803484,1385.7282211010156,1437.3918514362713,1467.4380345395807,1443.7227535675906
2011-02-17,1342.4722971591946,1388.564665932832,1438.501699206231,1471.113387998012,1446.9307125629678
2011-02-18,1330.3549503380068,1380.9729578712033,1434.1107528333832,1468.9985327265633,1438.2613465100583
2011-02-21,1348.7678066815897,1406.2167456102627,1461.5715510952498,1495.8224071967165,1466.3795566289946
2011-02-22,1328.3708566020923,1382.9384328040228,1429.7381801465847,1458.6914619560357,1430.5759058651179
2011-02-23,1332.7422501952988,1393.752769598783,1442.2621578363555,1474.2927697678017,1447.4210301338437
2011-02-24,1346.8527282271075,1405.555518095688,1458.1459198402208,1488.3528609631242,1461.6223649549172
2011-02-25,1351.9388957402816,1413.0563245263702,1466.3389656698682,1493.9004053661292,1466.2575716849653
2011-02-28,1385.2237260170584,1435.566712531165,1486.8072925625818,1516.2804280823375,1484.6011501439875
