date,top_10,top_20,top_30,top_50,top_100
2010-01-04,1000.0,1000.0,1000.0,1000.0,1000.0
2010-01-05,999.0251771123482,1003.1171003932413,1005.769205087013,1010.8897463547015,1010.2700769694981
2010-01-06,995.8313077526763,999.5285515681696,1002.4725683826417,1006.4855022273641,1007.7121831963613
2010-01-07,996.1814595317896,989.0992827480994,987.8326245607313,993.0683508885273,988.478035184335
2010-01-08,995.6274002109104,993.15957340211,992.7084323751784,1001.2666349607289,997.9781233012777
2010-01-11,1005.7773966314037,1001.0634229221972,998.6632756421086,1003.666630300177,1003.0229470188988
2010-01-12,1022.2696911443962,1019.6181738169402,1017.6866690528612,1022.1606397400449,1022.7722269960369
2010-01-13,1004.6039202458176,1017.1726354204912,1014.9322379079136,1017.6631344442438,1013.9008561744341
2010-01-14,1028.95418550339,1039.3350822124874,1041.8793820177048,1043.7311381758793,1041.4116928449275
2010-01-15,1040.8974826912952,1045.095609075164,1052.7688030720885,1053.0276673091332,1050.9720999351377
2010-01-18,1060.571538862692,1065.3898113297719,1071.6132894143548,1070.058722351169,1070.7004495530277
2010-01-19,1067.742958186461,1071.8474736976423,1077.6271791805784,1075.7654486359766,1072.4578523377531
2010-01-20,1038.2554506725598,1029.9941468447696,1038.817782951128,1047.7282506241652,1035.9898058145177
2010-01-21,1053.3154846658606,1047.750917359201,1052.301369455983,1058.4915714582978,1048.3589231328558
2010-01-22,1035.6989344087103,1028.9645586088923,1037.2010645995488,1040.017472723704,1027.7191001243566
2010-01-25,1014.9342033974632,1015.4587277998381,1022.3017512122628,1023.010679622167,1014.6156108852517
2010-01-26,963.8697875945343,968.9400197436903,976.3309448775809,978.9249589205376,970.5415647953032
2010-01-27,953.1778125122078,957.2571623067804,967.4666628266988,970.5289597084987,962.8143710619797
2010-01-28,958.758387777533,961.3676205624433,973.6031524833762,977.3422034172679,971.8925033546537
2010-01-29,972.3895011874989,972.6145322636178,981.2043939243961,985.5105771494959,981.3831660103875
2010-02-01,979.8428479096605,968.6135720356234,975.4928724124962,976.0123079823649,969.4126885718101
2010-02-02,979.6345024762452,970.6280946730338,974.4068829445962,974.6263091005812,970.3621065442926
2010-02-03,1001.2550138487492,991.3976414419396,991.7652364091989,993.8252146207094,989.6570185651339
2010-02-04,1012.0006254297334,1000.2757593321018,1001.3970165270727,1004.1979389478719,1002.9325271717601
2010-02-05,1009.1413689066956,990.8561764668204,993.1136540940831,993.1289621501646,990.2226846459265
2010-02-08,1007.8094528307678,989.3006146836659,997.0474328090855,995.111266012275,993.6255634866204
2010-02-09,1013.1519908405583,992.0429273817913,999.3414415371427,996.7498912870687,992.035982457141
2010-02-10,1027.629444390103,1005.0949282596791,1010.1348224520591,1009.5498406739697,1005.6163630042984
2010-02-11,1025.8821494502822,1000.6082544808631,1009.529116392806,1008.8581954104347,1003.3487179781356
2010-02-12,1040.00088514364,1010.4350100699363,1018.0735180371524,1019.0171726175381,1014.2829606235574
2010-02-22,1040.1710633657924,1014.9529139279147,1019.3499132576251,1020.595999182655,1018.7808529599894
2010-02-23,1041.4917949188248,1020.8221358597298,1023.5518715211003,1026.723886801567,1028.7436293363735
2010-02-24,1062.730777339509,1045.4195852673838,1050.4744217729321,1053.788288005444,1053.9235190411548
2010-02-25,1074.2011867424799,1059.7186012254876,1067.223610837705,1070.3781449856367,1072.0727447654692
2010-02-26,1090.8557279310792,1066.9166846103537,1074.6355487127012,1082.4990250559829,1081.4154042326325
2010-03-01,1117.3161619516452,1088.1590665997112,1095.3101339425234,1105.2237687268648,1100.3720869103183
2010-03-02,1130.9588159537957,1095.7555764651856,1101.5359606885768,1115.4478754851584,1107.1963828015864
2010-03-03,1141.4762928008618,1105.661655264099,1110.2422083326494,1127.5994366723737,1119.698100359013
2010-03-04,1107.7513505029335,1073.4208347917834,1073.6223061864928,1092.1640421021177,1083.4152276566408
2010-03-05,1124.1488816857716,1091.4489565592337,1091.6777676953518,1102.3252527940783,1091.6229366401678
2010-03-08,1138.384173303442,1104.925580583589,1105.7033044848993,1115.5835474561704,1106.3641741325143
2010-03-09,1140.4404935792893,1109.3145613412382,1110.197808029377,1118.3498180135055,1106.027117803867
2010-03-10,1137.8779601629715,1105.5610656670942,1104.369375590299,1112.2644982514726,1097.5911984338875
2010-03-11,1143.0172413134196,1111.7906219907195,1107.2552008047373,1112.7713110787352,1102.632497229642
2010-03-12,1123.3322639642574,1093.5827819649035,1092.3519266646094,1104.4832840579222,1088.9732114581184
2010-03-15,1117.3239759508153,1086.724339561578,1089.5531054713497,1095.2905066601234,1080.64113174408
2010-03-16,1137.431659772214,1101.5440615992654,1106.957079399061,1109.5996448900032,1095.9278970259948
2010-03-17,1159.4002232560774,1123.274437314781,1130.2574599850504,1134.678352151822,1121.86073957037
2010-03-18,1158.4835500582988,1126.7814347283058,1133.6469231444314,1139.6629111466577,1127.9211666524359
2010-03-19,1177.2371086993062,1143.9705105269347,1150.5359320592722,1153.7277204598545,1139.828505069873
2010-03-22,1206.7033704234684,1172.129380959022,1171.980628411513,1173.408617001086,1158.8875556958724
2010-03-23,1201.141229878601,1166.2303103339366,1163.5103668914503,1169.831328755661,1155.0327270517334
2010-03-24,1203.8976947355877,1171.1173605889014,1167.7627075654375,1174.2250783721304,1160.9340465200423
2010-03-25,1177.9236658907578,1156.8138509628318,1153.4566393173566,1163.0623845772889,1150.1423051759348
2010-03-26,1189.4283709557085,1164.6251022478568,1162.0727510786026,1171.8082835296925,1160.175899741315
2010-03-29,1198.5897360323263,1164.3870493789411,1160.5986828142268,1171.0497273895994,1164.8673684007074
2010-03-30,1201.9590217982247,1172.1144610899457,1168.7248744778055,1176.9590440014056,1177.4587459941213
2010-03-31,1219.2106098547363,1188.7402889745288,1181.412628531771,1188.423933342311,1187.8546382687778
2010-04-01,1224.7751380153145,1200.65818209063,1193.4759318339352,1200.7451311850448,1203.7219075970484
2010-04-02,1243.2031834692293,1216.8515217889092,1207.3492254710861,1212.1878948419585,1211.0228341557292
2010-04-06,1269.2942436357762,1238.6202632594902,1227.00332092387,1230.2193461476681,1223.7952185855993
2010-04-07,1280.1901673691646,1250.847629658595,1237.1665484983162,1237.8760515694994,1232.9512186836869
2010-04-08,1278.055422214262,1250.223092743408,1237.3930475921904,1238.271672493657,1231.792418863635
2010-04-09,1289.514773951681,1273.0580505307878,1255.9122931583793,1258.6366427806608,1248.6053028259778
2010-04-12,1312.0239470428708,1294.782443130148,1271.6276871659106,1277.6434114207032,1262.0260905215425
2010-04-13,1267.9604739616002,1251.9298362602221,1237.0441720650997,1246.0295623394884,1233.2296286672306
2010-04-14,1284.9123460151634,1271.3718233901282,1255.8662985107794,1261.3697185635724,1251.0975773794914
2010-04-15,1269.0581684091544,1269.3323465438557,1253.420364001939,1260.8000713168585,1247.0460246110379
2010-04-16,1256.7060546988816,1260.75226602936,1246.7217368118124,1256.363911159641,1242.8451615788215
2010-04-19,1212.076541488604,1214.6796259782104,1196.8274234304731,1206.927306598764,1193.1276874642876
2010-04-20,1216.0061940717374,1224.0295263640462,1205.128182694771,1214.0413765196279,1199.6603851073962
2010-04-21,1258.2801091451,1264.7638339161072,1238.2534719393732,1247.3753880915651,1231.2275215421985
2010-04-22,1273.8525738505846,1279.874024095244,1246.1598413457593,1252.7011462007379,1239.6697786907318
2010-04-23,1261.5093424441689,1269.8631393472454,1238.5484939800322,1245.1841238110435,1230.4776550770457
2010-04-26,1243.210852533445,1269.5645235077145,1229.2535062167308,1245.1720722880693,1228.1199459290497
2010-04-27,1197.6104294630861,1221.322299957058,1188.9606104830405,1210.787682659834,1193.642170573311
2010-04-28,1191.0804316665465,1220.3776384336422,1187.0943627426088,1210.298985116343,1195.309925700546
