annual_return,annual_vol,sharpe,max_drawdown,total_return,start,end,days,latest_nav,window,strategy
-0.22857819745626962,0.1981962311100628,-1.1532923516054907,-0.15982919955718725,-0.06460795086612847,2026-01-05,2026-04-09,62,0.9353920491338715,ytd,hedge0p5_baseline
0.4505227454912655,0.16776087323837494,2.6855054864378793,-0.15982919955718708,0.45015353565704497,2025-04-09,2026-04-09,243,1.450153535657045,1y,hedge0p5_baseline
0.3099704607603917,0.1803666060437585,1.7185579279857945,-0.15982919955718733,1.2466929602381014,2023-04-10,2026-04-09,726,2.2466929602381014,3y,hedge0p5_baseline
0.2593876508657471,0.16918510083460497,1.5331589459483432,-0.1598291995571869,2.167587327384177,2021-04-09,2026-04-09,1211,3.167587327384177,5y,hedge0p5_baseline
0.23964190344919767,0.14685905092613927,1.6317816432691115,-0.15982919955718694,7.557046738724948,2016-04-11,2026-04-09,2429,8.557046738724948,10y,hedge0p5_baseline
0.2757294612160648,0.1502720052440893,1.8348691146311176,-0.2415190715312499,37.53648165953239,2011-04-11,2026-04-09,3645,38.53648165953239,15y,hedge0p5_baseline
-0.17788992568626005,0.1643587683959615,-1.082326957194643,-0.13522884226465665,-0.049161957076843454,2026-01-05,2026-04-09,62,0.9508380429231565,ytd,hedge0p5_nav4_8
0.43472499708661005,0.15339155762556772,2.834086854687164,-0.1352288422646564,0.43437055951863757,2025-04-09,2026-04-09,243,1.4343705595186376,1y,hedge0p5_nav4_8
0.28251738814859717,0.16204791582881495,1.7434188320388175,-0.135228842264657,1.1084722517830414,2023-04-10,2026-04-09,726,2.1084722517830414,3y,hedge0p5_nav4_8
0.23277809573082742,0.15382637062501775,1.5132522127709178,-0.13522884226465648,1.8468352740847505,2021-04-09,2026-04-09,1211,2.8468352740847505,5y,hedge0p5_nav4_8
0.21504890118309627,0.13362865084848194,1.6093023451006374,-0.13522884226465653,6.004200304933047,2016-04-11,2026-04-09,2429,7.004200304933047,10y,hedge0p5_nav4_8
0.25267786814186244,0.13179384107785266,1.9172206081511936,-0.19673042625528955,28.317186923767505,2011-04-11,2026-04-09,3645,29.317186923767505,15y,hedge0p5_nav4_8
